Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,Total
t2479,9.617013840075779e-8,8.352605441729103e-7,1.9516870439524184e-5,2.0448301122097853e-5
t2480,9.482966112537308e-8,8.291348506584828e-7,1.9155872891316586e-5,2.0079837403100444e-5
t2481,9.412644096725256e-8,7.981694126175747e-7,1.8240948770376555e-5,1.913324462396138e-5
t2482,9.658734889572363e-8,7.795137383694769e-7,1.7925507662554174e-5,1.8801608749819374e-5
t2483,1.0703161103920906e-7,8.369186962111593e-7,2.013305964368176e-5,2.107700995093213e-5
t2484,1.2008205794387507e-7,8.7515523784842e-7,2.218951409956573e-5,2.3184751395358027e-5
t2485,1.367674934772868e-7,9.028452770240135e-7,2.4220924582533634e-5,2.5260537353034934e-5
t2486,1.58220334348153e-7,9.212878112395692e-7,2.6272569214346263e-5,2.7352077359933985e-5
t2487,1.9020807430199335e-7,9.560323808066856e-7,2.9707915752650795e-5,3.0854156207759475e-5
t2488,2.395896359591533e-7,1.0097761234450556e-6,3.551913972043887e-5,3.676850547984308e-5
t2489,3.229648331175898e-7,1.098599699473212e-6,4.699228289710896e-5,4.841384742969976e-5
t2490,5.263343179980003e-7,1.3307419857846483e-6,9.284663173462767e-5,9.470370803841032e-5
t2491,8.910649181185401e-7,1.625584807683196e-6,0.0003745042234037417,0.00037702087312954343
t2492,8.69603610372486e-7,1.851468905425088e-6,1.2288449344066312,1.228847655479147
t2493,4.4562679972299655e-7,1.4621878862292216e-6,0.00014908277683930773,0.00015099059152525994
t2494,3.119345347570955e-7,1.3018859274549525e-6,8.096384939813691e-5,8.257766986034896e-5
t2495,2.4332799296428387e-7,1.2177876518808952e-6,5.886674777847289e-5,6.032786342331807e-5
t2496,2.0054657102980117e-7,1.1671095257351667e-6,4.846913175674203e-5,4.9836787853507e-5
t2497,1.7089599615743794e-7,1.1314453000530557e-6,4.2896025484992315e-5,4.419836678120281e-5
t2498,1.4900700118850724e-7,1.1023755668840488e-6,3.9952262260331703e-5,4.120364482840426e-5
t2499,1.3208146833922503e-7,1.0735014880781118e-6,3.609788477343326e-5,3.73034677298506e-5
t2500,1.1851945708882082e-7,1.0395519893022571e-6,3.191035389034506e-5,3.306842533673614e-5
t2501,1.0730196650356233e-7,9.951022843405676e-7,2.78287972298984e-5,2.8931201480742532e-5
t2502,9.765987024456439e-8,9.334728833978101e-7,2.408996474608387e-5,2.512109749972624e-5
t2503,8.881456772730544e-8,8.461892943085469e-7,2.008461887496504e-5,2.1019622737000892e-5
t2504,7.990072310520146e-8,7.190883618298378e-7,1.5680050328961304e-5,1.6479039413896344e-5
t2505,8.180298580922099e-8,7.425302582674058e-7,1.635756409526251e-5,1.718189733933914e-5
t2506,8.530413108321964e-8,7.464089476601282e-7,1.666835633163536e-5,1.750006941037871e-5
t2507,9.539628019167649e-8,8.132689110986265e-7,1.9008398770546147e-5,1.991706396183645e-5
t2508,1.0851013462484234e-7,8.582103892281567e-7,2.1273490366264058e-5,2.2240210890117056e-5
t2509,1.2608429031689427e-7,8.881395560867679e-7,2.3585747655260638e-5,2.45999715016643e-5
t2510,1.5128098153762727e-7,9.156622114332691e-7,2.6505225188461253e-5,2.757216838143215e-5
t2511,1.895735675040059e-7,9.456637115664305e-7,3.080328547069829e-5,3.193852274976873e-5
t2512,2.588075151376176e-7,1.0059347783171661e-6,4.003123699385812e-5,4.1295979287312906e-5
t2513,4.0601279658494846e-7,1.1056902833114232e-6,6.477889099927738e-5,6.629059407917374e-5
t2514,9.770867317897993e-7,1.324136490023193e-6,0.0002546165740395211,0.0002569177972613341
t2515,0.00013762849499653073,1.817740953910962e-6,2.7499844791340493,2.7501239253699996
t2516,0.0049874875567304374,2.4310212322131186e-6,0.00031726825938447603,0.005307186837347126
t2517,5.677209015791731e-7,1.7073064859023369e-6,4.572242795666551e-5,4.799745534414702e-5
t2518,3.104031905370072e-7,1.448948713672071e-6,3.020856077840609e-5,3.196791268261517e-5
t2519,2.2718509508758766e-7,1.3172852159377569e-6,2.6025789405819422e-5,2.7570259716844766e-5
t2520,1.8832245711513377e-7,1.2367211879873033e-6,2.5582575917424258e-5,2.7007619562526694e-5
t2521,1.6780914758027662e-7,1.179654940364481e-6,2.782139447841616e-5,2.9168858566360916e-5
t2522,1.5491497093811348e-7,1.1342103135444386e-6,3.432445873244212e-5,3.561358401692467e-5
t2523,1.3949850084679314e-7,1.0934177170514945e-6,3.722034188637417e-5,3.845325810427246e-5
t2524,1.239316853052998e-7,1.0460524380795837e-6,3.48737703000186e-5,3.604375442340348e-5
t2525,1.0835550803656351e-7,9.880198778510594e-7,2.9281199987404203e-5,3.0377575373291828e-5
t2526,9.388681426928907e-8,9.14467482829475e-7,2.2872454825882825e-5,2.388080912298159e-5
t2527,8.096607700339278e-8,8.172325764738797e-7,1.7096985806232493e-5,1.7995184459709764e-5
t2528,6.910685959460212e-8,6.774188375858494e-7,1.236953552991256e-5,1.311606122709301e-5
t2529,7.294864329895169e-8,7.311232571709286e-7,1.3459961339918203e-5,1.4264033240388084e-5
t2530,7.804810692106107e-8,7.639106386982687e-7,1.5173416093446055e-5,1.6015374839065384e-5
t2531,8.545285302851147e-8,7.990293160465897e-7,1.7027152035038284e-5,1.7911634204113384e-5
t2532,9.696609218779729e-8,8.466156467597642e-7,1.9506206997203418e-5,2.044978873615098e-5
t2533,1.1260140655889526e-7,8.780045579109688e-7,2.205990525822153e-5,2.3050511222691395e-5
t2534,1.3555261572331344e-7,9.078450471700776e-7,2.53011879897707e-5,2.634458565266409e-5
t2535,1.7136161960017352e-7,9.414377050597378e-7,3.0074743549616125e-5,3.1187542874276035e-5
t2536,2.3616329130562602e-7,1.0009512052266334e-6,3.9745969342516336e-5,4.0983083839048595e-5
t2537,3.8789797555689895e-7,1.124802393767696e-6,7.068784807008956e-5,7.220054843941416e-5
t2538,1.0809056281525443e-6,1.3997167852150546e-6,0.00042018071897481434,0.00042266134138818195
t2539,0.0007141565826325098,1.8205366951513595e-6,2.749874133853291,2.7505901109726185
t2540,0.0014312789311227833,2.333168595393017e-6,0.0002460259592772914,0.0016796380589954678
t2541,6.195811295084079e-7,1.6795152169491209e-6,4.4945943171177854e-5,4.7245039517635386e-5
t2542,3.416053960506886e-7,1.4361752497425548e-6,3.0166122147185252e-5,3.194390279297849e-5
t2543,2.519135011054391e-7,1.311143397852799e-6,2.6127488851990374e-5,2.769054575094861e-5
t2544,2.1043662931171228e-7,1.2344868139582887e-6,2.5736304248175216e-5,2.7181227691445216e-5
t2545,1.8896927351754937e-7,1.1803133438219739e-6,2.8011250802703275e-5,2.93805334200428e-5
t2546,1.5569012474138087e-7,1.1360404360145903e-6,3.4536718678125525e-5,3.58284492388815e-5
t2547,1.2478932140100138e-7,1.0942225953237974e-6,3.72985340933411e-5,3.85175460100659e-5
t2548,1.145648111336663e-7,1.0485728882104164e-6,3.5022187962535054e-5,3.618532566187914e-5
t2549,1.033155735869602e-7,9.930552005080849e-7,2.9561248743661245e-5,3.065761951775629e-5
t2550,9.189792337848806e-8,9.223231577963975e-7,2.3226993538239e-5,2.4241214619413886e-5
t2551,8.099081256731026e-8,8.289232829854039e-7,1.74626688210224e-5,1.8372582916575113e-5
t2552,7.049419216273984e-8,6.974741879598643e-7,1.280548818823199e-5,1.3573456568354594e-5
t2553,7.370725206013496e-8,7.363387763323315e-7,1.3440845571441323e-5,1.425089159983379e-5
t2554,7.882853559713151e-8,7.643043828937572e-7,1.4974233628697921e-5,1.581736654718881e-5
t2555,8.825387425320852e-8,8.289831745902114e-7,1.7647309095361975e-5,1.8564546144205395e-5
t2556,1.0079798685075397e-7,8.747752733164117e-7,2.0451246633084277e-5,2.1426819893251444e-5
t2557,1.1806335896750723e-7,9.071014510773967e-7,2.3618771976103823e-5,2.464393678614873e-5
t2558,1.4336953433076747e-7,9.3694098753012e-7,2.7802006747524227e-5,2.8882317269385113e-5
t2559,1.8367990458084917e-7,9.752688021576618e-7,3.452187892671657e-5,3.568082763345508e-5
t2560,2.568136377291065e-7,1.037540326963453e-6,4.85860315663244e-5,4.988038553101696e-5
t2561,4.21189428139333e-7,1.1437336588527994e-6,9.568153018912006e-5,9.72464532761122e-5
t2562,1.1108742640733777e-6,1.3568959063294235e-6,0.0007085180298442495,0.0007109858000146523
t2563,0.002297765192902637,1.775195497986192e-6,2.7495808470010963,2.751880387389497
t2564,0.004509862694088037,2.2984143220636397e-6,0.0001857839288500516,0.004697945037260153
t2565,6.18002556582781e-7,1.6450871592614677e-6,4.153512265958978e-5,4.379821237543403e-5
t2566,3.462961174216968e-7,1.4099364729106644e-6,2.871720236852123e-5,3.047343495885359e-5
t2567,2.5948882880818705e-7,1.29603416776188e-6,2.535360017212048e-5,2.6909123168690548e-5
t2568,2.199629050329796e-7,1.224913416736085e-6,2.5245954369628728e-5,2.6690830691397793e-5
t2569,2.00562648510278e-7,1.1735227977048103e-6,2.7638300188887893e-5,2.9012385635102982e-5
t2570,1.5273136395566814e-7,1.1308972921967763e-6,3.4168516464034146e-5,3.545214512018659e-5
t2571,1.3098377425149976e-7,1.090069750829331e-6,3.696553539256431e-5,3.818658891764514e-5
t2572,1.1854678921759722e-7,1.0443425685254867e-6,3.469944163266805e-5,3.5862330990411135e-5
t2573,1.0532641481004578e-7,9.88370601341352e-7,2.925569131343307e-5,3.034938832958447e-5
t2574,9.248003794573082e-8,9.164955946632197e-7,2.2943721530383835e-5,2.3952697162992785e-5
t2575,8.066580734496902e-8,8.21238346153156e-7,1.7218758262832667e-5,1.8120662416330792e-5
t2576,6.993758970702362e-8,6.898397652984294e-7,1.2654533900670705e-5,1.3414311255676158e-5
t2577,7.391587414177574e-8,7.342546691552423e-7,1.3493241614400617e-5,1.4301412157697636e-5
t2578,8.055476197530164e-8,7.635567924705645e-7,1.5174373418251103e-5,1.601848497269697e-5
t2579,9.277620026378822e-8,8.237185367627724e-7,1.804812399305413e-5,1.896461873008069e-5
t2580,1.1122426792397897e-7,8.745960049676212e-7,2.180978611399407e-5,2.2795606386885672e-5
t2581,1.4038713047557074e-7,9.192279195327404e-7,2.7395292811065912e-5,2.8454907861074223e-5
t2582,1.9082765020543026e-7,9.619289728232353e-7,3.715470802810914e-5,3.830746465113781e-5
t2583,2.973918390794428e-7,1.0172645525825257e-6,6.21086148825729e-5,6.342327127423487e-5
t2584,6.790962657378357e-7,1.1206746417413734e-6,0.00023459360867679628,0.0002363933795842755
t2585,2.8464535753440303e-5,1.3762426823585362e-6,2.749682924964814,2.74971276574325
t2586,0.05026187794868123,2.1462041264404205e-6,0.0006214866934404456,0.050885510846248115
t2587,5.289942861990575e-7,5.604308009515537e-6,7.830228568585683e-5,8.443558798157142e-5
t2588,1.7386931393927526e-7,7.041159266326038e-6,3.210591527256291e-5,3.932094385282823e-5
t2589,8.296836888705264e-8,6.582494111945931e-7,1.3005784570256822e-5,1.3747002350338468e-5
t2590,7.75540825825472e-8,6.922043696404959e-7,1.8366253060492564e-5,1.9136011512715607e-5
t2591,7.735207259524062e-8,7.850506014862977e-7,2.028441954086585e-5,2.1146822214947386e-5
t2592,7.786605064695173e-8,8.628179804006702e-7,2.0508776429829648e-5,2.144946046087727e-5
t2593,7.839513182038425e-8,9.226467381555222e-7,2.061103346246597e-5,2.1612075332441876e-5
t2594,7.881000126476182e-8,9.641940456914393e-7,2.0675977452747784e-5,2.1718981499703985e-5
t2595,7.906226970401779e-8,9.847751870577818e-7,2.0627198382001264e-5,2.169103583876306e-5
t2596,7.922569449496409e-8,9.874506637335182e-7,2.0576353735579684e-5,2.1643030093808165e-5
t2597,7.919414503129475e-8,9.68173212733428e-7,2.043467123509102e-5,2.1482038592855744e-5
t2598,7.889766665350827e-8,9.241010272592315e-7,2.0201441475485338e-5,2.1204440169398078e-5
t2599,7.775042060496023e-8,8.499991526663555e-7,1.9135703384929697e-5,2.006345295820101e-5
t2600,7.509644924070367e-8,7.38469370790576e-7,1.6467970659985782e-5,1.7281536480017063e-5
t2601,7.805222245089893e-8,7.632374666440847e-7,1.7103155765312007e-5,1.794444545440699e-5
t2602,8.223732823424665e-8,7.764433037299328e-7,1.7565811276043125e-5,1.8424491908007303e-5
t2603,8.980440716285578e-8,8.076128619729047e-7,1.884915502837636e-5,1.974657229751212e-5
t2604,1.0197091951642146e-7,8.569504558417511e-7,2.114728351553763e-5,2.2106204890895803e-5
t2605,1.1800911747528745e-7,8.866620581584324e-7,2.3372340262543282e-5,2.4377011438177002e-5
t2606,1.4176420940817341e-7,9.226204963913301e-7,2.6534105472804434e-5,2.7598490178603937e-5
t2607,1.7808627818445863e-7,9.669993179535712e-7,3.1256297626153974e-5,3.2401383222292004e-5
t2608,2.388795056271321e-7,1.0344438498090974e-6,3.9733227811651556e-5,4.1006551167087787e-5
t2609,3.6178708283997337e-7,1.165352596032015e-6,6.149099007599274e-5,6.301812975486473e-5
t2610,7.325165363559448e-7,1.4689483078052167e-6,0.00020464928311833723,0.0002068507479624984
t2611,1.1725879217473204e-6,1.8575140572854769e-6,1.1265048611665733,1.1265078912685524
t2612,6.409284281298576e-7,2.396252421296918e-6,0.0936882521919928,0.09369128937284223
t2613,2.470555479154869e-7,1.1448061627480946e-6,3.7604615984957196e-5,3.8996477695620775e-5
t2614,2.0877593901449568e-7,1.1251237357763502e-6,3.3691669991993356e-5,3.50255696667842e-5
t2615,1.8136655828821045e-7,1.1115495378090347e-6,3.109350630443651e-5,3.238642240053375e-5
t2616,1.6055540040995346e-7,1.100139878586528e-6,2.9334562877146278e-5,3.059525815614276e-5
t2617,1.4413218309316307e-7,1.0889244157387214e-6,2.8197567991031566e-5,2.943062458986345e-5
t2618,1.3073812710648866e-7,1.075142750034073e-6,2.7405597779401035e-5,2.8611478656541595e-5
t2619,1.1954158279803889e-7,1.0562814569739333e-6,2.62942527705879e-5,2.747007581035987e-5
t2620,1.0998514820843118e-7,1.0294776641676328e-6,2.4954878206451766e-5,2.609434101882783e-5
t2621,1.017399069790094e-7,9.9274664350703e-7,2.3558096665864245e-5,2.4652583216350282e-5
t2622,9.425188957309385e-8,9.362579529513668e-7,2.202348164371036e-5,2.305399148623482e-5
t2623,8.70920895567409e-8,8.535901209815278e-7,1.969059091678396e-5,2.0631273127322228e-5
t2624,7.957206920484265e-8,7.319597079082146e-7,1.6160579303093747e-5,1.6972111080206803e-5
t2625,8.139620437318459e-8,7.542838252185728e-7,1.6777005575675672e-5,1.761268560526743e-5
t2626,8.51834819251539e-8,7.732125095262362e-7,1.748125810948214e-5,1.8339654100933528e-5
t2627,9.348062913564855e-8,8.333647204519527e-7,1.9710739367936595e-5,2.0637584717524195e-5
t2628,1.0386025915531997e-7,8.789013028745898e-7,2.201726997744543e-5,2.300003153947534e-5
t2629,1.1627505420543767e-7,9.061655311320635e-7,2.4124753773802522e-5,2.5147194359140024e-5
t2630,1.321440851239094e-7,9.312828624821808e-7,2.655563563699409e-5,2.761906258460018e-5
t2631,1.5258748633324394e-7,9.569428073715257e-7,2.960656623101578e-5,3.071609652472055e-5
t2632,1.8103665787510829e-7,1.0009493249744034e-6,3.4726010427000374e-5,3.5907996409849887e-5
t2633,2.230562381374742e-7,1.0851189970986262e-6,4.5174044762538075e-5,4.6482219997774175e-5
t2634,2.8867907846080975e-7,1.2580203016393683e-6,7.447750969559358e-5,7.602420907569376e-5
t2635,3.3210797673725456e-7,1.37367924303636e-6,0.00011656241107541206,0.00011826819829518568
t2636,3.313811085203535e-7,1.4550434536049387e-6,0.00016068838474402928,0.00016247480930615458
t2637,2.635682949655294e-7,1.277654653013189e-6,8.654712503373887e-5,8.808834798171758e-5
t2638,2.1559616180806175e-7,1.1499249412966345e-6,5.753314978017964e-5,5.8898670883284335e-5
t2639,1.884225814807676e-7,1.1113165744524804e-6,4.802901213968289e-5,4.932875129561614e-5
t2640,1.6784133599283948e-7,1.0873797722151924e-6,4.168731080161064e-5,4.294253190981867e-5
t2641,1.5150704218400094e-7,1.0696166591927246e-6,3.698667516282331e-5,3.820779886420003e-5
t2642,1.380839563294969e-7,1.0532893374999027e-6,3.3246078909558846e-5,3.443745220338824e-5
t2643,1.2666569997332352e-7,1.0328199728541236e-6,3.0044999611420252e-5,3.12044852842477e-5
t2644,1.1680031707503125e-7,1.0060188786467364e-6,2.7239283777679006e-5,2.8362102973400772e-5
t2645,1.0801909155767712e-7,9.660344560788043e-7,2.459813095583397e-5,2.5672184503470452e-5
t2646,9.998462336940125e-8,9.046406145815906e-7,2.1798556933234634e-5,2.2803182171185626e-5
t2647,9.233198272311185e-8,8.102372513434205e-7,1.853245746987426e-5,1.9435026703940792e-5
t2648,9.109519956587464e-8,8.003276616949188e-7,1.814439153375244e-5,1.9035814395013232e-5
t2649,9.220142793257955e-8,7.955521327572209e-7,1.806254149009851e-5,1.895029505078831e-5
t2650,9.599626397851279e-8,7.957187951547978e-7,1.8322485901449232e-5,1.9214200960582542e-5
t2651,1.0489733124184445e-7,8.306073004071029e-7,1.987562992278969e-5,2.0811134554438637e-5
t2652,1.1803743500867841e-7,8.712490053880202e-7,2.2007724524121028e-5,2.2997010964517726e-5
t2653,1.350560700932254e-7,9.011636152356809e-7,2.417696587617715e-5,2.5213185561506055e-5
t2654,1.5795972994217697e-7,9.292525353088163e-7,2.6729038097391254e-5,2.781625036264225e-5
t2655,1.9005381570197808e-7,9.616370505608578e-7,3.0182128490055442e-5,3.133381935631828e-5
t2656,2.3940573503364673e-7,1.0141107504919995e-6,3.6088114625056806e-5,3.734163111058245e-5
t2657,3.23497117013264e-7,1.1062587969597882e-6,4.819740884369027e-5,4.962716475766333e-5
t2658,5.121262624941652e-7,1.3186981601726023e-6,9.151397386081616e-5,9.334479828348293e-5
t2659,8.407636740475721e-7,1.5947782508286244e-6,0.0003351233123790637,0.0003375588543039399
t2660,8.592735682366428e-7,1.8578536800697808e-6,1.2249104114365166,1.2249131285637649
t2661,4.4146112962877654e-7,1.4641108151486008e-6,0.0001488315244811603,0.0001507370964259377
t2662,3.092992824255952e-7,1.3023048712337985e-6,8.081537955198837e-5,8.242698370564775e-5
t2663,2.413831496034417e-7,1.2173153318140607e-6,5.875132357973144e-5,6.0210022061148936e-5
t2664,1.9898915494980003e-7,1.1658305154921272e-6,4.836721547042848e-5,4.973203514087041e-5
t2665,1.696192394641843e-7,1.1297609596877881e-6,4.281957210064914e-5,4.411895229980111e-5
t2666,1.4792310885065112e-7,1.1000422511504721e-6,3.9889340232872804e-5,4.1137305592873925e-5
t2667,1.3114361813917396e-7,1.070287511633311e-6,3.6053759428904875e-5,3.725519055867736e-5
t2668,1.1769337765620342e-7,1.0350654740792376e-6,3.188742891131772e-5,3.304018776305316e-5
t2669,1.0655066344637615e-7,9.885950303559151e-7,2.7818182721732845e-5,2.8913328415535136e-5
t2670,9.694617286075839e-8,9.240701189724441e-7,2.4085605844400293e-5,2.5106622136233494e-5
t2671,8.807947924298176e-8,8.328303633484625e-7,1.991036076923711e-5,2.0831270611828553e-5
t2672,7.9038689796944e-8,6.979584136756609e-7,1.5235871070477307e-5,1.601286817394991e-5
t2673,8.259944057925794e-8,7.398699287224937e-7,1.6376402834546906e-5,1.7198872203848656e-5
t2674,8.918220274650564e-8,7.89553487070485e-7,1.8026094571815256e-5,1.8904830261632246e-5
t2675,9.965596726543597e-8,8.540105041868438e-7,2.0599860505970906e-5,2.1553526977423184e-5
t2676,1.1230291353560373e-7,8.940030080393442e-7,2.2911724671260107e-5,2.3918030592835055e-5
t2677,1.2767001205735244e-7,9.136658970175694e-7,2.485991652502595e-5,2.590125243410087e-5
t2678,1.4889282674553028e-7,9.39484479408716e-7,2.746392579043937e-5,2.8552303096593617e-5
t2679,1.7838488670452077e-7,9.69656753981186e-7,3.096908554734515e-5,3.211712718803086e-5
t2680,2.219848589004758e-7,1.014088855108678e-6,3.6547954006064726e-5,3.778402772007388e-5
t2681,2.9074534056950987e-7,1.0828736412351696e-6,4.6670078350404024e-5,4.80436973322087e-5
t2682,4.3784305198699753e-7,1.2601136491295724e-6,8.131508807238062e-5,8.301304477349719e-5
t2683,7.629109632927402e-7,1.5835527915295548e-6,0.0003387041614152746,0.00034105062517009687
t2684,8.150204231183314e-7,1.85364831661363e-6,1.5473864791268865,1.5473891477956263
t2685,4.350570738838331e-7,1.4633546152365846e-6,0.00014733526039715836,0.00014923367208627877
t2686,3.0828672218942874e-7,1.3018158010348416e-6,7.98588369214839e-5,8.146893944470817e-5
t2687,2.4200447276285316e-7,1.217269432782889e-6,5.806336678141277e-5,5.952264068695851e-5
t2688,2.0021401712891373e-7,1.16595422499211e-6,4.782000451095194e-5,4.918617275307297e-5
t2689,1.7109725953491264e-7,1.1302282327187946e-6,4.236908199392368e-5,4.367040748617739e-5
t2690,1.4950087873201447e-7,1.1008687157181033e-6,3.9506594339086936e-5,4.0756963933537056e-5
t2691,1.3275774731027557e-7,1.0716684794079782e-6,3.572340191126758e-5,3.6927828137985833e-5
t2692,1.193204826639869e-7,1.0373230636335683e-6,3.1605145792567146e-5,3.2761789338864704e-5
t2693,1.081802766405314e-7,9.920004092113748e-7,2.7574831640318223e-5,2.867501232617013e-5
t2694,9.85950357441516e-8,9.291405959241621e-7,2.3877822940165125e-5,2.490555857183344e-5
t2695,8.982056699435947e-8,8.403182596420985e-7,1.9810296716157868e-5,2.0740435542794326e-5
t2696,8.13012920564441e-8,7.150746132493269e-7,1.5509011368926098e-5,1.630538727423187e-5
t2697,8.556542976125327e-8,7.70038117574679e-7,1.7044527934233474e-5,1.7900131481569408e-5
t2698,9.159997803600627e-8,8.07756327598256e-7,1.8472470377717173e-5,1.9371826683351434e-5
t2699,1.0186604332756316e-7,8.663281139560517e-7,2.1007156566802628e-5,2.1975350724086243e-5
t2700,1.1487782017225832e-7,9.08384368876466e-7,2.3631486882917607e-5,2.4654749071966332e-5
t2701,1.3134554733342572e-7,9.373816353578816e-7,2.6314047334947162e-5,2.738277451763847e-5
t2702,1.5302249253917738e-7,9.632490132677888e-7,2.9429022628614205e-5,3.054529413442117e-5
t2703,1.8185149403446942e-7,9.862971274811325e-7,3.321096637530941e-5,3.437911499682501e-5
t2704,2.246896613280084e-7,1.0273859574326702e-6,3.9653664380361816e-5,4.0905739999122494e-5
t2705,2.9691868460022865e-7,1.1131979689349476e-6,5.4058705931731416e-5,5.546882258526659e-5
t2706,4.480029759794159e-7,1.314261660554771e-6,0.00011065560957181473,0.00011241787420834892
t2707,6.476830787018355e-7,1.5269566359207581e-6,0.00042140228506070055,0.00042357692477532316
t2708,6.655895651498112e-7,1.746358730208307e-6,1.3140418264897775,1.3140442384380728
t2709,4.0012077759705804e-7,1.4248539116601897e-6,0.00014805041277275843,0.00014987538746201568
t2710,2.9494701331735386e-7,1.283409384727519e-6,8.029670124874193e-5,8.18750576467868e-5
t2711,2.361928646698399e-7,1.2075063660941118e-6,5.8379494974960485e-5,5.982319420572444e-5
t2712,1.9782396270312653e-7,1.1608030717633554e-6,4.8069276855563015e-5,4.9427903890029495e-5
t2713,1.7050118626351059e-7,1.127997358268032e-6,4.2575907279635126e-5,4.387440582416667e-5
t2714,1.4993064654715928e-7,1.100889998349063e-6,3.968341475013653e-5,4.0934235395032756e-5
t2715,1.3379747169644614e-7,1.073597871629003e-6,3.5874532442044334e-5,3.7081927785369784e-5
t2716,1.2073744730741733e-7,1.0412034061479952e-6,3.1730557655923707e-5,3.289249850937912e-5
t2717,1.0984815674477517e-7,9.982473383135701e-7,2.7678366891163804e-5,2.878646238622215e-5
t2718,1.0046020237099395e-7,9.385128757040542e-7,2.3965371532616526e-5,2.5004344610691576e-5
t2719,9.191762208333184e-8,8.54217919318249e-7,2.0012475577659377e-5,2.0958611119060956e-5
t2720,8.357091823956009e-8,7.34108651382761e-7,1.5837570214713206e-5,1.6655249784335528e-5
t2721,8.737627270399912e-8,7.80754852433414e-7,1.7203045521183747e-5,1.807117664632116e-5
t2722,9.339470309425623e-8,8.179502773122837e-7,1.8681233631346138e-5,1.959257861175268e-5
t2723,1.0404547466838336e-7,8.83194552034263e-7,2.15301150409716e-5,2.2517355067674245e-5
t2724,1.1670010641862758e-7,9.206469765666376e-7,2.418589161967215e-5,2.5223238702657415e-5
t2725,1.3259143117832966e-7,9.443301435511136e-7,2.6940025749990034e-5,2.8016947324719477e-5
t2726,1.5473104567323792e-7,9.77714493788999e-7,3.090208225472003e-5,3.2034527794182266e-5
t2727,1.8378740250627967e-7,1.006495129891499e-6,3.5787592919359153e-5,3.6977875451756934e-5
t2728,2.2481390686270567e-7,1.0464379462142841e-6,4.3438977694388475e-5,4.4710229547465465e-5
t2729,2.9234736130300756e-7,1.1346428932345216e-6,6.137485886542516e-5,6.28018491199627e-5
t2730,4.1737809464698787e-7,1.3186559995604115e-6,0.00013155522827313073,0.00013329126236733812
t2731,5.503679692149515e-7,1.4926526460306269e-6,0.0005306798471891637,0.0005327228678044093
t2732,5.52667101999419e-7,1.6855435991146284e-6,1.5058095311132098,1.505811769323911
t2733,3.6142548066482636e-7,1.4056786052784832e-6,0.00014293585300104294,0.00014470295708698624
t2734,2.737274643778031e-7,1.2656677036237714e-6,7.626727239952674e-5,7.780666756752832e-5
t2735,2.238212464085178e-7,1.1976192024747698e-6,5.626855485502742e-5,5.768999530391071e-5
t2736,1.899406552498224e-7,1.154825095652941e-6,4.6655884233466686e-5,4.800064998436945e-5
t2737,1.6521482816068832e-7,1.1242052467366075e-6,4.1485744224408534e-5,4.277516429930583e-5
t2738,1.4626187889361962e-7,1.0981327795435784e-6,3.874552824918925e-5,3.9989922907626454e-5
t2739,1.3119957552427483e-7,1.0712495927695827e-6,3.511064875825594e-5,3.63130979265498e-5
t2740,1.1888086774956653e-7,1.0388685303494446e-6,3.11352460474987e-5,3.229299544559771e-5
t2741,1.0853088432581229e-7,9.9581318136994e-7,2.7237152895407798e-5,2.834149696110355e-5
t2742,9.952597281087509e-8,9.3544908729973e-7,2.3640239638703982e-5,2.4675214698814588e-5
t2743,9.12536828068847e-8,8.499819247921009e-7,1.976468792569026e-5,2.0705923533289247e-5
t2744,8.356829826704072e-8,7.355312636504309e-7,1.587088665373916e-5,1.668998621565663e-5
t2745,8.773704979459692e-8,7.85794776017738e-7,1.7349261774255575e-5,1.822279360006791e-5
t2746,9.425994034695248e-8,8.301960272588833e-7,1.9067688634934326e-5,1.999214460254016e-5
t2747,1.0457609713806431e-7,8.887215088015164e-7,2.1790166368645876e-5,2.278346397458546e-5
t2748,1.1699479691323495e-7,9.232435205144066e-7,2.4423878636052624e-5,2.5464116953480265e-5
t2749,1.3318354066553479e-7,9.531473772011301e-7,2.7551883252985858e-5,2.8638214170852523e-5
t2750,1.546770658315803e-7,9.844894417414365e-7,3.158500760201191e-5,3.272417410958493e-5
t2751,1.8265664945231288e-7,1.0134165223419679e-6,3.66649038395355e-5,3.786097701132978e-5
t2752,2.2036363239204728e-7,1.0474954968364492e-6,4.405683088634722e-5,4.532469001557572e-5
t2753,2.81942179396179e-7,1.1332669571807353e-6,6.207887595136679e-5,6.34940850879437e-5
t2754,3.8639476180455786e-7,1.2969772013009097e-6,0.0001249251752332831,0.00012660854719638857
t2755,5.052753909723132e-7,1.4832540864082167e-6,0.0005215839277164719,0.0005235724571938525
t2756,5.080334024277758e-7,1.6751468451550511e-6,1.3201111943365724,1.32011337751682
t2757,3.418073215306276e-7,1.3970456882825046e-6,0.00014537154017348847,0.0001471103931833016
t2758,2.635250901057703e-7,1.2692358331718286e-6,7.883496075398789e-5,8.03677216772655e-5
t2759,2.1625911101167292e-7,1.1991998989688153e-6,5.7325429510915784e-5,5.874088852089627e-5
t2760,1.8394145449448584e-7,1.155064692891086e-6,4.7200445355223696e-5,4.853945150260927e-5
