Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,Total
t145,6.621554017558797e-8,4.1720556689270615e-7,1.6854882958980587e-5,1.7338304066048882e-5
t146,6.023183451401154e-8,4.106934331085518e-7,1.5486751915498212e-5,1.5957677183120776e-5
t147,5.516700606701788e-8,4.015283342466982e-7,1.4015021641189287e-5,1.4471716981503003e-5
t148,5.078327247094705e-8,3.880705644885563e-7,1.2575576406970313e-5,1.3014430243929816e-5
t149,4.814396815585689e-8,3.912261842382183e-7,1.3101081694391583e-5,1.3540451846785659e-5
t150,4.445259276988559e-8,3.643234470559306e-7,1.2087096333332787e-5,1.2495872373158603e-5
t151,4.101610024395932e-8,3.2714444954802645e-7,9.998420503303346e-6,1.0366581053095332e-5
t152,3.740352326950316e-8,2.710095627605497e-7,7.016955601040724e-6,7.325368687070777e-6
t153,4.284978244476797e-8,3.1821828351710495e-7,8.377919597403502e-6,8.738987663365374e-6
t154,4.9046412559329214e-8,3.495926240479912e-7,9.621748824373731e-6,1.0020387860981052e-5
t155,5.5944289124706084e-8,3.6623789190114867e-7,1.0651179489666013e-5,1.1073361670691868e-5
t156,6.395453611777281e-8,3.7515003024205864e-7,1.1564828635590687e-5,1.200393320195052e-5
t157,7.412040333979665e-8,3.8179048646294257e-7,1.2619489656698166e-5,1.3075400546500904e-5
t158,8.910314952720551e-8,3.929674878798516e-7,1.4465511363180632e-5,1.494758200058769e-5
t159,1.1504708482608234e-7,4.164547516699444e-7,1.8511788200901082e-5,1.9043290037397108e-5
t160,1.7484908097713192e-7,4.806032150355177e-7,3.330913804092085e-5,3.39645903369335e-5
t161,4.06169614928518e-7,7.011611885104861e-7,2.370271908782018,2.3702730161128214
t162,2.7440142509263375e-7,5.797495044167795e-7,0.2696783949909223,0.26967924914185176
t163,1.8923845090170231e-7,5.026819667166626e-7,9.97806062202586e-5,0.00010047252663787697
t164,1.4672662727774664e-7,4.672352522803934e-7,5.368960124424649e-5,5.430356312380463e-5
t165,1.206686704500483e-7,4.483258581598609e-7,3.861534835332589e-5,3.91843428819358e-5
t166,1.0286986935252415e-7,4.3737216558389684e-7,3.140373854919969e-5,3.1943980584136116e-5
t167,8.984338422658151e-8,4.30552366078333e-7,2.741690580698081e-5,2.7937301557285724e-5
t168,7.983796289034718e-8,4.2590980537020185e-7,2.5133922443203773e-5,2.5639670211464322e-5
t169,7.187378271868007e-8,4.222809342758571e-7,2.3928522724916532e-5,2.442267744191107e-5
t170,6.533035039075479e-8,4.1857059681525054e-7,2.2180752093783605e-5,2.266465304098961e-5
t171,5.983807950986777e-8,4.1408261200660766e-7,2.0160576785233822e-5,2.0634497476750298e-5
t172,5.512141594817845e-8,4.076694027792691e-7,1.8057413275668834e-5,1.8520204094396283e-5
t173,5.0994074290352614e-8,3.9796816289833753e-7,1.6022839572056337e-5,1.647180180924503e-5
t174,4.730609373851761e-8,3.828867626152201e-7,1.412997170810391e-5,1.4560164564457648e-5
t175,4.3942169726568426e-8,3.597548688258077e-7,1.2428731331041447e-5,1.2832428369593824e-5
t176,4.0741727505385786e-8,3.2459215909086564e-7,9.92415171540398e-6,1.0289485602000232e-5
t177,3.734909572297844e-8,2.693147480676085e-7,6.901348151835199e-6,7.208011995625786e-6
t178,4.361973675131766e-8,3.1987922335091507e-7,8.509876862076644e-6,8.873375822178877e-6
t179,5.146662296005092e-8,3.5175931442341003e-7,1.0117816581636e-5,1.0521042519019462e-5
t180,6.192616441162713e-8,3.6972712287462886e-7,1.1960227544940884e-5,1.2391880832227141e-5
t181,7.711255459734555e-8,3.809266651500776e-7,1.4669919267800781e-5,1.5127958487548204e-5
t182,1.0393616931828867e-7,3.9711055763055435e-7,2.1325147722434904e-5,2.1826194449383747e-5
t183,1.670147380239997e-7,4.311683492087387e-7,5.6701550411141704e-5,5.729973349837444e-5
t184,5.260917057846671e-7,5.264818862561078e-7,2.7085695925847384,2.7085706451583302
t185,0.0014569057804978082,9.287489619599465e-7,0.04219791190446592,0.04365574643392569
t186,2.7525738521360433e-7,6.355239290057461e-7,1.7620060566109457e-5,1.8530841880328807e-5
t187,1.505175679328716e-7,5.393746177342776e-7,1.1351894267034947e-5,1.2041786452702097e-5
t188,1.1012392312568362e-7,4.922778420028052e-7,9.847945793360958e-6,1.0450347558489447e-5
t189,9.119009636283594e-8,4.642794870803015e-7,9.603257196429514e-6,1.0158726779872653e-5
t190,8.10573397194264e-8,4.447860190005409e-7,9.9024522126619e-6,1.0428295571381868e-5
t191,7.48846797279949e-8,4.2862655535921994e-7,1.0560442328616713e-5,1.1063953563703927e-5
t192,5.856562970132759e-8,4.1258379497208164e-7,1.1670189956391427e-5,1.2141339381064836e-5
t193,5.2334492472002455e-8,3.939036094045499e-7,1.3647983966332738e-5,1.409422206820929e-5
t194,5.216816238299585e-8,4.090583187123991e-7,1.7400036535424587e-5,1.7861263016519982e-5
t195,5.272972672736796e-8,4.240731699717711e-7,2.138723167986992e-5,2.1864034576569058e-5
t196,5.275032155596648e-8,4.3956643650271617e-7,2.612282939539074e-5,2.661514615344942e-5
t197,5.05772613953373e-8,4.1876336667121544e-7,2.1877572948622835e-5,2.234691357668939e-5
t198,4.693444875626285e-8,3.8943343367946963e-7,1.6192213066729164e-5,1.6628580949164898e-5
t199,4.275997048499711e-8,3.559089513698392e-7,1.1617453439487109e-5,1.2016122361341945e-5
t200,3.800577125842339e-8,3.135971308222405e-7,7.966402313006468e-6,8.318005215087132e-6
t201,3.291477393759912e-8,2.524550558244217e-7,5.179545551414126e-6,5.464915381176147e-6
t202,3.8758031140944074e-8,3.0732300846271433e-7,6.843904896292569e-6,7.189985935896228e-6
t203,4.596208949898686e-8,3.449241487964674e-7,8.63421209575242e-6,9.025098334047874e-6
t204,5.57169549565013e-8,3.656878064703267e-7,1.060640523590515e-5,1.1027809997331977e-5
t205,7.034422293183758e-8,3.790021717267804e-7,1.33406074175722e-5,1.3789953812230818e-5
t206,9.613825139699637e-8,3.9507254953778094e-7,1.913982866802494e-5,1.963103946895972e-5
t207,1.578328922813346e-7,4.30139750511359e-7,4.62985065839309e-5,4.6886479226723596e-5
t208,5.18310140473486e-7,5.26545297399261e-7,0.0009901521164958973,0.0009911969719337702
t209,0.007926010743518341,9.404723779421735e-7,2.749786871685931,2.757713822901827
t210,2.6704528805403573e-7,6.383753613549742e-7,1.859415994153858e-5,1.949958059094759e-5
t211,1.4564027829073562e-7,5.396735262405102e-7,1.1845556182647114e-5,1.2530869987178359e-5
t212,1.0653619918947422e-7,4.91000942817541e-7,1.0232742894577106e-5,1.0830280036584121e-5
t213,8.830901910186653e-8,4.614900206229143e-7,9.97838380041862e-6,1.05281828401434e-5
t214,7.874692608546116e-8,4.401886937574745e-7,1.034607953032656e-5,1.0865015150169497e-5
t215,7.347445080480459e-8,4.2163919918973137e-7,1.1194826257425931e-5,1.1689939907420467e-5
t216,5.931071563801393e-8,4.0223203761279255e-7,1.2770142360525576e-5,1.3231685113776382e-5
t217,5.961800419794551e-8,4.1926205170058803e-7,1.748869380699317e-5,1.7967573862891705e-5
t218,5.763088793258965e-8,4.194391524742267e-7,1.987994371787536e-5,2.0357013758282177e-5
t219,5.7904890004054786e-8,4.3673286095500293e-7,2.4173048509497838e-5,2.4667686260456895e-5
t220,5.65922271159159e-8,4.323407748920467e-7,2.3490915067668002e-5,2.3979848069675963e-5
t221,5.33653832606339e-8,4.1507194505958775e-7,1.9441302270048376e-5,1.9909739598368597e-5
t222,4.856719802741827e-8,3.87094780623201e-7,1.4629454569971044e-5,1.5065116548621662e-5
t223,4.3461034929224894e-8,3.5442042594638406e-7,1.0749427854831e-5,1.1147309315706608e-5
t224,3.802760366789311e-8,3.1252975976934317e-7,7.551146584554016e-6,7.901703947991252e-6
t225,3.2525773055761774e-8,2.5133705731641275e-7,4.985088520266595e-6,5.268951350638769e-6
t226,3.8424318499670535e-8,3.064725407919411e-7,6.571491202075095e-6,6.916388061366707e-6
t227,4.5732874469548224e-8,3.450785289930018e-7,8.421823652739194e-6,8.812635056201744e-6
t228,5.5608106048128946e-8,3.661522924414395e-7,1.0508704253098902e-5,1.093046465158847e-5
t229,7.032475714515656e-8,3.7875839807304807e-7,1.3412888944411718e-5,1.3861972099629923e-5
t230,9.66575193401104e-8,3.951504031712852e-7,1.9964714756875405e-5,2.04565226793868e-5
t231,1.612376673825992e-7,4.3198429370252133e-7,5.546397916174607e-5,5.605720112283119e-5
t232,5.512183814974684e-7,5.280419302671908e-7,2.718516892003638,2.71851797126395
t233,0.009890294394350818,9.513148041537355e-7,0.03225435942001528,0.042145605129170254
t234,2.5126495067631393e-7,6.421202269927987e-7,1.709732060829475e-5,1.7990705785963865e-5
t235,1.3709867040386475e-7,5.42258313708044e-7,1.1080722611362929e-5,1.1760079595474837e-5
t236,1.0025712591083729e-7,4.931548061197585e-7,9.664079661021167e-6,1.0257491593051763e-5
t237,8.308088429516879e-8,4.635466764170071e-7,9.473420559162244e-6,1.0020048119874419e-5
t238,7.408144229626944e-8,4.4238021760715397e-7,9.816388023293293e-6,1.0332849683196717e-5
t239,6.930753505167542e-8,4.2420382225615774e-7,1.0521152601312535e-5,1.1014663958620368e-5
t240,5.402048733725165e-8,4.055168246221915e-7,1.1701589613235311e-5,1.2161126925194755e-5
t241,5.099238878027872e-8,3.969547196948856e-7,1.4216445380613638e-5,1.4664392489088802e-5
t242,5.098046210806501e-8,4.103511743881188e-7,1.787541869892233e-5,1.833675033541851e-5
t243,5.143802526864034e-8,4.2235967151714146e-7,2.1305157105967816e-5,2.17789548027536e-5
t244,5.1519792743019016e-8,4.3437286390957617e-7,2.4695779279907263e-5,2.5181671936559858e-5
t245,5.065397575096207e-8,4.25764644737866e-7,2.2930977333864916e-5,2.3407395954353745e-5
t246,4.714012843301721e-8,3.9296259946165524e-7,1.660009368707033e-5,1.7040196414965e-5
t247,4.293139065376784e-8,3.573109061515201e-7,1.1725156764231362e-5,1.212539906103665e-5
t248,3.8047391183618524e-8,3.137286632042689e-7,7.97186589632786e-6,8.323641950715746e-6
t249,3.282815104272482e-8,2.521024137317544e-7,5.1602388974174205e-6,5.4451694621919e-6
t250,3.848893061324244e-8,3.0437544075239904e-7,6.719067110227298e-6,7.061931481592939e-6
t251,4.5721781873698336e-8,3.433721086918602e-7,8.528168794687104e-6,8.917262685252663e-6
t252,5.545669611287621e-8,3.645987916179682e-7,1.0535147974815774e-5,1.0955203462546618e-5
t253,7.004558606595656e-8,3.7802509730264964e-7,1.338983625620855e-5,1.3837906939577155e-5
t254,9.60224700589857e-8,3.948978620717353e-7,1.9843045034485076e-5,2.0333965366615795e-5
t255,1.5807001658543142e-7,4.2985105597717396e-7,5.3197048888510406e-5,5.3784969961073014e-5
t256,5.290268392682656e-7,5.269884150363213e-7,1.940034871510738,1.9400359275259924
t257,0.010840409326969242,9.342620327716511e-7,0.8107398161444918,0.8215811597334938
t258,2.660348530920055e-7,6.547714326603925e-7,1.7688866824640174e-5,1.8609673110392573e-5
t259,1.4005506101279928e-7,5.47881565305406e-7,1.1120357802140879e-5,1.1808294428459084e-5
t260,1.0127843242692678e-7,4.963370573211149e-7,9.616947662034732e-6,1.0214563151782774e-5
t261,8.348852007811345e-8,4.6562681078373623e-7,9.397868819035004e-6,9.946984149896854e-6
t262,7.423596543250103e-8,4.439350193790638e-7,9.725817258685455e-6,1.024398824349702e-5
t263,6.934152303971379e-8,4.2557693551110617e-7,1.0412829570512727e-5,1.0907748029063547e-5
t264,5.3800110151621115e-8,4.069731202306404e-7,1.155309795817379e-5,1.2013871188556052e-5
t265,5.016288077537528e-8,3.9391776983116726e-7,1.384935392728043e-5,1.4293434577886972e-5
t266,4.9841833614256223e-8,4.0690156854783687e-7,1.737037551957804e-5,1.7827118921740132e-5
t267,4.993717796267806e-8,4.1755892779225857e-7,2.0414692773561886e-5,2.0882188879316824e-5
t268,5.0308859800320856e-8,4.270463565970532e-7,2.2968584937732292e-5,2.3445940154129667e-5
t269,5.022127825530752e-8,4.3138544777755015e-7,2.4088792242125832e-5,2.4570398968158688e-5
t270,4.694508536280432e-8,3.959522437626591e-7,1.7241847287211834e-5,1.7684744616337297e-5
t271,4.290027088642689e-8,3.5882799375305116e-7,1.203702533325065e-5,1.2438753597890127e-5
t272,3.809197197466073e-8,3.143967522657004e-7,8.091768490919819e-6,8.444257215160179e-6
t273,3.2864308628805365e-8,2.5205838303017513e-7,5.188551750138197e-6,5.4734744417971776e-6
t274,3.844697596864534e-8,3.055820331311326e-7,6.770156793824488e-6,7.114185802924266e-6
t275,4.508351551940877e-8,3.444208355694387e-7,8.443678307141531e-6,8.833182658230379e-6
t276,5.31759550447295e-8,3.647232467696046e-7,9.974623560091213e-6,1.0392522761905548e-5
t277,6.392596541577312e-8,3.772208442422902e-7,1.1582825453723373e-5,1.2023972263381436e-5
t278,8.002721934608257e-8,3.9180677724391327e-7,1.3923094122809743e-5,1.4394928119399738e-5
t279,1.0805518685579308e-7,4.186759060656929e-7,1.869580513674667e-5,1.922253622966816e-5
t280,1.7367864806573637e-7,4.906519874896392e-7,3.7608318563722185e-5,3.827264919927756e-5
t281,4.1574393067350444e-7,7.497574201162684e-7,2.718038643290162,2.718039808791513
