Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,Generic_RA_Only,Leapfrog_Power,Tierra_Buena,Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,FishLake,Greater_Imperial_Geothermal,InState_Biomass,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,IndianValley_Hydro,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar
t1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.37676062817906,0.0,0.0,0.0,0.0,0.0,0.0,-27.427399273035178,-35.37518953670172,-36.64059524507982,-52.60111702128669,-46.913883023433385,-25.37676062817906,-25.37676062817906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.0542174476684,-203.59754345566705,-203.58856406563484
t1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.376764695324994,0.0,0.0,0.0,0.0,0.0,0.0,-27.283880055821818,-35.34837643086999,-36.63966406955776,-52.52171139394579,-46.91322566951077,-25.376764695324994,-25.376764695324994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.04966113098436,-203.59735327351217,-203.5881279326314
t1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.376944957688227,0.0,0.0,0.0,0.0,0.0,0.0,-27.316775331794776,-35.34293919614442,-36.639830380414196,-52.49119093334205,-46.91326752889894,-25.376944957688227,-25.376944957688227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.0452809520569,-203.59717598949416,-203.58771330194395
t1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.847315675681358,0.0,0.0,0.0,0.0,0.0,0.0,-28.65847455495095,-35.37867196922186,-36.642049370713586,-52.53026942653997,-46.91431761271517,-26.847315675681358,-26.847315675681358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.04106483966387,-203.59701063876736,-203.58731865614786
t1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.36627065651372,0.0,0.0,0.0,0.0,0.0,0.0,-37.85749924519721,-38.55193315051264,-38.874429279051405,-52.74393272033424,-46.917841555968245,-36.36627065651372,-36.36627065651372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.03700260565262,-203.59685636328604,-203.58694266209002
t1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.5687996143544,0.0,0.0,0.0,0.0,0.0,0.0,-210.28016894599884,-210.40719751397535,-210.55534844273015,-208.7954816455575,-210.54300258079212,-210.5687996143544,-210.5687996143544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.03308402400538,-203.59671235114692,-203.58658400872775
t1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.56906845654962,0.0,0.0,0.0,0.0,0.0,0.0,-210.74289125105562,-210.501467565477,-210.5598392629278,-209.17963391047363,-210.54740953029514,-210.56906845654962,-210.56906845654962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.02908523703246,-203.5965615219179,-203.58621650939872
t1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.56911865292085,0.0,0.0,0.0,0.0,0.0,0.0,-210.9344015826477,-210.53792298690908,-210.5613481213802,-209.3145930750523,-210.54897267289388,-210.56911865292085,-210.56911865292085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.02500358824184,-203.59640351904034,-203.58583971134124
t1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.5690364140242,0.0,0.0,0.0,0.0,0.0,0.0,-211.0142032889914,-210.55178228358756,-210.56169377061843,-209.3579127077074,-210.54944885389372,-210.5690364140242,-210.5690364140242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.02083574176652,-203.59623799931825,-203.58545320576866
t1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.568810436644,0.0,0.0,0.0,0.0,0.0,0.0,-211.024828809987,-210.55187627819205,-210.56130011627565,-209.34825908755474,-210.549251712279,-210.568810436644,-210.568810436644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.01657841767732,-203.59606458878713,-203.58505659220947
t1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.56840368278995,0.0,0.0,0.0,0.0,0.0,0.0,-210.9834936651442,-210.54149217763845,-210.5602862710878,-209.2995017007262,-210.54850192862742,-210.56840368278995,-210.56840368278995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.0122280115438,-203.59588286128667,-203.58464944421175
t1032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.5678437316768,0.0,0.0,0.0,0.0,0.0,0.0,-210.89804694687808,-210.52180583583134,-210.55866044327874,-209.2163418246558,-210.5472037754413,-210.5678437316768,-210.5678437316768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.0077807830306,-203.59569241873987,-203.58423136238665
t1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.567200267536,0.0,0.0,0.0,0.0,0.0,0.0,-210.77120930568393,-210.49285353624623,-210.55637960647218,-209.09833930773084,-210.5452821721765,-210.567200267536,-210.567200267536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.00323271490225,-203.5954929948369,-203.58380203753407
t1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.5665128624589,0.0,0.0,0.0,0.0,0.0,0.0,-210.60193426517253,-210.4539874177373,-210.55353983499523,-208.9406798582186,-210.54279105434756,-210.5665128624589,-210.5665128624589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.99857965535196,-203.59528482633252,-203.58336148416524
t1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.5658193289097,0.0,0.0,0.0,0.0,0.0,0.0,-210.38596782476517,-210.4041952554311,-210.55050243043624,-208.7330522720027,-210.54008463052756,-210.5658193289097,-210.5658193289097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.99382360472165,-203.5950727473427,-203.5829140069473
t1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.56512177457336,0.0,0.0,0.0,0.0,0.0,0.0,-210.10837456665777,-210.3388687601014,-210.54720344699078,-208.45346964298713,-210.53704311850205,-210.56512177457336,-210.56512177457336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.98896449741585,-203.59485745942646,-203.58246055511012
t1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.56441156202663,0.0,0.0,0.0,0.0,0.0,0.0,-209.72494568797765,-210.24511679496186,-210.54309009840836,-208.05037835619024,-210.53299356556357,-210.56441156202663,-210.56441156202663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.98398710792165,-203.59463619567978,-203.58199720740618
t1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.5635866139011,0.0,0.0,0.0,0.0,0.0,0.0,-209.093025412302,-210.08302142266487,-210.53613638882672,-207.3561174675967,-210.52597090551535,-210.5635866139011,-210.5635866139011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.97888379397813,-203.5944060285014,-203.5815216195342
t1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.70943923834054,0.0,0.0,0.0,0.0,0.0,0.0,-172.66966760622992,-173.0319113356557,-173.56129159785561,-175.63389291890158,-175.48245508201202,-170.70943923834054,-170.70943923834054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.97364666925037,-203.59416427469557,-203.58103175111194
t1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.9437195511902,0.0,0.0,0.0,0.0,0.0,0.0,-46.76011430644006,-46.81307893144009,-46.86118820411869,-55.42993912051645,-48.46173355407473,-43.9437195511902,-43.9437195511902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.96826791431255,-203.59390996620746,-203.58052674713633
t1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.19929747818831,0.0,0.0,0.0,0.0,0.0,0.0,-35.49913245865307,-36.063709940649204,-36.15755350354657,-54.517894392375034,-48.443388468901,-33.19929747818831,-33.19929747818831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.9631185882204,-203.59367454558054,-203.58004867151274
t1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.12062621333399,0.0,0.0,0.0,0.0,0.0,0.0,-31.433519605964626,-35.386444908309095,-36.08829242367343,-54.06772571184265,-48.43722525921016,-29.12062621333399,-29.12062621333399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.95818296728086,-203.5934561913321,-203.57959545136504
t1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.333584318289553,0.0,0.0,0.0,0.0,0.0,0.0,-29.818533587047018,-35.225399590139595,-36.08121664364256,-53.79168704713827,-48.43378494144215,-26.333584318289553,-26.333584318289553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.95344628952023,-203.59325332867206,-203.57916520513837
t1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.332665250247977,0.0,0.0,0.0,0.0,0.0,0.0,-29.21733258003836,-35.1442582444346,-36.07771120129303,-53.60594741098776,-48.43163820112127,-26.332665250247977,-26.332665250247977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.94889688478565,-203.59306460631214,-203.57875626374081
t1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.33248368400187,0.0,0.0,0.0,0.0,0.0,0.0,-28.919477267247714,-35.096298919502814,-36.07574932949206,-53.479380128724486,-48.43032222596616,-26.33248368400187,-26.33248368400187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.94452147185277,-203.59288884394596,-203.57836714695355
t1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.332492912328863,0.0,0.0,0.0,0.0,0.0,0.0,-28.781195554890544,-35.06984315006038,-36.07484370301618,-53.400449026139896,-48.42967854533723,-26.332492912328863,-26.332492912328863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.94031004137642,-203.59272503310234,-203.5779965353215
t1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.33267599114009,0.0,0.0,0.0,0.0,0.0,0.0,-28.809783866225498,-35.064761021544264,-36.0750276370437,-53.3702023112557,-48.429734409884276,-26.33267599114009,-26.33267599114009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.93625212148393,-203.592572289914,-203.57764317870308
t1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.47684625416127,0.0,0.0,0.0,0.0,0.0,0.0,-29.635655489305137,-35.10115922594677,-36.07725751079961,-53.40938398655547,-48.430802560295824,-27.47684625416127,-27.47684625416127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.9323378003165,-203.59242983342048,-203.57730602076376
t1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.01365617192346,0.0,0.0,0.0,0.0,0.0,0.0,-38.56137621155205,-39.048651239222785,-39.27118939903339,-53.62360077969675,-48.434370538072706,-37.01365617192346,-37.01365617192346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.92855860081968,-203.59229696438732,-203.57698404072949
t1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.67005540037462,0.0,0.0,0.0,0.0,0.0,0.0,-210.37223345015127,-210.49776022136686,-210.65549925458487,-208.85659012251193,-210.6399804933016,-210.67005540037462,-210.67005540037462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.92490687504682,-203.59217302555146,-203.5766763053987
t1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.67035118646558,0.0,0.0,0.0,0.0,0.0,0.0,-210.8277661629317,-210.58792533888902,-210.65985828167828,-209.2381021261194,-210.64420906385539,-210.67035118646558,-210.67035118646558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.9211658410731,-203.5920410128703,-203.57635630057734
t1052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.67042028866956,0.0,0.0,0.0,0.0,0.0,0.0,-211.01387248806913,-210.62115140334794,-210.6612569726452,-209.37041366038102,-210.6456499006088,-210.67042028866956,-210.67042028866956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.91733257504436,-203.59190048069908,-203.57602335385204
t1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.6703519897165,0.0,0.0,0.0,0.0,0.0,0.0,-211.08867634340245,-210.63207350440496,-210.6614693655428,-209.411312064838,-210.64600351499698,-210.6703519897165,-210.6703519897165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.91340317161698,-203.5917509058497,-203.5756767792779
t1054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.67013525940686,0.0,0.0,0.0,0.0,0.0,0.0,-211.09434962081883,-210.62921437567613,-210.6609109569915,-209.39926888726004,-210.64566520326858,-210.67013525940686,-210.67013525940686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.90937377720545,-203.59159170341889,-203.5753158550555
t1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.66972634529344,0.0,0.0,0.0,0.0,0.0,0.0,-211.04773496053832,-210.61561367471316,-210.6596719091043,-209.34793089369379,-210.6447289764926,-210.66972634529344,-210.66972634529344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.90524013949857,-203.59142221465203,-203.57493979405183
t1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.66919859494797,0.0,0.0,0.0,0.0,0.0,0.0,-210.95635678487272,-210.5921777325492,-210.65774298476592,-209.26174587564623,-210.64316316542568,-210.66919859494797,-210.66919859494797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.90099794323257,-203.59124172463547,-203.57454775300872
t1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.66863596408888,0.0,0.0,0.0,0.0,0.0,0.0,-210.82249286523628,-210.55869773768723,-210.6551940316658,-209.1399093338614,-210.64092478111397,-210.66863596408888,-210.66863596408888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.89664254186087,-203.59104949980278,-203.5741388760249
t1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.66805562791086,0.0,0.0,0.0,0.0,0.0,0.0,-210.64470259377916,-210.51418305680545,-210.65229935302222,-208.97703852740864,-210.63819380828906,-210.66805562791086,-210.66805562791086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.89216939113285,-203.59084490939156,-203.57371248126034
t1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.66747003173433,0.0,0.0,0.0,0.0,0.0,0.0,-210.4221697498229,-210.4600325434216,-210.6492404810519,-208.76481794072956,-210.63527144152113,-210.66747003173433,-210.66747003173433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.88757987046012,-203.59062922031032,-203.57327087708262
t1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.66688772584428,0.0,0.0,0.0,0.0,0.0,0.0,-210.15196988670309,-210.39723927761364,-210.64606808104907,-208.48824896925137,-210.6321933047,-210.66688772584428,-210.66688772584428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.88298479508106,-203.59041212233294,-203.57282776190002
t1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.6662994415909,0.0,0.0,0.0,0.0,0.0,0.0,-209.77736905845433,-210.30669457277773,-210.64222841212356,-208.08964503953578,-210.62837455562436,-210.6662994415909,-210.6662994415909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.87826691998947,-203.59018319002217,-203.57236805486667
t1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.66561846244625,0.0,0.0,0.0,0.0,0.0,0.0,-209.15207864960894,-210.14795732892804,-210.63543238598436,-207.40063606575512,-210.62156355462312,-210.66561846244625,-210.66561846244625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.87341227490634,-203.5899387808807,-203.57188731356868
t1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.16792907354355,0.0,0.0,0.0,0.0,0.0,0.0,-172.08593473934482,-172.50559250683762,-173.081338725727,-175.22136831647276,-174.66042616037123,-170.16792907354355,-170.16792907354355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.86841265862947,-203.5896772319171,-203.57138382087106
t1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.74310937262586,0.0,0.0,0.0,0.0,0.0,0.0,-44.41998965107035,-44.59789450972098,-44.685004303518504,-54.15449973198157,-45.945860635876265,-41.74310937262586,-41.74310937262586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.86325922687305,-203.58939680509715,-203.5708558599262
t1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.907178989477856,0.0,0.0,0.0,0.0,0.0,0.0,-34.02618341857361,-34.944115463932526,-35.13992216799539,-53.2334434493102,-45.92745406205101,-31.907178989477856,-31.907178989477856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.85831519976912,-203.5891374498102,-203.57035626513024
t1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.085264519667813,0.0,0.0,0.0,0.0,0.0,0.0,-29.099236964483588,-34.034599892232464,-35.061291912673134,-52.772344475747495,-45.92123742347496,-27.085264519667813,-27.085264519667813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.85356892298313,-203.58889707276984,-203.5698828377837
t1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.15572934160796,0.0,0.0,0.0,0.0,0.0,0.0,-27.108908055324715,-33.8660813688994,-35.05398895399944,-52.49168765173686,-45.917770833165896,-24.15572934160796,-24.15572934160796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.84900807113155,-203.58867386069926,-203.5694335694549
t1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.15477063745885,0.0,0.0,0.0,0.0,0.0,0.0,-26.421227310685293,-33.78270581717845,-35.0503918421521,-52.30333439303136,-45.915606659111305,-24.15477063745885,-24.15477063745885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.84462059117237,-203.58846626457586,-203.5690066890956
t1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.154577488745705,0.0,0.0,0.0,0.0,0.0,0.0,-26.083947798209252,-33.73357252954714,-35.048371504351735,-52.17498080099195,-45.91427678935195,-24.154577488745705,-24.154577488745705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.84039557248974,-203.58827294497618,-203.5686006308431
t1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.15457903716589,0.0,0.0,0.0,0.0,0.0,0.0,-25.921224408783946,-33.70621623541368,-35.04741706466683,-52.094629680490584,-45.91362052156753,-24.15457903716589,-24.15457903716589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.83632333773383,-203.58809274732153,-203.5682139941203
