Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,Generic_RA_Only,Leapfrog_Power,Tierra_Buena,Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,FishLake,Greater_Imperial_Geothermal,InState_Biomass,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,IndianValley_Hydro,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.70231412533286,0.0,0.0,0.0,0.0,0.0,0.0,-247.08876839637222,-246.67668590710815,-246.6978310034246,-245.9967264417046,-246.6940295928252,-246.70231412533286,-246.70231412533286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.89756392298403,-215.20054260883757,-215.194406870677
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.7021812993672,0.0,0.0,0.0,0.0,0.0,0.0,-246.9563640678133,-246.64842354259667,-246.69644869705996,-245.9089880135904,-246.69307986014255,-246.7021812993672,-246.7021812993672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.8985093145672,-215.2006939173012,-215.19460445588942
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.702038124889,0.0,0.0,0.0,0.0,0.0,0.0,-246.78351583921653,-246.6110208145881,-246.69473225080318,-245.7919966273591,-246.69186258420316,-246.702038124889,-246.702038124889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.89939493740323,-215.20084248033632,-215.19479620521395
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.7018841580824,0.0,0.0,0.0,0.0,0.0,0.0,-246.56355020206823,-246.56213919580534,-246.69260499154402,-245.64109959933035,-246.6903407243695,-246.7018841580824,-246.7018841580824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.90022291202916,-215.20098840052057,-215.19498233129454
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.70169858961114,0.0,0.0,0.0,0.0,0.0,0.0,-246.27966125825694,-246.496556496643,-246.68970593041968,-245.44667273682774,-246.68831752778178,-246.70169858961114,-246.70169858961114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.90099504840626,-215.2011317697801,-215.19516303073547
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.7014201154304,0.0,0.0,0.0,0.0,0.0,0.0,-245.88982435750313,-246.40201377807324,-246.68545418829282,-245.1893682375195,-246.68556085403873,-246.7014201154304,-246.7014201154304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9017130023311,-215.2012726724444,-215.1953384958004
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.69971347916163,0.0,0.0,0.0,0.0,0.0,0.0,-245.2510382551584,-246.23636618399127,-246.67787337672863,-244.8243870008241,-246.68157098803286,-246.69971347916163,-246.69971347916163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9023782375939,-215.20141117790791,-215.19550891447997
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-196.87949999635939,0.0,0.0,0.0,0.0,0.0,0.0,-199.44160752568396,-200.7349812204543,-201.76776149002757,-244.20357185338227,-246.6748941884377,-196.87949999635939,-196.87949999635939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9029916408552,-215.20154732100943,-215.19567444153296
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.866217655352344,0.0,0.0,0.0,0.0,0.0,0.0,-43.61797667505862,-45.15772328390984,-45.382611630195946,-241.4137518152606,-246.65855435556455,-40.866217655352344,-40.866217655352344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9035557451823,-215.20168120697988,-215.19583522404676
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.610739662128964,0.0,0.0,0.0,0.0,0.0,0.0,-31.313112707773847,-44.10860837088778,-45.30227007207271,-240.96285606300398,-246.65386367294042,-28.610739662128964,-28.610739662128964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.90417608711095,-215.20181749826048,-215.1960010489975
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.767237645763284,0.0,0.0,0.0,0.0,0.0,0.0,-30.17098038454282,-43.94397597364408,-45.2949358845355,-240.70804535180145,-246.65117044613433,-25.767237645763284,-25.767237645763284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.90485518911393,-215.20195625952306,-215.19617211763594
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.766353597230527,0.0,0.0,0.0,0.0,0.0,0.0,-29.670171104323813,-43.862427961585865,-45.29137314603038,-240.54381742562842,-246.64953211848476,-25.766353597230527,-25.766353597230527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.90559483687122,-215.20209754263675,-215.19634860496257
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.76617826377107,0.0,0.0,0.0,0.0,0.0,0.0,-29.415188066164166,-43.814496562748296,-45.2894164413724,-240.4400867807889,-246.64865742509548,-25.76617826377107,-25.76617826377107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.90639718747462,-215.20224140503456,-215.19653070514684
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.766193916832126,0.0,0.0,0.0,0.0,0.0,0.0,-29.31090723163052,-43.78818143945263,-45.288562348471984,-240.3902804543518,-246.64851313272828,-25.766193916832126,-25.766193916832126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9072648139297,-215.20238793258312,-215.1967186082398
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.766397272448764,0.0,0.0,0.0,0.0,0.0,0.0,-29.41264849779542,-43.78338306837689,-45.288897232714,-240.4092502295967,-246.6493605582461,-25.766397272448764,-25.766397272448764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.90819955028383,-215.2025372285266,-215.19691249912972
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.03828819174497,0.0,0.0,0.0,0.0,0.0,0.0,-33.78069786068858,-43.821111880384485,-45.291746155899745,-240.5852275664491,-246.65254578572626,-32.03828819174497,-32.03828819174497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9092035623823,-215.2026893961836,-215.19711257607534
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7924873788379,0.0,0.0,0.0,0.0,0.0,0.0,-256.4325740392345,-256.56677462776054,-256.77764456944533,-255.26721696082902,-256.77063549332803,-256.7924873788379,-256.7924873788379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91027843745616,-215.20284453866432,-215.1973190020373
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7935212676195,0.0,0.0,0.0,0.0,0.0,0.0,-256.88052039797645,-256.6625889858906,-256.78287872058087,-255.58406800937323,-256.77513537107683,-256.7935212676195,-256.7935212676195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91128895197173,-215.20299675281817,-215.19751923826297
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.793658855773,0.0,0.0,0.0,0.0,0.0,0.0,-257.0554988966739,-256.69414079572493,-256.78446814622913,-255.69300566669835,-256.7767152429599,-256.793658855773,-256.793658855773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91223650583854,-215.2031461622245,-215.19771357353312
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7936563805286,0.0,0.0,0.0,0.0,0.0,0.0,-257.1186485166438,-256.7016315325823,-256.7848270416689,-255.72126401370136,-256.7772251980814,-256.7936563805286,-256.7936563805286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91312339941118,-215.20329288941147,-215.19790217552884
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.79352534960407,0.0,0.0,0.0,0.0,0.0,0.0,-257.1110732256626,-256.6943140909309,-256.7843890512575,-255.70040256044499,-256.7770634377203,-256.79352534960407,-256.79352534960407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91395160327164,-215.20343702981413,-215.19808521819698
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7932020874279,0.0,0.0,0.0,0.0,0.0,0.0,-257.04847788560306,-256.6750924782696,-256.7832608410158,-255.64136728119448,-256.7763518002609,-256.7932020874279,-256.7932020874279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91472300106622,-215.20357866676315,-215.1982628877956
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7925364707974,0.0,0.0,0.0,0.0,0.0,0.0,-256.9362303038057,-256.6441616732494,-256.78137285004544,-255.54694448583595,-256.7750863508414,-256.7925364707974,-256.7925364707974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91543915294818,-215.20371787125546,-215.19843536018456
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.79157919653244,0.0,0.0,0.0,0.0,0.0,0.0,-256.77284027805786,-256.5996224846775,-256.7785765356333,-255.41457666182245,-256.77320584511943,-256.79157919653244,-256.79157919653244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9161018832986,-215.20385471687473,-215.19860281254375
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7905672953699,0.0,0.0,0.0,0.0,0.0,0.0,-256.56212758085303,-256.5430834836788,-256.77500797973164,-255.24672465679885,-256.7707888580611,-256.7905672953699,-256.7905672953699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91671294785044,-215.20398927571446,-215.19876541434283
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.78955754704583,0.0,0.0,0.0,0.0,0.0,0.0,-256.3550702830074,-256.4864998441458,-256.7712470113301,-255.0800960497392,-256.76821845657594,-256.78955754704583,-256.78955754704583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91727147751408,-215.2041216102585,-215.1989232962805
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.78866279478854,0.0,0.0,0.0,0.0,0.0,0.0,-256.1546906049762,-256.43018086662727,-256.7674659044019,-254.91457538795154,-256.7656086049394,-256.78866279478854,-256.78866279478854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91778677059685,-215.20425186147156,-215.19907683664837
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.787866720421,0.0,0.0,0.0,0.0,0.0,0.0,-255.9624056378541,-256.3742897230271,-256.7636801794478,-254.75071733891198,-256.76296448289463,-256.787866720421,-256.787866720421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9182599146823,-215.20438009096105,-215.19922615456366
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7871353653688,0.0,0.0,0.0,0.0,0.0,0.0,-255.76025417396764,-256.31500850614543,-256.7598239751609,-254.57953074216076,-256.76024998625167,-256.7871353653688,-256.7871353653688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9186918406117,-215.2045063517618,-215.1993713549753
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7863607962237,0.0,0.0,0.0,0.0,0.0,0.0,-255.4458825598254,-256.23234972144564,-256.754647863334,-254.35122804091895,-256.75697525239957,-256.7863607962237,-256.7863607962237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91907852309944,-215.20463061998535,-215.19951234264428
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.7627746216929,0.0,0.0,0.0,0.0,0.0,0.0,-254.86057044666984,-256.0586970523386,-256.73429065730477,-254.0122696959089,-256.7515420157855,-256.7627746216929,-256.7627746216929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91942036112215,-215.20475292197457,-215.19964921027758
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-206.45839025842082,0.0,0.0,0.0,0.0,0.0,0.0,-209.1075942383414,-209.80193901520929,-210.70252442140418,-253.40780157478824,-256.7409608754901,-206.45839025842082,-206.45839025842082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91971787724233,-215.20487327137405,-215.1997820595496
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.161675284495296,0.0,0.0,0.0,0.0,0.0,0.0,-53.476498141676174,-54.5101435730444,-54.66846080765968,-250.56992298333614,-256.7269826766629,-50.161675284495296,-50.161675284495296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.91997324603057,-215.20499181759777,-215.19991106231953
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.22251444957188,0.0,0.0,0.0,0.0,0.0,0.0,-44.745260742280536,-53.64919507608803,-54.59306745172604,-250.11618318657597,-256.7224193825024,-41.22251444957188,-41.22251444957188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92027661412456,-215.20511236680463,-215.20004423905615
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.989412791312155,0.0,0.0,0.0,0.0,0.0,0.0,-43.7072422756253,-53.48862510459407,-54.58587289972615,-249.8599392524362,-256.71977902146733,-38.989412791312155,-38.989412791312155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92063027010215,-215.20523494971746,-215.20018172778552
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.98852745055378,0.0,0.0,0.0,0.0,0.0,0.0,-43.21876121236053,-53.40807066328503,-54.58235829316657,-249.69470133879742,-256.71817228644096,-38.98852745055378,-38.98852745055378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92103490881675,-215.2053595948253,-215.20032364114692
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.98835447781454,0.0,0.0,0.0,0.0,0.0,0.0,-42.96820628301895,-53.36058159751057,-54.58042871683506,-249.59004000663677,-256.71732103259933,-38.98835447781454,-38.98835447781454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92149130113546,-215.20548633301738,-215.20047009879045
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.988371582236034,0.0,0.0,0.0,0.0,0.0,0.0,-42.86582636176656,-53.33455958524344,-54.579595431985105,-249.53908762012483,-256.7171980783475,-38.988371582236034,-38.988371582236034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92200158317573,-215.20561520972527,-215.2006212046802
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.988572668777685,0.0,0.0,0.0,0.0,0.0,0.0,-42.96166008599936,-53.33006223368319,-54.57994948168567,-249.5560043849018,-256.7180704544134,-38.988572668777685,-38.988572668777685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.922566858931,-215.20574628692304,-215.2007770555976
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.02000069852909,0.0,0.0,0.0,0.0,0.0,0.0,-45.79896748371925,-53.36845346328102,-54.5828236302145,-249.72477990681264,-256.72130836004453,-43.02000069852909,-43.02000069852909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92318797505192,-215.20587962487636,-215.20093775744084
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.95026060404035,0.0,0.0,0.0,0.0,0.0,0.0,-257.5586815266848,-257.71288794346543,-257.93526383380515,-255.7907394745332,-257.9196702172502,-257.95026060404035,-257.95026060404035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92386611892215,-215.20601528497465,-215.20110337703343
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.95099755354767,0.0,0.0,0.0,0.0,0.0,0.0,-257.98138628315354,-257.8026914356244,-257.94023455656134,-256.0331702446774,-257.9237044037077,-257.95099755354767,-257.95099755354767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92449191355684,-215.20614865650023,-215.20126419670166
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.95112506911556,0.0,0.0,0.0,0.0,0.0,0.0,-258.13830266821606,-257.83087334883436,-257.94179838670516,-256.09570197091443,-257.9250305501506,-257.95112506911556,-257.95112506911556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9250666906665,-215.2062798182183,-215.2014204108459
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.95110827781866,0.0,0.0,0.0,0.0,0.0,0.0,-258.1846878448934,-257.83539526188355,-257.94213394712347,-256.0847677985278,-257.92529741545405,-257.95110827781866,-257.95110827781866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92559156716635,-215.20640884471175,-215.20157209253554
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.9509486230798,0.0,0.0,0.0,0.0,0.0,0.0,-258.1598708751725,-257.8249865961235,-257.9416720989328,-256.02505017171364,-257.9248572486253,-257.9509486230798,-257.9509486230798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92606761899665,-215.206535790872,-215.2017193305208
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.9506034990374,0.0,0.0,0.0,0.0,0.0,0.0,-258.0779450311801,-257.80211692371,-257.9405245897037,-255.92228463354922,-257.92377918687754,-257.9506034990374,-257.9506034990374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92649608463117,-215.2066607049091,-215.2018622338227
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.9500324343586,0.0,0.0,0.0,0.0,0.0,0.0,-257.9418818683213,-257.7663709935137,-257.9386376561755,-255.77253038224544,-257.92196490239087,-257.9500324343586,-257.9500324343586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.9268779946158,-215.20678362740745,-215.20200091028
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.9493728751467,0.0,0.0,0.0,0.0,0.0,0.0,-257.75712465343673,-257.7195670520132,-257.93609195537607,-255.57780981931745,-257.9194556810372,-257.9493728751467,-257.9493728751467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92721458419888,-215.2069046017425,-215.20213547138965
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.9486992057145,0.0,0.0,0.0,0.0,0.0,0.0,-257.5715964781477,-257.6724565613365,-257.93337858147765,-255.38457245880463,-257.9168147693519,-257.9486992057145,-257.9486992057145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92750743642273,-215.2070236703839,-215.2022660240666
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.9480773880725,0.0,0.0,0.0,0.0,0.0,0.0,-257.3907560909637,-257.6254329571646,-257.93062744789404,-255.19456520060078,-257.9141470045853,-257.9480773880725,-257.9480773880725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214.92776191886023,-215.20714092398336,-215.20239280911585
