Constraint,Price,Slack,Penalty
MaxCapReq_1,999999.0,0.0003397828043290519,339.7824645462476
MaxCapReq_2,41806.006914591286,1.1971796344753455e-7,0.1197178437295711
MaxCapReq_3,132549.83371842606,1.3080008017573773e-6,1.3079994937565755
MaxCapReq_4,999999.0,2.9776913653077766e-8,0.029776883876164114
MaxCapReq_5,173425.28479896853,2.8023288691287556e-6,2.8023260667998864
