Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,Generic_RA_Only,Leapfrog_Power,Tierra_Buena,FishLake,Greater_Imperial_Geothermal,InState_Biomass,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,IndianValley_Hydro
t21,27.048091095666244,0.00173498833889529,136.16752757010906,5.71682152977293,0.0,3.958249129206562e-5,0.0,0.0,0.0,0.0,3.9374266524539797e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t22,32.11830057865502,0.0017373040293167381,160.19364070344344,5.7167830027403195,0.0,0.0,0.0,3.9583070295785174e-5,0.0,0.0,3.9374820521309405e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t23,33.805884988508254,0.0017216982572725483,184.21946027994014,5.716606237709092,0.0,0.0,0.0,0.0,0.0,3.957930121703357e-5,3.937109898947794e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t24,33.8021017586387,0.0016791741807551653,208.24470400737323,5.688675863647966,3.9572599172079946e-5,0.0,0.0,0.0,0.0,0.0,3.936440667768717e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t25,28.8242239402125,0.0015672655232557738,208.2244156739873,0.3065829833769739,0.0,0.0,0.0,0.0,0.0,0.0,3.78232758191367e-5,3.801521084946562e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t26,23.754915745564105,0.001553137451220128,184.20038597230769,0.0015951543064100621,0.0,0.0,0.0,3.826542081776868e-5,0.0,0.0,3.8070554096216114e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t27,18.68865683447636,0.0015438259049576407,160.17560865786334,0.0015855681393552045,0.0,0.0,0.0,0.0,0.0,0.0,3.8064086931924434e-5,3.8258819448326915e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t28,16.90849234750945,0.001547105388061964,136.1504777398775,0.0016868242149394946,0.0,3.825782670459829e-5,0.0,0.0,0.0,0.0,3.806319364058758e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t29,21.973408510404745,0.0015876813775236999,112.12511609966248,5.702871359083169,0.0,0.0,0.0,0.0,0.0,0.0,3.9085694099312825e-5,0.0,3.9290739906173357e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t30,16.904046644229773,0.0015590146220169025,88.09926845881152,5.715597940733289,0.0,0.0,0.0,0.0,0.0,3.956289333191154e-5,3.9355084334442436e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t31,11.833062972632481,0.0014555349078496753,64.07316404244384,5.715883888028145,0.0,0.0,0.0,0.0,0.0,0.0,3.9358899667512673e-5,0.0,3.9566700818657874e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t32,6.761804475925913,0.001230350384447382,40.04691159014876,5.703693586258371,0.0,0.0,0.0,0.0,0.0,0.0,3.9287301907117475e-5,0.0,3.949508128181964e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t33,0.0013682532356343222,0.0006905903600589725,0.004979510462707787,0.00014680913528209764,0.0,3.085461562316181e-5,0.0,0.0,0.0,0.0,3.072618281500799e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t34,0.000812181124179876,0.0005878001292761181,0.0019276935274125443,0.00013829313875834054,0.0,3.056553534381327e-5,0.0,0.0,0.0,0.0,3.0439074189363116e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t35,0.0007154278474862695,0.0005628370974343945,0.0015441354120640832,0.00013677262599910524,0.0,0.0,0.0,3.04907271939766e-5,0.0,0.0,3.036476983625673e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t36,0.0007005400258835174,0.0005573766742824453,0.0014670653148356144,0.00013575073816859094,0.0,3.0439717567259153e-5,0.0,0.0,0.0,0.0,3.031411534761214e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t37,0.0007439486651620169,0.0005617934492012997,0.0015123889452875647,0.00013497229632792866,0.0,3.040047145627735e-5,0.0,0.0,0.0,0.0,3.027518301530504e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t38,0.0008681187218762294,0.0005819927934044605,0.0017471637204625793,0.00013513915834405057,0.0,0.0,0.0,0.0,0.0,0.0,3.028358500141734e-5,3.0408909173852283e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t39,0.001190388098138166,0.0006391683281753121,0.00303227965419814,0.00013639984488716237,0.0,0.0,0.0,3.0472173694454187e-5,0.0,0.0,3.0346423293874738e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t40,0.0034038090579713827,0.0008110802404782151,62.86895303625559,0.00014265319450963907,0.0,3.065336968782382e-5,0.0,0.0,0.0,0.0,3.0526531302188726e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t41,30.19211064987183,0.001543834035947064,64.07125819168736,5.712744074006496,0.0,0.0,0.0,3.959267786062689e-5,0.0,0.0,3.9383822579265484e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t42,16.27601642946732,0.0016207943439025324,88.07827422725508,5.717105923834483,0.0,0.0,0.0,3.960374432432275e-5,0.0,0.0,3.939525965645925e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t43,23.25049659183018,0.0016825370966111744,112.10471048529571,5.716868409631929,0.0,3.960082022911949e-5,0.0,0.0,0.0,0.0,3.9392392544681214e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t44,30.225065727593883,0.0017190764260025392,136.1310911720887,5.716764919056645,3.960025940090079e-5,0.0,0.0,0.0,0.0,0.0,3.939185084808757e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t45,37.199418425968666,0.0017360614727307576,160.15734841485562,5.716562803662976,3.959808272353324e-5,0.0,0.0,0.0,0.0,0.0,3.938969171719828e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t46,44.17296269655288,0.0017353931292793264,184.18340995210988,5.716415945132564,0.0,0.0,0.0,0.0,0.0,0.0,3.938887251382998e-5,0.0,3.959726743714422e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t47,46.49463426748914,0.0017139069805527484,208.20914122576852,5.715907379187941,0.0,0.0,0.0,0.0,0.0,0.0,3.93839242372366e-5,3.959225771293496e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t48,39.82111646657412,0.001653939001341086,232.23410486061525,0.2734226834342269,0.0,0.0,0.0,0.0,0.0,0.0,3.8931520112960666e-5,3.913514744127411e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t49,32.847550637246414,0.0015797226107398658,208.22591762938697,0.0016422295758234298,0.0,0.0,0.0,0.0,0.0,3.828466382553391e-5,3.80896000989644e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t50,25.875187176596068,0.0015573594639373644,184.20172576550323,0.0016086264490705379,0.0,3.826757371589991e-5,0.0,0.0,0.0,0.0,3.807274770685343e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t51,18.90634546069737,0.0015504981317526181,160.17676168063562,0.0016126778673319928,3.827034764886055e-5,0.0,0.0,0.0,0.0,0.0,3.807555210076145e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t52,23.254380776636612,0.0015579202370818587,136.15148270877634,0.001950776901419868,0.0,0.0,0.0,3.826874377186724e-5,0.0,0.0,3.807404832352891e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t53,30.222281834119467,0.0016099062350617753,112.1259989544279,5.707206710479369,0.0,0.0,0.0,0.0,0.0,0.0,3.932179469362455e-5,3.952931359502317e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t54,23.24892848972347,0.0015694746180222898,88.10002871865008,5.7153044925456555,0.0,0.0,0.0,0.0,0.0,0.0,3.937173345803606e-5,3.9579731550475126e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t55,16.27447107419403,0.0014639192682345205,64.07384326578179,5.716470894254511,0.0,0.0,0.0,0.0,0.0,0.0,3.937611908119586e-5,0.0,3.9584295911433966e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t56,9.299782278314579,0.0012389605623249452,40.04752504670999,5.711974910441739,0.0,0.0,0.0,0.0,0.0,0.0,3.936286750079151e-5,0.0,3.957159717067226e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t57,0.0013998619010746718,0.000693646379714025,0.005720284766161378,0.00014665671327616608,0.0,3.0837788687212974e-5,0.0,0.0,0.0,0.0,3.070917814170906e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t58,0.0008021099146783257,0.000594703425045462,0.0020212314269907185,0.00014050238639509434,0.0,0.0,0.0,3.067230348285838e-5,0.0,0.0,3.054463305776062e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t59,0.000695686813346033,0.0005695285483565488,0.0015683645247592057,0.00013899254146942133,0.0,3.059996126702092e-5,0.0,0.0,0.0,0.0,3.047270400822237e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t60,0.0006705765705767316,0.0005631962228992541,0.0014645049492826722,0.00013770220613283285,0.0,0.0,0.0,3.0537179354827684e-5,0.0,0.0,3.0410252426829685e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t61,0.0006986097309088174,0.0005669281732342756,0.0014740165718281518,0.0001367851945628749,0.0,0.0,0.0,0.0,0.0,3.0492052775343752e-5,3.036533168974156e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t62,0.0007916758183035904,0.0005864402742728565,0.00160548079818682,0.00013735323673572163,0.0,0.0,0.0,0.0,0.0,3.052030025097622e-5,3.0393221081679085e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t63,0.0010085484753338775,0.00063944916748086,0.0021031382952298723,0.00013922011669830132,0.0,0.0,0.0,0.0,0.0,0.0,3.0483626978591047e-5,0.0,3.061155238823191e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t64,0.0017732818455025484,0.0007908604135206359,0.005923123469715714,0.00014248445754658765,0.0,3.076647377939134e-5,0.0,0.0,0.0,0.0,3.063749615539331e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t65,0.008509073285380463,0.0013971978806207109,62.92258970018346,0.003951093087191828,0.0,0.0,0.0,0.0,0.0,0.0,3.859899179732156e-5,0.0,3.880117635725851e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t66,0.008599268655053626,0.0014704507315215377,64.0731425204564,0.004082806244263495,3.8832954503963014e-5,0.0,0.0,0.0,0.0,0.0,3.863093857338397e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t67,0.01127481466604829,0.0015225620739219305,88.09923096618296,0.004087827390786326,0.0,0.0,0.0,0.0,0.0,0.0,3.863300680090967e-5,0.0,3.8835017423649705e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t68,0.013756627488077893,0.0015530839625447857,112.12525192588714,0.004079618372931072,0.0,0.0,0.0,3.8832574613382006e-5,0.0,0.0,3.86306760865959e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t69,0.015577406011535051,0.0015677258510119487,136.1510778085457,0.004079024434930426,3.8832640288873256e-5,0.0,0.0,0.0,0.0,0.0,3.863082558173369e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t70,0.016114506088568636,0.0015685391145353318,160.17655856823075,0.004077643114073275,0.0,0.0,0.0,0.0,0.0,0.0,3.863071698077773e-5,0.0,3.883243149249351e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t71,0.014851970221878018,0.0015545211539630226,184.20139449235086,0.004067652715019512,0.0,0.0,0.0,0.0,0.0,3.882838205439905e-5,3.862679840842099e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t72,0.012173637112566893,0.0015186048584229918,208.22463482500223,0.0040519749645548195,0.0,0.0,0.0,0.0,0.0,0.0,3.862230139711619e-5,3.8823817332419814e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t73,0.008727684991515133,0.001429562773671492,184.82068810270363,0.0009348053784448691,3.76318247832526e-5,0.0,0.0,0.0,0.0,0.0,3.7442314804074666e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t74,0.0063882214672492214,0.0014009988495419792,161.58887836232836,0.0009289555525516304,0.0,0.0,0.0,0.0,0.0,0.0,3.743154634664379e-5,0.0,3.762096958241183e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t75,0.005535514859937787,0.0013841243337094392,138.66516743838858,0.0009281742852467048,3.761827873991611e-5,0.0,0.0,0.0,0.0,0.0,3.742895063667521e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t76,0.005493002897697241,0.001371177418022908,116.48400826976386,0.0009281429236476345,0.0,0.0,0.0,0.0,0.0,0.0,3.7428106789232196e-5,0.0,3.761736553357405e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t77,0.0061525612494747264,0.0013620402515685704,97.73569602968735,0.0009305663464952744,0.0,0.0,0.0,3.7620612003707785e-5,0.0,0.0,3.743140617453475e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t78,0.007673644616458647,0.0013760431178427284,88.07958827414953,0.004006548139824242,0.0,3.880643984889699e-5,0.0,0.0,0.0,0.0,3.860538555078929e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t79,0.006427489895006549,0.0012763189535419533,64.05801862111136,0.004014884211120379,0.0,0.0,0.0,3.880963734906384e-5,0.0,0.0,3.860855047780404e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t80,0.0034342838517468933,0.00102765664781964,40.0351496754243,0.000662294599786288,0.0,0.0,0.0,0.0,0.0,0.0,3.682347135751179e-5,3.700724149478225e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t81,0.00088927784446074,0.0006561840150199583,0.0020781411052841286,0.0001440411245359773,3.083798964305653e-5,0.0,0.0,0.0,0.0,0.0,3.0708667152591206e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t82,0.000697469685327322,0.0005844082415432461,0.001575641919312264,0.00013994264124454756,0.0,0.0,0.0,0.0,0.0,0.0,3.0518066450755375e-5,0.0,3.064612202173641e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t83,0.0006429395528608654,0.0005664804830679548,0.0014493025354474476,0.0001386796311345551,0.0,3.058521705275329e-5,0.0,0.0,0.0,0.0,3.045755485710548e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t84,0.0006437089785780376,0.0005627620177382764,0.0014266576439758234,0.00013780147124472787,0.0,3.054236267788837e-5,0.0,0.0,0.0,0.0,3.0414975671359362e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t85,0.0006917136562894005,0.0005672133419727158,0.0014834486941101488,0.0001369803259017504,0.0,0.0,0.0,0.0,0.0,0.0,3.0374810007973067e-5,0.0,3.0501942066393046e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t86,0.0008100120998845448,0.0005863277152696414,0.0016878670534753815,0.00013678244901350176,0.0,3.0492189508264345e-5,0.0,0.0,0.0,0.0,3.036506174639288e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t87,0.0010979618654990793,0.0006418821244986858,0.0026229408084099204,0.00013822931931326406,3.056350708468442e-5,0.0,0.0,0.0,0.0,0.0,3.043572811239417e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
