Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,Generic_RA_Only,Leapfrog_Power,Tierra_Buena,FishLake,Greater_Imperial_Geothermal,InState_Biomass,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,IndianValley_Hydro
t1921,0.012333712804670771,0.004045974635054951,145.73231289333188,0.000195258488923412,0.0,3.266811845310264e-5,0.0,0.0,0.0,0.0,3.252493069295502e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1922,0.012236919829677038,0.004029254653378116,126.73714137703186,0.00019521830408682374,3.266688932319051e-5,0.0,0.0,0.0,0.0,0.0,3.252375062934483e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1923,0.011988147298431739,0.003991825329647863,107.73013626489464,0.0001952203463582293,0.0,3.26668079781742e-5,0.0,0.0,0.0,0.0,3.2523711075988097e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1924,0.011518308703466824,0.003925546561139767,88.72075702013498,0.00019525920245985155,0.0,0.0,0.0,0.0,0.0,0.0,3.252472524693169e-5,0.0,3.266779892122665e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1925,0.010684970087966445,0.0038143376502932248,69.71040268823155,0.0001953072576566326,3.2669254697373376e-5,0.0,0.0,0.0,0.0,0.0,3.2526182196854195e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1926,0.009249670013320851,0.0036246732353411026,50.69957967929722,0.00019538647649593218,0.0,0.0,0.0,3.267178753276131e-5,0.0,0.0,3.252871989928815e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1927,0.006887918512491293,0.0032716545889353225,31.68842979105992,0.00019538499825468939,0.0,0.0,0.0,0.0,0.0,3.2671705561110926e-5,3.25284857635214e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1928,0.0034005703872314,0.0025178665823496873,0.0063322272188878525,0.00013929905789336562,0.0,0.0,0.0,0.0,0.0,0.0,3.0488251559565015e-5,3.06146307058171e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1929,0.0027195065314823373,0.002226025438447177,0.0041932528451341855,0.00013321126692464455,3.0310679048292516e-5,0.0,0.0,0.0,0.0,0.0,3.0186613388118864e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1930,0.0024264528442072193,0.002082526033571456,0.00357671830737592,0.00013042079059902336,0.0,3.016396431618826e-5,0.0,0.0,0.0,0.0,3.0041010956249233e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1931,0.0022595543030653068,0.0020009941735832674,0.0032726010675254214,0.00012849422872073074,0.0,3.005983753262725e-5,0.0,0.0,0.0,0.0,2.9937701795103518e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1932,0.0021707938077771974,0.0019509866451662776,0.0031022518183254663,0.0001267446608466441,0.0,2.9963212532198032e-5,0.0,0.0,0.0,0.0,2.9841852226013186e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1933,0.002154654354030282,0.0019285783103817748,0.003027427569840301,0.0001259365814054429,0.0,2.9917912388705134e-5,0.0,0.0,0.0,0.0,2.979695454042584e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1934,0.002199768486116525,0.0019258957221050276,0.003024721330200049,0.00012504414074209218,0.0,0.0,0.0,0.0,0.0,2.98674331696e-5,2.974696013186812e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1935,0.002331070709151401,0.001958077495346474,0.0031191857386423066,0.00012531710329431273,0.0,2.9882992088270946e-5,0.0,0.0,0.0,0.0,2.9762496884423767e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1936,0.0025683898302815045,0.0020328167072046098,0.003339659631513719,0.00012568833885831738,0.0,0.0,0.0,0.0,0.0,0.0,2.9783570674465904e-5,0.0,2.9904115995285765e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1937,0.003006409308912625,0.0021951355348335364,0.003842162041247153,0.00012642018736377537,0.0,2.9945424439813268e-5,0.0,0.0,0.0,0.0,2.9824680013270494e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1938,0.004104875482709444,0.0025778167365763894,0.005686718550622131,0.00012997579155197273,3.0140518451209026e-5,0.0,0.0,0.0,0.0,0.0,3.0018488472834843e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1939,0.008624200969366811,0.003620874772577345,41.168318848187766,0.0001950363774031999,3.266137779964106e-5,0.0,0.0,0.0,0.0,0.0,3.251882067627327e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1940,0.009656923956636724,0.0037965952519574474,41.923089212567746,0.0001954656498292856,0.0,3.267450353787106e-5,0.0,0.0,0.0,0.0,3.2532125888013846e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1941,0.0108816181633833,0.003914028970273851,57.642112930028595,0.0001954651192386828,0.0,0.0,0.0,0.0,0.0,3.267458403824275e-5,3.253223446380926e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1942,0.011682780916748826,0.003985586158755635,73.36104817765654,0.00019538619880839325,0.0,0.0,0.0,0.0,0.0,3.267224242188035e-5,3.252995651404757e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1943,0.012146729704730935,0.004027785426519562,89.07916559190424,0.0001953464217111875,0.0,0.0,0.0,0.0,0.0,0.0,3.252869241311006e-5,0.0,3.267094516117327e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1944,0.01237707369679409,0.004048696427761177,104.79522148594518,0.00019527929351624638,3.26687526605017e-5,0.0,0.0,0.0,0.0,0.0,3.2526538972458217e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1945,0.012444587359129993,0.004052824572417045,120.50271197515148,0.00019527614250346072,3.266861894807063e-5,0.0,0.0,0.0,0.0,0.0,3.2526400963907896e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1946,0.012369133406040757,0.0040401262375779,104.80508889365703,0.00019521374464638298,0.0,3.266661746136431e-5,0.0,0.0,0.0,0.0,3.252443127977012e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1947,0.012146079927284125,0.0040086771167174,89.08996949973907,0.0001951556716989452,0.0,0.0,0.0,0.0,0.0,0.0,3.2522642546277156e-5,0.0,3.266478418023322e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1948,0.011729116508745497,0.003952330343024439,73.37216763192801,0.00019506453285380966,0.0,0.0,0.0,3.266197292331409e-5,0.0,0.0,3.2519886335216245e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1949,0.01102653344236585,0.003860096987197133,57.653346021607845,0.00019517974723763597,3.266545828167445e-5,0.0,0.0,0.0,0.0,0.0,3.2523361951234515e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1950,0.009810777587372522,0.0037046690608300028,41.9340278367027,0.00019519477116638256,3.266600015867233e-5,0.0,0.0,0.0,0.0,0.0,3.252387860089033e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1951,0.007780470259631454,0.0034274051094872215,26.214387545926538,0.00019517198647542558,0.0,3.266523295938485e-5,0.0,0.0,0.0,0.0,3.2523018971986566e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1952,0.00466602040643739,0.002865818080868233,0.026063603698077618,0.00016788321071068376,3.179415293578189e-5,0.0,0.0,0.0,0.0,0.0,3.1658950742893925e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1953,0.0025564700210541757,0.0022540385766355083,0.004497248791036014,0.00013112103703668323,0.0,0.0,0.0,0.0,0.0,0.0,3.007898033822657e-5,3.0201467387289422e-5,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1954,0.002063198220838711,0.0020171862276919294,0.0034182802094388023,0.00012603430793655141,0.0,0.0,0.0,0.0,0.0,2.992361974697848e-5,2.980310547182847e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1955,0.0018292271669148375,0.0019114725532841813,0.003042047794485059,0.00012431726948551348,0.0,0.0,0.0,0.0,0.0,2.98258298894396e-5,2.9705941944715062e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1956,0.0016965030325571278,0.001855605262178192,0.002852502847706492,0.0001231076951312484,0.0,0.0,0.0,0.0,0.0,2.9755595066097538e-5,2.96361316572718e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1957,0.0016278730552308255,0.0018239530142445098,0.0027516707504926683,0.00012207965916576053,2.9695135501142715e-5,0.0,0.0,0.0,0.0,0.0,2.957605267945946e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1958,0.0016121702541524248,0.001810413849337467,0.0027126754236990146,0.00012128866043754867,2.9648151746190298e-5,0.0,0.0,0.0,0.0,0.0,2.9529393513561087e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1959,0.0016492478525909383,0.0018179909283286984,0.0027346748181766864,0.00012083607524870112,2.962108302297302e-5,0.0,0.0,0.0,0.0,0.0,2.950257146937511e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1960,0.0017525374051258944,0.0018590040816351113,0.002839444891420488,0.0001214522793055751,0.0,2.9658088586858602e-5,0.0,0.0,0.0,0.0,2.9539385087454013e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1961,0.0019259002373199362,0.001943298852243615,0.003057272095021627,0.00012177129533697472,0.0,0.0,0.0,0.0,0.0,0.0,2.9558383152405898e-5,0.0,2.9677140974674992e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1962,0.002264001624832891,0.002140233424202312,0.0035776966299575614,0.00012698178454707436,0.0,2.9976574085273086e-5,0.0,0.0,0.0,0.0,2.9855641208289662e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1963,0.002811918482219236,0.002469727176506258,0.004761338614475368,0.0001352165768492196,0.0,3.041311693788379e-5,0.0,0.0,0.0,0.0,3.0288933570992334e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1964,0.0041621108372316236,0.003040855543427033,0.008663905978909642,0.00017390527044617012,3.200717798055656e-5,0.0,0.0,0.0,0.0,0.0,3.187021417619109e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1965,0.004383524354683704,0.003158945285480268,0.009312915797117204,0.00017389124951371003,0.0,0.0,0.0,0.0,0.0,0.0,3.1869750750899154e-5,0.0,3.2006654338985507e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1966,0.004456284248645084,0.0032275753207982134,0.00984056697029092,0.00017386043303474664,0.0,0.0,0.0,0.0,0.0,0.0,3.186852624048973e-5,0.0,3.200544231974645e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1967,0.004479747736586101,0.0032663532936102304,0.010129899996339217,0.00017382646124790608,3.200406766559913e-5,0.0,0.0,0.0,0.0,0.0,3.18671459746515e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1968,0.004480860384737284,0.00328643809275921,0.010282023449367286,0.00017382164897681557,0.0,0.0,0.0,0.0,0.0,0.0,3.186695522188123e-5,0.0,3.2003886985918794e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1969,0.00446454392795489,0.0032928248769163292,0.010337583262081729,0.00017382296942967097,0.0,0.0,0.0,0.0,0.0,3.200392808416273e-5,3.186695716336884e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1970,0.0044301923265982835,0.0032868215908131854,0.010307685165731603,0.0001737752354171397,0.0,0.0,0.0,0.0,0.0,3.2001971453778654e-5,3.186498440789276e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1971,0.004375039758171551,0.0032672588850725048,0.010190344360324404,0.00017374894524444288,0.0,0.0,0.0,0.0,0.0,0.0,3.1863862109757405e-5,0.0,3.2000875820975976e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1972,0.00429412995691869,0.0032287522489785076,0.009965188879527744,0.00017373108908292823,3.2000132397028316e-5,0.0,0.0,0.0,0.0,0.0,3.186305725940847e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1973,0.004173968653780679,0.0031600352478751282,0.009573950957376313,0.00017372431159356062,3.1999828044463675e-5,0.0,0.0,0.0,0.0,0.0,3.186264548975763e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1974,0.003969995792770119,0.0030373993164625936,0.008859094185460787,0.00017370193706726258,0.0,3.1998773913919536e-5,0.0,0.0,0.0,0.0,3.186154247179326e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1975,0.00352193627963679,0.0028036712569722397,0.007422311282709389,0.0001733929208728,0.0,0.0,0.0,0.0,0.0,0.0,3.184885226277416e-5,0.0,3.1986232255302435e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1976,0.002264631912630973,0.0023034734715278397,0.004429228550235048,0.00013608163444918465,0.0,0.0,0.0,3.0456198927988934e-5,0.0,0.0,3.033099990381068e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1977,0.001932545334206059,0.002078409572900266,0.0035403182107333546,0.00013041997227940282,0.0,0.0,0.0,0.0,0.0,3.0163511240600786e-5,3.004043215393913e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1978,0.0017239657435317874,0.0019365429152904167,0.0030961380836795607,0.0001252621211381349,0.0,2.9879352572220232e-5,0.0,0.0,0.0,0.0,2.9758354514088267e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1979,0.0016157383710201437,0.0018639535030327366,0.002870632131797138,0.0001233550346052237,0.0,0.0,0.0,0.0,0.0,0.0,2.964945023474404e-5,0.0,2.9769662422686253e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1980,0.0015626993975235977,0.001822349649036099,0.002745656593126897,0.00012189174369162731,2.9683754359348815e-5,0.0,0.0,0.0,0.0,0.0,2.9564161081200926e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1981,0.0015640892649884117,0.0018052100939414365,0.002691685824039455,0.00012143410041342602,2.9656563212340608e-5,0.0,0.0,0.0,0.0,0.0,2.9537177615314592e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1982,0.0016087911724236117,0.001800695998885721,0.0026844992543296337,0.00012084161621040828,0.0,0.0,0.0,2.9621159326005016e-5,0.0,0.0,2.9502070187446305e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1983,0.0017117294777732,0.0018168800486614428,0.00273554317288505,0.00012060559553705159,0.0,0.0,0.0,0.0,0.0,0.0,2.9488096114072928e-5,0.0,2.9607027782315873e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1984,0.001898407340308481,0.0018673481537498158,0.002873957478783338,0.00012098398227325048,0.0,0.0,0.0,0.0,0.0,2.9629824952642432e-5,2.951075108928772e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1985,0.002216405756100796,0.0019770920510560107,0.003168032244344084,0.00012113669698009355,0.0,2.9639149794717444e-5,0.0,0.0,0.0,0.0,2.9520100159024932e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1986,0.002911621259032334,0.002246710318806605,0.0039898414217878365,0.00012794095823918494,0.0,0.0,0.0,0.0,0.0,3.0029560558131586e-5,2.9907575119014475e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1987,0.004427813477567212,0.002716744351799299,0.006927082374698309,0.00013768691034770586,3.053598986051651e-5,0.0,0.0,0.0,0.0,0.0,3.041020720345336e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1988,0.008218373707756108,0.0036450759563643196,21.44825158598024,0.0001956792367495137,0.0,3.26792110133386e-5,0.0,0.0,0.0,0.0,3.253584016266435e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1989,0.009286569227123207,0.0038131958002067274,21.843383583401906,0.00019566098103893857,0.0,3.267862955364427e-5,0.0,0.0,0.0,0.0,3.2535366840297776e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1990,0.010525442714320165,0.003923686626127766,30.032239168832305,0.00019560140347488845,0.0,0.0,0.0,3.267658445074598e-5,0.0,0.0,3.253335401796427e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1991,0.011356280393881013,0.003989475127521026,38.22085321811856,0.00019558045385320105,0.0,0.0,0.0,0.0,0.0,3.267586300180304e-5,3.253261580837018e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1992,0.011832776764946209,0.004024496255627808,46.40828243103329,0.00019558742887910006,3.2676096922869595e-5,0.0,0.0,0.0,0.0,0.0,3.253281862500225e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1993,0.01203895893801423,0.004034901344425763,54.59190090163943,0.00019553129578356762,0.0,3.2674167469039286e-5,0.0,0.0,0.0,0.0,3.253085304307769e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1994,0.012027292390144101,0.004023191910464087,54.59158314150905,0.00019552203858164607,0.0,3.267385389446363e-5,0.0,0.0,0.0,0.0,3.25305072709498e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1995,0.011796054211021948,0.003986447046418991,46.407872777832544,0.00019549209894105337,0.0,0.0,0.0,0.0,0.0,0.0,3.2529453123777276e-5,0.0,3.2672851112247996e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1996,0.011291600264046108,0.003917137420280958,38.2203384095676,0.00019546937355200135,0.0,3.26721007332473e-5,0.0,0.0,0.0,0.0,3.252866747070823e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1997,0.010387456715078921,0.003799126086243184,30.031544143224227,0.0001955277493201007,0.0,0.0,0.0,0.0,0.0,3.267415307136088e-5,3.253065553174515e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1998,0.008854675066118861,0.0035952551984585104,21.842172407455735,0.0001955988937730191,0.0,0.0,0.0,0.0,0.0,3.267670359383339e-5,3.253316397016081e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t1999,0.00641937950893751,0.0032112003241182747,13.652415310947505,0.00019550935585849473,0.0,3.267357988650492e-5,0.0,0.0,0.0,0.0,3.252989668996554e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2000,0.0029482266076261317,0.002383367564627731,0.005428831685783618,0.0001339870627929158,0.0,0.0,0.0,0.0,0.0,0.0,3.0225729436856894e-5,0.0,3.0350500865897774e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2001,0.0022986122044982766,0.0020802337775838657,0.003659662746100788,0.00012787333792422072,3.0026013172326897e-5,0.0,0.0,0.0,0.0,0.0,2.9903566034973014e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2002,0.0020270397158131345,0.0019344337405416082,0.003137690885911614,0.00012426137154871147,0.0,2.9822677958609628e-5,0.0,0.0,0.0,0.0,2.9701736445379755e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2003,0.0019065700459365879,0.0018720732644262824,0.0029185790402366904,0.00012406553190918876,0.0,0.0,0.0,0.0,0.0,0.0,2.9690424764031195e-5,0.0,2.9811309588641808e-5,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2004,0.0018402982576035424,0.001821743122891805,0.002785686009332605,0.00012203747626242347,0.0,0.0,0.0,2.9692891709643875e-5,0.0,0.0,2.957292475782705e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2005,0.0018455142697579707,0.0017943938821482054,0.0027352214944377784,0.00012075056944040827,2.961620491276202e-5,0.0,0.0,0.0,0.0,0.0,2.9496865255180286e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2006,0.0019242099941005168,0.0017889075475816872,0.002767620182006936,0.00011966617151421216,2.9550614825295625e-5,0.0,0.0,0.0,0.0,0.0,2.9431869810171785e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2007,0.0021103539265064763,0.0018200721390307353,0.0029304560681810295,0.00011928511429260753,0.0,0.0,0.0,0.0,0.0,2.952744078469327e-5,2.9408955196984064e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2008,0.0024956397140652674,0.00191464011493239,0.003390569525143826,0.00012045379826578599,0.0,2.959845379706954e-5,0.0,0.0,0.0,0.0,2.947952829013575e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
t2009,0.003387939810742477,0.002110515530879056,0.0052294865132502645,0.00012095714043926153,0.0,0.0,0.0,0.0,0.0,2.9628788710538664e-5,2.9509771933057624e-5,0.0,0.0,3.0440000000000005,6.549280361438887e-8,3.459013762331528e-8,6.55121674463157e-8,35.006,6.100720421590195e-8,0.0
