BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge
t5525,198.66655586097121,119.35460306631596,-63.250613266492536,0.0,0.0,0.0,4.632670736981311e-11,0.0,0.0,-87.0,63.34226565898106,-65.62226565047749
t5526,199.827515336237,65.00000243247169,-76.28061794256618,0.0,0.0,0.0,4.684960307214401e-11,0.0,0.0,-94.0,62.14791148368707,-64.36791066473799
t5527,201.62375608047782,130.00000206845885,-47.250617966370584,0.0,0.0,0.0,4.684960197602941e-11,0.0,0.0,-103.0,63.34213488436474,-65.62213388692547
t5528,220.09294882934668,7.410455070149035e-6,-81.1506398451451,0.0,0.0,0.0,4.6849603110977597e-11,0.0,0.0,-102.0,62.11758300142888,-64.39758218061212
t5529,239.0979547827938,7.4107471580808936e-6,-75.40064321991741,0.0,0.0,0.0,4.684960306873329e-11,0.0,0.0,-101.0,63.34109379305396,-65.62109296975163
t5530,245.16964568995198,44.768199909589384,-112.09256778300679,0.0,0.0,0.0,4.684960269023843e-11,0.0,0.0,-96.0,62.1176904919314,-64.39768967261043
t5531,248.5748991358498,12.346297083359467,-101.35062456885174,0.0,0.0,0.0,4.684960278730432e-11,0.0,0.0,-84.0,63.34125587300048,-65.6212550563775
t5532,249.05304797555635,1.841924909036164e-5,-113.70955600898644,0.0,0.0,0.0,4.6849602707414716e-11,0.0,0.0,-98.0,62.117619269183464,-64.39761844775656
t5533,248.75276536826416,7.410775397504189e-6,-87.75064229668747,0.0,0.0,0.0,4.684960281873279e-11,0.0,0.0,-98.0,63.34112039912853,-65.6211195796048
t5534,247.65107506153072,15.000029667428347,-95.36334263478439,0.0,0.0,0.0,4.684960278616845e-11,0.0,0.0,-115.0,62.11761581426345,-64.39761499521038
t5535,246.94742178779958,4.833919316391666e-6,-122.66742539754645,0.0,0.0,0.0,4.6849602746983515e-11,0.0,0.0,-127.0,60.780838029323064,-63.060837211442106
t5536,246.00161860063204,4.7707346826946044e-6,-121.72162234187205,0.0,0.0,0.0,4.684960275016145e-11,0.0,0.0,-132.0,60.78159581661642,-63.061594995791495
t5537,243.11581461374155,4.770781982158284e-6,-95.83581844376968,0.0,0.0,0.0,4.684960296064757e-11,0.0,0.0,-150.0,60.780900129990414,-63.06089931394337
t5538,235.77736023055687,70.00000213612059,-46.06061781698669,0.0,0.0,0.0,4.684960341735601e-11,0.0,0.0,-157.0,62.177853842281536,-64.33785308685201
t5539,216.96500747582363,135.06922199539616,-3.860617735202413,0.0,0.0,0.0,4.684960407925997e-11,0.0,0.0,-156.0,63.40220667858091,-65.56220593569287
t5540,198.59454809627223,70.0000021314001,-34.31061814986127,0.0,0.0,0.0,4.6849604054887546e-11,0.0,0.0,-136.0,62.17790387259552,-64.33790313477726
t5541,197.25334614152402,135.06922196587442,-19.310617749220288,0.0,0.0,0.0,4.684960322939344e-11,0.0,0.0,-131.0,63.402262422851436,-65.56226173190211
t5542,196.92496939154182,70.00000210378491,-55.31061765712752,0.0,0.0,0.0,4.684960332358015e-11,0.0,0.0,-115.0,62.17795751185402,-64.33795689995739
t5543,196.55941804032005,135.06922193831406,-45.31061780028814,0.0,0.0,0.0,4.6849600403006214e-11,0.0,0.0,-105.0,63.40231961790944,-65.56231899763353
t5544,196.1814750915331,70.00000215008683,-76.3106177325864,0.0,0.0,0.0,4.684960305423278e-11,0.0,0.0,-94.0,62.17799025714686,-64.33798947833156
t5545,195.90266517753855,120.3546009799465,-62.25061544446436,0.0,0.0,0.0,4.6213188811112694e-11,0.0,0.0,-88.0,63.34236196534796,-65.62236188290709
t5546,195.66722471695098,65.20294758646502,-84.28061784816049,0.0,0.0,0.0,4.6849602855232034e-11,0.0,0.0,-86.0,62.14797832090197,-64.36797746128556
t5547,195.6238543894748,113.35460028434899,-69.25061604576545,0.0,0.0,0.0,4.632285370766811e-11,0.0,0.0,-81.0,63.34232714221373,-65.62232708584418
t5548,195.56809209411395,70.00000159794698,-88.28061782640903,0.0,0.0,0.0,4.684960265262264e-11,0.0,0.0,-82.0,62.147969076798674,-64.36796820045261
t5549,195.5618964507947,117.35460194044055,-65.2506144390089,0.0,0.0,0.0,4.63067236376745e-11,0.0,0.0,-85.0,63.34229514003478,-65.62229513721329
t5550,196.72905193876153,69.99999819772185,-77.28061808766799,0.0,0.0,0.0,4.6849602725781874e-11,0.0,0.0,-93.0,62.14792956388297,-64.36792870289983
t5551,199.29528168457273,134.32459575491475,-48.280616638985705,0.0,0.0,0.0,4.684322458088765e-11,0.0,0.0,-102.0,63.372204826717834,-65.59220415024357
t5552,218.1463329753873,7.215851440005907e-6,-82.15064031714299,0.0,0.0,0.0,4.684960283708289e-11,0.0,0.0,-101.0,62.11762627569712,-64.39762545614226
t5553,237.36819173786878,7.215930658822717e-6,-80.40064248715213,0.0,0.0,0.0,4.6849602762062895e-11,0.0,0.0,-96.0,63.34128465968982,-65.62128383698203
t5554,243.76890505360046,40.00000115569463,-121.16022740172599,0.0,0.0,0.0,4.684960218531249e-11,0.0,0.0,-87.0,62.11768169748595,-64.3976808728791
t5555,247.44920410888068,76.25459905586231,-106.35061598754157,0.0,0.0,0.0,4.681428869082531e-11,0.0,0.0,-79.0,63.34165642544342,-65.62165609319811
t5556,248.4723889001334,40.00000254706433,-133.31848057093111,0.0,0.0,0.0,4.684960152053847e-11,0.0,0.0,-79.0,62.11771035188844,-64.39770952666908
t5557,248.31096215607326,80.00000443747255,-98.75061857669802,0.0,0.0,0.0,4.684960061378721e-11,0.0,0.0,-87.0,63.34165518982193,-65.62165436467386
t5558,247.5924966610054,44.76821284174389,-116.91814214742821,0.0,0.0,0.0,4.6849601938721486e-11,0.0,0.0,-94.0,62.11771054575003,-64.39770972583399
t5559,247.5927648481386,4.6354641230584016e-6,-138.3127686400284,0.0,0.0,0.0,4.6849602081319e-11,0.0,0.0,-112.0,60.78088089059347,-63.060880068047766
t5560,247.36122105977938,4.635480186161925e-6,-134.08122496198973,0.0,0.0,0.0,4.684960210814095e-11,0.0,0.0,-121.0,60.781591124062736,-63.061590307154745
t5561,244.57219366251152,4.635513158610145e-6,-121.29219745742773,0.0,0.0,0.0,4.684960222754528e-11,0.0,0.0,-126.0,60.78087186426274,-63.06087104413521
t5562,236.81288685075629,70.00000213770815,-73.06061786270841,0.0,0.0,0.0,4.6849602308576194e-11,0.0,0.0,-130.0,62.177827405679096,-64.33782665007608
t5563,217.2815628058868,135.06922201157852,-30.860617906075703,0.0,0.0,0.0,4.68496020942855e-11,0.0,0.0,-129.0,63.40218715617648,-65.56218640317074
t5564,199.03444906388714,70.00000213740574,-47.31061797169713,0.0,0.0,0.0,4.6849602677958815e-11,0.0,0.0,-123.0,62.17787422532912,-64.33787346946352
t5565,197.57552713274023,135.06922196708712,-29.310617837926657,0.0,0.0,0.0,4.6849602111920136e-11,0.0,0.0,-121.0,63.40220852919753,-65.56220783430398
t5566,196.86301162586676,70.00000198737149,-56.280617701202914,0.0,0.0,0.0,4.68496024699714e-11,0.0,0.0,-114.0,62.14791599412912,-64.36791504210301
t5567,196.5594180530288,134.32459927725824,-48.28061570194086,0.0,0.0,0.0,4.6824855340580164e-11,0.0,0.0,-102.0,63.37226616735492,-65.59226573122103
t5568,196.50985173909515,70.00000186156117,-74.2806181846648,0.0,0.0,0.0,4.6849602217301234e-11,0.0,0.0,-96.0,62.147954468296355,-64.36795357632705
t5569,196.34256525116447,121.35460306240404,-61.250613288401645,0.0,0.0,0.0,4.630892227727307e-11,0.0,0.0,-89.0,63.342322911255536,-65.62232280666524
t5570,196.13190865166806,70.00000196612845,-86.28061833750823,0.0,0.0,0.0,4.684960193907524e-11,0.0,0.0,-84.0,62.147980720859785,-64.36797985299852
t5571,195.8530982114739,115.3546030103265,-67.25061337840361,0.0,0.0,0.0,4.63606558695577e-11,0.0,0.0,-83.0,63.342342496378336,-65.62234241417545
t5572,195.5618962431116,65.00000233536915,-89.28061790787054,0.0,0.0,0.0,4.6849601814366713e-11,0.0,0.0,-81.0,62.147998945911944,-64.36799824845012
t5573,195.32083072422526,118.3546023603589,-64.25061398793486,0.0,0.0,0.0,4.6375813243848165e-11,0.0,0.0,-86.0,63.34234485342912,-65.62234478425776
t5574,196.5624866063038,65.00000229913759,-77.28061774567098,0.0,0.0,0.0,4.684960187684986e-11,0.0,0.0,-93.0,62.14797602094332,-64.36797534568761
t5575,199.2533529380531,130.00000211916216,-45.28061705757075,0.0,0.0,0.0,4.684960082536112e-11,0.0,0.0,-105.0,63.372238020205245,-65.5922389157579
t5576,218.02933370774346,7.275499154425015e-6,-83.16417216772936,0.0,0.0,0.0,4.684960199894549e-11,0.0,0.0,-100.0,62.11770623459775,-64.3977054195933
t5577,236.9429626873667,7.275949133812293e-6,-79.40064227455898,0.0,0.0,0.0,4.684960197166946e-11,0.0,0.0,-97.0,63.34141051684969,-65.62140970090374
t5578,242.9024840632453,15.000210820962774,-120.0249115018697,0.0,0.0,0.0,4.6849601343579045e-11,0.0,0.0,-88.0,62.117720399435456,-64.39771958411814
t5579,246.3456328278911,77.2545967501218,-105.35061693023253,0.0,0.0,0.0,4.683517791933152e-11,0.0,0.0,-80.0,63.34168336898898,-65.62168286520408
t5580,247.2336504193748,43.91361335240108,-130.17639683260882,0.0,0.0,0.0,4.6849600499484056e-11,0.0,0.0,-82.0,62.11775483934282,-64.39775401965977
t5581,246.91960951853838,80.85459638454924,-101.75061656569778,0.0,0.0,0.0,4.683937862106243e-11,0.0,0.0,-84.0,63.341752043042916,-65.62175147150953
t5582,246.2029297804593,40.0000022047566,-125.89784511439655,0.0,0.0,0.0,4.6849600596406366e-11,0.0,0.0,-85.0,62.11773023728021,-64.39772941596225
t5583,246.05734976328569,4.678362399588769e-6,-148.7773533707298,0.0,0.0,0.0,4.6849600762297244e-11,0.0,0.0,-100.0,60.78086172753535,-63.060860909420725
t5584,245.49663277776594,4.6783604144327675e-6,-150.21663662104612,0.0,0.0,0.0,4.6849600700124585e-11,0.0,0.0,-103.0,60.78158014187585,-63.06157931838527
t5585,242.80282255889804,4.6783945960080395e-6,-143.5228263190529,0.0,0.0,0.0,4.6849600808454355e-11,0.0,0.0,-102.0,60.780853467333884,-63.06085264329576
t5586,235.27169512037622,70.00000214851451,-95.06061779927623,0.0,0.0,0.0,4.6849600695594433e-11,0.0,0.0,-108.0,62.17786526996118,-64.3378644948182
t5587,216.2401003527016,135.0692220134849,-44.860617755179916,0.0,0.0,0.0,4.6849598879303026e-11,0.0,0.0,-115.0,63.402243937641785,-65.56224318020102
t5588,198.0307315827039,70.0000021384492,-60.31061787952808,0.0,0.0,0.0,4.6849601252558185e-11,0.0,0.0,-110.0,62.1779048008642,-64.33790405051379
t5589,196.72050847846796,135.06922198521727,-30.31061788428207,0.0,0.0,0.0,4.684960085314143e-11,0.0,0.0,-120.0,63.40226935034705,-65.56226862815672
t5590,196.50365593201403,70.00000208315952,-61.280617985621625,0.0,0.0,0.0,4.684960121942382e-11,0.0,0.0,-109.0,62.147951865452505,-64.36795094387288
t5591,196.87540341410957,128.3546011461989,-54.25061520922015,0.0,0.0,0.0,4.629519367419261e-11,0.0,0.0,-96.0,63.34232823982957,-65.62232819579354
t5592,196.8754031197232,70.00000206705391,-77.2806177581393,0.0,0.0,0.0,4.684960100079087e-11,0.0,0.0,-93.0,62.147988103277584,-64.36798724613058
t5593,196.80105378784782,118.354600085861,-64.25061623731224,0.0,0.0,0.0,4.631945030251141e-11,0.0,0.0,-86.0,63.34236232842933,-65.62236229020638
t5594,196.7514873625945,65.00000260082155,-89.28061802935277,0.0,0.0,0.0,4.684960077773289e-11,0.0,0.0,-81.0,62.14800269073495,-64.36800194937545
t5595,196.5718092074356,111.35460259801206,-71.25061374987081,0.0,0.0,0.0,4.635421749945559e-11,0.0,0.0,-79.0,63.34236430825752,-65.62236426721728
t5596,196.47887268059606,65.00000403735162,-91.28061810180935,0.0,0.0,0.0,4.684960064765062e-11,0.0,0.0,-79.0,62.14800030401599,-64.36799954401991
t5597,196.20682806784254,114.35460345373558,-68.25061286933236,0.0,0.0,0.0,4.635357511495755e-11,0.0,0.0,-82.0,63.34233981404892,-65.62233978969378
t5598,197.4204311554769,65.00000242809747,-80.280617694059,0.0,0.0,0.0,4.684960079032847e-11,0.0,0.0,-90.0,62.14795835220032,-64.367957620208
t5599,199.96366351777206,130.00000208520143,-50.25061800937468,0.0,0.0,0.0,4.684959852138384e-11,0.0,0.0,-100.0,63.34220944260967,-65.622208340756
t5600,218.47714094046734,7.226755163708588e-6,-86.18446971539873,0.0,0.0,0.0,4.684960106388107e-11,0.0,0.0,-97.0,62.11770525857813,-64.39770443356196
t5601,237.48093145758628,7.228814979205714e-6,-85.40064223456308,0.0,0.0,0.0,4.684960096919627e-11,0.0,0.0,-91.0,63.34148647877467,-65.62148566102128
t5602,243.42699646925735,40.00000433145006,-124.14669433755172,0.0,0.0,0.0,4.6849600116452865e-11,0.0,0.0,-84.0,62.117778245377934,-64.3977774207276
t5603,246.693888054838,72.25459946297573,-110.35061580888869,0.0,0.0,0.0,4.68056733017884e-11,0.0,0.0,-75.0,63.34179403827162,-65.62179374565359
t5604,247.2325856724702,40.000003974844574,-136.23728946515345,0.0,0.0,0.0,4.6849599213596154e-11,0.0,0.0,-76.0,62.11776634558825,-64.39776552219718
t5605,246.70617765132752,73.85459911817534,-108.7506159551748,0.0,0.0,0.0,4.681335005080908e-11,0.0,0.0,-77.0,63.3417515004562,-65.62175117310646
t5606,245.7905872328076,44.768209770777126,-129.85724895974263,0.0,0.0,0.0,4.6849599604828286e-11,0.0,0.0,-81.0,62.11775705948483,-64.39775623632859
t5607,245.6472874751438,4.641436820231942e-6,-153.36729119237327,0.0,0.0,0.0,4.6849600116892576e-11,0.0,0.0,-95.0,60.78086306646747,-63.060862245875924
t5608,245.28050117354667,4.6414752603531196e-6,-149.000504829669,0.0,0.0,0.0,4.684960015254658e-11,0.0,0.0,-104.0,60.7815810257382,-63.061580200457755
t5609,242.45813893506036,4.641560019183606e-6,-132.17814257071467,0.0,0.0,0.0,4.684960038394795e-11,0.0,0.0,-113.0,60.78084674372032,-63.06084592256572
t5610,235.17107852456166,70.0000021337657,-85.06061782398257,0.0,0.0,0.0,4.6849600398814205e-11,0.0,0.0,-118.0,62.177840024902196,-64.33783928708536
t5611,216.1099889358861,135.06922199468875,-41.860617947695744,0.0,0.0,0.0,4.684959956519176e-11,0.0,0.0,-118.0,63.402174338824096,-65.56217359827473
t5612,197.96257785850406,70.00000212856055,-58.31061809352881,0.0,0.0,0.0,4.684960091583513e-11,0.0,0.0,-112.0,62.17787237344096,-64.33787164881804
t5613,197.07366835887558,135.06922181247373,-31.280617795996818,0.0,0.0,0.0,4.684960044978408e-11,0.0,0.0,-119.0,63.372180174111236,-65.59217934365626
t5614,196.91257786724768,65.0000034825243,-62.28061785252691,0.0,0.0,0.0,4.6849600904361514e-11,0.0,0.0,-108.0,62.147920031273486,-64.36791927412685
t5615,196.6957252595276,131.32459709452183,-51.2806161073259,0.0,0.0,0.0,4.684092453587581e-11,0.0,0.0,-99.0,63.372270875780224,-65.59227033111036
t5616,196.81344522091538,70.00000179699211,-72.28061810051562,0.0,0.0,0.0,4.684960076528242e-11,0.0,0.0,-98.0,62.147959209000945,-64.36795842536257
t5617,196.70811687477467,123.3546025546205,-59.25061380574619,0.0,0.0,0.0,4.634256227777762e-11,0.0,0.0,-91.0,63.34230764017257,-65.62230762200176
t5618,196.615180038858,70.00000191422279,-80.28061781703786,0.0,0.0,0.0,4.6849600632794074e-11,0.0,0.0,-90.0,62.14796470188394,-64.36796390902792
t5619,196.47267732538864,117.35460068450323,-65.25061561614478,0.0,0.0,0.0,4.633861427518783e-11,0.0,0.0,-85.0,63.34229974582952,-65.62229968823966
t5620,196.30539072132984,70.00000172767035,-86.2806177661786,0.0,0.0,0.0,4.684960046896019e-11,0.0,0.0,-84.0,62.147946009126045,-64.36794522738406
t5621,196.13867422888046,120.35460261408663,-62.25061374429278,0.0,0.0,0.0,4.633677996779639e-11,0.0,0.0,-88.0,63.34226405522001,-65.62226401247575
t5622,197.41187954654254,70.00000205748927,-74.28061792072421,0.0,0.0,0.0,4.684960062027404e-11,0.0,0.0,-96.0,62.14790697526566,-64.36790612531027
t5623,199.94158005062698,91.82575638517679,-55.076378411417444,0.0,0.0,0.0,4.68540836630473e-11,0.0,0.0,-107.0,63.34150392672892,-65.62150289073683
t5624,218.42529427184365,7.2296094788450425e-6,-75.15740608520039,0.0,0.0,0.0,4.684960115148229e-11,0.0,0.0,-108.0,62.117660331656495,-64.39765950971763
t5625,237.31592573095733,80.00000230059553,-73.40061904919872,0.0,0.0,0.0,4.6849600397210495e-11,0.0,0.0,-103.0,63.34169290924919,-65.62169208380584
t5626,243.25807534865865,48.41353915168237,-115.20082131406774,0.0,0.0,0.0,4.6849599815313285e-11,0.0,0.0,-93.0,62.11776230884888,-64.3977614831046
t5627,246.5457592917625,80.00000155445173,-100.35061776499552,0.0,0.0,0.0,4.6846562064162466e-11,0.0,0.0,-85.0,63.34172480992165,-65.62172408346783
t5628,247.0184328426843,60.48294191645669,-122.12226789527665,0.0,0.0,0.0,4.6844351018785796e-11,0.0,0.0,-90.0,62.117758802732,-64.3977581321675
t5629,246.4750722555232,80.84253701211358,-95.75061783587584,0.0,0.0,0.0,4.684656273236194e-11,0.0,0.0,-90.0,63.34176120009835,-65.62176048028357
t5630,245.67450208766658,39.999999674294926,-114.80312235766493,0.0,0.0,0.0,4.6846563586520024e-11,0.0,0.0,-96.0,62.1177052047004,-64.39770448399041
t5631,245.11179204352922,4.29826499133319e-6,-139.8317951479607,0.0,0.0,0.0,4.6846563584058807e-11,0.0,0.0,-108.0,60.78086022955482,-63.06085950564248
t5632,244.5308528717917,4.298282815926287e-6,-139.25085592974034,0.0,0.0,0.0,4.6846563526817915e-11,0.0,0.0,-113.0,60.78158161948992,-63.06158089388619
t5633,241.62117948071514,4.298324827958738e-6,-128.341182738528,0.0,0.0,0.0,4.684656360822363e-11,0.0,0.0,-116.0,60.78084917484473,-63.06084845280685
t5634,234.5417324258429,70.0000019685573,-88.06061790795414,0.0,0.0,0.0,4.684656347081934e-11,0.0,0.0,-115.0,62.17785693911412,-64.33785625909519
t5635,215.64530476665854,135.06922184031401,-37.860617451155136,0.0,0.0,0.0,4.684656304691396e-11,0.0,0.0,-122.0,63.402215575575624,-65.56221491805712
t5636,197.7209421609779,70.00000195569247,-60.31061766235927,0.0,0.0,0.0,4.684656374208271e-11,0.0,0.0,-110.0,62.177883763314476,-64.33788311016369
t5637,196.46648120770595,135.06922180456903,-34.310617586695315,0.0,0.0,0.0,4.6846563179192115e-11,0.0,0.0,-116.0,63.402220817121076,-65.56222021605052
t5638,196.2868033587838,70.00000190269691,-60.28061786139689,0.0,0.0,0.0,4.684656368151998e-11,0.0,0.0,-110.0,62.14792034447126,-64.36791952708255
t5639,196.33017390516838,131.32459980282943,-51.28061548447803,0.0,0.0,0.0,4.6814877613809653e-11,0.0,0.0,-99.0,63.37226419190353,-65.5922639065566
t5640,196.55941801548272,70.00000184390179,-78.2806176268532,0.0,0.0,0.0,4.684656340450629e-11,0.0,0.0,-92.0,62.14795260138899,-64.36795188001214
t5641,196.65235448029603,118.35459982351304,-64.25061653529215,0.0,0.0,0.0,4.6325038897312644e-11,0.0,0.0,-86.0,63.34231031423945,-65.6223102875327
t5642,196.54083062997034,65.00000270227694,-87.28061768115532,0.0,0.0,0.0,4.6846563123138376e-11,0.0,0.0,-83.0,62.14797656367246,-64.36797590699076
t5643,196.49126434869862,109.35460094690902,-73.25061540047437,0.0,0.0,0.0,4.636798852993936e-11,0.0,0.0,-77.0,63.342331217536085,-65.62233118053692
t5644,196.39832749294783,65.00000214417575,-98.28061767637932,0.0,0.0,0.0,4.684656257663344e-11,0.0,0.0,-72.0,62.14798452847042,-64.36798393243778
t5645,196.36115304786318,108.35460427164942,-74.25061204334284,0.0,0.0,0.0,4.6367253432568177e-11,0.0,0.0,-76.0,63.34231014741968,-65.62231005727523
t5646,197.42689532988177,70.00000188000078,-89.28061769071172,0.0,0.0,0.0,4.684656248938339e-11,0.0,0.0,-81.0,62.14794491030283,-64.36794417362401
t5647,199.62251793452128,22.682393979974105,-67.25064285116483,0.0,0.0,0.0,4.684959872064187e-11,0.0,0.0,-83.0,63.341630313906066,-65.62162949007654
t5648,218.211635943613,11.561860684758297,-103.15062445762392,0.0,0.0,0.0,4.684656273508223e-11,0.0,0.0,-80.0,62.11774175044056,-64.39774102839709
t5649,237.16422531478997,77.20459822435944,-105.40061626827263,0.0,0.0,0.0,4.6823552427665225e-11,0.0,0.0,-71.0,63.3417944076597,-65.62179401679848
t5650,243.15252048027313,40.62767202892438,-141.9775436731764,0.0,0.0,0.0,4.677183547625833e-11,0.0,0.0,-66.0,62.11781438869986,-64.39781418622559
t5651,246.517404493613,6.518162190840679e-6,-126.35066962634502,0.0,0.0,0.0,4.684655180793739e-11,0.0,0.0,-59.0,63.34166163617485,-65.62166091171252
t5652,246.7002090562462,6.25898504941168e-6,-150.5819363739292,0.0,0.0,0.0,4.684655152844845e-11,0.0,0.0,-61.0,62.11763332653907,-64.39763260364272
t5653,245.78920941807357,55.85459994599209,-126.75061568027616,0.0,0.0,0.0,4.677951862930241e-11,0.0,0.0,-59.0,63.341871644501836,-65.62187142655631
t5654,244.8916362179794,39.99962795452407,-137.9506201625133,0.0,0.0,0.0,4.684655131821231e-11,0.0,0.0,-72.0,62.11776926343415,-64.39776853905647
t5655,244.23412819344753,4.488480827093612e-6,-159.95413168660275,0.0,0.0,0.0,4.684655204857241e-11,0.0,0.0,-87.0,60.780837224379404,-63.06083650128161
t5656,243.6034717487987,4.488575334314259e-6,-155.32347532533626,0.0,0.0,0.0,4.6846552147620085e-11,0.0,0.0,-96.0,60.78163178693374,-63.06163106663156
t5657,240.92938914495005,4.488875256234628e-6,-136.64939254229554,0.0,0.0,0.0,4.684655264437978e-11,0.0,0.0,-107.0,60.7807926104164,-63.06079188608273
t5658,234.52075550207962,70.00000196250627,-87.06061759191077,0.0,0.0,0.0,4.684655275459189e-11,0.0,0.0,-116.0,62.17789999987812,-64.337899337879
t5659,212.6389274504784,129.99999984920413,-52.605216723709376,0.0,0.0,0.0,4.589148122621167e-11,0.0,0.0,-103.0,63.34233052214255,-65.62233041274436
t5660,199.22032256267016,70.00000196524752,-66.31061752174011,0.0,0.0,0.0,4.6846562811072463e-11,0.0,0.0,-104.0,62.17793146443269,-64.33793079735003
t5661,197.6127017522989,135.06922180397143,-47.31061760573186,0.0,0.0,0.0,4.684654237087451e-11,0.0,0.0,-103.0,63.40231026351695,-65.56230965001349
t5662,197.4330239025557,70.0000019121136,-73.28061789990092,0.0,0.0,0.0,4.684656279956501e-11,0.0,0.0,-97.0,62.147980300686974,-64.36797936055923
t5663,197.3524786614959,118.35460067247043,-64.25061571516244,0.0,0.0,0.0,4.629709155857038e-11,0.0,0.0,-86.0,63.34236711235795,-65.6223670310008
t5664,197.4825901972972,70.00000189288224,-85.28061759485988,0.0,0.0,0.0,4.684656251280968e-11,0.0,0.0,-85.0,62.14801395100375,-64.36801317632175
t5665,197.35867454076453,115.35460258900338,-67.25061372093657,0.0,0.0,0.0,4.641111393514952e-11,0.0,0.0,-83.0,63.34235463626496,-65.62235454971368
t5666,196.94355669333646,70.00000118839588,-95.28061751194227,0.0,0.0,0.0,4.684655245981984e-11,0.0,0.0,-75.0,62.14802857651625,-64.36802790031203
t5667,196.39832770870777,103.35460168212605,-79.25061469239303,0.0,0.0,0.0,4.634136558328136e-11,0.0,0.0,-71.0,63.34240359296476,-65.62240349914998
t5668,196.1443001728825,70.00000138569001,-102.28061782731316,0.0,0.0,0.0,4.68465518952112e-11,0.0,0.0,-68.0,62.14803871920557,-64.3680380356285
t5669,195.93364318779774,100.35460297985813,-82.25061334711171,0.0,0.0,0.0,4.634063132653817e-11,0.0,0.0,-68.0,63.34239649334845,-65.62239647739689
t5670,196.08606484565613,66.01342334805537,-102.28061747294672,0.0,0.0,0.0,4.68465517311149e-11,0.0,0.0,-68.0,62.14801412322801,-64.36801345613337
t5671,197.21529947567407,101.35460219495165,-81.25061419570329,0.0,0.0,0.0,4.632824799878667e-11,0.0,0.0,-69.0,63.34232281165201,-65.62232273535321
t5672,215.66503334897732,61.45460152733034,-121.15061478095059,0.0,0.0,0.0,4.646723311607464e-11,0.0,0.0,-62.0,62.11793765173927,-64.3979376054013
t5673,234.21615469956393,66.20460119660547,-116.40061513239196,0.0,0.0,0.0,4.64078918302204e-11,0.0,0.0,-60.0,63.342202531106295,-65.62220242161503
t5674,239.72734008245035,26.554601211551045,-156.05061511075147,0.0,0.0,0.0,4.6404535636072445e-11,0.0,0.0,-51.0,62.11790498909468,-64.3979049434623
t5675,243.38293166199372,37.254601868348544,-145.35061443978017,0.0,0.0,0.0,4.640736403213914e-11,0.0,0.0,-40.0,63.34213313505326,-65.62213309169702
t5676,244.12715486974673,16.50460078239084,-166.10061552967875,0.0,0.0,0.0,4.640580054704917e-11,0.0,0.0,-45.0,62.117861978046506,-64.39786191197612
t5677,243.98496121458442,48.854599401694024,-133.7506168905335,0.0,0.0,0.0,4.638797848047433e-11,0.0,0.0,-52.0,63.34207087739015,-65.62207081018377
t5678,244.77008525541407,36.65460215999764,-145.9506142122956,0.0,0.0,0.0,4.636092450678338e-11,0.0,0.0,-64.0,62.117832264377306,-64.39783221878406
t5679,245.10914313329002,74.65459934243853,-107.95061705035285,0.0,0.0,0.0,4.613263065489348e-11,0.0,0.0,-77.0,63.342115780365056,-65.62211568246805
t5680,245.56513871197387,61.57460127898034,-121.03061500952646,0.0,0.0,0.0,4.6568599973473294e-11,0.0,0.0,-89.0,62.14782968535165,-64.3678296814532
t5681,243.22114313211122,105.22460177780867,-77.38061449641981,0.0,0.0,0.0,4.661917826897024e-11,0.0,0.0,-106.0,63.37211538295158,-65.59211532746298
t5682,236.79783727109296,70.0000011932002,-86.78061530350156,0.0,0.0,0.0,4.686637723543934e-11,0.0,0.0,-117.0,62.49785051219763,-63.937851525894814
t5683,218.01772105834667,135.06922114391452,-38.58061523214148,0.0,0.0,0.0,4.686637695687041e-11,0.0,0.0,-122.0,63.709964582179865,-65.14996558599046
t5684,199.27608480123183,70.0000011910512,-50.03061504854621,0.0,0.0,0.0,4.68663781137867e-11,0.0,0.0,-121.0,62.49788315247255,-63.93788415884309
t5685,197.841945976118,135.0692210841031,-38.030615153559125,0.0,0.0,0.0,4.686637708270882e-11,0.0,0.0,-113.0,63.71000480279906,-65.15000583189115
t5686,197.68085551366775,70.00000116303433,-73.0306149978986,0.0,0.0,0.0,4.686637764701538e-11,0.0,0.0,-98.0,62.49793820509943,-63.93793924541289
t5687,197.81096705103795,121.32460135209547,-61.28061481878082,0.0,0.0,0.0,4.6690420479412266e-11,0.0,0.0,-89.0,63.37229489612853,-65.5922948080954
t5688,197.8543375389506,70.00000115559098,-73.03061527890628,0.0,0.0,0.0,4.686637761709807e-11,0.0,0.0,-98.0,62.49797355161681,-63.937974607431556
t5689,197.61270186571753,121.32460085994708,-61.280615059070584,0.0,0.0,0.0,4.6786461519527676e-11,0.0,0.0,-89.0,63.37229938315332,-65.59229918446844
t5690,197.04888523637493,68.72558769246935,-87.000615247554,0.0,0.0,0.0,4.686637742271892e-11,0.0,0.0,-84.0,62.46798634932448,-63.96798727335367
t5691,196.58420125266136,114.32459900007998,-68.2806158872491,0.0,0.0,0.0,4.684630041970104e-11,0.0,0.0,-82.0,63.372295818987155,-65.59229513931723
