CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,FishLake,Generic_RA_Only,Greater_Imperial_Geothermal,InState_Biomass,Leapfrog_Power,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,Tierra_Buena,Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,IndianValley_Hydro,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar
0,0,0,2.06E-09,0,0,0,0,0,0,0,3.65E-10,2.98E-07,5.15E-08,0,3.01E-07,0,6.94E-07,0,0,0,3.17E-09,0.066699994,7.37E-09,2.57E-08,8.14E-09,0,1.511772031,4.999999994,4.999999994,9.06E-08,4.999999998,4.999999983,4.999999983,4.999999983,4.999999978,0,0,4.999999993,4.999999986,4.999999993,4.999999983,4.999999983,4.999999998,4.999999998,4.999999991,4.999999991,0,1.529999919,4.999999994,4.999999994
0,0,0,1.95E-09,0,0,0,0,0,0,0,3.44E-10,2.97E-07,5.09E-08,0,3.00E-07,0,6.93E-07,0,0,0,3.50E-09,0.066699993,7.51E-09,2.37E-08,1.05E-08,0,1.691449854,9.99999999,9.999999993,9.69E-08,9.999999996,5.637310144,5.621024241,5.285129634,0.160007324,0,0,9.99999999,9.999999924,9.999999988,9.14065281,9.717254629,9.999999996,9.999999996,6.771610895,6.771610895,0,1.499999987,9.999999993,9.999999993
0,0,0,1.91E-09,0,0,0,0,0,0,0,2.66E-10,2.96E-07,4.99E-08,0,2.99E-07,0,6.92E-07,0,0,0,4.68E-09,0.066699992,1.15E-08,2.08E-08,1.02E-08,0,2.063197076,4.999999992,4.999999992,1.02E-07,4.999999997,4.999999501,4.999999501,4.999999501,4.56E-07,0,0,4.99999999,4.999999934,4.999999988,4.999999501,4.999999501,4.999999997,4.999999997,4.99999975,4.99999975,0,1.499999985,4.999999992,4.999999992
0,0,0,1.88E-09,0,0,0,0,0,0,0,2.59E-11,2.95E-07,4.91E-08,0,2.98E-07,0,6.91E-07,0,0,0,6.42E-09,0.066699991,2.00E-08,1.92E-08,1.12E-08,0,2.342007492,9.999999985,9.999999991,1.06E-07,9.999999996,4.67E-06,4.67E-06,4.67E-06,1.58E-07,0,0,9.999999989,9.999999921,9.999999988,4.67E-06,4.68E-06,9.999999996,9.999999996,2.34E-06,2.34E-06,0,1.499999977,9.999999991,9.999999991
0,0,0,1.88E-09,0,0,0,0,0,0,0,0,2.95E-07,4.92E-08,0,2.98E-07,0,6.91E-07,0,0,0,1.00E-08,0.066699991,3.14E-08,1.81E-08,8.80E-09,0,2.521685316,4.999999991,4.999999991,1.12E-07,4.999999996,0.413201648,0.386754684,0.391797116,1.64E-07,0,0,4.999999989,4.999999924,4.999999988,0.548549985,1.433573616,4.999999996,4.999999996,0.201035647,0.201035647,0,1.499999978,4.999999991,4.999999991
0,0,0,1.89E-09,0,0,0,0,0,0,0,0,2.96E-07,4.94E-08,0,2.98E-07,0,6.91E-07,0,0,0,1.64E-08,0.066699991,3.90E-08,1.82E-08,6.01E-09,0,2.515489529,9.999999986,9.999999991,1.17E-07,9.999999996,0.540347834,0.491920331,0.502466228,1.91E-07,0,0,9.999999989,9.999999924,9.999999988,0.786472581,5.178853324,9.999999996,9.999999996,0.253953136,0.253953136,0,1.499999979,9.999999991,9.999999991
0,0,0,1.89E-09,0,0,0,0,0,0,0,0,2.96E-07,4.94E-08,0,2.98E-07,0,6.91E-07,0,0,0,2.25E-08,0.066699991,3.90E-08,1.80E-08,6.51E-09,0,2.627013696,4.999999991,4.999999991,1.19E-07,4.999999996,1.131752334,0.942691117,0.983080865,1.92E-07,0,0,4.999999989,4.999999924,4.999999988,2.532661622,4.577388475,4.999999996,4.999999996,0.522566583,0.522566583,0,1.499999979,4.999999991,4.999999991
0,0,0,1.89E-09,0,0,0,0,0,0,0,0,2.96E-07,4.95E-08,0,2.99E-07,0,6.91E-07,0,0,0,2.20E-08,0.066699991,3.92E-08,1.65E-08,9.82E-09,0,2.713754715,9.999999986,9.999999991,1.19E-07,9.999999996,0.515862344,0.47339135,0.483160607,2.34E-07,0,0,9.999999989,9.999999924,9.999999988,0.734730533,4.518617541,9.999999996,9.999999996,0.243486605,0.243486605,0,1.49999998,9.999999991,9.999999991
0,0,0,1.90E-09,0,0,0,0,0,0,0,0,2.96E-07,4.98E-08,0,2.99E-07,0,6.92E-07,0,0,0,1.97E-08,0.066699992,3.95E-08,1.69E-08,1.48E-08,0,2.602230549,4.999999992,4.999999992,1.17E-07,4.999999996,4.826747682,4.818370745,4.820386744,3.54E-07,0,0,4.99999999,4.999999924,4.999999988,4.858099838,4.895594732,4.999999996,4.999999996,4.90808857,4.90808857,0,1.499999981,4.999999992,4.999999992
0,0,0,2.04E-09,0,0,0,0,0,0,0,0,2.99E-07,5.23E-08,0,3.02E-07,0,6.95E-07,0,0,0.940460075,2.15E-08,0.066699995,4.19E-08,1.95E-08,2.27E-08,0,2.583643191,9.999999993,9.999999995,1.17E-07,9.999999996,4.834086717,3.881596791,4.080715738,0.153296384,0,0,9.99999999,9.999999924,9.999999988,8.905795418,9.715331138,9.999999996,9.999999996,3.376889023,3.376889023,0,1.499999994,9.999999995,9.999999995
1.88E-09,9.73E-10,1.88E-09,1.98E-09,0,0,0,0,0,0,0,0,2.97E-07,5.08E-08,0,3.00E-07,0,6.93E-07,0,0.65,3.376184027,2.24E-08,0.066699993,4.05E-08,1.90E-08,2.70E-08,5.37E-07,2.577447402,4.999999993,4.999999993,1.15E-07,4.999999997,4.999999961,4.999999961,4.999999961,4.999999949,0,0,4.999999992,4.999999974,4.999999991,4.999999961,4.999999961,4.999999997,4.999999997,4.999999981,4.999999981,0,1.500000459,4.999999993,4.999999993
2.23E-09,1.07E-09,2.46E-09,2.09E-09,0,0,0,0,0,0,0,0,3.00E-07,5.28E-08,0,3.03E-07,0,6.95E-07,0,8.75,5.0067659,2.79E-08,0.066699996,4.24E-08,1.90E-08,2.77E-08,2.16E-06,2.434944302,9.999999994,9.999999996,1.19E-07,9.999999996,5.231494485,4.693064033,4.744589215,0.155323491,0,0,9.99999999,9.999999924,9.999999988,9.005341761,9.733210374,9.999999996,9.999999996,4.880788749,4.880788749,0,1.499999996,9.999999996,9.999999996
2.21E-09,1.06E-09,2.48E-09,2.07E-09,0,0,0,0,0,0,0,0,2.98E-07,5.17E-08,0,3.01E-07,0,6.94E-07,0,4.999999994,4.999999994,2.97E-08,0.066699994,4.14E-08,1.31E-08,2.93E-08,2.92E-06,1.778190874,4.999999994,4.999999994,1.18E-07,4.999999998,4.999999981,4.999999981,4.999999981,4.999999979,0,0,4.999999993,4.999999985,4.999999993,4.999999981,4.999999981,4.999999998,4.999999998,4.999999991,4.999999991,0,1.529999915,4.999999994,4.999999994
2.20E-09,1.06E-09,2.49E-09,2.05E-09,0,0,0,0,0,0,0,0,2.99E-07,5.24E-08,0,3.02E-07,0,6.95E-07,0,9.999999995,6.096075779,3.22E-08,0.066699995,4.20E-08,1.02E-08,4.05E-08,3.32E-06,1.511772032,9.999999993,9.999999995,1.20E-07,9.999999996,3.564487398,3.230386382,3.20570035,0.151952677,0,0,9.99999999,9.999999924,9.999999988,8.668863755,9.716942839,9.999999996,9.999999996,2.318134042,2.318134042,0,1.499999995,9.999999995,9.999999995
2.16E-09,1.04E-09,2.43E-09,2.01E-09,0,0,0,0,0,0,0,0,2.99E-07,5.19E-08,0,3.02E-07,0,6.94E-07,0,4.999999995,4.999999995,3.78E-08,0.066699995,4.16E-08,8.93E-09,5.08E-08,3.50E-06,1.449814161,4.999999995,4.999999995,1.21E-07,4.999999996,4.92168693,4.921251563,4.92115528,2.320536349,0,0,4.99999999,4.999999924,4.999999988,4.929187552,4.941246573,4.999999996,4.999999996,4.960411177,4.960411177,0,1.499999992,4.999999995,4.999999995
2.17E-09,1.05E-09,2.44E-09,2.02E-09,0,0,0,0,0,0,0,0,2.99E-07,5.21E-08,0,3.02E-07,0,6.95E-07,0,9.999999995,6.129905278,5.01E-08,0.066699995,4.17E-08,8.79E-09,5.54E-08,3.30E-06,1.387856291,9.999999992,9.999999995,1.21E-07,9.999999996,3.263020736,3.012286956,2.935477697,0.151721834,0,0,9.99999999,9.999999924,9.999999988,8.607415242,9.722365294,9.999999996,9.999999996,2.016156757,2.016156757,0,1.499999993,9.999999995,9.999999995
2.04E-09,1.02E-09,2.28E-09,1.91E-09,0,0,0,0,0,0,0,0,2.96E-07,5.00E-08,0,2.99E-07,0,6.92E-07,0,4.999999992,4.999999992,5.87E-08,0.066699992,3.97E-08,8.23E-09,5.16E-08,3.35E-06,1.437422584,4.999999992,4.999999992,1.17E-07,4.999999996,3.364881954,3.265560406,3.207597914,5.62E-07,0,0,4.99999999,4.999999924,4.999999988,4.439650497,4.78929647,4.999999996,4.999999996,3.428749157,3.428749157,0,1.499999982,4.999999992,4.999999992
2.02E-09,1.01E-09,2.24E-09,1.90E-09,0,0,0,0,0,0,0,0,2.96E-07,4.99E-08,0,2.99E-07,0,6.92E-07,0,9.999999992,4.28281461,5.85E-08,0.066699992,3.95E-08,8.18E-09,4.91E-08,3.25E-06,1.462205732,9.999999987,9.999999992,1.16E-07,9.999999996,1.934468976,1.869841088,1.794393951,3.68E-07,0,0,9.99999999,9.999999924,9.999999988,7.747182151,9.698180208,9.999999996,9.999999996,1.045654922,1.045654922,0,1.499999981,9.999999992,9.999999992
1.49E-09,8.56E-10,1.62E-09,1.42E-09,0,0,0,0,0,0,0,0,1.01E-08,8.57E-09,0,1.01E-08,0,1.03E-08,0,1.04E-08,1.04E-08,8.79E-09,1.04E-08,8.15E-09,4.61E-09,8.63E-09,1.04E-08,1.04E-08,1.04E-08,1.04E-08,9.54E-09,3.02E-09,5.98E-09,5.98E-09,5.98E-09,5.84E-09,0,0,9.16E-09,6.29E-09,8.63E-09,5.98E-09,5.98E-09,3.02E-09,3.02E-09,2.99E-09,2.99E-09,0,1.04E-08,1.04E-08,1.04E-08
1.90E-09,9.77E-10,1.82E-09,2.00E-09,0,0,0,0,0,0,0,0,2.99E-07,5.18E-08,0,3.02E-07,0,6.94E-07,0,2.55,0.913396475,6.07E-08,0.066699994,4.15E-08,1.17E-08,6.83E-08,6.47E-07,1.908302402,9.999999992,9.999999994,1.16E-07,9.999999996,5.079047449,6.015230006,5.368086037,0.160526827,0,0,9.99999999,9.999999924,9.999999988,9.244630833,9.783808847,9.999999996,9.999999996,6.836634416,6.836634416,0,1.499999992,9.999999994,9.999999994
0,0,0,1.97E-09,0,0,0,0,0,0,0,0,2.97E-07,5.05E-08,0,3.00E-07,0,6.93E-07,0,0,0,5.93E-08,0.066699993,4.02E-08,1.13E-08,7.53E-08,1.78E-08,1.902106614,4.999999993,4.999999993,1.12E-07,4.999999997,4.999999966,4.999999966,4.999999966,4.999999942,0,0,4.999999991,4.999999976,4.999999991,4.999999966,4.999999966,4.999999997,4.999999997,4.999999983,4.999999983,0,1.529999138,4.999999993,4.999999993
0,0,0,2.03E-09,0,0,0,0,0,0,0,0,2.99E-07,5.22E-08,0,3.02E-07,0,6.95E-07,0,0,0,6.10E-08,0.066699995,4.18E-08,1.10E-08,7.70E-08,0,1.759603514,9.999999992,9.999999995,1.13E-07,9.999999996,8.234339585,8.590886233,8.412402665,0.182979966,0,0,9.999999988,9.999999924,9.999999988,9.634415604,9.841123738,9.999999996,9.999999996,9.214226166,9.214226166,0,1.499999994,9.999999995,9.999999995
0,0,0,1.99E-09,0,0,0,0,0,0,0,0,2.97E-07,5.08E-08,0,3.00E-07,0,6.93E-07,0,0,0,5.96E-08,0.066699993,4.05E-08,9.75E-09,7.80E-08,0,1.660470919,4.999999993,4.999999993,1.08E-07,4.999999997,4.999999972,4.999999972,4.999999972,4.999999958,0,0,4.999999992,4.99999998,4.999999992,4.999999972,4.999999972,4.999999997,4.999999997,4.999999986,4.999999986,0,1.52999981,4.999999993,4.999999993
0,0,0,1.99E-09,0,0,0,0,0,0,0,0,2.98E-07,5.16E-08,0,3.01E-07,0,6.94E-07,0,0,0,6.04E-08,0.066699994,4.12E-08,9.20E-09,8.37E-08,0,1.654275133,9.999999991,9.999999994,1.06E-07,9.999999996,6.015374783,7.427503978,6.743460361,0.168311184,0,0,9.999999988,9.999999924,9.999999988,9.466031246,9.818841323,9.999999996,9.999999996,8.342538571,8.342538571,0,1.499999991,9.999999994,9.999999994
0,0,0,1.95E-09,0,0,0,0,0,0,0,0,2.97E-07,5.03E-08,0,3.00E-07,0,6.92E-07,0,0,0,5.91E-08,0.066699993,4.00E-08,7.75E-09,8.39E-08,0,1.784386659,4.999999993,4.999999993,1.05E-07,4.999999997,4.999999958,4.999999958,4.999999958,4.999999914,0,0,4.999999991,4.999999973,4.999999991,4.999999958,4.999999958,4.999999997,4.999999997,4.999999979,4.999999979,0,1.500000188,4.999999993,4.999999993
0,0,0,2.08E-09,0,0,0,0,0,0,0,0,3.00E-07,5.27E-08,0,3.03E-07,0,6.95E-07,0,0,0,6.16E-08,0.066699996,4.23E-08,8.64E-09,8.77E-08,0,2.149938098,9.999999994,9.999999996,1.08E-07,9.999999996,4.470877471,6.511537312,5.386007525,0.164368338,0,0,9.999999988,9.999999924,9.999999988,9.392461692,9.816103252,9.999999996,9.999999996,7.291622808,7.291622808,0,1.499999996,9.999999996,9.999999996
0,0,0,2.24E-09,0,0,0,0,0,0,0,0,3.00E-07,5.26E-08,0,3.02E-07,0,6.95E-07,0,0,0,6.17E-08,0.066699995,4.24E-08,8.71E-09,9.43E-08,0,2.831474674,4.999999995,4.999999995,1.04E-07,4.999999998,4.999999991,4.999999991,4.999999991,4.99999999,0,0,4.999999995,4.999999992,4.999999995,4.999999991,4.999999991,4.999999998,4.999999998,4.999999995,4.999999995,0,1.529999956,4.999999995,4.999999995
0,0,0,1.95E-09,0,0,0,0,0,0,0,0,2.97E-07,5.09E-08,0,3.00E-07,0,6.93E-07,0,0,0,5.96E-08,0.066699993,4.05E-08,7.51E-09,1.03E-07,0,3.333333422,9.99999999,9.999999993,9.74E-08,9.999999996,3.99044934,6.049636022,4.795089666,0.163587359,0,0,9.999999988,9.999999924,9.999999988,9.395797454,9.82358236,9.999999996,9.999999996,6.443228617,6.443228617,0,1.499999987,9.999999993,9.999999993
0,0,0,1.88E-09,0,0,0,0,0,0,0,0,2.95E-07,4.93E-08,0,2.98E-07,0,6.91E-07,0,0,0,5.79E-08,0.066699991,3.80E-08,6.53E-09,1.11E-07,0,3.302354484,4.999999991,4.999999991,9.04E-08,4.999999996,4.485831315,4.57521636,4.521810664,1.75E-07,0,0,4.999999988,4.999999924,4.999999988,4.769084436,4.880614354,4.999999996,4.999999996,4.764563078,4.764563078,0,1.499999977,4.999999991,4.999999991
0,0,0,1.85E-09,0,0,0,0,0,0,0,0,2.94E-07,4.84E-08,0,2.97E-07,0,6.90E-07,0,0,0,5.69E-08,0.06669999,3.67E-08,5.69E-09,1.14E-07,0,3.457249159,9.999999983,9.99999999,9.26E-08,9.999999996,1.61E-07,1.61E-07,1.61E-07,7.92E-08,0,0,9.999999986,9.999999064,9.999999986,1.61E-07,1.61E-07,9.999999996,9.999999996,8.04E-08,8.04E-08,0,1.499999953,9.99999999,9.99999999
0,0,0,1.85E-09,0,0,0,0,0,0,0,0,2.94E-07,4.83E-08,0,2.97E-07,0,6.90E-07,0,0,0,5.68E-08,0.06669999,3.29E-08,4.39E-09,1.13E-07,0,3.543990178,4.99999999,4.99999999,9.72E-08,4.999999996,1.44E-07,1.44E-07,1.44E-07,7.48E-08,0,0,4.999999986,7.79E-06,4.999999986,1.44E-07,1.44E-07,4.999999996,4.999999996,7.22E-08,7.22E-08,0,1.49999995,4.99999999,4.99999999
0,0,0,1.90E-09,0,0,0,0,0,0,0,0,2.96E-07,4.98E-08,0,2.99E-07,0,6.92E-07,0,0,0,5.85E-08,0.066699992,3.05E-08,2.87E-09,1.13E-07,0,3.519207032,9.999999987,9.999999992,1.02E-07,9.999999996,2.541242456,4.601937752,3.222449283,3.49E-07,0,0,9.999999988,9.999999924,9.999999988,9.375284066,9.833340957,9.999999996,9.999999996,3.230561106,3.230561106,0,1.499999981,9.999999992,9.999999992
0,0,0,1.97E-09,0,0,0,0,0,0,0,1.98E-10,2.97E-07,5.06E-08,0,3.00E-07,0,6.93E-07,0,0,0,5.94E-08,0.066699993,2.90E-08,1.84E-09,1.11E-07,0,3.469640737,4.999999993,4.999999993,1.07E-07,4.999999997,4.999999967,4.999999967,4.999999967,4.999999948,0,0,4.999999991,4.999999977,4.999999991,4.999999967,4.999999967,4.999999997,4.999999997,4.999999984,4.999999984,0,1.52999954,4.999999993,4.999999993
0,0,0,2.00E-09,0,0,0,0,0,0,0,3.37E-10,2.99E-07,5.18E-08,0,3.01E-07,0,6.94E-07,0,0,0.866035176,6.06E-08,0.066699994,2.85E-08,1.26E-09,1.12E-07,0,3.500619673,9.999999992,9.999999994,1.08E-07,9.999999996,8.391350002,8.831291293,8.642261566,0.199145486,0,0,9.999999988,9.999999924,9.999999988,9.735129087,9.88076121,9.999999996,9.999999996,9.322331256,9.322331256,0,1.499999992,9.999999994,9.999999994
2.00E-09,1.01E-09,1.96E-09,2.11E-09,0,0,0,0,0,0,0,3.57E-10,2.99E-07,5.19E-08,0,3.02E-07,0,6.94E-07,0,0.65,3.220568332,6.08E-08,0.066699995,2.59E-08,6.13E-10,1.08E-07,5.93E-07,3.494423887,4.999999995,4.999999995,9.96E-08,4.999999998,4.999999986,4.999999986,4.999999986,4.999999983,0,0,4.999999994,4.999999988,4.999999994,4.999999986,4.999999986,4.999999998,4.999999998,4.999999993,4.999999993,0,1.529999937,4.999999995,4.999999995
2.21E-09,1.06E-09,2.42E-09,2.07E-09,0,0,0,0,0,0,0,3.33E-10,2.99E-07,5.21E-08,0,3.02E-07,0,6.95E-07,0,8.75,4.533152908,6.10E-08,0.066699995,2.13E-08,3.31E-10,9.86E-08,2.08E-06,3.159851386,9.999999992,9.999999995,8.63E-08,9.999999997,9.999999967,9.999999905,9.999999932,5.06921985,0,0,9.999999991,9.999999977,9.999999991,9.999999967,9.999999967,9.999999997,9.999999997,9.99999994,9.99999994,0,1.529999523,9.999999995,9.999999995
2.22E-09,1.06E-09,2.49E-09,2.07E-09,0,0,0,0,0,0,0,3.32E-10,2.98E-07,5.16E-08,0,3.01E-07,0,6.94E-07,0,4.999999994,4.999999994,6.05E-08,0.066699994,1.50E-08,3.31E-10,9.49E-08,2.85E-06,2.354399069,4.999999994,4.999999994,7.81E-08,4.999999998,4.999999984,4.999999984,4.999999984,4.99999998,0,0,4.999999993,4.999999987,4.999999993,4.999999984,4.999999984,4.999999998,4.999999998,4.999999992,4.999999992,0,1.529999925,4.999999994,4.999999994
2.26E-09,1.07E-09,2.56E-09,2.09E-09,0,0,0,0,0,0,0,3.50E-10,3.00E-07,5.28E-08,0,3.03E-07,0,6.95E-07,0,9.999999996,6.677943168,6.17E-08,0.066699996,1.04E-08,6.18E-10,9.79E-08,3.27E-06,2.001239209,9.999999994,9.999999996,7.32E-08,9.999999996,7.684573426,8.487755811,8.157523441,0.197253382,0,0,9.999999988,9.999999924,9.999999988,9.70820593,9.878342214,9.999999996,9.999999996,9.03047281,9.03047281,0,1.499999996,9.999999996,9.999999996
2.21E-09,1.06E-09,2.47E-09,2.06E-09,0,0,0,0,0,0,0,3.55E-10,2.98E-07,5.15E-08,0,3.01E-07,0,6.94E-07,0,4.999999994,4.999999994,6.04E-08,0.066699994,6.24E-09,1.03E-09,1.00E-07,3.51E-06,2.007434995,4.999999994,4.999999994,6.67E-08,4.999999998,4.999999983,4.999999983,4.999999983,4.999999978,0,0,4.999999993,4.999999986,4.999999993,4.999999983,4.999999983,4.999999998,4.999999998,4.999999991,4.999999991,0,1.52999992,4.999999994,4.999999994
2.08E-09,1.03E-09,2.33E-09,1.94E-09,0,0,0,0,0,0,0,3.47E-10,2.97E-07,5.08E-08,0,3.00E-07,0,6.93E-07,0,9.999999993,6.387009471,5.95E-08,0.066699993,4.96E-09,1.47E-09,9.97E-08,3.42E-06,2.050805503,9.999999989,9.999999993,6.13E-08,9.999999996,3.462325161,6.172266985,4.7319388,0.181828489,0,0,9.999999988,9.999999924,9.999999988,9.580101251,9.861978049,9.999999996,9.999999996,5.257080686,5.257080686,0,1.499999988,9.999999993,9.999999993
1.97E-09,9.97E-10,2.19E-09,1.85E-09,0,0,0,0,0,0,0,3.41E-10,2.94E-07,4.83E-08,0,2.97E-07,0,6.90E-07,0,4.99999999,4.99999999,5.68E-08,0.06669999,3.75E-09,1.65E-09,9.36E-08,3.42E-06,2.044609712,4.99999999,4.99999999,5.23E-08,4.999999996,1.47E-07,1.47E-07,1.47E-07,7.56E-08,0,0,4.999999986,2.660193069,4.999999986,1.47E-07,1.47E-07,4.999999996,4.999999996,7.37E-08,7.37E-08,0,1.499999953,4.99999999,4.99999999
1.93E-09,9.89E-10,2.12E-09,1.82E-09,0,0,0,0,0,0,0,3.25E-10,2.92E-07,4.72E-08,0,2.95E-07,0,6.88E-07,0,9.999999988,5.527740182,5.56E-08,0.066699988,2.37E-09,1.75E-09,8.14E-08,3.21E-06,1.964064479,9.99999998,9.999999988,4.59E-08,9.999999995,1.47E-07,1.47E-07,1.47E-07,5.77E-08,0,0,9.999999985,9.317581699,9.999999984,1.47E-07,1.47E-07,9.999999995,9.999999995,7.33E-08,7.33E-08,0,1.499999946,9.999999988,9.999999988
1.44E-09,8.40E-10,1.56E-09,1.37E-09,0,0,0,0,0,0,0,2.32E-10,7.65E-09,6.79E-09,0,7.65E-09,0,7.76E-09,0,7.85E-09,7.85E-09,6.92E-09,7.85E-09,1.23E-09,1.60E-09,7.07E-09,7.82E-09,7.85E-09,7.85E-09,7.85E-09,6.86E-09,2.46E-09,5.25E-09,5.25E-09,5.25E-09,5.06E-09,0,0,7.12E-09,5.48E-09,7.10E-09,5.25E-09,5.25E-09,2.46E-09,2.46E-09,2.63E-09,2.63E-09,0,7.85E-09,7.85E-09,7.85E-09
1.92E-09,9.84E-10,1.81E-09,2.03E-09,0,0,0,0,0,0,0,2.59E-11,2.99E-07,5.21E-08,0,3.02E-07,0,6.95E-07,0,2.549999995,1.542625163,4.61E-08,0.0667,8.84E-10,2.76E-09,5.34E-08,5.79E-07,2.546468468,9.999999992,9.999999995,6.32E-08,9.999999996,8.463604398,8.813195995,8.648885555,0.24182143,0,0,9.999999988,9.999999924,9.999999988,9.773494421,9.89423161,9.999999996,9.999999996,9.244683174,9.244683174,0,1.500000002,9.999999995,9.999999995
0,0,0,1.92E-09,0,0,0,0,0,0,0,0,2.96E-07,4.99E-08,0,2.99E-07,0,6.92E-07,0,0,0,2.74E-08,0.066699992,6.69E-10,3.02E-09,2.91E-08,8.21E-09,3.054523003,4.999999992,4.999999992,5.62E-08,4.999999997,4.999999928,4.999999928,4.999999928,4.999999515,0,0,4.99999999,4.999999963,4.99999999,4.999999928,4.999999928,4.999999997,4.999999997,4.999999964,4.999999964,0,1.500000059,4.999999992,4.999999992
0,0,0,1.95E-09,0,0,0,0,0,0,0,0,2.98E-07,5.10E-08,0,3.00E-07,0,6.93E-07,0,0,0,1.43E-08,0.066699993,1.29E-09,4.06E-09,1.32E-08,0,3.048327218,9.99999999,9.999999993,5.01E-08,9.999999996,9.442065276,9.495772755,9.467099279,0.463303838,0,0,9.999999988,9.999999924,9.999999988,9.872220853,9.922482369,9.999999996,9.999999996,9.720828348,9.720828348,0,1.499999996,9.999999993,9.999999993
0,0,0,1.93E-09,0,0,0,0,0,0,0,0,2.96E-07,5.01E-08,0,2.99E-07,0,6.92E-07,0,0,0,5.18E-09,0.066699992,3.03E-09,4.60E-09,5.16E-09,0,2.986369346,4.999999992,4.999999992,4.13E-08,4.999999997,4.999999943,4.999999943,4.999999943,4.999999827,0,0,4.99999999,4.999999968,4.99999999,4.999999943,4.999999943,4.999999997,4.999999997,4.999999972,4.999999972,0,1.500000132,4.999999992,4.999999992
0,0,0,1.91E-09,0,0,0,0,0,0,0,0,2.96E-07,4.99E-08,0,2.99E-07,0,6.92E-07,0,0,0,1.58E-09,0.066699992,5.48E-09,5.07E-09,3.13E-09,0,2.912019901,9.999999987,9.999999992,3.33E-08,9.999999996,9.028661037,9.173136305,9.101200141,3.90E-07,0,0,9.999999988,9.999999924,9.999999988,9.818362064,9.90500053,9.999999996,9.999999996,9.504509286,9.504509286,0,1.49999999,9.999999992,9.999999992
0,0,0,1.87E-09,0,0,0,0,0,0,0,2.59E-11,2.95E-07,4.89E-08,0,2.98E-07,0,6.90E-07,0,0,0,4.48E-10,0.06669999,5.98E-09,6.46E-09,2.30E-09,0,2.726146288,4.99999999,4.99999999,2.51E-08,4.999999996,0.505525634,0.570492838,0.532903498,1.33E-07,0,0,4.999999988,4.999999924,4.999999988,2.292026303,4.773131312,4.999999996,4.999999996,0.271751294,0.271751294,0,1.499999983,4.99999999,4.99999999
0,0,0,1.87E-09,0,0,0,0,0,0,0,1.84E-10,2.95E-07,4.88E-08,0,2.98E-07,0,6.90E-07,0,0,0,0,0.06669999,4.08E-09,7.72E-09,6.91E-09,0,2.558860038,9.999999984,9.99999999,1.56E-08,9.999999996,0.587643525,0.666164137,0.61938479,1.31E-07,0,0,9.999999988,9.999999924,9.999999988,4.963478003,9.765617797,9.999999996,9.999999996,0.30764687,0.30764687,0,1.499999983,9.99999999,9.99999999
0,0,0,1.91E-09,0,0,0,0,0,0,0,2.59E-11,2.96E-07,4.96E-08,0,2.99E-07,0,6.91E-07,0,0,0,0,0.066699992,2.21E-09,9.89E-09,4.89E-09,0,2.68277578,4.999999992,4.999999992,7.66E-09,4.999999997,4.999999875,4.999999875,4.999999875,5.12E-07,0,0,4.999999989,4.999999953,4.999999989,4.999999875,4.999999875,4.999999997,4.999999997,4.999999937,4.999999937,0,1.500000013,4.999999992,4.999999992
0,0,0,1.98E-09,0,0,0,0,0,0,0,0,2.98E-07,5.15E-08,0,3.01E-07,0,6.94E-07,0,0,0,0,0.066699994,8.76E-10,1.43E-08,3.20E-09,0,2.664188422,9.999999991,9.999999994,4.52E-09,9.999999996,6.041181357,7.193742485,6.614180922,0.308873295,0,0,9.999999988,9.999999924,9.999999988,9.656393695,9.87397047,9.999999996,9.999999996,6.818128952,6.818128952,0,1.499999999,9.999999994,9.999999994
0,0,0,1.95E-09,0,0,0,0,0,0,0,0,2.97E-07,5.04E-08,0,3.00E-07,0,6.92E-07,0,0,0,2.16E-10,0.066699993,4.88E-10,1.36E-08,3.18E-09,0,2.49690217,4.999999993,4.999999993,2.45E-09,4.999999997,4.999999957,4.999999957,4.999999957,4.999999917,0,0,4.999999991,4.999999973,4.999999991,4.999999957,4.999999957,4.999999997,4.999999997,4.999999978,4.999999978,0,1.524899942,4.999999993,4.999999993
