CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,FishLake,Generic_RA_Only,Greater_Imperial_Geothermal,InState_Biomass,Leapfrog_Power,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,Tierra_Buena,Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,IndianValley_Hydro,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar
4.36E-09,2.53E-09,4.66E-09,1.40E-09,0,0,0,0,0,0,0,3.48E-10,1.55E-07,2.85E-08,0,1.57E-07,0,3.67E-07,0,4.999996509,4.999996508,4.21E-09,1.658796509,0,9.50E-09,1.25E-08,2.18E-06,0.223044842,4.999996508,4.999996509,1.45E-09,2.27E-06,7.70E-07,1.10E-07,1.10E-07,1.01E-07,0,0,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.27E-06,2.27E-06,5.48E-08,5.48E-08,0,1.469993141,4.999996509,4.999996508
4.36E-09,2.53E-09,4.66E-09,1.40E-09,0,0,0,0,0,0,0,3.49E-10,1.55E-07,2.85E-08,0,1.57E-07,0,3.67E-07,0,9.999996508,5.744245497,5.75E-09,1.658796509,0,1.57E-08,1.05E-08,2.13E-06,0.45228896,9.99999301,9.999996508,9.97E-10,2.27E-06,7.70E-07,1.10E-07,1.10E-07,1.01E-07,0,0,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.27E-06,2.27E-06,5.48E-08,5.48E-08,0,1.469993141,9.999996508,9.999996508
4.36E-09,2.53E-09,4.66E-09,1.40E-09,0,0,0,0,0,0,0,3.49E-10,1.55E-07,2.85E-08,0,1.57E-07,0,3.67E-07,0,4.999996508,4.999996506,8.95E-09,1.658796509,0,1.94E-08,2.95E-08,2.11E-06,0.650554145,4.999996508,4.999996508,1.10E-09,2.27E-06,7.70E-07,1.10E-07,1.10E-07,1.01E-07,0,0,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.27E-06,2.27E-06,5.48E-08,5.48E-08,0,1.469993141,4.999996508,4.999996508
4.36E-09,2.53E-09,4.66E-09,1.40E-09,0,0,0,0,0,0,0,3.49E-10,1.55E-07,2.85E-08,0,1.57E-07,0,3.67E-07,0,9.999996508,5.169144007,1.09E-08,1.658796509,0,2.35E-08,2.46E-08,2.00E-06,0.997518219,9.999993009,9.999996508,1.25E-09,2.27E-06,7.70E-07,1.10E-07,1.10E-07,1.01E-07,0,0,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.27E-06,2.27E-06,5.48E-08,5.48E-08,0,1.46999314,9.999996508,9.999996508
4.36E-09,2.53E-09,4.64E-09,1.40E-09,0,0,0,0,0,0,0,3.50E-10,1.55E-07,2.85E-08,0,1.57E-07,0,3.67E-07,0,4.999996508,4.627872015,1.12E-08,1.658796509,0,2.65E-08,1.76E-08,1.95E-06,1.579922201,4.999996508,4.999996508,1.98E-09,2.27E-06,7.70E-07,1.10E-07,1.10E-07,1.01E-07,0,0,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.27E-06,2.27E-06,5.48E-08,5.48E-08,0,1.46999314,4.999996508,4.999996508
4.38E-09,2.53E-09,4.60E-09,1.40E-09,0,0,0,0,0,0,0,3.50E-10,1.55E-07,2.85E-08,0,1.57E-07,0,3.67E-07,0,9.999996508,3.565625737,1.03E-08,1.658796508,0,2.59E-08,3.47E-08,1.75E-06,2.137543035,9.999993008,9.999996508,3.57E-09,2.27E-06,7.70E-07,1.10E-07,1.10E-07,1.01E-07,0,0,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.86E-06,2.27E-06,2.27E-06,5.48E-08,5.48E-08,0,1.46999314,9.999996508,9.999996508
4.52E-09,2.57E-09,4.53E-09,1.41E-09,0,0,0,0,0,0,0,3.50E-10,2.05E-07,3.05E-08,0,2.08E-07,0,5.58E-07,0,4.999999809,2.097428766,9.15E-09,1.658799809,0,2.36E-08,3.04E-08,2.24E-06,2.558859855,4.999999809,4.999999809,6.25E-09,4.999999929,4.050515098,1.89E-07,1.90E-07,1.65E-07,0,0,4.999999772,4.999999772,4.999999772,4.999999772,4.999999772,4.999999929,4.999999929,9.46E-08,9.46E-08,0,1.469999793,4.999999809,4.999999809
7.68E-09,3.70E-09,6.25E-09,1.79E-09,0,0,0,0,0,0,0,3.72E-10,3.01E-07,5.40E-08,0,3.04E-07,0,6.97E-07,0,9.999999997,0.392422186,1.33E-08,1.658799997,0,3.79E-08,9.34E-08,1.27E-06,2.71375472,9.999999996,9.999999997,2.61E-08,9.999999974,5.736384347,6.35493265,7.115368951,1.69E-06,0,0,9.999999924,9.99999992,9.99999992,9.99999992,9.99999992,9.999999974,9.999999974,6.673955766,6.673955766,0,1.470000912,9.999999997,9.999999997
3.90E-09,2.28E-09,2.78E-09,1.67E-09,0,0,0,0,0,0,0,3.65E-10,2.97E-07,5.06E-08,0,3.00E-07,0,6.93E-07,0,3.1,0,1.13E-08,1.658799993,0,4.47E-08,4.17E-08,1.82E-07,3.066914578,4.999999993,4.999999993,3.74E-08,4.999999998,4.999999992,4.999999992,4.999999992,4.999999992,0,0,4.999999993,4.999999993,4.999999993,4.999999993,4.999999993,4.999999998,4.999999998,4.999999996,4.999999996,0,1.529999955,4.999999993,4.999999993
0,0,0,1.48E-09,0,0,0,0,0,0,0,3.55E-10,2.84E-07,4.25E-08,0,2.87E-07,0,6.79E-07,0,0,0,1.22E-08,1.658799978,0,3.92E-08,1.68E-08,0,2.645601043,9.99999996,9.999999978,5.71E-08,9.999999993,9.999999969,9.999999853,9.999999893,5.069219815,0,0,9.999999978,9.999999978,9.999999978,9.999999978,9.999999978,9.999999993,9.999999993,9.999999913,9.999999913,0,1.529999832,9.999999978,9.999999978
0,0,0,1.48E-09,0,0,0,0,0,0,0,3.55E-10,2.84E-07,4.25E-08,0,2.87E-07,0,6.79E-07,0,0,0,1.56E-08,1.658799978,0,3.49E-08,1.77E-08,0,2.304832756,4.999999978,4.999999978,5.85E-08,4.999999993,4.999999969,4.999999969,4.999999969,4.999999968,0,0,4.999999978,4.999999978,4.999999978,4.999999978,4.999999978,4.999999993,4.999999993,4.999999985,4.999999985,0,1.529999834,4.999999978,4.999999978
0,0,0,1.50E-09,0,0,0,0,0,0,0,3.56E-10,2.94E-07,4.80E-08,0,2.97E-07,0,6.89E-07,0,0,0,1.85E-08,1.658799989,3.09E-10,2.82E-08,2.35E-08,0,2.63320948,9.999999982,9.999999989,6.06E-08,9.999999974,8.951219502,9.149463359,9.159169297,1.68E-06,0,0,9.999999924,9.99999992,9.99999992,9.99999992,9.99999992,9.999999974,9.999999974,9.547372916,9.547372916,0,1.470000896,9.999999989,9.999999989
0,0,0,1.61E-09,0,0,0,0,0,0,0,3.62E-10,2.96E-07,4.95E-08,0,2.99E-07,0,6.91E-07,0,0,0,2.33E-08,1.658799991,6.55E-10,2.16E-08,2.33E-08,0,3.345724993,4.999999991,4.999999991,4.06E-08,4.999999997,4.99999999,4.99999999,4.99999999,4.99999999,0,0,4.999999991,4.999999991,4.999999991,4.999999991,4.999999991,4.999999997,4.999999997,4.999999995,4.999999995,0,1.529999944,4.999999991,4.999999991
0,0,0,1.45E-09,0,0,0,0,0,0,0,3.53E-10,2.81E-07,4.12E-08,0,2.84E-07,0,6.75E-07,0,0,0,2.26E-08,1.658799975,1.55E-09,1.63E-08,2.30E-08,0,3.327137615,9.999999953,9.999999975,2.62E-08,9.999999974,8.983016477,9.135070685,9.159511436,1.68E-06,0,0,9.999999924,9.99999992,9.99999992,9.99999992,9.99999992,9.999999974,9.999999974,9.538498632,9.538498632,0,1.470000867,9.999999975,9.999999975
0,0,0,1.45E-09,0,0,0,0,0,0,0,3.53E-10,2.76E-07,3.95E-08,0,2.79E-07,0,6.70E-07,0,0,0,2.49E-08,1.658799969,3.95E-09,1.31E-08,2.08E-08,0,3.215613442,4.999999969,4.999999969,2.37E-08,4.99999999,4.999999947,4.999999947,4.999999947,4.999999944,0,0,4.999999969,4.999999968,4.999999968,4.999999968,4.999999968,4.99999999,4.99999999,4.999999974,4.999999974,0,1.529999715,4.999999969,4.999999969
0,0,0,1.46E-09,0,0,0,0,0,0,0,3.53E-10,2.86E-07,4.34E-08,0,2.89E-07,0,6.81E-07,0,0,0,1.84E-08,1.658799981,5.93E-09,1.33E-08,1.68E-08,0,3.060718778,9.999999964,9.999999981,1.88E-08,9.999999974,6.715726807,7.373329034,7.753118987,1.68E-06,0,0,9.999999924,9.99999992,9.99999992,9.99999992,9.99999992,9.999999974,9.999999974,8.256210866,8.256210866,0,1.470000878,9.999999981,9.999999981
0,0,0,1.42E-09,0,0,0,0,0,0,0,3.51E-10,2.50E-07,3.41E-08,0,2.53E-07,0,6.38E-07,0,0,0,8.09E-09,1.658799932,6.16E-09,1.14E-08,7.48E-09,0,2.719950441,4.999999932,4.999999932,9.52E-09,4.999999976,4.999999155,4.999999155,4.999999155,0.412617323,0,0,4.999999929,4.999999927,4.999999927,4.999999927,4.999999927,4.999999976,4.999999976,4.999999578,4.999999578,0,1.470003549,4.999999932,4.999999932
0,0,0,1.42E-09,0,0,0,0,0,0,0,3.51E-10,2.54E-07,3.45E-08,0,2.56E-07,0,6.42E-07,0,0,0.405953925,7.41E-09,1.658799937,6.42E-09,1.18E-08,6.91E-09,5.09E-08,2.348203223,9.999999861,9.999999937,9.79E-09,9.999999974,6.870695092,6.341465928,7.359174783,1.66E-06,0,0,9.999999924,9.99999992,9.99999992,9.99999992,9.99999992,9.999999974,9.999999974,6.891619653,6.891619653,0,1.470000791,9.999999937,9.999999937
0,0,0,1.42E-09,0,0,0,0,0,0,0,3.50E-10,2.50E-07,3.41E-08,0,2.53E-07,0,6.38E-07,0,0,2.713125777,8.45E-09,1.658799932,7.40E-09,1.02E-08,2.79E-09,1.17E-06,1.957868634,4.999999932,4.999999932,1.93E-08,4.999999976,4.999999155,4.999999155,4.999999155,0.447969239,0,0,4.999999929,4.999999927,4.999999927,4.999999927,4.999999927,4.999999976,4.999999976,4.999999578,4.999999578,0,1.470003548,4.999999932,4.999999932
3.45E-09,2.19E-09,2.65E-09,1.43E-09,0,0,0,0,0,0,0,3.51E-10,2.63E-07,3.61E-08,0,2.66E-07,0,6.54E-07,0,8,4.384303065,1.02E-08,1.658799951,7.80E-09,1.09E-08,3.13E-09,2.28E-06,1.195786847,9.999999906,9.999999951,5.28E-08,9.999999974,8.163323407,5.925651763,7.606194661,1.67E-06,0,0,9.999999924,9.99999992,9.99999992,9.99999992,9.99999992,9.999999974,9.999999974,5.829709985,5.829709985,0,1.47000082,9.999999951,9.999999951
4.36E-09,2.56E-09,4.04E-09,1.42E-09,0,0,0,0,0,0,0,3.50E-10,2.57E-07,3.51E-08,0,2.60E-07,0,6.47E-07,0,4.999999943,4.999999943,1.89E-08,1.658799943,6.70E-09,1.64E-08,6.06E-09,2.96E-06,1.140024755,4.999999943,4.999999943,3.91E-08,4.999999974,4.999999776,4.939939823,4.94267415,1.66E-06,0,0,4.999999924,4.99999992,4.99999992,4.99999992,4.99999992,4.999999974,4.999999974,4.969476395,4.969476395,0,1.470000803,4.999999943,4.999999943
4.59E-09,2.62E-09,4.65E-09,1.42E-09,0,0,0,0,0,0,0,3.50E-10,2.70E-07,3.77E-08,0,2.73E-07,0,6.63E-07,0,9.999999961,5.845737448,1.33E-08,1.658799961,4.11E-09,2.31E-08,7.66E-09,3.31E-06,1.319702598,9.999999926,9.999999961,2.80E-08,9.999999014,1.30E-06,1.45E-07,1.45E-07,1.32E-07,0,0,9.999998395,8.688558811,9.004582719,1.780689997,5.380768512,9.999999014,9.999999014,7.27E-08,7.27E-08,0,1.470000054,9.999999961,9.999999961
4.86E-09,2.70E-09,5.10E-09,1.45E-09,0,0,0,0,0,0,0,3.52E-10,2.85E-07,4.30E-08,0,2.88E-07,0,6.80E-07,0,4.99999998,4.99999998,1.08E-08,1.65879998,2.62E-09,3.84E-08,5.99E-09,3.42E-06,1.617100395,4.99999998,4.99999998,2.02E-08,4.999999014,1.30E-06,1.51E-07,1.51E-07,1.37E-07,0,0,4.999998395,2.480120477,2.955630581,0.86474431,1.370074218,4.999999014,4.999999014,7.54E-08,7.54E-08,0,1.470000091,4.99999998,4.99999998
4.56E-09,2.60E-09,4.86E-09,1.42E-09,0,0,0,0,0,0,0,3.50E-10,2.61E-07,3.57E-08,0,2.64E-07,0,6.52E-07,0,9.999999948,6.156968829,1.13E-08,1.658799948,3.61E-09,5.01E-08,7.81E-09,3.51E-06,1.877323419,9.99999989,9.999999948,1.34E-08,9.999999012,1.29E-06,1.42E-07,1.43E-07,1.29E-07,0,0,9.999998394,0.796071395,0.871657974,0.48063757,0.606231924,9.999999012,9.999999012,7.12E-08,7.12E-08,0,1.470000028,9.999999948,9.999999948
4.65E-09,2.63E-09,4.98E-09,1.43E-09,0,0,0,0,0,0,0,3.51E-10,2.73E-07,3.84E-08,0,2.75E-07,0,6.66E-07,0,4.999999964,4.999999964,8.46E-09,1.658799964,6.90E-09,8.04E-08,6.38E-09,3.49E-06,2.069392834,4.999999964,4.999999964,5.88E-09,4.999999013,1.30E-06,1.46E-07,1.46E-07,1.33E-07,0,0,4.999998395,2.461983423,2.880630897,0.894623006,1.38630745,4.999999013,4.999999013,7.31E-08,7.31E-08,0,1.47000006,4.999999964,4.999999964
4.72E-09,2.65E-09,5.07E-09,1.43E-09,0,0,0,0,0,0,0,3.52E-10,2.78E-07,4.02E-08,0,2.81E-07,0,6.73E-07,0,9.999999972,5.825439759,8.27E-09,1.658799972,8.75E-09,1.06E-07,2.67E-09,3.40E-06,2.106567563,9.999999947,9.999999972,1.82E-08,9.999999014,1.30E-06,1.48E-07,1.48E-07,1.35E-07,0,0,9.999998395,9.54302265,9.579801547,8.394153482,9.287623276,9.999999014,9.999999014,7.41E-08,7.41E-08,0,1.470000075,9.999999972,9.999999972
4.37E-09,2.53E-09,4.68E-09,1.40E-09,0,0,0,0,0,0,0,3.50E-10,1.52E-07,2.84E-08,0,1.53E-07,0,3.50E-07,0,4.409270906,4.168853,6.05E-09,1.225741043,8.86E-09,7.76E-08,3.21E-09,1.73E-06,1.668034154,4.350707229,4.414599774,2.77E-08,8.71E-07,6.16E-07,1.11E-07,1.11E-07,1.02E-07,0,0,2.34E-06,1.64E-06,1.64E-06,1.64E-06,1.64E-06,8.71E-07,8.71E-07,5.57E-08,5.57E-08,0,0.820223606,4.405197071,4.401743405
4.36E-09,2.53E-09,4.68E-09,1.40E-09,0,0,0,0,0,0,0,3.50E-10,1.52E-07,2.84E-08,0,1.53E-07,0,3.50E-07,0,9.176561676,5.094896908,3.61E-09,1.159101036,7.94E-09,8.59E-08,4.46E-09,1.71E-06,1.84426315,8.403796352,9.188853197,4.35E-08,8.71E-07,6.16E-07,1.11E-07,1.11E-07,1.02E-07,0,0,2.13E-06,1.64E-06,1.64E-06,1.64E-06,1.64E-06,8.71E-07,8.71E-07,5.57E-08,5.57E-08,0,0.782028733,9.166421764,9.156675463
4.37E-09,2.53E-09,4.69E-09,1.40E-09,0,0,0,0,0,0,0,3.50E-10,1.52E-07,2.84E-08,0,1.53E-07,0,3.50E-07,0,4.281125628,3.843116231,3.61E-09,1.168552016,7.25E-09,1.01E-07,4.91E-09,1.62E-06,1.997379077,4.19735039,4.289223498,4.90E-08,8.71E-07,6.16E-07,1.11E-07,1.11E-07,1.02E-07,0,0,1.95E-06,1.64E-06,1.64E-06,1.64E-06,1.64E-06,8.71E-07,8.71E-07,5.57E-08,5.57E-08,0,0.767215503,4.275643948,4.270643706
4.46E-09,2.55E-09,4.73E-09,1.40E-09,0,0,0,0,0,0,0,3.50E-10,1.52E-07,2.84E-08,0,1.53E-07,0,3.50E-07,0,7.197126517,2.607972615,4.81E-09,0.912372283,1.22E-08,1.08E-07,2.07E-08,1.41E-06,1.531835382,5.379939014,7.321199212,4.95E-08,8.70E-07,6.16E-07,1.11E-07,1.11E-07,1.02E-07,0,0,1.77E-06,1.64E-06,1.64E-06,1.64E-06,1.64E-06,8.70E-07,8.70E-07,5.57E-08,5.57E-08,0,0.613695598,7.119761027,7.036023044
5.33E-09,2.80E-09,5.19E-09,1.47E-09,0,0,0,0,0,0,0,3.54E-10,2.73E-07,3.85E-08,0,2.76E-07,0,6.67E-07,0,4.999999965,2.787550709,5.55E-09,1.658799965,1.93E-08,1.84E-07,2.31E-08,2.27E-06,2.701363114,4.999999965,4.999999965,6.93E-08,4.999999987,4.050515932,4.999999948,4.999999948,1.689739735,0,0,4.99999996,4.99999996,4.99999996,4.99999996,4.99999996,4.999999987,4.999999987,4.999999975,4.999999975,0,1.529999784,4.999999965,4.999999965
9.35E-09,4.16E-09,6.78E-09,1.92E-09,0,0,0,0,0,0,0,3.76E-10,3.00E-07,5.28E-08,0,3.03E-07,0,6.95E-07,0,9.999999996,0.588633282,6.80E-09,1.658799996,2.68E-08,2.03E-07,1.32E-08,1.20E-06,2.788104164,9.999999994,9.999999996,7.97E-08,9.999999999,9.999999994,9.999999992,9.999999994,5.069219944,0,0,9.999999996,9.999999996,9.999999996,9.999999996,9.999999996,9.999999999,9.999999999,9.999999988,9.999999988,0,1.529999974,9.999999996,9.999999996
5.91E-09,3.11E-09,3.63E-09,2.16E-09,0,0,0,0,0,0,0,3.85E-10,3.01E-07,5.37E-08,0,3.04E-07,0,6.96E-07,0,3.1,0,4.53E-09,1.658799997,2.03E-08,1.85E-07,2.82E-08,1.64E-07,3.395291296,4.999999997,4.999999997,7.11E-08,4.999999999,4.999999996,4.999999997,4.999999997,4.999999996,0,0,4.999999997,4.999999997,4.999999997,4.999999997,4.999999997,4.999999999,4.999999999,4.999999998,4.999999998,0,1.52999998,4.999999997,4.999999997
0,0,0,1.82E-09,0,0,0,0,0,0,0,3.72E-10,2.99E-07,5.21E-08,0,3.02E-07,0,6.95E-07,0,0,0,3.15E-09,1.658799995,2.29E-08,1.71E-07,1.83E-08,0,3.420074442,9.999999992,9.999999995,6.34E-08,9.999999998,9.999999991,9.999999989,9.999999993,5.069219935,0,0,9.999999995,9.999999995,9.999999995,9.999999995,9.999999995,9.999999998,9.999999998,9.999999985,9.999999985,0,1.529999969,9.999999995,9.999999995
0,0,0,1.63E-09,0,0,0,0,0,0,0,3.63E-10,2.95E-07,4.93E-08,0,2.98E-07,0,6.91E-07,0,0,0,1.84E-09,1.658799991,2.73E-08,1.47E-07,2.26E-08,0,2.781908372,4.999999991,4.999999991,5.86E-08,4.999999997,4.999999973,4.99999999,4.99999999,4.999999973,0,0,4.999999991,4.999999991,4.999999991,4.999999991,4.999999991,4.999999997,4.999999997,4.999999995,4.999999995,0,1.529999946,4.999999991,4.999999991
0,0,0,1.78E-09,0,0,0,0,0,0,0,3.70E-10,2.98E-07,5.17E-08,0,3.01E-07,0,6.94E-07,0,0,0,1.28E-09,1.658799994,2.62E-08,1.44E-07,2.49E-08,0,2.180917032,9.999999991,9.999999994,4.31E-08,9.999999998,9.99999999,9.999999988,9.999999991,5.069219929,0,0,9.999999994,9.999999994,9.999999994,9.999999994,9.999999994,9.999999998,9.999999998,9.999999983,9.999999983,0,1.529999966,9.999999994,9.999999994
0,0,0,1.85E-09,0,0,0,0,0,0,0,3.73E-10,2.99E-07,5.23E-08,0,3.02E-07,0,6.95E-07,0,0,0,9.99E-10,1.658799995,2.12E-08,1.45E-07,2.34E-08,0,1.964064486,4.999999995,4.999999995,3.60E-08,4.999999998,4.999999992,4.999999995,4.999999995,4.999999992,0,0,4.999999995,4.999999995,4.999999995,4.999999995,4.999999995,4.999999998,4.999999998,4.999999997,4.999999997,0,1.52999997,4.999999995,4.999999995
0,0,0,1.80E-09,0,0,0,0,0,0,0,3.71E-10,2.99E-07,5.19E-08,0,3.02E-07,0,6.94E-07,0,0,0,1.61E-09,1.658799995,2.17E-08,1.48E-07,1.95E-08,0,1.672862494,9.999999992,9.999999995,2.90E-08,9.999999998,9.999999991,9.999999988,9.999999992,5.069219933,0,0,9.999999994,9.999999994,9.999999994,9.999999994,9.999999994,9.999999998,9.999999998,9.999999984,9.999999984,0,1.529999967,9.999999995,9.999999995
0,0,0,1.80E-09,0,0,0,0,0,0,0,3.71E-10,2.99E-07,5.19E-08,0,3.02E-07,0,6.94E-07,0,0,0,2.32E-09,1.658799995,1.76E-08,1.42E-07,1.83E-08,0,1.480793096,4.999999995,4.999999995,3.41E-08,4.999999998,4.999999991,4.999999994,4.999999994,4.999999991,0,0,4.999999994,4.999999994,4.999999994,4.999999994,4.999999994,4.999999998,4.999999998,4.999999997,4.999999997,0,1.529999967,4.999999995,4.999999995
0,0,0,1.84E-09,0,0,0,0,0,0,0,3.73E-10,3.01E-07,5.36E-08,0,3.04E-07,0,6.96E-07,0,0,0,6.49E-09,1.658799997,2.03E-08,1.41E-07,1.22E-08,0,1.604708839,9.999999995,9.999999997,6.37E-08,9.999999995,6.093149567,9.999999972,9.999999979,0.201451386,0,0,9.999999986,9.999999986,9.999999986,9.999999986,9.999999986,9.999999995,9.999999995,9.999999975,9.999999975,0,1.529999955,9.999999997,9.999999997
0,0,0,1.56E-09,0,0,0,0,0,0,0,3.59E-10,2.91E-07,4.66E-08,0,2.94E-07,0,6.87E-07,0,0,0,6.65E-09,1.658799987,1.68E-08,1.27E-07,9.38E-09,0,1.821561375,4.999999987,4.999999987,7.76E-08,4.999999995,4.199477672,4.999999985,4.999999985,0.173073513,0,0,4.999999986,4.999999986,4.999999986,4.999999986,4.999999986,4.999999995,4.999999995,4.999999993,4.999999993,0,1.52999992,4.999999987,4.999999987
0,0,0,1.62E-09,0,0,0,0,0,0,0,3.62E-10,2.96E-07,5.00E-08,0,2.99E-07,0,6.92E-07,0,0,0.358592682,7.32E-09,1.658799992,1.79E-08,1.24E-07,1.23E-08,6.56E-08,2.236679113,9.999999987,9.999999992,9.50E-08,9.999999995,9.999999953,9.99999996,9.999999975,0.294600228,0,0,9.999999986,9.999999986,9.999999986,9.999999986,9.999999986,9.999999995,9.999999995,9.999999965,9.999999965,0,1.529999937,9.999999992,9.999999992
0,0,0,1.45E-09,0,0,0,0,0,0,0,3.52E-10,2.54E-07,3.45E-08,0,2.56E-07,0,6.42E-07,0,0,2.84167788,5.71E-09,1.658799937,1.12E-08,9.02E-08,3.91E-09,1.12E-06,2.5030979,4.999999937,4.999999937,6.56E-08,4.999999976,0.004866752,4.999999845,4.999999845,2.64E-08,0,0,4.999999919,4.999999919,4.999999919,4.999999919,4.999999919,4.999999976,4.999999976,4.999999932,4.999999932,0,1.529999591,4.999999937,4.999999937
3.41E-09,2.18E-09,2.65E-09,1.42E-09,0,0,0,0,0,0,0,3.51E-10,1.90E-07,2.98E-08,0,1.92E-07,0,5.16E-07,0,8,4.512854927,5.83E-09,1.658799715,8.80E-09,6.29E-08,3.00E-09,2.09E-06,2.273853557,9.999999422,9.999999715,5.23E-08,9.99999974,2.81E-07,2.81E-07,2.81E-07,2.09E-08,0,0,7.22E-05,7.22E-05,7.22E-05,7.21E-05,7.21E-05,9.99999974,9.99999974,1.66E-07,1.66E-07,0,1.499999548,9.999999715,9.999999715
4.29E-09,2.53E-09,3.98E-09,1.42E-09,0,0,0,0,0,0,0,3.50E-10,1.37E-07,2.79E-08,0,1.39E-07,0,2.75E-07,0,7.83E-07,7.83E-07,8.60E-09,7.83E-07,8.16E-09,4.89E-08,4.73E-09,5.92E-07,7.83E-07,7.83E-07,7.83E-07,4.72E-08,1.27E-07,1.36E-07,1.36E-07,1.36E-07,1.93E-08,0,0,2.88E-07,2.88E-07,2.88E-07,2.88E-07,2.88E-07,1.27E-07,1.27E-07,7.34E-08,7.34E-08,0,7.83E-07,7.83E-07,7.83E-07
4.51E-09,2.59E-09,4.54E-09,1.42E-09,0,0,0,0,0,0,0,3.50E-10,1.52E-07,2.84E-08,0,1.54E-07,0,3.50E-07,0,9.999766305,6.197330231,1.13E-08,1.658567936,6.60E-09,4.66E-08,7.87E-09,1.71E-06,2.230250553,9.999532851,9.999766368,4.64E-08,2.25E-07,1.59E-07,1.59E-07,1.59E-07,1.97E-08,0,0,4.25E-07,4.25E-07,4.25E-07,4.25E-07,4.25E-07,2.25E-07,2.25E-07,8.74E-08,8.74E-08,0,1.499538004,9.999766277,9.999766236
4.55E-09,2.60E-09,4.75E-09,1.42E-09,0,0,0,0,0,0,0,3.50E-10,1.55E-07,2.85E-08,0,1.57E-07,0,3.66E-07,0,4.999996164,4.999996163,1.16E-08,1.658796165,5.70E-09,4.06E-08,1.13E-08,2.15E-06,2.100367969,4.999996164,4.999996164,4.77E-08,2.62E-07,1.65E-07,1.65E-07,1.65E-07,1.98E-08,0,0,4.67E-07,4.67E-07,4.67E-07,4.67E-07,4.67E-07,2.62E-07,2.62E-07,9.08E-08,9.08E-08,0,1.499991865,4.999996164,4.999996164
4.47E-09,2.57E-09,4.75E-09,1.41E-09,0,0,0,0,0,0,0,3.50E-10,9.65E-08,2.62E-08,0,9.70E-08,0,1.37E-07,0,1.80E-07,1.80E-07,1.28E-08,1.80E-07,6.25E-09,3.24E-08,1.24E-08,1.71E-07,1.80E-07,1.80E-07,1.80E-07,4.50E-08,4.94E-08,8.92E-08,8.92E-08,8.91E-08,1.81E-08,0,0,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,4.94E-08,4.94E-08,4.68E-08,4.68E-08,0,1.80E-07,1.80E-07,1.80E-07
4.47E-09,2.57E-09,4.77E-09,1.41E-09,0,0,0,0,0,0,0,3.50E-10,9.65E-08,2.62E-08,0,9.70E-08,0,1.37E-07,0,1.80E-07,1.80E-07,1.43E-08,1.80E-07,7.35E-09,2.80E-08,1.33E-08,1.71E-07,1.80E-07,1.80E-07,1.80E-07,4.62E-08,4.94E-08,8.92E-08,8.92E-08,8.91E-08,1.81E-08,0,0,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,4.94E-08,4.94E-08,4.68E-08,4.68E-08,0,1.80E-07,1.80E-07,1.80E-07
4.57E-09,2.61E-09,4.88E-09,1.42E-09,0,0,0,0,0,0,0,3.51E-10,1.77E-07,2.93E-08,0,1.79E-07,0,4.70E-07,0,9.999999551,6.062245834,1.90E-08,1.658799551,8.75E-09,3.20E-08,1.59E-08,3.12E-06,1.263940104,9.999999094,9.999999551,5.66E-08,6.926581833,2.22E-07,2.22E-07,2.22E-07,2.05E-08,0,0,1.38E-06,1.38E-06,1.38E-06,1.38E-06,1.38E-06,6.926581833,6.926581833,1.27E-07,1.27E-07,0,1.499998975,9.999999551,9.999999551
