Zone,1,2
t1,246.69782346294596,43.78
t2,246.69585796682583,45.1
t3,246.69323003844025,44.92
t4,246.6999225768024,42.36
t5,246.7012550167574,42.1
t6,246.7016677629736,44.59
t7,246.7039885254653,47.95
t8,246.69472001266547,46.99
t9,38.58007438840785,38.58
t10,26.190031053349035,26.19
t11,23.19002925187549,23.19
t12,21.620037161655283,21.62
t13,20.02002787943947,20.02
t14,19.48002554379303,19.48
t15,22.69003546717465,22.69
t16,30.130055679704743,30.13
t17,256.7920281573766,39.33
t18,256.7963150150401,58.84
t19,256.79442278224946,58.5
t20,256.79421549458715,56.86
t21,256.79381929760945,53.55
t22,256.79370514792674,51.89
t23,256.79248503179554,48.73
t24,256.78626669792504,46.8
t25,233.0160353999108,43.76
t26,231.11783399335246,43.13
t27,231.1144153509335,42.29
t28,231.11454667063433,42.37
t29,255.6687350360257,43.14
t30,256.78495105391767,46.27
t31,256.786377158498,53.84
t32,256.6861028097072,54.26
t33,46.470082683883206,46.47
t34,37.45004040217101,37.45
t35,35.09004429188815,35.09
t36,33.47008332040697,33.47
t37,32.22008151263491,32.22
t38,32.490076030275,32.49
t39,34.50009362391842,34.5
t40,40.2000834122288,40.2
t41,257.9500914907975,50.57
t42,257.9530392754371,73.13
t43,257.9519635814318,68.71
t44,257.95180605727035,63.29
t45,257.9512426242021,59.86
t46,257.9508598808063,57.31
t47,257.9488497573909,53.35
t48,247.82975233746353,50.97
t49,232.16303906562237,71.69
t50,232.15457132878234,44.46
t51,232.15728272628513,42.06
t52,232.1565907321681,41.89
t53,257.79088424339443,42.78
t54,257.94512453497657,45.83
t55,257.9465765929738,55.5
t56,257.94291329616914,54.6
t57,45.94009576702072,45.94
t58,40.80002255585447,40.8
t59,38.53004388010457,38.53
t60,36.55003205365145,36.55
t61,35.120020564994036,35.12
t62,36.01001660899673,36.01
t63,38.88000704821338,38.88
t64,43.71003560089101,43.71
t65,242.85702023897935,54.16
t66,242.88499972388846,74.91
t67,242.88550723346265,70.24
t68,242.88477789249373,64.29
t69,242.884712328509,62.17
t70,242.88451837531494,57.86
t71,242.8833286709091,55.02
t72,242.88101050242602,51.91
t73,218.60029765248441,50.22
t74,218.59292753629634,48.61
t75,218.59192731586043,44.29
t76,218.59215478936792,43.65
t77,218.6002546846235,44.74
t78,242.87299790228454,48.99
t79,242.87450179662295,58.72
t80,206.4213445098925,58.46
t81,45.94005767829768,45.94
t82,39.97000750288327,39.97
t83,38.060008331332845,38.06
t84,36.71002174970421,36.71
t85,35.43002160719334,35.43
t86,35.120015036423666,35.12
t87,37.37001828012889,37.37
t88,42.450029575375325,42.45
t89,251.44846130778964,51.9
t90,251.47745191341338,72.04
t91,251.4771659092469,71.22
t92,251.47697916692695,63.17
t93,251.47662533763912,60.24
t94,251.47652522672865,57.24
t95,251.4750662791334,54.64
t96,244.6077552590385,52.16
t97,248.84232620973225,71.98
t98,230.16675814772,51.29
t99,249.9683426321107,47.27
t100,251.4489151143301,44.62
t101,251.47342353124324,44.95
t102,251.47469293589347,48.23
t103,251.4758322074712,53.43
t104,251.4698752700184,58.72
t105,47.6600959912617,47.66
t106,41.770085275509345,41.77
t107,39.090089524854115,39.09
t108,37.8200287489086,37.82
t109,36.330050228573924,36.33
t110,37.790053020978824,37.79
t111,39.790028950128935,39.79
t112,45.070059194779354,45.07
t113,252.19735920074712,52.79
t114,252.21000221126204,62.86
t115,252.20934115976038,62.98
t116,252.2092109975533,58.17
t117,252.20937290850736,55.2
t118,252.20898095600592,52.27
t119,252.20792865860662,49.49
t120,252.2042254649793,47.01
t121,227.39800669582385,47.99
t122,252.1512432545872,41.95
t123,252.1881605763703,40.78
t124,252.2016634302354,41.16
t125,252.20238442524627,42.36
t126,252.20279790912124,45.73
t127,252.202731096802,51.17
t128,52.630571207912084,52.62
t129,46.480032056873796,46.48
t130,39.94000030117915,39.94
t131,38.46001283764071,38.46
t132,35.850037817396895,35.85
t133,33.43004407187235,33.43
t134,32.90003753097369,32.9
t135,36.20003962105184,36.2
t136,41.910054877273446,41.91
t137,223.54515635652888,51.05
t138,223.55196207934648,72.68
t139,223.55081114573233,64.8
t140,223.55044549541725,62.07
t141,223.55036519082114,58.26
t142,223.54988166738076,55.16
t143,223.5489566558418,51.86
t144,223.54761523024717,50.19
t145,223.54290236756708,47.57
t146,223.54233350780706,46.4
t147,223.5196605731542,42.36
t148,208.13856258530873,41.79
t149,223.53123721682468,43.15
t150,223.53916836975912,45.83
t151,223.53818990623523,51.4
t152,55.51293454379769,55.51
t153,45.33001760934013,45.33
t154,41.239990940528294,41.24
t155,38.9099994293869,38.91
t156,37.61002295849775,37.61
t157,35.89999968972109,35.9
t158,36.599992363140224,36.6
t159,37.780016554468254,37.78
t160,42.200026880292995,42.2
t161,201.8828723251049,50.99
t162,222.59549109652264,71.35
t163,222.5956672428576,68.17
t164,222.5957206672643,63.19
t165,222.59567680264456,58.7
t166,222.5954833163442,55.37
t167,222.59441975498996,52.87
t168,222.5880011159633,50.19
t169,222.58978886723222,62.64
t170,222.58237972546004,51.72
t171,222.583462343187,45.85
t172,222.58394454368081,45.89
t173,222.5910179863885,47.55
t174,222.5923875970861,51.49
t175,222.59310933299523,59.84
t176,222.58737911243878,64.41
t177,49.87038488492232,49.87
t178,43.97015970440056,43.97
t179,40.67012443922257,40.67
t180,39.91011581916171,39.91
t181,37.5400767153862,37.54
t182,37.790059706511826,37.79
t183,39.74008257159825,39.74
t184,43.600104636830174,43.6
t185,255.41182903770047,52.18
t186,255.41858112268656,69.11
t187,255.41795304837294,64.65
t188,255.41782725884343,62.13
t189,255.41770762125705,58.6
t190,255.41750194786553,55.61
t191,255.4161855506546,51.67
t192,255.40604313657644,49.69
t193,229.94514921510404,44.22
t194,229.8755281516507,43.49
t195,229.88295467138425,42.2
t196,250.07489026604054,42.21
t197,255.40206988878182,43.9
t198,255.41363643991954,47.9
t199,255.4146183085491,57.0
t200,255.40953286062378,59.37
t201,48.430081930116536,48.43
t202,40.83003634291208,40.83
t203,37.820031118501966,37.82
t204,35.71004650028308,35.71
t205,34.07002739826519,34.07
t206,33.030017644982,33.03
t207,35.61003540484484,35.61
t208,39.92008437686245,39.92
t209,256.6960391671529,51.62
t210,256.7201804574232,70.69
t211,256.7198005284474,66.68
t212,256.71966264608045,63.77
t213,256.7195192739735,60.34
t214,256.71937552164974,57.41
t215,256.71671407851437,53.25
t216,231.1456812189781,51.06
t217,237.1706951195252,46.24
t218,231.0693889275914,40.6
t219,241.84284155170653,40.13
t220,250.04274587424302,40.21
t221,256.71536825977364,42.03
t222,256.71816586490405,45.9
t223,256.71986965644066,57.19
t224,256.7179653378412,58.24
t225,46.71130176991953,46.71
t226,38.230212863562976,38.23
t227,36.06030828070214,36.06
t228,35.002153039494324,35.0
t229,32.58040379399735,32.58
t230,31.07043400858787,31.07
t231,36.0561363153043,33.77
t232,39.470369224290835,39.47
t233,257.470019448731,48.51
t234,257.4727771247496,68.88
t235,257.47217241848955,68.19
t236,257.4719126738263,62.83
t237,257.47174208158305,60.13
t238,257.47154461951374,55.66
t239,257.4701186682344,52.46
t240,246.50130445780272,49.91
t241,231.7432177433369,50.82
t242,231.72571560239626,45.07
t243,231.7259641507725,44.17
t244,241.00291354682062,43.94
t245,257.45192006182117,45.9
t246,257.467637680868,50.88
t247,257.4687400175238,58.59
t248,257.4469234849299,63.32
t249,51.75006739638211,51.75
t250,37.890023842376024,37.89
t251,35.02004961301461,35.02
t252,32.62011363635322,32.62
t253,30.21002950293004,30.21
t254,30.120070139863042,30.12
t255,32.880053325081704,32.88
t256,39.510062077963696,39.51
t257,249.85511592580207,49.49
t258,257.8559010865859,67.63
t259,257.85553184004215,67.11
t260,257.85541629554757,63.32
t261,257.85530762299953,58.66
t262,257.8550762748759,56.08
t263,257.85370210713444,52.79
t264,250.2621044276631,50.13
t265,232.0856815230423,48.68
t266,232.07204304075827,44.31
t267,232.07264812674043,43.69
t268,232.35924001297118,44.01
t269,257.836885959413,45.27
t270,257.8531336107454,47.96
t271,257.855241811256,57.77
t272,257.8528703321674,60.17
t273,50.71113439722598,50.71
t274,39.67033023729756,39.67
t275,38.02011580805743,38.02
t276,35.51015125347623,35.51
t277,33.19009628194293,33.19
t278,33.87008306415919,33.87
t279,35.3901571710352,35.39
t280,40.14012305732383,40.14
t281,222.7222716254017,50.01
t282,222.7295693610024,68.92
t283,222.72892573309426,66.24
t284,222.72888645631815,61.81
t285,222.72910144487352,58.74
t286,222.72850347236812,55.34
t287,222.72726554517766,52.24
t288,222.7240184199037,50.69
t289,222.57590911201825,48.4
t290,222.70243165650498,43.78
t291,222.68684458892457,42.86
t292,222.6486363278338,43.09
t293,222.7106018545227,43.84
t294,222.720266177557,47.3
t295,222.72035052610957,53.72
t296,55.32744514006251,55.31
t297,43.9100268065411,43.91
t298,28.979995914403794,28.98
t299,26.369988163490433,26.37
t300,24.72000062537042,24.72
t301,22.990000800727618,22.99
t302,23.45999427568709,23.46
t303,25.010002291998244,25.01
t304,31.17000823694548,31.17
t305,45.7340863932596,45.73
t306,223.09961731795735,66.22
t307,223.09959521010995,65.43
t308,223.09945336677606,61.91
t309,223.09963080870443,58.77
t310,223.09900556164922,54.72
t311,223.09832055010494,50.32
t312,223.09733338264763,48.27
t313,223.09561981099668,47.29
t314,223.09415327894013,46.13
t315,223.0903144333609,43.68
t316,223.08562612018096,41.74
