Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate
t255,1.5882354832599292e-6,1.5871059776879229e-6,0.00013987026270214167
t256,2.0794702247492054e-6,1.807154515888737e-6,1.9401686413143258
t257,0.010842457069563514,2.4916634399027404e-6,2.7509038462744204
t258,0.010842685435353145,2.840555352318772e-6,2.750914959845812
t259,0.010842780654916674,3.0413158925724092e-6,2.7509171418854863
t260,0.010842829205893094,3.1601689486006923e-6,2.7509152108078028
t261,0.010842851111550126,3.2249235716831514e-6,2.7509101339037194
t262,0.010842854540996155,3.2486448805082844e-6,2.7509018180534635
t263,0.010842844463017616,3.2358712206713367e-6,2.750889693860326
t264,0.010842778414811715,3.184285213357598e-6,2.7508738157050683
t265,0.010842693890245182,3.1051634819739807e-6,2.7508602108547806
t266,0.010842604327049716,3.0590521341028453e-6,2.7508588150496065
t267,0.010842512934153198,3.0374852385126855e-6,2.7508641280668202
t268,0.010842422799548897,3.03586772565114e-6,2.7508741611191865
t269,0.010842333273956863,3.04289037437065e-6,2.7508867977790397
t270,0.010842219373549506,2.9751621972872914e-6,2.7508923098729543
t271,0.01084205374642864,2.8151124063917755e-6,2.7508905684965805
t272,0.010841725356358297,2.5088643879334514e-6,2.7508764329612148
t273,1.9098555093181824e-6,1.84453432707032e-6,0.00035945866531714805
t274,1.519450048929946e-6,1.6148594938406644e-6,0.00011651283586591741
t275,1.4057856192975961e-6,1.5246999011874547e-6,8.969805332284428e-5
t276,1.3562801519970869e-6,1.4887182458137673e-6,8.099970839715561e-5
t277,1.3429693613274551e-6,1.481169353715616e-6,7.853227623124418e-5
t278,1.3610618814274885e-6,1.5017688856125101e-6,8.079041548436858e-5
t279,1.4177431015750428e-6,1.567643636818733e-6,8.952234769520547e-5
t280,1.5481642102684737e-6,1.7391461032992587e-6,0.00011877753794951598
t281,1.9272196342301586e-6,2.2233353551888117e-6,2.7181507398552442
t282,2.1213526391921058e-6,2.4628931854001963e-6,2.718229030449309
t283,2.2458392741214507e-6,2.6000289590659184e-6,2.718263483078693
t284,2.330993145594187e-6,2.681570426952053e-6,2.7182829502930455
t285,2.389424709708828e-6,2.7300134649045035e-6,2.718294212723751
t286,2.427437422018602e-6,2.757583608927106e-6,2.7183000364710144
t287,2.4483804491182016e-6,2.7711244647873547e-6,2.7183020526426915
t288,2.4538968065208566e-6,2.774087123689987e-6,2.7183016045677855
t289,2.4444387813903397e-6,2.7673983228943575e-6,2.718299322124091
t290,2.419862718267575e-6,2.753670179437932e-6,2.7182950780151343
t291,2.3778791310320347e-6,2.7262024788580534e-6,2.718287217440607
t292,2.3148827499328133e-6,2.6787802035193044e-6,2.718274062055044
t293,2.2242603735030467e-6,2.60048787919426e-6,2.718252864309547
t294,2.091913025870817e-6,2.468274103253158e-6,2.718216471640484
t295,1.8850235065459251e-6,2.2374556512226802e-6,2.7181353019042227
t296,1.4862299513611926e-6,1.7757005248714878e-6,0.00012659608165849334
t297,1.3337242065429422e-6,1.5862619729998907e-6,9.047162455166141e-5
t298,1.252854082841471e-6,1.4939691093650935e-6,7.76791405444014e-5
t299,1.2091199841539242e-6,1.4552489090295216e-6,7.209455399109213e-5
t300,1.1885422956919464e-6,1.4394702381658677e-6,6.966810931381161e-5
t301,1.1864372279093028e-6,1.4357955770586662e-6,6.921041332232429e-5
t302,1.2027432274929924e-6,1.445394274884732e-6,7.074884116873202e-5
t303,1.2413331022941492e-6,1.476246020631919e-6,7.514270046549844e-5
t304,1.3142655154668306e-6,1.5544359935244357e-6,8.54626977882023e-5
t305,1.4586843426980524e-6,1.7416736775857147e-6,0.00011635416475505959
t306,1.8115234394673502e-6,2.219235047235441e-6,1.1771562048219955
t307,1.9928026296914393e-6,2.4552449869284037e-6,1.1772362537280299
t308,2.10861745706434e-6,2.5901900928499817e-6,1.17727198598764
t309,2.1869440179100853e-6,2.670050481654669e-6,1.1772923848441104
t310,2.2394510085770396e-6,2.7169086198299557e-6,1.1773043770438145
t311,2.2719192500073086e-6,2.7428321260002936e-6,1.1773107872837563
t312,2.287301321162965e-6,2.7543053684075372e-6,1.177313183458639
t313,2.286862787624379e-6,2.754220637654012e-6,1.1773127432144934
t314,2.270592450522308e-6,2.7426960804115295e-6,1.177309476147484
t315,2.237195595579184e-6,2.7170326796946183e-6,1.1773021819821243
t316,2.1837098142517676e-6,2.6711187588059245e-6,1.1772892768237275
t317,2.104397338276557e-6,2.593492445585511e-6,1.1772679240848922
t318,1.987810639751499e-6,2.462700050201336e-6,1.1772310590007704
t319,1.807892017636183e-6,2.234956234264316e-6,1.177149356639404
t320,1.4794502744274412e-6,1.7809960839663793e-6,0.00012473739121168523
t321,1.3429893193011092e-6,1.5997088565329475e-6,9.238674179173106e-5
t322,1.2698787490969988e-6,1.5196269947967856e-6,8.101094644437271e-5
t323,1.2294058314605563e-6,1.4838015130483185e-6,7.571584685347644e-5
t324,1.210944485282691e-6,1.4686650416781758e-6,7.338955725183703e-5
t325,1.2108361685027838e-6,1.4655656858908012e-6,7.306467859437057e-5
t326,1.2295069317062295e-6,1.4761862401759313e-6,7.485078904271305e-5
t327,1.2712059792630166e-6,1.5082036017407482e-6,7.965111312284704e-5
t328,1.3483306226354422e-6,1.5849378623931224e-6,9.052339537846021e-5
t329,1.4993700801178372e-6,1.7635398108412616e-6,0.00012305029161521644
t330,1.887789473578382e-6,2.230711673016078e-6,2.7070840202102486
t331,2.084344242388078e-6,2.4634331743412563e-6,2.7071659352101864
t332,2.210177232481565e-6,2.5969422026833168e-6,2.7072024614190244
t333,2.2963385242494884e-6,2.676290914098451e-6,2.7072234917982625
t334,2.355668385373622e-6,2.7234054403887524e-6,2.707236148008682
t335,2.394563576945396e-6,2.750266135070523e-6,2.707243342358678
t336,2.4164306500919593e-6,2.7636566748090576e-6,2.7072467511944223
t337,2.4230972342730805e-6,2.768257076922802e-6,2.707247770083643
t338,2.41488669029004e-6,2.763864652306333e-6,2.707246765537455
t339,2.3912264587458236e-6,2.7494709455398374e-6,2.707243165245709
t340,2.350390432065313e-6,2.722060828741857e-6,2.7072357752392735
t341,2.2888173792750867e-6,2.6747196192464414e-6,2.707222945843833
t342,2.1998283285263555e-6,2.5950849721533228e-6,2.7072017261590036
t343,2.07028884742832e-6,2.461075033655174e-6,2.707164925143992
t344,1.8696681151235088e-6,2.227075082273316e-6,2.7070819390563376
t345,1.4944174266231212e-6,1.7587095543656158e-6,0.00012110257158562934
t346,1.3587623536775731e-6,1.5828379262892334e-6,9.044806238991233e-5
t347,1.2914314714950736e-6,1.5114986564544866e-6,8.035464476175333e-5
t348,1.2582894395491577e-6,1.483087344504236e-6,7.611520897707969e-5
t349,1.2492389855545272e-6,1.4751697498774115e-6,7.495973699987654e-5
t350,1.2622345739833448e-6,1.4832963817054797e-6,7.639428428094335e-5
t351,1.3007071664545213e-6,1.5142879963342156e-6,8.123736505584744e-5
t352,1.3774482607525918e-6,1.592469500894525e-6,9.293487395218089e-5
t353,1.5351691098097442e-6,1.7779810222629867e-6,0.00013137105462798703
t354,1.9496999644814912e-6,2.2555864309842796e-6,2.726269021067042
t355,2.14954282222283e-6,2.4934289728329533e-6,2.726322758855422
t356,2.2745525697679556e-6,2.6297080083673584e-6,2.726343632580666
t357,2.3584770982379054e-6,2.70988300886029e-6,2.726352095674134
t358,2.4148332574970753e-6,2.7556785422038626e-6,2.7263523881375398
t359,2.450208181375088e-6,2.7785371987999e-6,2.7263457609406347
t360,2.4679963751252525e-6,2.7840925649613077e-6,2.7263328129237525
t361,2.469764583480554e-6,2.7738669304899555e-6,2.7263147167361192
t362,2.4557699200982406e-6,2.7458662603908357e-6,2.7262930343649483
t363,2.4269152483051295e-6,2.709318501179121e-6,2.7262676742087173
t364,2.387496193460932e-6,2.7031749510867774e-6,2.7262484915707135
t365,2.327713994542521e-6,2.6742757202008806e-6,2.7262276372145178
t366,2.239027072080376e-6,2.603346839659213e-6,2.7261996044714247
t367,2.107265701549114e-6,2.469961038526526e-6,2.726155125642447
t368,1.898552858223311e-6,2.2277817429303748e-6,2.7260504923318063
t369,1.514056165491853e-6,1.753925569671842e-6,0.00011906212923987242
t370,1.3800426817398583e-6,1.5765304948750066e-6,8.96474764008635e-5
t371,1.3165314310974818e-6,1.504711170329708e-6,8.010999600789541e-5
t372,1.289102831923345e-6,1.476194465592493e-6,7.66089398002516e-5
t373,1.2886871867819344e-6,1.4691137906007756e-6,7.683428758099154e-5
t374,1.3156292794816017e-6,1.4792357229139288e-6,8.110532942647146e-5
t375,1.38074935705904e-6,1.5173015686059513e-6,9.32622120837277e-5
t376,1.5272844180574083e-6,1.6129877090395849e-6,0.00014069693373319384
t377,2.2600109013674742e-6,1.8526490978728517e-6,2.7157052060646882
t378,0.0019159787958524927,2.5455885946504736e-6,2.7508999468877087
t379,0.0019161755480315026,2.875291585065804e-6,2.7509107659090244
t380,0.0019162582017138842,3.0654526128745744e-6,2.750912594354094
t381,0.0019162975768318533,3.175873991898906e-6,2.750909842234011
t382,0.0019163105785213793,3.2319645020022962e-6,2.750903389025889
t383,0.0019163037992166823,3.2449676754756044e-6,2.750893332435619
t384,0.0019162805492708706,3.2175309686053548e-6,2.750880292312879
t385,0.0019162047474613557,3.144440659807791e-6,2.7508677481199393
t386,0.0019161246762057285,3.1006248785442126e-6,2.750867215650504
t387,0.001916043222611589,3.082029894796267e-6,2.7508733768253895
t388,0.0019159625834026595,3.087262991017347e-6,2.750884765094099
t389,0.00191586556353467,3.0543225034646735e-6,2.7508931914161305
t390,0.0019157319616101144,2.9446424822410655e-6,2.750895298828409
t391,0.0019155017612085636,2.7281908793280076e-6,2.7508896032620713
t392,0.0019145437506686233,2.3152635733170224e-6,2.750858203224819
t393,1.7281612425732957e-6,1.774214922319778e-6,0.00024385105413666754
t394,1.447296622330679e-6,1.5761271450990117e-6,0.0001049674510315864
t395,1.349055332670126e-6,1.4962295297064382e-6,8.433311916300284e-5
t396,1.305214375653974e-6,1.4641838173210477e-6,7.729561712590413e-5
t397,1.293849773344932e-6,1.4551070600113804e-6,7.56113799214027e-5
