Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate
t1618,2.5403059115285507e-6,3.6461938559887295e-6,0.00019625436153340294
t1619,2.4159831504007888e-6,3.49003822747556e-6,0.00017870482560785884
t1620,2.3511809968623915e-6,3.416350717632507e-6,0.00017040402540516476
t1621,2.33165312597438e-6,3.3942386861715165e-6,0.00016799331696193013
t1622,2.3547106047845346e-6,3.4238005332301383e-6,0.00017110986897317262
t1623,2.4237045915864077e-6,3.5075678429828213e-6,0.00018033888778302976
t1624,2.554130690533639e-6,3.680858821997384e-6,0.00019954862614255447
t1625,2.7738279054052916e-6,3.970959251083269e-6,0.0002366679597743419
t1626,3.1565536602660776e-6,4.466849600760174e-6,0.0003382603968751535
t1627,3.7766916300463146e-6,5.36023951690376e-6,0.008277295652790999
t1628,4.077133281979474e-6,5.836245258811301e-6,0.008395518714479086
t1629,4.2642941447830006e-6,6.118275945909434e-6,0.008451453165330833
t1630,4.3877219110305e-6,6.288690908058594e-6,0.008484172895377255
t1631,4.467087571803002e-6,6.388854770643886e-6,0.00850363604670326
t1632,4.511711898705901e-6,6.441097871244559e-6,0.008513879904862257
t1633,4.525985457762526e-6,6.456797317664929e-6,0.008516981222509167
t1634,4.5112167298876974e-6,6.43943569986649e-6,0.008513616337767524
t1635,4.466097046363348e-6,6.385212420388376e-6,0.008503090819105441
t1636,4.386452747411261e-6,6.2851102211368076e-6,0.0084834986046644
t1637,4.2629607847905195e-6,6.114822100116776e-6,0.008450667526965019
t1638,4.076635809031693e-6,5.83333526418071e-6,0.008394642974408164
t1639,3.7816354165858225e-6,5.358171438090881e-6,0.00827628403699493
t1640,3.20761468790772e-6,4.466847934425232e-6,0.0003320136309352715
t1641,2.8912885641972297e-6,4.01777429514308e-6,0.00024389182405477988
t1642,2.7041132335708567e-6,3.76462347121487e-6,0.0002100611818851043
t1643,2.591594879110117e-6,3.620491760040693e-6,0.00019246416119681213
t1644,2.530713627527153e-6,3.5403518351602293e-6,0.00018316017672598929
t1645,2.512105031571179e-6,3.5049462804370235e-6,0.0001796452960085191
t1646,2.5352071882057186e-6,3.5227693647510965e-6,0.0001820382853696637
t1647,2.6039750372107146e-6,3.5973736644935367e-6,0.00019098579728055404
t1648,2.731605697463171e-6,3.7490951396343096e-6,0.00020941321155016024
t1649,2.95003589260256e-6,4.024742086111685e-6,0.0002468835012195599
t1650,3.341110800820873e-6,4.519864802106471e-6,0.00035740451649674253
t1651,4.002161358925905e-6,5.4588855699998335e-6,0.8937397853498404
t1652,4.315648387301811e-6,5.960283335888638e-6,0.8938640594131118
t1653,4.508772905486963e-6,6.258078430899515e-6,0.8939194598984891
t1654,4.635045315820637e-6,6.438653370343375e-6,0.8939506049159445
t1655,4.71538012991106e-6,6.54490840959541e-6,0.8939683561598355
t1656,4.759605167780586e-6,6.600561584069275e-6,0.8939771962713947
t1657,4.772241347192201e-6,6.617284542337181e-6,0.8939797002363229
t1658,4.754516234663614e-6,6.5988117442129674e-6,0.8939768640516518
t1659,4.704839389462738e-6,6.542000183206901e-6,0.8939677383314714
t1660,4.618173561838456e-6,6.435309405139685e-6,0.8939497721806257
t1661,4.483840293199396e-6,6.255150690081702e-6,0.8939184984010373
t1662,4.2793694210657865e-6,5.958440669033857e-6,0.8938630809194575
t1663,3.948142834428234e-6,5.458345464096433e-6,0.8937391374060044
t1664,3.2555309437706815e-6,4.517651410192122e-6,0.00035688254690794877
t1665,2.8695043523609054e-6,4.0176830158476746e-6,0.0002452952507166201
t1666,2.648538378335525e-6,3.7303488234173343e-6,0.0002064150286252737
t1667,2.518526362142465e-6,3.570926172505215e-6,0.00018723288574890433
t1668,2.44699461227864e-6,3.486309513809224e-6,0.0001773052056903569
t1669,2.4199172011898518e-6,3.4449375154296957e-6,0.000173040485941794
t1670,2.4349741242597093e-6,3.4512310013699258e-6,0.00017420083465733297
t1671,2.495593854900826e-6,3.5112054192977823e-6,0.00018140636087445443
t1672,2.616444543135632e-6,3.656414601830573e-6,0.00019795960356917
t1673,2.829175414881046e-6,3.925112579246283e-6,0.00023190449350777393
t1674,3.2390197004247245e-6,4.4460825022603076e-6,0.00034089829167256936
t1675,3.9635145253947134e-6,5.431185342026554e-6,2.033240894888437
t1676,4.291028385647473e-6,5.950463697217097e-6,2.0333641687039736
t1677,4.4900804627188075e-6,6.257792421195523e-6,2.0334187720837575
t1678,4.619533842712506e-6,6.443897726216134e-6,2.033449267072482
t1679,4.701799005613218e-6,6.553451819910365e-6,2.0334664533383124
t1680,4.747261775503417e-6,6.610830571963452e-6,2.033474781908447
t1681,4.7607043821071175e-6,6.628343438453609e-6,2.03347685500662
t1682,4.743484898031166e-6,6.6101958564142364e-6,2.033473713905743
t1683,4.6940866262667765e-6,6.553792094246779e-6,2.0334644235753605
t1684,4.60741244496625e-6,6.447368142467935e-6,2.033446371609677
t1685,4.472666295998693e-6,6.26769005363794e-6,2.033415081676978
t1686,4.266916453683697e-6,5.971658966886336e-6,2.033359652019349
t1687,3.931962960909501e-6,5.472988386513572e-6,2.0332353926960507
t1688,3.222460788179267e-6,4.536726398380992e-6,0.0003692013546899368
t1689,2.805149015082028e-6,4.009862609517794e-6,0.0002442827626794339
t1690,2.56709267123366e-6,3.7005903851258606e-6,0.00020263186160884896
t1691,2.428237506792756e-6,3.5314680457635252e-6,0.00018272229563848336
t1692,2.3504812537703725e-6,3.4410317610366673e-6,0.0001723474779886122
t1693,2.3183366468542302e-6,3.3980650420119836e-6,0.00016773546118701007
t1694,2.3275952653483055e-6,3.398176760489278e-6,0.00016806483404914585
t1695,2.3804860943572193e-6,3.4443785292143353e-6,0.00017363138858512856
t1696,2.489406485128298e-6,3.562606092488726e-6,0.0001869053738961149
t1697,2.687395934628944e-6,3.8070321907762763e-6,0.0002154039252362689
t1698,3.0910231739954202e-6,4.323348187832621e-6,0.00030802273892670864
t1699,3.905257050735463e-6,5.375275061060522e-6,1.6366153143159843
t1700,4.250569545229507e-6,5.918593331249748e-6,1.6367371257754808
t1701,4.45733483217189e-6,6.2383685147068035e-6,1.6367908978070553
t1702,4.591228722316618e-6,6.431436820809543e-6,1.6368207152523162
t1703,4.676523584066258e-6,6.545052403799308e-6,1.6368372451034265
t1704,4.724296110073292e-6,6.6044443051188225e-6,1.6368448460429634
t1705,4.739710768196531e-6,6.622867162589198e-6,1.6368460873111441
t1706,4.724424488355474e-6,6.6057232824717614e-6,1.6368420786754279
t1707,4.67702895539661e-6,6.5495939844553185e-6,1.636831786084349
t1708,4.593058223564416e-6,6.446580248195887e-6,1.6368128999872216
t1709,4.462087033132448e-6,6.272665402341795e-6,1.63678091382144
t1710,4.261982581015752e-6,5.984217078538539e-6,1.6367247075575442
t1711,3.9379608442078645e-6,5.498374840131993e-6,1.6365994376078694
t1712,3.2682475215340647e-6,4.593771951213953e-6,0.0003944532449435348
t1713,2.8359035998417045e-6,4.045933735481119e-6,0.0002503285253731865
t1714,2.5871988612619254e-6,3.715871382611109e-6,0.0002046331885497721
t1715,2.4425683278043002e-6,3.530622711699543e-6,0.00018304325910339057
t1716,2.36273518517219e-6,3.434394032552114e-6,0.00017212503171632954
t1717,2.330492513590078e-6,3.393229999982442e-6,0.00016754245992939482
t1718,2.3405106241308546e-6,3.3970295112975134e-6,0.00016807413357539515
t1719,2.3946689146601697e-6,3.446036508840578e-6,0.00017384314728199405
t1720,2.504916433965713e-6,3.561376203424563e-6,0.00018704056517645086
t1721,2.70886087050481e-6,3.8121619088029614e-6,0.00021642099478081614
t1722,3.1268350379699732e-6,4.329424624207977e-6,0.0003112197531408256
t1723,4.00181939758922e-6,5.374966561452994e-6,1.8902550842307513
t1724,4.368646894588549e-6,5.91546935155639e-6,1.8903750757686875
t1725,4.589675287796496e-6,6.234825134628947e-6,1.8904275552634542
t1726,4.735005538370726e-6,6.4292238404827676e-6,1.8904560963525847
t1727,4.830502812486608e-6,6.54598015490584e-6,1.8904711485680277
t1728,4.888157813467929e-6,6.610982810358464e-6,1.8904768723667997
t1729,4.91383618158321e-6,6.638108323747801e-6,1.8904755757954028
t1730,4.909915380854504e-6,6.633448114901716e-6,1.8904690922445564
t1731,4.876218182273023e-6,6.59763914481513e-6,1.8904577178505955
t1732,4.809974387835368e-6,6.525919692142564e-6,1.8904391765394004
t1733,4.70405391083714e-6,6.399704760592506e-6,1.8904094027543112
t1734,4.54468791868866e-6,6.190440113118967e-6,1.8903601502999432
t1735,4.302068032691432e-6,5.845338738918284e-6,1.8902647053323516
t1736,3.894046923625896e-6,5.254499099011328e-6,1.8875426673443048
t1737,3.164810079512551e-6,4.3342649946048374e-6,0.00030719303849181736
t1738,2.8242602873709143e-6,3.86353116267583e-6,0.00022339394541884226
t1739,2.6452818956534105e-6,3.6240422762504465e-6,0.00019433264392610932
t1740,2.549124878383667e-6,3.5144160036047763e-6,0.0001811636134175796
t1741,2.504846530237174e-6,3.4604983840865297e-6,0.00017503480141042353
t1742,2.5049108203363155e-6,3.4524806258030735e-6,0.00017447173830342354
t1743,2.5505458686942684e-6,3.4967574358453757e-6,0.00017981910128911935
t1744,2.6520412059743857e-6,3.611004600247011e-6,0.00019307465406744024
t1745,2.8392921070035824e-6,3.843043216992879e-6,0.00022123448228338584
t1746,3.2250793922562995e-6,4.343732483455813e-6,0.00031382404607161965
t1747,4.038838896777589e-6,5.3833727702827795e-6,1.5863167454031233
t1748,4.392675274043484e-6,5.923773071688914e-6,1.586431374307766
t1749,4.607262260026404e-6,6.2428987382702826e-6,1.5864806967477108
t1750,4.748366258296336e-6,6.43703370209043e-6,1.5865066877600107
t1751,4.840604646951417e-6,6.55333568448017e-6,1.5865192824321086
t1752,4.8954391384786186e-6,6.617529497006972e-6,1.586522358240541
t1753,4.918441645441799e-6,6.643401081735816e-6,1.586518041661258
t1754,4.911770106479863e-6,6.636946285095935e-6,1.5865080584970601
t1755,4.8749936905073555e-6,6.598294540414631e-6,1.5864927737577628
t1756,4.805024544552383e-6,6.522210016912189e-6,1.586469455722153
t1757,4.694139543722173e-6,6.389063775007162e-6,1.5864328975770599
t1758,4.527360835484383e-6,6.168634646421474e-6,1.5863712668779404
t1759,4.27162895396968e-6,5.804746273098909e-6,1.586237816158943
t1760,3.8308364038619634e-6,5.176938357012453e-6,1.4687373883023305
t1761,3.1366892927249413e-6,4.3190569442204255e-6,0.0003023220963203139
t1762,2.809848859740072e-6,3.880950721028446e-6,0.00022565783846272325
t1763,2.62953651350722e-6,3.6476101501759294e-6,0.00019650878022277224
t1764,2.527219798342445e-6,3.5225548409129105e-6,0.00018182016128592542
t1765,2.4774465391275447e-6,3.456201016595202e-6,0.00017450911092856065
t1766,2.472085464447515e-6,3.4362021996898243e-6,0.0001728303353805264
t1767,2.512007249107084e-6,3.469555639472553e-6,0.00017706029279416214
t1768,2.6071662971930213e-6,3.5759842614040344e-6,0.0001891699509293941
t1769,2.7876833039072647e-6,3.8089575894104773e-6,0.0002162888633076523
t1770,3.159279358131136e-6,4.31143301603578e-6,0.00030387773897098356
t1771,3.933794088156277e-6,5.370463128105097e-6,1.9836635268182137
t1772,4.271079169325046e-6,5.916318800898912e-6,1.9837865288734031
t1773,4.474292198098436e-6,6.2372205679115344e-6,1.9838409137120716
t1774,4.60613054862092e-6,6.43100912389029e-6,1.9838712306817319
t1775,4.690073619288016e-6,6.545625874605257e-6,1.9838882744469712
t1776,4.7368524595172465e-6,6.606479876671796e-6,1.983896457905703
t1777,4.751483504878873e-6,6.627347246976423e-6,1.9838984040317809
t1778,4.7353979905874505e-6,6.612478623425094e-6,1.9838951285701458
t1779,4.687144372083896e-6,6.559443154887996e-6,1.9838856682844264
t1780,4.6017650149945015e-6,6.457369643477039e-6,1.9838673904154611
t1781,4.468683414881333e-6,6.2841385425733066e-6,1.983835769434228
t1782,4.2655345251445714e-6,5.999025658949202e-6,1.9837798146805554
t1783,3.936052611143047e-6,5.521402561015258e-6,1.9836544628479191
t1784,3.250589259526374e-6,4.64156357674607e-6,0.00041234533646543564
t1785,2.7894037221350154e-6,4.101553287163416e-6,0.0002596952094327526
t1786,2.5118947924714825e-6,3.7678504916361574e-6,0.00021092295018762308
t1787,2.3400579876915414e-6,3.5688609482596576e-6,0.0001870022643337655
t1788,2.2352765415774744e-6,3.461133685766984e-6,0.00017452214944200064
t1789,2.177638272625127e-6,3.412994170522197e-6,0.00016875799589883119
t1790,2.1575243245686812e-6,3.404853515271565e-6,0.00016772582372964577
t1791,2.17159351826926e-6,3.4305597176090494e-6,0.00017097076509439268
t1792,2.223330642064901e-6,3.5163682366179646e-6,0.0001803984942968702
t1793,2.3203600631393584e-6,3.6972299446099786e-6,0.00019998246892725407
t1794,2.4784027722850085e-6,4.045544879283488e-6,0.0002433531380569826
t1795,2.7062677315725534e-6,4.657885745517827e-6,0.00037485908342763065
t1796,2.8633084528090303e-6,4.983977936850405e-6,0.00042896267330844607
t1797,2.976366592623298e-6,5.168695511206007e-6,0.000461768943422065
t1798,3.057366511051573e-6,5.274727117515182e-6,0.00048339780989311665
t1799,3.1125888329525536e-6,5.334247168456237e-6,0.0004974088393480276
t1800,3.1455371743286405e-6,5.36468740594485e-6,0.0005054246138030407
t1801,3.158063215684701e-6,5.375048850867795e-6,0.0005082129432155403
t1802,3.150824256672169e-6,5.368197152878864e-6,0.0005060088188465543
t1803,3.1234666315977833e-6,5.342630063150948e-6,0.0004986506821896029
t1804,3.0745448136625494e-6,5.2917760415603255e-6,0.00048550294628136296
t1805,3.001079501168415e-6,5.200661650102232e-6,0.0004650911739939251
t1806,2.8977721247897567e-6,5.042179638589455e-6,0.00043426693087562197
t1807,2.7549222008417345e-6,4.76510087919223e-6,0.00038461374409576364
t1808,2.5527674601954186e-6,4.260006259848152e-6,0.00027694635629145004
t1809,2.386521570662485e-6,3.904300343431619e-6,0.0002245454077740553
t1810,2.2641295889367954e-6,3.662463148702225e-6,0.00019555313788382966
t1811,2.184704996609663e-6,3.514738817402872e-6,0.0001792351686239308
t1812,2.143045934589356e-6,3.4354445101605e-6,0.00017056649951393386
t1813,2.1352027932278245e-6,3.4006042009829695e-6,0.00016695769333643944
t1814,2.160850862798703e-6,3.3980039798120124e-6,0.00016743197774124886
t1815,2.225927117929406e-6,3.442252529283658e-6,0.0001729784127618942
t1816,2.3425451135967246e-6,3.5514945632538614e-6,0.00018565417745872658
t1817,2.5437298617265642e-6,3.7860393564797504e-6,0.0002131011413523382
t1818,2.9171027461211384e-6,4.246818895524969e-6,0.00028994111723600275
t1819,3.690774169899255e-6,5.148588624697317e-6,1.1386054215091863
t1820,4.1237158552097334e-6,5.7987065997885334e-6,1.1455554066531441
t1821,4.363818045954258e-6,6.172712834549728e-6,1.1456655466673071
t1822,4.515841252894756e-6,6.398331659152099e-6,1.1457160730060592
t1823,4.612913276403518e-6,6.53292556597227e-6,1.1457443841472232
t1824,4.669296874560508e-6,6.606832460096055e-6,1.1457602583110975
t1825,4.69154650044721e-6,6.635261348846878e-6,1.1457679137644818
t1826,4.6820158799686465e-6,6.624427101643459e-6,1.1457695784812278
t1827,4.639799317805212e-6,6.572497658346934e-6,1.145764878821241
t1828,4.560379230707012e-6,6.468896114896736e-6,1.1457513539496762
t1829,4.433628717468652e-6,6.291189399851914e-6,1.14572495344061
t1830,4.23783198334747e-6,5.997370491183582e-6,1.1456758416288324
t1831,3.917908492993828e-6,5.502367297867926e-6,1.1455633271954462
t1832,3.2456408437755077e-6,4.5763187786747065e-6,0.0003868474675415755
t1833,2.8256892606748992e-6,4.041809895973266e-6,0.00024968412977777887
t1834,2.583651740258492e-6,3.726983174449591e-6,0.00020582163519260188
t1835,2.4388677642214957e-6,3.541454023486633e-6,0.00018397361877445795
t1836,2.356422510818746e-6,3.4326200429878603e-6,0.00017209641394495728
t1837,2.3217735121123996e-6,3.3770695337570227e-6,0.00016663116861073812
t1838,2.3318431883940328e-6,3.382680752058802e-6,0.00016727765938778677
t1839,2.3883194822283662e-6,3.447347503808647e-6,0.00017405909670010632
t1840,2.5014902896645002e-6,3.5798422936309006e-6,0.00018859165322496863
t1841,2.7032564919191886e-6,3.831951467015973e-6,0.00021835212868556348
t1842,3.096114878947663e-6,4.3294799230230214e-6,0.00030673210668462667
t1843,3.897628913123175e-6,5.3717225727061035e-6,1.4660403475474058
t1844,4.241786542400956e-6,5.914164771440066e-6,1.4661658901247616
t1845,4.448202805935237e-6,6.2336298879869395e-6,1.4662212540362864
t1846,4.58199331910291e-6,6.426814481678124e-6,1.4662522158992717
t1847,4.6672877854345815e-6,6.540966377473541e-6,1.4662697688828572
t1848,4.715109113272911e-6,6.601268894412704e-6,1.4662783904455643
t1849,4.730594512192564e-6,6.6209831797550095e-6,1.4662806982813432
t1850,4.715295028568522e-6,6.604535186511191e-6,1.4662777204599144
t1851,4.667812213204059e-6,6.549043335912104e-6,1.466268492821347
t1852,4.583233279841316e-6,6.442941652179778e-6,1.46625039931169
t1853,4.4511223896526315e-6,6.263785990001297e-6,1.4662190042912182
t1854,4.249226781539383e-6,5.968825752700292e-6,1.466163414970667
t1855,3.921462190575755e-6,5.4721861478817585e-6,1.4660389656281871
t1856,3.2368402283721366e-6,4.541436461660942e-6,0.00037092748925285585
t1857,2.827924633650775e-6,4.014039372265022e-6,0.0002450783053950022
t1858,2.594071116853757e-6,3.7022888220807333e-6,0.00020308827133877643
t1859,2.460155476953771e-6,3.5394342935874103e-6,0.00018371761143532
t1860,2.3854282908076307e-6,3.4470977602777535e-6,0.0001733666796262095
t1861,2.3572672861900657e-6,3.4093029092861806e-6,0.00016925429323460782
t1862,2.371186352597044e-6,3.4170944917941077e-6,0.00017034371672083014
t1863,2.430207086748797e-6,3.4758012719142123e-6,0.00017712602919011937
t1864,2.5465527480518588e-6,3.604047670545525e-6,0.0001918666620230546
t1865,2.752315306462805e-6,3.846724506320858e-6,0.00022182530284361787
t1866,3.1612333168070518e-6,4.3375232494939036e-6,0.0003145457547482124
t1867,4.059245111421551e-6,5.385601430570654e-6,1.857484447069706
t1868,4.43163239025551e-6,5.933366405928892e-6,1.8575883953094678
t1869,4.654234121036714e-6,6.254567120007767e-6,1.857630570296747
t1870,4.800037529375337e-6,6.447112093290766e-6,1.8576504788818933
t1871,4.895534279099024e-6,6.557905871380321e-6,1.8576568790821661
t1872,4.952934666297969e-6,6.611557919565906e-6,1.85765285689506
t1873,4.978251009703356e-6,6.620230251094287e-6,1.8576399502776144
t1874,4.973921333979715e-6,6.586481574469649e-6,1.8576196070980215
t1875,4.944331630140049e-6,6.556875346022074e-6,1.8575990612735722
t1876,4.8873080868529364e-6,6.5239815937373025e-6,1.8575781178631157
t1877,4.792376856346031e-6,6.429439324116961e-6,1.8575501933850496
t1878,4.647834065933003e-6,6.251076911744964e-6,1.857509598917437
t1879,4.429063897100704e-6,5.945319269866974e-6,1.8574437689001175
t1880,4.072757708918905e-6,5.420563206735459e-6,1.8573024548467973
t1881,3.301751727348339e-6,4.417063884936966e-6,0.00032062565303950556
t1882,2.9425598907626604e-6,3.935949972373467e-6,0.000232185534983558
t1883,2.7553740527228145e-6,3.6974059648421125e-6,0.00020222155214346418
t1884,2.648554896170981e-6,3.5619656808661504e-6,0.00018665924174727946
t1885,2.597700725113682e-6,3.496579662644218e-6,0.00017943592506337728
t1886,2.593391952647597e-6,3.4884271209031307e-6,0.0001786533307113807
t1887,2.6345388706726794e-6,3.53194523200495e-6,0.0001839463030425315
t1888,2.7306916316314595e-6,3.6479074227810714e-6,0.00019747303796525245
t1889,2.908525630932261e-6,3.881299937243795e-6,0.00022612545316354153
t1890,3.2547569280108456e-6,4.3561111001490385e-6,0.00031155999775276755
t1891,3.961242986472866e-6,5.369793820717268e-6,1.9560612208988715
t1892,4.291949887279737e-6,5.915762604450377e-6,1.9562028161443363
t1893,4.492355652779847e-6,6.237161995480172e-6,1.9562613657415295
t1894,4.622602416079266e-6,6.4315407213429916e-6,1.9562937766511934
t1895,4.705457286483098e-6,6.546575898074403e-6,1.9563122655323462
t1896,4.751391264850844e-6,6.6075859093104194e-6,1.9563216377593857
t1897,4.765245546026604e-6,6.627591342258094e-6,1.9563246307466495
t1898,4.748422969513571e-6,6.611383676107278e-6,1.956322339721854
t1899,4.699434910609753e-6,6.5566897017560845e-6,1.9563138540631033
t1900,4.613191327392076e-6,6.451754909113438e-6,1.9562965712702334
t1901,4.478947573810827e-6,6.2736516377985585e-6,1.956266072792948
t1902,4.273949469792573e-6,5.980069348830157e-6,1.9562116313699827
t1903,3.940514429593236e-6,5.486023318825822e-6,1.956089197086898
t1904,3.236083654983372e-6,4.559826003731074e-6,0.00037469497458920503
t1905,2.8175960928947117e-6,4.0438256336864375e-6,0.00024930121241792635
t1906,2.5741592854349856e-6,3.7410342284704695e-6,0.00020702349582736948
t1907,2.424866194328464e-6,3.5567197388349098e-6,0.00018502635779719706
t1908,2.3358898990159346e-6,3.435568621324953e-6,0.00017207897599532033
t1909,2.2959631986702633e-6,3.37521781027969e-6,0.0001659655791663672
t1910,2.2995436282525493e-6,3.368292311448172e-6,0.0001654695912743802
t1911,2.347836035738561e-6,3.4144508676283386e-6,0.00017057764011550709
t1912,2.4512739332443406e-6,3.5302796182908197e-6,0.0001830869426082782
t1913,2.63797687403101e-6,3.75644499147909e-6,0.0002087721731200437
t1914,3.0201487777350013e-6,4.249045807774277e-6,0.0002888087237167852
t1915,3.878350253962921e-6,5.34184686738635e-6,2.1766649977215873
t1916,4.231607323792949e-6,5.899576396462102e-6,2.176788195277347
t1917,4.441706869783525e-6,6.227141829397697e-6,2.176842648304752
t1918,4.57749200091802e-6,6.425115467162844e-6,2.176873021077584
t1919,4.664040110205073e-6,6.542070204680524e-6,2.176890106636291
t1920,4.712737528784216e-6,6.603951142880649e-6,2.1768983396011574
t1921,4.728884949373586e-6,6.624357917871243e-6,2.1769003413405685
t1922,4.714172214939453e-6,6.608581279742712e-6,2.1768972129992306
t1923,4.667247049463049e-6,6.553805225214331e-6,2.176887981615483
t1924,4.583232545108245e-6,6.448552354120597e-6,2.1768700247299644
t1925,4.4516237017663405e-6,6.269596482995836e-6,2.176838844163869
t1926,4.250163235239157e-6,5.974256092250993e-6,2.176783565220509
t1927,3.922630769396927e-6,5.476565788906291e-6,2.176659559903556
t1928,3.2361180961199164e-6,4.54150982714712e-6,0.0003671311564019182
t1929,2.8355643979772794e-6,4.031187046640011e-6,0.0002472502712356727
t1930,2.6068333593310054e-6,3.746117528172768e-6,0.00020781099896333426
t1931,2.467203743986791e-6,3.578780151146353e-6,0.00018742580844163342
t1932,2.3854651501486453e-6,3.478002560726545e-6,0.00017591962250758928
t1933,2.3491662255920558e-6,3.4265074780145477e-6,0.0001703849808519134
t1934,2.3533009088855716e-6,3.4131492667731824e-6,0.0001695912330056238
t1935,2.4009794316444964e-6,3.450863792449559e-6,0.0001742762475376338
t1936,2.502550399079686e-6,3.5555037298811777e-6,0.00018622030689471205
t1937,2.6890018632834343e-6,3.7815493675359823e-6,0.00021226057443465572
t1938,3.0661930872964857e-6,4.264973191905196e-6,0.0002917128728704979
t1939,3.923457851843777e-6,5.346500296424075e-6,1.7998281199912727
t1940,4.280088861317116e-6,5.9018670506555864e-6,1.799949892600141
t1941,4.493226477393354e-6,6.228525909458439e-6,1.8000033138448108
t1942,4.631802181035775e-6,6.426662319097772e-6,1.8000327379150534
t1943,4.721054928316238e-6,6.545007447907665e-6,1.8000488105266115
t1944,4.772516244471495e-6,6.6097705519308e-6,1.8000558370241406
t1945,4.791661415741582e-6,6.635173126894286e-6,1.8000563164148728
t1946,4.78033104796701e-6,6.62636993019313e-6,1.800051485236983
t1947,4.73754866853707e-6,6.582198294727589e-6,1.8000406454732942
t1948,4.659129789903577e-6,6.494130180377909e-6,1.800021086127148
t1949,4.536064704517445e-6,6.344539134927986e-6,1.799988283663352
t1950,4.349261547801276e-6,6.098091176649597e-6,1.7999310239601232
t1951,4.05377085001154e-6,5.68996550791887e-6,1.7998045292942255
t1952,3.493692450757765e-6,4.967871001345148e-6,0.0016675413401684785
t1953,2.702166540013413e-6,4.125342972664108e-6,0.00026507931100631845
t1954,2.3470057385727103e-6,3.6901999288838988e-6,0.0002001556251141296
t1955,2.149057022260353e-6,3.4639907034686083e-6,0.000174848336520534
t1956,2.0278625151421293e-6,3.340022605590754e-6,0.000161611552297959
t1957,1.9558584902854918e-6,3.2708114312170917e-6,0.00015444936741134147
t1958,1.92199418306979e-6,3.2383430968537876e-6,0.00015141224566273797
t1959,1.922556541790528e-6,3.241439670942219e-6,0.0001521546535751041
t1960,1.9588130693030083e-6,3.293094879817634e-6,0.0001575253148774996
t1961,2.0357735514250538e-6,3.410926165463661e-6,0.00016935925425042936
t1962,2.169944908043807e-6,3.663982518264142e-6,0.00019504966892872741
t1963,2.3735685782535426e-6,4.0858161653677165e-6,0.000250181230515216
t1964,2.6379679131727498e-6,4.734769720509045e-6,0.0004075431031041617
t1965,2.8082683550435036e-6,5.078079701785648e-6,0.00046611912856891964
t1966,2.9250528075545217e-6,5.273081383608813e-6,0.0005004595621510367
t1967,3.0043296502506366e-6,5.384400350020937e-6,0.0005222496624569903
t1968,3.053921815861156e-6,5.444963982147839e-6,0.0005354293569041085
t1969,3.077819599124279e-6,5.471712072127488e-6,0.0005416810616840615
t1970,3.077742493823978e-6,5.471906628961522e-6,0.000541666770742494
t1971,3.053703355451329e-6,5.446051466841344e-6,0.0005354097694815473
t1972,3.0039937219425384e-6,5.387243995731384e-6,0.0005222583635085546
t1973,2.924647668766952e-6,5.279179914815174e-6,0.0005005520366641821
t1974,2.8079364768292957e-6,5.090336580362599e-6,0.0004664233343267343
t1975,2.6383220384226804e-6,4.7593131275361475e-6,0.0004085293766521722
t1976,2.3791849563003296e-6,4.144934970321127e-6,0.00025827328372248295
t1977,2.1817986073724626e-6,3.7593431417784566e-6,0.0002055279961481625
t1978,2.0395345151633538e-6,3.506905330083952e-6,0.00017792868952911357
t1979,1.946189075661839e-6,3.3599939091610466e-6,0.00016287788180615104
t1980,1.890844077496255e-6,3.274202786187567e-6,0.0001543382487792422
t1981,1.8686269579335064e-6,3.231768178998703e-6,0.00015019761111471818
t1982,1.8773099321638387e-6,3.2171782662681325e-6,0.00014927029006069805
t1983,1.9197592035598424e-6,3.2356239112395668e-6,0.00015185331850857387
t1984,2.004435142973438e-6,3.3046344478600457e-6,0.00015936582631103779
t1985,2.1507762951676912e-6,3.4592678018936363e-6,0.00017532241589388468
t1986,2.4189807849502873e-6,3.8022305516326995e-6,0.00021441216525867183
t1987,2.924644116355837e-6,4.396954451755648e-6,0.0003402102265056358
t1988,3.7024724959774163e-6,5.4141320466752775e-6,0.9376844773528391
t1989,4.0236907227319094e-6,5.942049899793102e-6,0.937798419687473
t1990,4.211782477696647e-6,6.252010027889342e-6,0.9378485184255043
t1991,4.3294804522383005e-6,6.43699810583028e-6,0.9378758447956137
t1992,4.399438484796731e-6,6.5413898995205785e-6,0.9378903734168174
t1993,4.431539536536395e-6,6.58776115411447e-6,0.9378962672760746
t1994,4.429698455788001e-6,6.586420547199914e-6,0.9378961412470964
t1995,4.393753695346817e-6,6.537118103659879e-6,0.9378899928541821
t1996,4.3194861053362736e-6,6.42983207031684e-6,0.9378752410293503
t1997,4.196577329126704e-6,6.241448413583055e-6,0.9378477201080108
t1998,4.001861204164989e-6,5.926083508257755e-6,0.9377973926423588
t1999,3.673686661650848e-6,5.387892029633481e-6,0.9376829493756159
t2000,2.9235656918713182e-6,4.34388746673154e-6,0.0003149617401576627
t2001,2.5299552809798345e-6,3.809616515745338e-6,0.00021494488375074306
t2002,2.3180697894952672e-6,3.520806290690353e-6,0.00018161929133548728
t2003,2.1982636077590343e-6,3.3726397831550415e-6,0.00016593010485575958
