Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,Generic_RA_Only,Leapfrog_Power,Tierra_Buena,Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,FishLake,Greater_Imperial_Geothermal,InState_Biomass,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,IndianValley_Hydro,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar,Total
t4278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.171924376663695e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.00014156054876051795,0.0001558240183800569,0.0001582336792455409,0.00013791873463096075,0.00016491730077851315,6.171924376663695e-5,6.171924376663695e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971460917080506,29.283497393338404,23.655551799618486,53.91145372205049
t4279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012432615120869038,0.0,0.0,0.0,0.0,0.0,0.0,0.0034079092647190576,0.006230496309343145,0.006284048767778323,0.010171074267396945,2.3266405312457583,0.0012432615120869038,0.0012432615120869038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8323692005715475,20.071904562539512,17.768469221915826,41.02920682941814
t4280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024304666785987597,0.0,0.0,0.0,0.0,0.0,0.0,0.007050503328966772,0.041631253852028184,2.650030888362061,0.010554209325800893,2.327406491884582,0.0024304666785987597,0.0024304666785987597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34900561553132486,7.549136926098047,6.290741853294559,19.232849141713167
t4281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979533433014517,0.0,0.0,0.0,0.0,0.0,0.0,0.011579349847825797,0.045574566305057455,2.654187446027843,0.011002224588973458,2.329959107064766,14.979533433014517,14.979533433014517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13336152033685802,4.104112475178061,1.4037958848683527,55.63217287326129
t4282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979756305065413,0.0,0.0,0.0,0.0,0.0,0.0,0.011825534220800831,0.045722847088678936,2.6543450440604683,0.011040592380628066,2.33004854016641,14.979756305065413,14.979756305065413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07010043448456475,3.5557821912055667,0.9081929658157859,54.52632706461914
t4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979592260933627,0.0,0.0,0.0,0.0,0.0,0.0,0.011399993293118575,0.045579638961079035,2.6542125982968003,0.011005889543375908,2.3299857373882182,14.979592260933627,14.979592260933627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06044463095392619,3.4876498743680884,0.9082023027093437,54.44725744831483
t4284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.978940228537644,0.0,0.0,0.0,0.0,0.0,0.0,0.01015689870905018,0.045237630459095506,2.6538917533900195,0.010937013325490868,2.32984431325572,14.978940228537644,14.978940228537644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06043996847342441,3.4649375234148145,0.9082050075021849,54.42047079414272
t4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6582024749716755,0.0,0.0,0.0,0.0,0.0,0.0,0.006370108758464706,0.04458290430334306,2.6532830634146682,0.010844490175156046,2.329626407595282,6.6582024749716755,6.6582024749716755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06043433103977759,3.4195384574886623,0.9082112186258977,29.40749840631628
t4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000935339343616556,0.0,0.0,0.0,0.0,0.0,0.0,0.002218843902438299,0.04264632675368819,2.651519899689031,0.010706525294827747,2.3292263991398805,0.000935339343616556,0.000935339343616556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06042697700007895,3.283418046429261,0.9082116061676435,9.291180642407697
t4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000736508296808665,0.0,0.0,0.0,0.0,0.0,0.0,0.0015423640676189303,0.01355948904450531,0.16657423175982797,0.010508179775568704,2.328392277589895,0.000736508296808665,0.000736508296808665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060418129007621786,3.7839164979232764,0.9082142125812499,7.27533490663999
t4288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006384797398505406,0.0,0.0,0.0,0.0,0.0,0.0,0.0012287053588974195,0.0017928055215117368,0.0018407831789220741,0.009917655300643289,0.9766873574783541,0.0006384797398505406,0.0006384797398505406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060400750803818196,4.564810795481276,0.908220117721006,6.526814410063981
t4289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004906427667968129,0.0,0.0,0.0,0.0,0.0,0.0,0.0008957431938033398,0.0010172491256508734,0.0010254877245500075,0.002279973058558473,0.0011590723139248873,0.0004906427667968129,0.0004906427667968129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07520992505368948,4.634244056613082,0.9082050955890884,5.625508530972739
t4290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003683945566235398,0.0,0.0,0.0,0.0,0.0,0.0,0.0006596791751472253,0.0007208391881730571,0.0007242169236935474,0.0006774804129489796,0.0007281432172696081,0.0003683945566235398,0.0003683945566235398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11092131851189556,6.108670027797433,1.4213958847387778,7.645602773635209
t4291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003034779105889305,0.0,0.0,0.0,0.0,0.0,0.0,0.0005464127458054555,0.0005663930722780671,0.0005672555776078764,0.000490213633139457,0.0005650433787232927,0.0003034779105889305,0.0003034779105889305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19000579407657017,9.91296969715995,7.362756305014438,17.469377548390277
t4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.336761934561202e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.00015057791656873673,0.00013143347781128452,0.00013092212573725416,0.00011285857300269753,0.0001297072197370533,5.336761934561202e-5,5.336761934561202e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587400780130618,22.663807917122746,18.23732408048199,41.48934837990625
t4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.512175524031167e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.6289016001261554e-5,1.6037136581354885e-5,1.5974956531815004e-5,1.5712182454562568e-5,1.5926579722633023e-5,5.512175524031167e-6,5.512175524031167e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712930687259038,29.283382004491095,23.6554083176248,53.91017986723966
t4294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001232167517403917,0.0,0.0,0.0,0.0,0.0,0.0,0.00026925522804292583,0.0002442429127808214,0.00024372976834716525,0.00019163031006566111,0.00024062616534708284,0.0001232167517403917,0.0001232167517403917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714630211351942,29.283554248886617,23.655640866096128,53.91221727075774
t4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012401083115955435,0.0,0.0,0.0,0.0,0.0,0.0,0.00026361970853430754,0.00024465294068576153,0.0002439882606694977,0.00019095278998920072,0.00024096618339784542,0.00012401083115955435,0.00012401083115955435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714624505739656,29.28361628848509,23.655646974633036,53.91228192606885
t4296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001238372078714983,0.0,0.0,0.0,0.0,0.0,0.0,0.0002572065548993475,0.00024388186231740172,0.00024370155632072227,0.00018891978141717176,0.00024080805466273112,0.0001238372078714983,0.0001238372078714983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714624971541012,29.283656140046755,23.65563887171814,53.91230353835223
t4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001238819987055691,0.0,0.0,0.0,0.0,0.0,0.0,0.0002506527024004445,0.00024314610315334366,0.00024346116185233407,0.0001862701446649747,0.0002406902193416515,0.0001238819987055691,0.0001238819987055691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714624294540493,29.283668941615087,23.655632681889163,53.91229991928583
t4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012436367347417606,0.0,0.0,0.0,0.0,0.0,0.0,0.000243942079726433,0.0002427072369710057,0.00024349629706308767,0.00018313286348779068,0.0002408423855907585,0.00012436367347417606,0.00012436367347417606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714621870720791,29.28365754371055,23.655631530051167,53.91227847271706
t4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012436312030413374,0.0,0.0,0.0,0.0,0.0,0.0,0.00023591713264043982,0.00024112550119919786,0.0002430602825014465,0.00017852853128372338,0.00024055029812265207,0.00012436312030413374,0.00012436312030413374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714621020789856,29.28362552949859,23.65563603425427,53.9122359369385
t4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001238446767852822,0.0,0.0,0.0,0.0,0.0,0.0,0.00022537259940745523,0.00023787836868718813,0.00024193729579661123,0.0001719252658037665,0.00023962102139179827,0.0001238446767852822,0.0001238446767852822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971462263387385,29.283574286096922,23.655640801218535,53.91216561928428
t4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001234352697748874,0.0,0.0,0.0,0.0,0.0,0.0,0.00021019944329140393,0.0002331780780699221,0.00024073709087375826,0.0001627975341336233,0.0002386676735949384,0.0001234352697748874,0.0001234352697748874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714625290454967,29.28350351891115,23.65562743589112,53.91204936947705
t4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.380609027938597e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0001448450023051481,0.00015983702972247808,0.00016252000167562438,0.00013762740763175748,0.00016907925758128357,6.380609027938597e-5,6.380609027938597e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714629599327622,29.283485305205375,23.655552440287327,53.91146603239521
t4303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00179245746184484,0.0,0.0,0.0,0.0,0.0,0.0,0.004754016377374112,0.014251790136402986,0.01836479651331729,0.010037640757467721,2.3284551857332425,0.00179245746184484,0.00179245746184484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8120045007536332,19.243565193904555,18.0263693651308,40.463179861692325
t4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015773483354192773,0.0,0.0,0.0,0.0,0.0,0.0,0.005229700184310305,0.03992543739942165,2.648347226514959,0.009934305103073311,2.3268468906692963,0.0015773483354192773,0.0015773483354192773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30815149497612404,6.9927464834006585,6.763936514881212,19.099850098135313
t4305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979707865725658,0.0,0.0,0.0,0.0,0.0,0.0,0.011851913204616244,0.04574763943133198,2.6543870856262743,0.010898104664335233,2.329989067202456,14.979707865725658,14.979707865725658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10150976549111092,3.2154698430480004,1.350548053372508,54.6595250692176
t4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979820443126723,0.0,0.0,0.0,0.0,0.0,0.0,0.011955481941292066,0.045827869656053746,2.654469529920589,0.010936840137104931,2.3300556466966302,14.979820443126723,14.979820443126723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06043849153351561,2.606595136184027,0.9082205669028188,53.5679608923522
t4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979729426217675,0.0,0.0,0.0,0.0,0.0,0.0,0.011686030829749299,0.0457395287760442,2.654391640652285,0.01090110492916704,2.330012490308488,14.979729426217675,14.979729426217675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06043630160921794,2.5392752583515072,0.9082200671480747,53.49985070125756
t4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979097567996488,0.0,0.0,0.0,0.0,0.0,0.0,0.010412032597008576,0.0453912528652513,2.654079345091183,0.010772040530927935,2.329833840882449,14.979097567996488,14.979097567996488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06042923475782933,2.292870223490415,0.9082237474083165,53.24930442161284
t4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.658220986779394,0.0,0.0,0.0,0.0,0.0,0.0,0.006452184311190975,0.04477107833030358,2.653539336105374,0.010599428299539698,2.329572302880109,6.658220986779394,6.658220986779394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06042125147686699,2.292898047782441,0.9082303834495434,28.281146972973552
t4310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005816885397990864,0.0,0.0,0.0,0.0,0.0,0.0,0.0013446946214708826,0.040048810040031566,2.650045738676162,0.01010286030166783,2.328649399645705,0.0005816885397990864,0.0005816885397990864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060405767202349886,2.3824298288628887,0.9082285012855026,8.383000666255175
t4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006088358485150576,0.0,0.0,0.0,0.0,0.0,0.0,0.0012335869309792107,0.007721645215456547,0.15506907554387706,0.009708094524254147,2.3275783106203303,0.0006088358485150576,0.0006088358485150576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06039666319583884,2.382410182229307,0.9082182047139599,5.854162270519549
t4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004948742752238927,0.0,0.0,0.0,0.0,0.0,0.0,0.0009976487199230683,0.0016865738090522267,0.001844926916413698,0.00827649002998933,0.973026677096596,0.0004948742752238927,0.0004948742752238927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06037955892504878,2.584211015804271,0.908207893058577,4.540115407185543
t4313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007549227391043854,0.0,0.0,0.0,0.0,0.0,0.0,0.0014689562508826072,0.0020643154709654426,0.0021628383837637437,0.006999636784064615,0.004647411983090957,0.0007549227391043854,0.0007549227391043854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06036847708586658,3.2382182333488267,0.9082058315331363,4.226400469057911
t4314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003793324698861313,0.0,0.0,0.0,0.0,0.0,0.0,0.0006829386682251377,0.0007506836213724643,0.0007554450545084949,0.0007181271348397454,0.0007684999484839499,0.0003793324698861313,0.0003793324698861313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0906960204256676,4.5417250208019535,1.314904066997679,5.9521388000623885
t4315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031389584140043556,0.0,0.0,0.0,0.0,0.0,0.0,0.0005631415792288517,0.00058314608892649,0.0005850207802596775,0.0004903092102232634,0.0005826476664020239,0.00031389584140043556,0.00031389584140043556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1567853760177076,8.932140555939146,7.146790091894807,16.239461976700905
t4316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.136756024859323e-5,0.0,0.0,0.0,0.0,0.0,0.0,9.093535759678524e-5,8.334132897040166e-5,8.321328672979224e-5,7.342203948030512e-5,8.244735105994368e-5,3.136756024859323e-5,3.136756024859323e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5525116649592904,22.80861232309999,17.83423050306025,41.19586195316411
t4317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0937749618583e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.50770493575879e-5,1.48516049762639e-5,1.4814629252406828e-5,1.4500273086849324e-5,1.4767148520550826e-5,5.0937749618583e-6,5.0937749618583e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712920373689141,29.28336497769921,23.65540860086964,53.91015490796785
t4318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012749791081330248,0.0,0.0,0.0,0.0,0.0,0.0,0.0002776400291645595,0.0002516429265740741,0.0002527279495071814,0.00018280009399098844,0.0002484372054755406,0.00012749791081330248,0.00012749791081330248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715127067155828,29.28359654142577,23.655695645050177,53.91240063512868
t4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001286051757977781,0.0,0.0,0.0,0.0,0.0,0.0,0.0002712099188561132,0.0002522150312018984,0.0002532872057733037,0.00018211409248971027,0.00024900458311375096,0.0001286051757977781,0.0001286051757977781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971512235570378,29.283654118594526,23.65570069585929,53.91246069638302
t4320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129636206243192,0.0,0.0,0.0,0.0,0.0,0.0,0.00026435197806029645,0.00025266256088289277,0.0002536313510398855,0.00018068458325081545,0.00024942573045176717,0.000129636206243192,0.000129636206243192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715118341965461,29.28369605797407,23.655691071190443,53.91248862818347
t4321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001292467238640547,0.0,0.0,0.0,0.0,0.0,0.0,0.0002562347877794309,0.0002512243825401842,0.0002531240112720486,0.00017769346255144087,0.0002490990479156496,0.0001292467238640547,0.0001292467238640547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715117399066409,29.28370951697052,23.65568471873923,53.912481091480046
t4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129367443277738,0.0,0.0,0.0,0.0,0.0,0.0,0.00024758884502014725,0.0002498500577790832,0.00025277105179258703,0.0001740669736527933,0.00024890884516450495,0.000129367443277738,0.000129367443277738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715117796971776,29.283698620881275,23.655683914011174,53.91245560269287
t4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012930704782169046,0.0,0.0,0.0,0.0,0.0,0.0,0.00023698268020285704,0.00024737619413686153,0.00025218214460314466,0.00016906856956635152,0.00024853593274743943,0.00012930704782169046,0.00012930704782169046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715116949630126,29.28366646276629,23.65568879544538,53.9124090198394
t4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012929430129069732,0.0,0.0,0.0,0.0,0.0,0.0,0.0002218252307813694,0.00024307843391077537,0.0002512810095285639,0.0001619298753456808,0.000247904459418249,0.00012929430129069732,0.00012929430129069732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715118981016084,29.283611207567873,23.655694769396003,53.91233177697834
t4325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.735741082304012e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.00018299957217731574,0.00020540170185899244,0.0002120675833497182,0.0001469583485283107,0.0002117457456676026,9.735741082304012e-5,9.735741082304012e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715122711727462,29.283533936482847,23.655685197791897,53.91198265063154
