Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,Generic_RA_Only,Leapfrog_Power,Tierra_Buena,Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,FishLake,Greater_Imperial_Geothermal,InState_Biomass,Northern_California_Geothermal,Ormat_Portfolio,Southern_Nevada_Geothermal,IndianValley_Hydro,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar,Total
t2585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001420259965750599,0.0,0.0,0.0,0.0,0.0,0.0,0.0027652923942294294,0.04163610609670081,2.651222185614114,0.011077714865729634,2.3303166355106804,0.001420259965750599,0.001420259965750599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06046547662309592,3.9431107720963117,18.991808371852766,28.03666333495088
t2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008053492094604598,0.0,0.0,0.0,0.0,0.0,0.0,0.0013201165398666372,0.0016319169952507433,0.0016870378661907866,0.010365646104969088,2.329565889107612,0.0008053492094604598,0.0008053492094604598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08949300526022105,5.824451181929463,13.468249155425244,21.729179996857198
t2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003132922365886322,0.0,0.0,0.0,0.0,0.0,0.0,0.0005404420098273986,0.000577939796549758,0.0005758598031990516,0.0005029464554291838,0.000589226543447307,0.0003132922365886322,0.0003132922365886322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39416908500193293,16.445969211796754,17.84591428823755,34.68977887635445
t2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5413360239866767e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.0535429574913779e-5,1.0382175364428045e-5,1.0358817897456888e-5,1.0278671430246128e-5,1.0335276839525122e-5,3.5413360239866767e-6,3.5413360239866767e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389398243236974,28.98458804233274,23.65543164743235,53.57902202846796
t2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7888141419121938e-5,0.0,0.0,0.0,0.0,0.0,0.0,8.362823001981378e-5,7.519340083945336e-5,7.475897016872058e-5,7.070244503380534e-5,7.392267671855045e-5,2.7888141419121938e-5,2.7888141419121938e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9713713379122642,29.283416168608113,23.65554434011148,53.9107937167789
t2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012901209633743083,0.0,0.0,0.0,0.0,0.0,0.0,0.0002975659896425039,0.0002557327606697154,0.000254760073882662,0.0002142156837584829,0.0002505003036787587,0.00012901209633743083,0.00012901209633743083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715108823837637,29.283649098400033,23.65570631622262,53.91252610810706
t2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012963920102906953,0.0,0.0,0.0,0.0,0.0,0.0,0.0002902930928772545,0.0002559052920684504,0.0002550078434022512,0.00021352957974155563,0.00025084291640381056,0.00012963920102906953,0.00012963920102906953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97151011379274,29.28371644322511,23.65569963253586,53.912580685881295
t2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013084562605047552,0.0,0.0,0.0,0.0,0.0,0.0,0.0002832662358076334,0.0002566853950713246,0.00025546962663814543,0.0002124605726298294,0.0002513961648593418,0.00013084562605047552,0.00013084562605047552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715093470625809,29.28375289888519,23.655693537564236,53.912607598385165
t2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001341881095751375,0.0,0.0,0.0,0.0,0.0,0.0,0.0002797595065204771,0.0002605489940888196,0.0002592947067145328,0.0002138229023921048,0.0002559466083791614,0.0001341881095751375,0.0001341881095751375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715099888652378,29.28376427501595,23.6556933174213,53.91263951834931
t2594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013161994500194803,0.0,0.0,0.0,0.0,0.0,0.0,0.0002683361312878018,0.0002564042673736883,0.0002561280957369867,0.0002074330642647277,0.0002524967277132637,0.00013161994500194803,0.00013161994500194803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715094772230659,29.283754470067137,23.655693977762652,53.91259358317424
t2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013503379070843306,0.0,0.0,0.0,0.0,0.0,0.0,0.0002635385329441042,0.0002595128584893051,0.0002594279510873204,0.00020654832451787481,0.0002564483816341109,0.00013503379070843306,0.00013503379070843306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971509927191696,29.283731065804947,23.65569863869564,53.91259020911308
t2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013227473098276977,0.0,0.0,0.0,0.0,0.0,0.0,0.00025091774216508484,0.00025421821694833187,0.00025579423704310893,0.000197665914594049,0.00025252659201335407,0.00013227473098276977,0.00013227473098276977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715090641493336,29.283685510159394,23.655701984284384,53.912504505488826
t2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130294551005051,0.0,0.0,0.0,0.0,0.0,0.0,0.00023735649442815592,0.00024824525598680464,0.0002524264332827801,0.00018800765283017373,0.00024941042189554686,0.000130294551005051,0.000130294551005051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715089400831883,29.283620316075712,23.655701361268616,53.912396947338955
t2598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001276733944989361,0.0,0.0,0.0,0.0,0.0,0.0,0.00021971849946794895,0.00024137611523715525,0.00024965016707061133,0.0001763379750686438,0.0002472770358749893,0.0001276733944989361,0.0001276733944989361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715095442314947,29.283563477786686,23.655673718513235,53.91226412050763
t2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.071831127311351e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.000157283649270276,0.0001764395853351292,0.00017893817059270962,0.00015289005073176992,0.00019428044016152557,7.071831127311351e-5,7.071831127311351e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715126678917815,26.42705761633139,23.655581732188104,51.055224003241186
t2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003316457428910221,0.0,0.0,0.0,0.0,0.0,0.0,0.0008259524954918776,0.0011250806195129118,0.0011745440569741576,0.0021588579780259715,0.0025604156743543015,0.0003316457428910221,0.0003316457428910221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5516353728726386,8.681589800129087,10.654501103215495,19.896566064270253
t2601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020933997265420307,0.0,0.0,0.0,0.0,0.0,0.0,0.0005878277320356708,0.0009428302106126373,0.0010020833220210524,0.007618590136608013,0.962967936902306,0.00020933997265420307,0.00020933997265420307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10450913067155242,2.674237657680301,0.9083078706835488,4.660801947256949
t2602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040256193682887095,0.0,0.0,0.0,0.0,0.0,0.0,0.0012420036162201565,0.008312951718074304,0.16074703925594602,0.010913343171247968,2.330053518711413,0.00040256193682887095,0.00040256193682887095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06046293201526913,2.6063411049042493,0.9081815171687655,6.087462096371672
t2603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005269229522615236,0.0,0.0,0.0,0.0,0.0,0.0,0.009953994339348984,0.04551897318777989,2.6542697440137415,0.011225554344693365,2.3304491247061248,0.005269229522615236,0.005269229522615236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047519895601904,2.403902467304019,0.9080150896178617,8.439617835037433
t2604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.662608677024672,0.0,0.0,0.0,0.0,0.0,0.0,0.008370825711783842,0.04579542432069997,2.6545157486342794,0.011247382762861033,2.3304773243105115,6.662608677024672,6.662608677024672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060476496354533914,2.3143189172849374,0.907992405126352,28.321020555579974
t2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97935101377011,0.0,0.0,0.0,0.0,0.0,0.0,0.011461118116966594,0.04608120241863444,2.654750354888623,0.011286336813126645,2.3305205097597987,14.97935101377011,14.97935101377011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060478101041153934,2.425952773534957,0.9079434549134306,53.386526892797015
t2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979508813921072,0.0,0.0,0.0,0.0,0.0,0.0,0.011599566614097535,0.04611933989400206,2.6547832989315086,0.011291358053235837,2.330527088773976,14.979508813921072,14.979508813921072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047813948296243,2.425915176543688,0.9079350707399042,53.38717548079659
t2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.979126970543819,0.0,0.0,0.0,0.0,0.0,0.0,0.01110343697471218,0.04606752475968497,2.654740069622818,0.011279055771322854,2.3305153365202056,14.979126970543819,14.979126970543819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047747601154542,2.717627225176822,0.9079543585578091,53.67714539502638
t2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.975043946964723,0.0,0.0,0.0,0.0,0.0,0.0,0.009468955471954836,0.04594488174596106,2.6546384537050804,0.011255332006650015,2.3304914141790682,14.975043946964723,14.975043946964723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047617578426115,3.2139961975441613,0.9079931895308719,54.15939644086218
t2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024758731335605246,0.0,0.0,0.0,0.0,0.0,0.0,0.003458391312680789,0.04557842025035901,2.6543459076092084,0.011203758165326374,2.330437880776183,0.0024758731335605246,0.0024758731335605246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060473443015203306,3.4183196939381633,0.9080588247021455,9.439303939169951
t2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007148802281693859,0.0,0.0,0.0,0.0,0.0,0.0,0.0011247858775815297,0.0014192041824801415,0.0014744678010439928,0.009357013290529093,2.3282407302271477,0.0007148802281693859,0.0007148802281693859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10753949225524315,7.378759636381634,1.8675781584855526,11.697638129185723
t2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004548212756853475,0.0,0.0,0.0,0.0,0.0,0.0,0.0007999569016527053,0.0008906869483751739,0.0008983415597329621,0.0008089990093547315,0.000944617532595098,0.0004548212756853475,0.0004548212756853475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44903088495435434,17.958213562491924,13.56751934315336,31.980470856378407
t2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2346557937288176e-5,0.0,0.0,0.0,0.0,0.0,0.0,3.568891441102018e-5,3.511952416952101e-5,3.504225835847116e-5,3.387930591159611e-5,3.4928572886144266e-5,1.2346557937288176e-5,1.2346557937288176e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9265117782313028,28.942101785093957,23.65540375068453,53.52422901225934
t2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012512241379711707,0.0,0.0,0.0,0.0,0.0,0.0,0.000258603321812035,0.00024780048752770474,0.0002489588493737928,0.00020203792910861374,0.0002460025774503753,0.00012512241379711707,0.00012512241379711707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714822335961087,29.283542583612498,23.65566355678058,53.912267144395855
t2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012696720988357018,0.0,0.0,0.0,0.0,0.0,0.0,0.00025888904347704986,0.0002501261878163217,0.00025075832340655817,0.0002040046776886336,0.00024759549964501083,0.00012696720988357018,0.00012696720988357018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714820180402562,29.283617470052494,23.6556828920288,53.912374655483234
t2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012749394799021346,0.0,0.0,0.0,0.0,0.0,0.0,0.00025698796179689096,0.0002505359458965454,0.00025101504016226695,0.00020372329124768434,0.0002479009610160503,0.00012749394799021346,0.00012749394799021346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971480906149079,29.283687115613823,23.655678549612944,53.91243921641993
t2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001283685851824116,0.0,0.0,0.0,0.0,0.0,0.0,0.0002544904219699051,0.00025121321334717757,0.00025130882027274133,0.0002028068965677562,0.0002482490480046285,0.0001283685851824116,0.0001283685851824116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714802069917441,29.283731083408483,23.655669876871293,53.91247434142723
t2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012852225546705444,0.0,0.0,0.0,0.0,0.0,0.0,0.0002509856280244072,0.00025108182342478236,0.0002513175290732722,0.00020080101332075348,0.00024837227081304973,0.00012852225546705444,0.00012852225546705444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714799750225596,29.283748782393832,23.655663914860877,53.912480797308326
t2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001285808391252547,0.0,0.0,0.0,0.0,0.0,0.0,0.00024659748445600996,0.00025057136059875626,0.00025120994763292847,0.00019794392392077283,0.000248405303824711,0.0001285808391252547,0.0001285808391252547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714800988886023,29.28374426894215,23.655663182490674,53.91246802085924
t2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012904060613696126,0.0,0.0,0.0,0.0,0.0,0.0,0.00024145321516472066,0.00025023338151908454,0.00025138861962902323,0.00019453394383740628,0.0002487401672742392,0.00012904060613696126,0.00012904060613696126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714797384709762,29.28371949247179,23.65566712702393,53.91243982911253
t2620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013403516438122883,0.0,0.0,0.0,0.0,0.0,0.0,0.00023929695642681202,0.0002551527397680056,0.0002561135154650077,0.00019427798433582994,0.0002538594579839231,0.00013403516438122883,0.00013403516438122883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714805724741303,29.28367176558014,23.655674671033207,53.91242781523461
t2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001298665192173708,0.0,0.0,0.0,0.0,0.0,0.0,0.00022539410984081607,0.0002475296894075218,0.0002513172064339273,0.00018340328045649614,0.00024902416453907413,0.0001298665192173708,0.0001298665192173708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714799721525041,29.28360243224138,23.65567268213869,53.9123013545409
t2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012777320026527693,0.0,0.0,0.0,0.0,0.0,0.0,0.000209357073487258,0.00024050379164533385,0.00024859638217146956,0.0001718412111375947,0.00024660380828322374,0.00012777320026527693,0.00012777320026527693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714804102849622,29.283538644712355,23.655643212574887,53.91216248943972
t2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.719006331149914e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.00014643075451841858,0.00016382477684194108,0.00016610834520677722,0.00014255052592626832,0.0001843819149994434,6.719006331149914e-5,6.719006331149914e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971481450071798,26.42702097727023,23.65555063869781,51.05505793254727
t2624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028536537977970914,0.0,0.0,0.0,0.0,0.0,0.0,0.0007286561370001154,0.0007965948947020288,0.0008052090651432851,0.001834585484511448,0.0019931898788526884,0.00028536537977970914,0.00028536537977970914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5587240088080505,10.48326604627076,10.1483137466349,21.19731813331326
t2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002010037739145045,0.0,0.0,0.0,0.0,0.0,0.0,0.0005866985171302052,0.0006422686204189802,0.0006500206312901497,0.008522910358458704,0.9676554342113796,0.0002010037739145045,0.0002010037739145045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12420518858902094,4.219331984092395,0.9083104888500168,6.230508005191853
t2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017189907054386052,0.0,0.0,0.0,0.0,0.0,0.0,0.006247658944582361,0.027657323910816902,0.17942163364169617,0.01109032675873648,2.3302139886308524,0.0017189907054386052,0.0017189907054386052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060469917185796924,3.259997637307619,0.9081217989061466,6.788377257402563
t2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008803247587959136,0.0,0.0,0.0,0.0,0.0,0.0,0.00874401521025648,0.04123625243504653,2.6496728653676564,0.011170592430011573,2.330348388373951,0.008803247587959136,0.008803247587959136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047353908899666,3.3277086370801974,0.9080678130315278,9.363831845781522
t2628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.664959402490194,0.0,0.0,0.0,0.0,0.0,0.0,0.008695817993826927,0.04352057220425188,2.6523354531732313,0.011182403213445807,2.330372006290141,6.664959402490194,6.664959402490194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047412666969368,3.3730101982233993,0.9080577282656966,29.382526513504267
t2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.977975307922334,0.0,0.0,0.0,0.0,0.0,0.0,0.010190042735959665,0.04460222395206616,2.653345994138495,0.011204319986517393,2.3304035773253493,14.977975307922334,14.977975307922334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047510734092201,3.0560185032602956,0.9080392205222131,54.00820491302882
t2630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.977626351788928,0.0,0.0,0.0,0.0,0.0,0.0,0.009835102700783258,0.04457065300563081,2.653335353198629,0.011201830753195847,2.330403534441405,14.977626351788928,14.977626351788928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060474879616046084,3.2369218702187106,0.9080408356983609,54.187663114999545
t2631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.977884232994787,0.0,0.0,0.0,0.0,0.0,0.0,0.009956767324702862,0.044671576073384775,2.6534316184755347,0.01120495405100444,2.3304089462265787,14.977884232994787,14.977884232994787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047479985625324,4.12555902727835,0.9080440777966643,55.07740446606684
t2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.973129977920655,0.0,0.0,0.0,0.0,0.0,0.0,0.00903353167672772,0.04433108244304117,2.653139300464287,0.011193468032045859,2.3303961154408825,14.973129977920655,14.973129977920655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06047396097219334,4.447496177149721,0.9080565190231715,55.38351008896404
