BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell
t4035,47.62233560856472,2.1765630006863326,-0.0015532464766916587,0.0,0.0,0.0,5.988736092703686e-7,49.99994133442207,-0.0,-102.0,56.11344442929456,-53.91071310432108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994133442207,-0.0,-0.0,0.0,0.0,0.0,49.99994133442207
t4036,46.160636114170536,3.6382276368884496,-0.001521588777336492,0.0,0.0,0.0,5.988853077456561e-7,49.99994233938393,-0.0,-102.0,56.113406715338634,-53.91067319484572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994233938393,-0.0,-0.0,0.0,0.0,0.0,49.99994233938393
t4037,36.16426397576612,11.634562463018135,-0.001482411294185102,0.0,0.0,0.0,5.98889831689233e-7,49.99994057270424,-0.0,-100.0,56.11333003985696,-53.910594924688084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994057270424,-0.0,-0.0,0.0,0.0,0.0,49.99994057270424
t4038,40.54757232363856,15.250824277372645,-0.0010463457690241013,0.0,0.0,0.0,5.988846835498421e-7,49.999936168233,-0.0,-108.0,56.11325534403133,-53.910522052245796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999936168233,-0.0,-0.0,0.0,0.0,0.0,49.999936168233
t4039,46.66452114913923,0.0008648427474250212,-2.5425855065763994,0.0,0.0,0.0,5.941282347084622e-7,35.71186760287037,-0.0,-122.0,78.77998869158411,-36.61463480235881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.71186760287037,-0.0,-0.0,0.0,0.0,0.0,35.71186760287037
t4040,80.96230552707567,0.0008294666823180728,-49.98837881492675,0.0,0.0,0.0,5.931442555154336e-7,-28.955648602945804,-0.0,-125.0,133.9063943767339,-10.925479974269669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.955648602945804,-0.0,-0.0,0.0,0.0,28.955648602945804,0.0
t4041,95.0621446342157,0.0006049936640869187,-49.994418155925025,0.0,0.0,0.0,5.926178861765021e-7,-69.90529089293629,-0.0,-127.0,155.16780358114158,-3.330822181310849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.90529089293629,-0.0,-0.0,0.0,0.0,69.90529089293629,0.0
t4042,100.26214221479871,0.0006482227753455408,-49.99418290371672,0.0,0.0,0.0,5.927054384303155e-7,-66.37538542025626,-0.0,-136.0,155.3682701193976,-3.261470254357872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.37538542025626,-0.0,-0.0,0.0,0.0,66.37538542025626,0.0
t4043,104.361048657482,0.0008578284622636204,-49.99171025176351,0.0,0.0,0.0,5.930204531676493e-7,-70.47707627988821,-0.0,-136.0,155.36843666913597,-3.2615346451027136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.47707627988821,-0.0,-0.0,0.0,0.0,70.47707627988821,0.0
t4044,104.4107401824925,0.0015622384616030911,-25.030815292159325,0.0,0.0,0.0,5.933833558614922e-7,-75.31735006821047,-0.0,-156.0,155.2415055571276,-3.305620640017352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31735006821047,-0.0,-0.0,0.0,0.0,75.31735006821047,0.0
t4045,101.3120096035058,0.002478376811602578,-5.040002682740826,0.0,0.0,0.0,5.937727350516334e-7,-85.35848104323422,-0.0,-163.0,155.35149909094304,-3.2674813680743435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.35848104323422,-0.0,-0.0,0.0,0.0,85.35848104323422,0.0
t4046,103.51162535012394,0.0026954896532072415,-5.022326649595545,0.0,0.0,0.0,5.940109140756577e-7,-71.5442204294192,-0.0,-179.0,155.32788093042439,-3.27563271442865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5442204294192,-0.0,-0.0,0.0,0.0,71.5442204294192,0.0
t4047,101.63966309310936,0.00314841998943826,-2.3448698147941345,0.0,0.0,0.0,5.943898570529192e-7,-59.40556341907461,-0.0,-192.0,155.3691078649336,-3.261464167958957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.40556341907461,-0.0,-0.0,0.0,0.0,59.40556341907461,0.0
t4048,113.06542672177962,0.0035238421390417036,-0.9799003706402677,0.0,0.0,0.0,5.948262058535651e-7,-63.1971301625975,-0.0,-201.0,155.3694562483417,-3.2613543033748957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1971301625975,-0.0,-0.0,0.0,0.0,63.1971301625975,0.0
t4049,116.9417097876264,0.003061853432260772,-0.010404969148636617,0.0,0.0,0.0,5.951887711927707e-7,-66.52085237495865,-0.0,-202.0,154.98202550741541,-3.395517829095021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.52085237495865,-0.0,-0.0,0.0,0.0,66.52085237495865,0.0
t4050,112.81729880553385,0.00395716131903019,-0.0032439835961032126,0.0,0.0,0.0,5.971349972496016e-7,-61.18240867679416,-0.0,-199.0,151.84256067557476,-4.47814200867136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.18240867679416,-0.0,-0.0,0.0,0.0,61.18240867679416,0.0
t4051,98.59254152861206,0.005212729571411612,-0.002387074636313209,0.0,0.0,0.0,5.981620562839055e-7,-5.884585132209656,-0.0,-199.0,121.84632141355681,-15.557081492555628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.884585132209656,-0.0,-0.0,0.0,0.0,5.884585132209656,0.0
t4052,73.17062747167691,49.99704202590546,-0.00033044281719555853,0.0,0.0,0.0,6.019675127895363e-7,37.69507855216118,-0.0,-191.0,71.42219184897749,-41.28458861605161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.69507855216118,-0.0,-0.0,0.0,0.0,0.0,37.69507855216118
t4053,81.79679831298422,49.99899439833602,-0.00012826904741701853,0.0,0.0,0.0,6.081206204071005e-7,49.99996353696782,-0.0,-184.0,56.11455183177348,-53.91016179919187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99996353696782,-0.0,-0.0,0.0,0.0,0.0,49.99996353696782
t4054,79.41482095321216,39.38419890390868,-0.0015726887487811617,0.0,0.0,0.0,5.98929923969999e-7,49.99984081329406,-0.0,-171.0,56.113402517473105,-53.910672477950556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99984081329406,-0.0,-0.0,0.0,0.0,0.0,49.99984081329406
t4055,74.51126872739017,20.287695074256398,-0.0015662728488099245,0.0,0.0,0.0,5.989177723654925e-7,49.999892675865595,-0.0,-147.0,56.113443445630026,-53.91071562877172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999892675865595,-0.0,-0.0,0.0,0.0,0.0,49.999892675865595
t4056,64.02897318308473,3.7699842187934527,-0.0015678775599238513,0.0,0.0,0.0,5.988993131879226e-7,49.99990492960178,-0.0,-120.0,56.11346419938958,-53.910740631406924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99990492960178,-0.0,-0.0,0.0,0.0,0.0,49.99990492960178
t4057,53.9569856473612,5.841931745328948,-0.0015499523089273957,0.0,0.0,0.0,5.989066562232573e-7,49.99992610622206,-0.0,-112.0,56.11347640754224,-53.910751932142944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992610622206,-0.0,-0.0,0.0,0.0,0.0,49.99992610622206
t4058,43.95641278726355,2.8424930199247727,-0.0015444482322206428,0.0,0.0,0.0,5.98899135623783e-7,49.99993629089467,-0.0,-99.0,56.11346163912101,-53.91074126678731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993629089467,-0.0,-0.0,0.0,0.0,0.0,49.99993629089467
t4059,38.38445942395735,6.414410751560001,-0.001518004267402793,0.0,0.0,0.0,5.989089794005159e-7,49.999942499501614,-0.0,-97.0,56.11343875347692,-53.910715402026895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999942499501614,-0.0,-0.0,0.0,0.0,0.0,49.999942499501614
t4060,32.16138645610363,7.6374614146369435,-0.0014963298707601456,0.0,0.0,0.0,5.989085588617227e-7,49.99994373394323,-0.0,-92.0,56.11338934996671,-53.9106666025106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994373394323,-0.0,-0.0,0.0,0.0,0.0,49.99994373394323
t4061,26.28789262366757,16.510925478531384,-0.001462127667955285,0.0,0.0,0.0,5.989077985679467e-7,49.99994123061196,-0.0,-95.0,56.11330242033648,-53.9105799100674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994123061196,-0.0,-0.0,0.0,0.0,0.0,49.99994123061196
t4062,34.709173057285724,12.089183839780873,-0.000993402929612835,0.0,0.0,0.0,5.988952442178344e-7,49.99993725841571,-0.0,-99.0,56.113213016054154,-53.91049405323578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993725841571,-0.0,-0.0,0.0,0.0,0.0,49.99993725841571
t4063,46.214288811306886,0.0008397541542335383,-4.985224545013188,0.0,0.0,0.0,5.93874495674696e-7,26.08977775734143,-0.0,-112.0,80.30097470068593,-35.62063450068145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.08977775734143,-0.0,-0.0,0.0,0.0,0.0,26.08977775734143
t4064,81.21174423194064,0.0010473730892912,-49.98258319232342,0.0,0.0,0.0,5.932081622552061e-7,-34.619308719728544,-0.0,-119.0,133.47540466129013,-11.086282375901833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.619308719728544,-0.0,-0.0,0.0,0.0,34.619308719728544,0.0
t4065,96.86067351838788,0.0009004277310037941,-49.99007376240788,0.0,0.0,0.0,5.929653336307741e-7,-84.79764809212617,-0.0,-113.0,154.48907191315104,-3.5629020260462396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.79764809212617,-0.0,-0.0,0.0,0.0,84.79764809212617,0.0
t4066,103.01050003915876,0.0009261352274557615,-49.99059897689985,0.0,0.0,0.0,5.929802820833043e-7,-91.12768432742226,-0.0,-114.0,155.36844473353008,-3.26156562493314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.12768432742226,-0.0,-0.0,0.0,0.0,91.12768432742226,0.0
t4067,105.11028394870837,0.0010505799390138535,-49.98915239390486,0.0,0.0,0.0,5.930781030659062e-7,-88.22907320294732,-0.0,-119.0,155.3684758628968,-3.261562816195663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.22907320294732,-0.0,-0.0,0.0,0.0,88.22907320294732,0.0
t4068,104.61028703840903,0.0016834789220218685,-25.033688085469088,0.0,0.0,0.0,5.933245316427943e-7,-102.68526740493024,-0.0,-129.0,155.36857870180071,-3.2615717506168203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.68526740493024,-0.0,-0.0,0.0,0.0,102.68526740493024,0.0
t4069,103.61052567892476,0.0021981198223335182,-5.043678455230831,0.0,0.0,0.0,5.935397264845729e-7,-101.60360091799413,-0.0,-149.0,155.3147012375632,-3.2801236854534723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.60360091799413,-0.0,-0.0,0.0,0.0,101.60360091799413,0.0
t4070,103.7108651992548,0.0029787718032651504,-2.588598438115808,0.0,0.0,0.0,5.938561767908165e-7,-88.232485724386,-0.0,-165.0,155.36878968707543,-3.2615275185308006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.232485724386,-0.0,-0.0,0.0,0.0,88.232485724386,0.0
t4071,100.7632789004541,0.0033910077334668547,-2.3439594782752016,0.0,0.0,0.0,5.941883998407633e-7,-70.35610082043942,-0.0,-180.0,155.23965977660148,-3.3062474095071175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.35610082043942,-0.0,-0.0,0.0,0.0,70.35610082043942,0.0
t4072,100.68636537175388,0.003940895664640014,-0.9788472401631634,0.0,0.0,0.0,5.94565701701489e-7,-57.81922255462583,-0.0,-194.0,155.3692217365737,-3.261436233201064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.81922255462583,-0.0,-0.0,0.0,0.0,57.81922255462583,0.0
t4073,111.30983074723164,0.003089374982277118,-0.0157308211395744,0.0,0.0,0.0,5.947439561971819e-7,-60.96998590677411,-0.0,-202.0,155.04613719825426,-3.3733186168379494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96998590677411,-0.0,-0.0,0.0,0.0,60.96998590677411,0.0
t4074,110.19362515208834,0.0036377758524860225,-0.004612089939465362,0.0,0.0,0.0,5.960421846320336e-7,-50.46192794068113,-0.0,-205.0,150.2943047084342,-5.025005631376296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.46192794068113,-0.0,-0.0,0.0,0.0,50.46192794068113,0.0
t4075,99.87659704565189,0.0037329500135469536,-0.0031848127336670373,0.0,0.0,0.0,5.974672995452261e-7,-10.693889833034937,-0.0,-198.0,123.66103747572157,-14.844270852571487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.693889833034937,-0.0,-0.0,0.0,0.0,10.693889833034937,0.0
t4076,78.76210726890552,32.88844250990707,-0.0015148641315137392,0.0,0.0,0.0,5.989468617894396e-7,49.997050549508025,-0.0,-192.0,71.54985988533072,-41.19592450666035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.997050549508025,-0.0,-0.0,0.0,0.0,0.0,49.997050549508025
t4077,90.7963835050552,49.99927154706545,-9.602495314925663e-5,0.0,0.0,0.0,6.118526727086393e-7,49.9999772677308,-0.0,-193.0,56.1146708286994,-53.910189115628654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9999772677308,-0.0,-0.0,0.0,0.0,0.0,49.9999772677308
t4078,81.19696736710769,25.60202136869184,-0.001535911767787936,0.0,0.0,0.0,5.989143232831927e-7,49.99984810832415,-0.0,-159.0,56.11334983998884,-53.910632750980376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99984810832415,-0.0,-0.0,0.0,0.0,0.0,49.99984810832415
t4079,71.91665014591892,18.882282022918837,-0.0015318538029984036,0.0,0.0,0.0,5.988994931508565e-7,49.99990137502851,-0.0,-143.0,56.11341136306051,-53.910695031529826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99990137502851,-0.0,-0.0,0.0,0.0,0.0,49.99990137502851
t4080,58.02688910026959,9.77203492266275,-0.001528769336623712,0.0,0.0,0.0,5.988862615790066e-7,49.99990778692876,-0.0,-120.0,56.113440476721806,-53.91072549533051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99990778692876,-0.0,-0.0,0.0,0.0,0.0,49.99990778692876
t4081,45.17172424090323,6.627174172239792,-0.0015235189290444498,0.0,0.0,0.0,5.988791340334145e-7,49.99992952885067,-0.0,-104.0,56.113450174744074,-53.91073657567152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992952885067,-0.0,-0.0,0.0,0.0,0.0,49.99992952885067
t4082,35.495893477747714,10.302982868333618,-0.0015098307242768561,0.0,0.0,0.0,5.988889155870464e-7,49.99993762841134,-0.0,-98.0,56.113443417614235,-53.91072953917415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993762841134,-0.0,-0.0,0.0,0.0,0.0,49.99993762841134
t4083,30.168381410406933,12.630476171885114,-0.0014945565587468211,0.0,0.0,0.0,5.988928371405229e-7,49.99994142997887,-0.0,-95.0,56.11341892515545,-53.910705358623275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994142997887,-0.0,-0.0,0.0,0.0,0.0,49.99994142997887
t4084,25.781891285800977,14.01694558969146,-0.0014747898084686096,0.0,0.0,0.0,5.98897394283584e-7,49.99994298085455,-0.0,-92.0,56.11337206632676,-53.91065911058507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99994298085455,-0.0,-0.0,0.0,0.0,0.0,49.99994298085455
t4085,22.149393794933506,20.649415343520612,-0.001443565847535292,0.0,0.0,0.0,5.98892756007946e-7,49.999941750116335,-0.0,-95.0,56.11329118541665,-53.9105787927124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999941750116335,-0.0,-0.0,0.0,0.0,0.0,49.999941750116335
t4086,33.39016263688302,13.40814414184685,-0.0009335661269896323,0.0,0.0,0.0,5.988797738825891e-7,49.99993765261947,-0.0,-99.0,56.11321138357604,-53.9105025334119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993765261947,-0.0,-0.0,0.0,0.0,0.0,49.99993765261947
t4087,46.86253596447185,0.0008746187921041903,-2.356025193986022,0.0,0.0,0.0,5.93577073587712e-7,22.173863961691904,-0.0,-109.0,78.8928208177594,-36.574048190597736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.173863961691904,-0.0,-0.0,0.0,0.0,0.0,22.173863961691904
t4088,81.61035172934648,0.0013814147644446752,-5.045052463100604,0.0,0.0,0.0,5.928799593044178e-7,-82.28009784984718,-0.0,-113.0,130.83089308066582,-12.117453933053971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.28009784984718,-0.0,-0.0,0.0,0.0,82.28009784984718,0.0
t4089,96.65990011726828,0.0011419849702218625,-49.98497089692452,0.0,0.0,0.0,5.92458082729006e-7,-90.97049213704537,-0.0,-107.0,154.7628932009472,-3.4684502899384473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.97049213704537,-0.0,-0.0,0.0,0.0,90.97049213704537,0.0
t4090,103.05950554892506,0.0007652602824675678,-49.993308398115886,0.0,0.0,0.0,5.920494373102056e-7,-99.17355880230791,-0.0,-106.0,155.36793247780417,-3.261314106888485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17355880230791,-0.0,-0.0,0.0,0.0,99.17355880230791,0.0
t4091,104.80936028605873,0.0008226968436174772,-49.99284191558414,0.0,0.0,0.0,5.921148406958373e-7,-110.92395451898847,-0.0,-96.0,155.36799069939036,-3.261355267952089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.92395451898847,-0.0,-0.0,0.0,0.0,110.92395451898847,0.0
t4092,104.50924743264373,0.0011690759642155196,-49.98856382256746,0.0,0.0,0.0,5.924006336206324e-7,-87.62854153521513,-0.0,-119.0,155.36811089048058,-3.261400062132114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.62854153521513,-0.0,-0.0,0.0,0.0,87.62854153521513,0.0
t4093,103.35915792578463,0.001986427820141574,-25.025359400847847,0.0,0.0,0.0,5.926432634167358e-7,-98.44254164102429,-0.0,-132.0,155.36820185791595,-3.2614231908918474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.44254164102429,-0.0,-0.0,0.0,0.0,98.44254164102429,0.0
t4094,103.25946476391394,0.0027593445832274225,-5.0415315065960105,0.0,0.0,0.0,5.928990302318349e-7,-112.32753025338852,-0.0,-138.0,155.36833632108625,-3.2614766911784505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.32753025338852,-0.0,-0.0,0.0,0.0,112.32753025338852,0.0
t4095,101.80989532239629,0.003507359628009355,-2.5194627265711578,0.0,0.0,0.0,5.932343446697462e-7,-96.25004761173543,-0.0,-155.0,155.25644465357234,-3.300315019433093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.25004761173543,-0.0,-0.0,0.0,0.0,96.25004761173543,0.0
t4096,100.67599128912896,0.0040923115838855445,-0.988075903778264,0.0,0.0,0.0,5.93713978375883e-7,-84.538088604041,-0.0,-167.0,155.17521590928908,-3.3291130249662997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.538088604041,-0.0,-0.0,0.0,0.0,84.538088604041,0.0
t4097,103.50217742994171,0.004138648584874407,-0.008785896663381289,0.0,0.0,0.0,5.943251941701239e-7,-76.43102827510782,-0.0,-179.0,155.23976793711284,-3.3062523792224825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.43102827510782,-0.0,-0.0,0.0,0.0,76.43102827510782,0.0
t4098,97.8625140762346,0.0037950401283156432,-0.005399915286765331,0.0,0.0,0.0,5.953886237253067e-7,-62.17041555211735,-0.0,-178.0,148.09576482370048,-5.786236497265184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.17041555211735,-0.0,-0.0,0.0,0.0,62.17041555211735,0.0
t4099,80.0732299375614,0.0037545040503325455,-0.0032573073774367412,0.0,0.0,0.0,5.973025651800456e-7,-1.4273491673267185,-0.0,-180.0,118.4018110020387,-17.04816699549297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4273491673267185,-0.0,-0.0,0.0,0.0,1.4273491673267185,0.0
t4100,51.13596925659515,49.9796148767262,-0.001085200201538687,0.0,0.0,0.0,5.992888961939963e-7,41.558230573008046,-0.0,-172.0,70.93768913137401,-41.610397794716114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.558230573008046,-0.0,-0.0,0.0,0.0,0.0,41.558230573008046
t4101,56.79636392950756,49.99928872774716,-9.337846020166676e-5,0.0,0.0,0.0,6.119072252061982e-7,49.999975683803314,-0.0,-159.0,56.114537385047825,-53.91005433928082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999975683803314,-0.0,-0.0,0.0,0.0,0.0,49.999975683803314
t4102,63.33552973452143,30.463482716427553,-0.0015506169479104655,0.0,0.0,0.0,5.988971122601529e-7,49.999842597982074,-0.0,-146.0,56.1133404213738,-53.9106268318008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999842597982074,-0.0,-0.0,0.0,0.0,0.0,49.999842597982074
t4103,64.65057752086575,25.14836346617747,-0.0015445997816825384,0.0,0.0,0.0,5.989025435232557e-7,49.99990879130555,-0.0,-142.0,56.11341927480603,-53.910706431768816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99990879130555,-0.0,-0.0,0.0,0.0,0.0,49.99990879130555
t4104,57.67928551151768,11.119645592859559,-0.0015401400178552435,0.0,0.0,0.0,5.988982830332328e-7,49.99991134426883,-0.0,-121.0,56.11345965595389,-53.910748454489635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99991134426883,-0.0,-0.0,0.0,0.0,0.0,49.99991134426883
t4105,50.093936576442985,9.704979481375554,-0.001530746270372965,0.0,0.0,0.0,5.989035126683248e-7,49.9999224904424,-0.0,-112.0,56.113471254837606,-53.9107610348223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.9999224904424,-0.0,-0.0,0.0,0.0,0.0,49.9999224904424
t4106,42.33814186428872,3.4607764703195345,-0.0015265471984782916,0.0,0.0,0.0,5.988954142751426e-7,49.99992001419322,-0.0,-98.0,56.11345666285662,-53.91075044225791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99992001419322,-0.0,-0.0,0.0,0.0,0.0,49.99992001419322
t4107,34.90211239498472,2.8967774785856166,-0.001514743870076874,0.0,0.0,0.0,5.988897702615747e-7,49.99993912913592,-0.0,-90.0,56.11342772819597,-53.91072396471759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.99993912913592,-0.0,-0.0,0.0,0.0,0.0,49.99993912913592
t4108,29.18486573210085,7.613989398579216,-0.0014863049683085123,0.0,0.0,0.0,5.988961123471203e-7,49.999942565978216,-0.0,-89.0,56.11338371493599,-53.910677084304226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999942565978216,-0.0,-0.0,0.0,0.0,0.0,49.999942565978216
t4109,23.82149828695925,13.977327549637891,-0.0014540125752515913,0.0,0.0,0.0,5.98893108053671e-7,49.999941922251494,-0.0,-90.0,56.11329351172707,-53.910587542506576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999941922251494,-0.0,-0.0,0.0,0.0,0.0,49.999941922251494
t4110,33.38386752916272,10.414470647780991,-0.0009574347226201837,0.0,0.0,0.0,5.988818528176101e-7,49.999937662356565,-0.0,-96.0,56.11319288270127,-53.91049157185417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.999937662356565,-0.0,-0.0,0.0,0.0,0.0,49.999937662356565
t4111,44.61366813239262,0.0008165690385452176,-2.3680793153910553,0.0,0.0,0.0,5.935214915848278e-7,21.799557870639696,-0.0,-107.0,79.19372727624958,-36.23966855471541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.799557870639696,-0.0,-0.0,0.0,0.0,0.0,21.799557870639696
t4112,78.91198962037261,0.0011982687133418974,-5.046936887324751,0.0,0.0,0.0,5.927131441852359e-7,-81.96339250971468,-0.0,-112.0,131.80765554681508,-11.710496571704681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.96339250971468,-0.0,-0.0,0.0,0.0,81.96339250971468,0.0
t4113,94.66112772500735,0.0010168265881931957,-49.98724906385575,0.0,0.0,0.0,5.922135723466214e-7,-87.1262680378442,-0.0,-106.0,152.6482441889213,-4.196849659281765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1262680378442,-0.0,-0.0,0.0,0.0,87.1262680378442,0.0
t4114,100.0609387148363,0.0007702043064402105,-49.99312234328901,0.0,0.0,0.0,5.919268790290582e-7,-93.21612775767427,-0.0,-106.0,153.17303109564557,-4.025467934003142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.21612775767427,-0.0,-0.0,0.0,0.0,93.21612775767427,0.0
t4115,102.96065359524704,0.0008466762325864015,-49.992486159933506,0.0,0.0,0.0,5.920043927760811e-7,-108.07559314948757,-0.0,-97.0,155.36790355621574,-3.261302538408951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.07559314948757,-0.0,-0.0,0.0,0.0,108.07559314948757,0.0
t4116,102.2600695397105,0.0011672427045381223,-49.98829652098051,0.0,0.0,0.0,5.922199467456755e-7,-95.94442153959159,-0.0,-108.0,155.04475153197671,-3.3732482743174588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.94442153959159,-0.0,-0.0,0.0,0.0,95.94442153959159,0.0
t4117,100.66031843963971,0.001884259773017605,-25.03334949546729,0.0,0.0,0.0,5.923910369335443e-7,-109.21334994722105,-0.0,-118.0,154.98019721316547,-3.3956784906931237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.21334994722105,-0.0,-0.0,0.0,0.0,109.21334994722105,0.0
