Resource,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_Reciprocating_Engine_candidate,Total
t4744,6.370706865434829e-8,5.959256217239796e-7,1.3309794319997451e-5,1.3969427010375779e-5
t4745,5.729461272815123e-8,5.669234980116514e-7,1.1148406369400419e-5,1.1772624480140222e-5
t4746,5.1429173334224235e-8,5.199554253377909e-7,9.182454066399705e-6,9.75383866507172e-6
t4747,4.961672946414742e-8,4.70575943805258e-7,8.17214081614604e-6,8.692333489415446e-6
t4748,5.310786690625409e-8,4.058260815676349e-7,7.46085477482353e-6,7.91978872329742e-6
t4749,7.574134935115576e-8,4.1273929506454413e-7,8.685654277008913e-6,9.174134921424612e-6
t4750,0.0019134237366737145,1.6654314899659877e-6,9.1553268576921e-5,0.0020066424367406015
t4751,0.0021935952546734746,1.3686890452134386e-6,5.556022375098289e-5,0.0022505241674696712
t4752,0.0025645712514521146,1.0960979359538195e-6,4.270861579804328e-5,0.002608375965186112
t4753,0.0030662047814312182,9.648693992165191e-7,3.325174154379957e-5,0.0031004213923742346
t4754,0.003782917686243195,9.003943257604741e-7,2.9490984809212505e-5,0.0038133090653781677
t4755,0.0045903777489709205,8.741338534866356e-7,2.904465200596331e-5,0.00462029653483037
t4756,0.0054145055229488,8.77787053782159e-7,3.1670754748448046e-5,0.00544705406475103
t4757,0.006933352858994534,9.158931014151094e-7,3.986208339497742e-5,0.006974130835490927
t4758,0.011276589823239353,1.0142516959551448e-6,6.86910245391171e-5,0.011346295099474425
t4759,0.041965691534737885,1.2807397846231378e-6,2.7496604866258267,2.7916274589003494
t4760,9.363070348122928e-7,1.0348351450752993e-6,0.0007796877705665592,0.0007816589127464467
t4761,3.18299111100409e-7,8.031003815748824e-7,6.672950611806796e-5,6.785090561074325e-5
t4762,1.9206554511590895e-7,7.047300513497283e-7,3.427102309204959e-5,3.516781868851523e-5
t4763,1.3942153492282635e-7,6.611893028142478e-7,2.5401144672095707e-5,2.620175550983278e-5
t4764,1.105353278232287e-7,6.401161274644202e-7,2.130087257601745e-5,2.2051524031305097e-5
t4765,9.224242024045717e-8,6.283280054229799e-7,1.8784737299053033e-5,1.950530772471647e-5
t4766,7.958567813562172e-8,6.194988407360336e-7,1.6828826328936888e-5,1.7527910847808544e-5
t4767,7.025948514803188e-8,6.095303874806542e-7,1.499659198253976e-5,1.5676381855168447e-5
t4768,6.295540032741102e-8,5.93203531349541e-7,1.3053978790049796e-5,1.3710137721726748e-5
t4769,5.6778287433259526e-8,5.630849715968011e-7,1.0921418921695806e-5,1.1541282180725867e-5
t4770,5.141031862990516e-8,5.209285191359881e-7,9.113797556486027e-6,9.686136394251921e-6
t4771,4.9759555772043966e-8,4.731316077236704e-7,8.15959247638247e-6,8.682483639878184e-6
t4772,5.328000937165477e-8,4.065016656312925e-7,7.426734438341907e-6,7.886516113344853e-6
t4773,7.599551353986513e-8,4.128369183794494e-7,8.643279496724527e-6,9.132111928643842e-6
t4774,0.003378566754709866,1.6594236920487509e-6,8.848823418960054e-5,0.0034687144125915156
t4775,0.003893515894213714,1.3645045996442732e-6,5.727168597381728e-5,0.003952152084787176
t4776,0.004637469424985189,1.0934941834914838e-6,4.6666273996389376e-5,0.004685229193165071
t4777,0.005305867004169348,9.620324279817248e-7,3.805157224806103e-5,0.0053448806088453905
t4778,0.006106083280208178,8.968322988504758e-7,3.229736818033721e-5,0.006139277480687366
t4779,0.00717896463059285,8.693538916412667e-7,3.107156731761608e-5,0.007210905551802108
t4780,0.007657009462596027,8.703487225802735e-7,3.335020928898201e-5,0.007691230020607589
t4781,0.00938359451754165,9.031065048678801e-7,4.1362608457959325e-5,0.009425860232504477
t4782,0.015267528778869385,9.886057682070484e-7,6.930559742300198e-5,0.015337822982060594
t4783,0.05882294126536931,1.2088150006486762e-6,0.3793602352733289,0.43818438535369886
t4784,1.6594368143416097e-6,1.1199063677419369e-6,2.371042899648068,2.3710456789912504
t4785,3.600869745524563e-7,8.299263525832974e-7,7.812067459099296e-5,7.931068791812871e-5
t4786,2.0328605686853165e-7,7.159085691591533e-7,3.623459694099266e-5,3.715379156702035e-5
t4787,1.4363558687663e-7,6.665933744088683e-7,2.6104594279047277e-5,2.6914823240332776e-5
t4788,1.1203085446243253e-7,6.417219986967697e-7,2.151348122833382e-5,2.2267234081493022e-5
t4789,9.265649085028026e-8,6.286344938925974e-7,1.8822474889876914e-5,1.9543765874619792e-5
t4790,7.96042156744553e-8,6.206112738961729e-7,1.6846600125387025e-5,1.7546815614957653e-5
t4791,7.000204917451596e-8,6.099293391323402e-7,1.496145597948013e-5,1.5641387367786988e-5
t4792,6.244307584931385e-8,5.901580300977719e-7,1.292664894052464e-5,1.3579250046471725e-5
t4793,5.625422924993941e-8,5.59157448722267e-7,1.0782021245007568e-5,1.1397432922979774e-5
t4794,5.1000709232917e-8,5.177635372919277e-7,9.106118026990432e-6,9.674882273515277e-6
t4795,4.989354688587851e-8,4.6595354462540625e-7,8.139491144798037e-6,8.655338236309321e-6
t4796,5.542955282780543e-8,4.1600491196752105e-7,7.796088704524792e-6,8.267523169320119e-6
t4797,8.157453178603079e-8,4.320161099159888e-7,9.372375999458646e-6,9.885966641160665e-6
t4798,0.0038272545619873065,1.5417560910744632e-6,9.189720729504649e-5,0.003920693525373427
t4799,0.004860683668588219,1.2986756637175115e-6,5.5174676342796714e-5,0.004917157020594733
t4800,0.006698931240690655,1.0650749489376241e-6,4.190734751633725e-5,0.00674190366315593
t4801,0.008076212843158001,9.491876388502268e-7,3.231187979868372e-5,0.008109473910595535
t4802,0.008856335828960343,8.928652154931377e-7,2.8970786864808786e-5,0.008886199481040646
t4803,0.009822360370509358,8.72552616607688e-7,2.8742704069553385e-5,0.009851975627195518
t4804,0.010121510732798843,8.819202723601347e-7,3.154697962280604e-5,0.010153939632694009
t4805,0.011187152742123532,9.281937741354695e-7,4.004567511478289e-5,0.011228126611012449
t4806,0.015338468360840567,1.0443234025587219e-6,7.0502941316651e-5,0.015410015625559777
t4807,0.039375762088444614,1.379401588669081e-6,2.750273769117049,2.7896509106070826
t4808,5.396247495068171e-7,9.238456484104382e-7,0.00019107029088250002,0.00019253376128041728
t4809,2.642354183635726e-7,7.650817556522165e-7,5.114932418738797e-5,5.217864136140376e-5
t4810,1.7471530471524519e-7,6.906960665076277e-7,3.121183109177743e-5,3.2077242463000305e-5
t4811,1.31629905913896e-7,6.544784079841847e-7,2.4244089290474632e-5,2.5030197604372714e-5
t4812,1.0653606287063106e-7,6.359003945914514e-7,2.075660515427581e-5,2.149904161173789e-5
t4813,9.020336962825713e-8,6.25775739996273e-7,1.857091246333762e-5,1.9286891572962148e-5
t4814,7.88343186732e-8,6.208447494480603e-7,1.6927583769739812e-5,1.7627262837861074e-5
t4815,7.003449541373112e-8,6.107614138563224e-7,1.5164939889902912e-5,1.5845735799172966e-5
t4816,6.30891389654363e-8,5.960279487962386e-7,1.329885910860043e-5,1.3957976196362105e-5
t4817,5.7156461910799146e-8,5.682524365246756e-7,1.1195564648164951e-5,1.1820973546600426e-5
t4818,5.1573985970726917e-8,5.237293808769319e-7,9.266347394078218e-6,9.841650760925876e-6
t4819,4.93124110842685e-8,4.677023470498027e-7,8.108320084520262e-6,8.625334842654334e-6
t4820,5.303123929703614e-8,4.0617284486476657e-7,7.4666145724626525e-6,7.925818656624456e-6
t4821,7.542062616235444e-8,4.1212628407258034e-7,8.669008215255739e-6,9.156555125490674e-6
t4822,0.0009998608830068144,1.6682485824019049e-6,9.180900741330379e-5,0.0010933381390025201
t4823,0.0011350061555086667,1.371206489553803e-6,5.566637431653461e-5,0.001192043736314755
t4824,0.0013155223893692278,1.0986076274778142e-6,4.2764926096947426e-5,0.001359385923093653
t4825,0.0015568241809787197,9.67654708184206e-7,3.3256589609176364e-5,0.0015910484252960803
t4826,0.0018964937147265691,9.041928255519555e-7,2.95989134445304e-5,0.0019269968209966514
t4827,0.002381183286946479,8.798135187599218e-7,2.9266727848827857e-5,0.0024113298283140665
t4828,0.003164137229994078,8.869353555691478e-7,3.209406494920972e-5,0.003197118230298857
t4829,0.004431800764782551,9.31669325613577e-7,4.0755281521615216e-5,0.004473487715629779
t4830,0.008425887288840335,1.0467897341488698e-6,7.195307922271216e-5,0.008498887157797196
t4831,0.017370240251893994,1.3784331815168737e-6,2.7502667407836627,2.767638359468738
t4832,5.843438612541576e-7,9.301534256445383e-7,0.0001948880115816571,0.00019640250886855578
t4833,2.914956353054662e-7,7.754216401968577e-7,5.342464559501638e-5,5.4491562870518706e-5
t4834,1.939441132167108e-7,7.015094758331693e-7,3.276229966403377e-5,3.365775325308365e-5
t4835,1.4462740936519292e-7,6.56722889284901e-7,2.4906575565990202e-5,2.5707925864640296e-5
t4836,1.1696578349113421e-7,6.353953104526063e-7,2.137216079415609e-5,2.212452188809983e-5
t4837,9.944408094728184e-8,6.262985968728083e-7,1.947939363698968e-5,2.0205136314809772e-5
t4838,8.722788725865024e-8,6.22559559290199e-7,1.8199541586038897e-5,1.8909329032587747e-5
t4839,7.766813018767055e-8,6.141656078800796e-7,1.680170869257537e-5,1.749354243064312e-5
t4840,7.001117079695183e-8,6.007106478405482e-7,1.5239574270635366e-5,1.5910296089272866e-5
t4841,6.364223752672847e-8,5.779569870274263e-7,1.3449435441109828e-5,1.4091034665663983e-5
t4842,5.7962558444024345e-8,5.373855533915292e-7,1.1343959951733112e-5,1.1939308063568665e-5
t4843,5.3513391819545596e-8,4.985862904430527e-7,9.677696436129985e-6,1.0229796118392582e-5
t4844,5.0470647518214975e-8,4.5239053886501237e-7,8.814709195527144e-6,9.317570381910371e-6
t4845,6.008817573540805e-8,5.247254166364895e-7,1.220238181240128e-5,1.2787195404773178e-5
t4846,7.902086966624767e-8,6.816386250503636e-7,2.28218969435282e-5,2.358255643824481e-5
t4847,8.878897337204901e-8,7.100179665450032e-7,2.6984987728985985e-5,2.7783794668903037e-5
t4848,9.818113395695191e-8,7.315782818633562e-7,2.9737095291526267e-5,3.056685470734658e-5
t4849,1.0645742843377251e-7,7.506572522363621e-7,2.9336842702234022e-5,3.0193957382904156e-5
t4850,1.365106963547016e-7,7.689095428570982e-7,2.5047134652373076e-5,2.5952554891584875e-5
t4851,1.4589479366931068e-7,7.90717957203454e-7,2.06427652882654e-5,2.1579378039138166e-5
t4852,1.6362329351648166e-7,8.207527152740923e-7,1.9132407354951832e-5,2.0116783363742406e-5
t4853,1.9761336206001742e-7,8.681682249117978e-7,1.962838472623759e-5,2.0694166313209402e-5
t4854,2.706708776907058e-7,9.503110150033364e-7,2.3211116300447725e-5,2.4432098193141768e-5
t4855,4.985372549048554e-7,1.1179336379003425e-6,3.749638800743062e-5,3.911285890023582e-5
t4856,0.02157060013049528,1.6093851475120795e-6,2.7491173924186816,2.7706896019343246
t4857,1.3588264903300375e-6,9.65560774445428e-7,0.0014625621358537112,0.0014648865231184868
t4858,3.1782208729103144e-7,7.628402719195571e-7,8.27795695289566e-5,8.38602318881672e-5
t4859,1.8524205537884004e-7,6.855372135596861e-7,3.593570454885129e-5,3.680648381778981e-5
t4860,1.326241430971747e-7,6.510785872410994e-7,2.5417350729463932e-5,2.6201053459802207e-5
t4861,1.041726494514997e-7,6.332177258202041e-7,2.0735346877353522e-5,2.1472737252625225e-5
t4862,8.628665534879664e-8,6.212092173718911e-7,1.7833598577204072e-5,1.854109444992476e-5
t4863,7.399150445594569e-8,6.095482576544014e-7,1.555439906100959e-5,1.6237938823119936e-5
t4864,6.483511279309053e-8,5.90661155035227e-7,1.335851943416502e-5,1.4014015701993339e-5
t4865,5.7687666971945193e-8,5.609387827588245e-7,1.1139497711207432e-5,1.1758124160938202e-5
t4866,5.156795599191543e-8,5.166121317630818e-7,9.160523813384017e-6,9.728703901139015e-6
t4867,4.909726740159094e-8,4.630040929125678e-7,8.021412185507092e-6,8.533513545821251e-6
t4868,5.281848981167273e-8,4.0404938824454654e-7,7.4155202381978105e-6,7.87238811625403e-6
t4869,7.570569724669537e-8,4.1397747857169214e-7,8.702262209693646e-6,9.191945385512034e-6
t4870,0.00102061887305039,1.672215331986029e-6,9.119241601310255e-5,0.0011134835043954787
t4871,0.0011892757678791113,1.3731964737130015e-6,5.57104171957148e-5,0.0012463593815485391
t4872,0.0013723570559021111,1.098359990147751e-6,4.3086424196263626e-5,0.0014165418400885223
t4873,0.0016075749690027457,9.66355356227028e-7,3.368440922610754e-5,0.0016422257335850805
t4874,0.001956771930113036,9.017216870337097e-7,2.9769384051650317e-5,0.0019874430358517202
t4875,0.00226567239848534,8.752690902067573e-7,2.9261729554401367e-5,0.002295809397129948
t4876,0.0027625387942129794,8.794171185328856e-7,3.1899580067974246e-5,0.0027953177913994866
t4877,0.003738649334732718,9.186501693033632e-7,4.021524678074519e-5,0.0037797832316827664
t4878,0.006658654331154455,1.0198072789567179e-6,6.981467594255337e-5,0.006729488814375966
t4879,0.05343935846029376,1.2975427995897467e-6,2.7499866695050774,2.8034273255081708
t4880,6.693800808315665e-7,9.78997252827221e-7,0.00044067925039066033,0.0004423276277243191
t4881,2.714660858466246e-7,7.878087607392739e-7,6.189999545134761e-5,6.295927029793351e-5
t4882,1.685255350747708e-7,6.98870562778561e-7,3.2839704765553705e-5,3.370710086340704e-5
t4883,1.2329429757284381e-7,6.568624550823433e-7,2.4069705231991748e-5,2.4849861984646935e-5
t4884,9.825763757227544e-8,6.362848921534131e-7,1.9836692453502186e-5,2.0571234983227873e-5
t4885,8.219382587560964e-8,6.214536181472964e-7,1.70170780911587e-5,1.7720725535181606e-5
t4886,7.099859388082021e-8,6.051975742344385e-7,1.4714025175090638e-5,1.5390221343205896e-5
t4887,6.286059704328831e-8,5.848152402270123e-7,1.262793233947964e-5,1.327560817674994e-5
t4888,5.666802469354146e-8,5.564719221636555e-7,1.0559196608867318e-5,1.1172336555724515e-5
t4889,5.141619691304084e-8,5.15397526061209e-7,9.06078504173433e-6,9.62759876470858e-6
t4890,5.213609069141043e-8,5.019385323575053e-7,8.912487616328541e-6,9.466562239377457e-6
t4891,5.82905281409657e-8,4.864481472942631e-7,9.285626209921313e-6,9.830364885356541e-6
t4892,7.420803321613794e-8,4.799800624536733e-7,1.040478251466084e-5,1.0958970610330652e-5
t4893,1.3367061146290065e-7,5.690245438419655e-7,1.540689308956308e-5,1.6109588244867945e-5
t4894,0.0009036642529453734,1.1366587715326788e-6,8.516810927003418e-5,0.0009899690209869403
t4895,0.0010538416441936373,1.0154743026528475e-6,5.282317090051459e-5,0.0011076802893968047
t4896,0.001241976728254749,9.158570411283753e-7,3.999514856639408e-5,0.0012828877338622714
t4897,0.001492468962195395,8.622867337441713e-7,3.125467422411418e-5,0.0015245859231532532
t4898,0.0018660548635305383,8.368571243732095e-7,2.8143545738020873e-5,0.0018950352663929324
t4899,0.0022223779708419908,8.315351598546019e-7,2.7894990302718516e-5,0.0022511044963045637
t4900,0.0027495806127734532,8.462068133011228e-7,3.0466412606058037e-5,0.0027808932321928123
t4901,0.003776367963621668,8.878971384830176e-7,3.8226810154115326e-5,0.0038154826709142662
t4902,0.006720002418794846,9.802201799245036e-7,6.486694949856004e-5,0.006785849588473331
t4903,0.042739592870503,1.2105659542814134e-6,2.7465749286446917,2.789315732081149
t4904,7.686478775788883e-7,1.0428047705170125e-6,0.003814038068752199,0.003815849521400295
t4905,2.4972467667474323e-7,8.099750809704072e-7,7.149943571519724e-5,7.25591354728424e-5
t4906,1.4681667622620322e-7,7.064860025566441e-7,3.040343149862186e-5,3.125673417740471e-5
t4907,1.0494930556805332e-7,6.605242078609915e-7,2.0171123516687676e-5,2.093659703011672e-5
t4908,8.187630063996194e-8,6.30075676901272e-7,1.5081848218770634e-5,1.5793800196311867e-5
t4909,6.787404705278106e-8,6.120508947601251e-7,1.1990385663527883e-5,1.2670310605340788e-5
t4910,5.783386429926661e-8,5.793223680154134e-7,9.558934452265276e-6,1.0196090684579956e-5
t4911,4.980727142848502e-8,5.400435789452094e-7,8.185230484760777e-6,8.775081335134472e-6
t4912,4.6646392547606455e-8,4.979750408588941e-7,7.498666843846238e-6,8.043288277252739e-6
t4913,4.718511749113035e-8,4.5077968418214754e-7,7.198778724666421e-6,7.696743526339698e-6
t4914,5.5324761363529965e-8,4.4716163088506925e-7,7.983912769150144e-6,8.486399161398743e-6
t4915,7.527372272427533e-8,4.7038839415834346e-7,9.617319804854166e-6,1.0162981921736785e-5
t4916,1.4941522735892097e-7,6.504671517020345e-7,1.5784163864479745e-5,1.65840462435407e-5
t4917,1.3324391141716423e-6,1.4325886165176437e-6,6.683760618730433e-5,6.960263391799362e-5
t4918,3.7909194237436672e-6,1.683400421069664e-6,0.00014217004425454502,0.00014764436409935835
t4919,2.5926438953590458e-5,1.153091785549917e-6,6.154225869469806e-5,8.862178943383844e-5
t4920,0.11364616416918447,9.216599626153558e-7,4.0004885031722095e-5,0.1136870907141788
t4921,0.004123117542580661,8.313980987779619e-7,3.1803325367893815e-5,0.004155752266047332
t4922,3.214449786347777e-5,8.074688513662484e-7,2.8878439074334457e-5,6.183040578917847e-5
t4923,3.2261048958630256e-5,8.118224257637773e-7,2.9108251038916444e-5,6.218112242331048e-5
t4924,3.257115673571064e-5,8.321704489364726e-7,3.2275151319436146e-5,6.567847850408326e-5
t4925,4.0057238180558595e-5,8.777554889144286e-7,4.120111344739396e-5,8.213610711686699e-5
t4926,6.86694543523324e-5,9.72077367938366e-7,7.158209364933761e-5,0.00014122362536960837
t4927,0.06845543275897532,1.2008255363502472e-6,2.7485812130451612,2.817037846629673
t4928,9.285047159520994e-7,1.054506542744763e-6,0.0017290437482620922,0.001731026759520789
t4929,2.776310520474772e-7,8.184662069653795e-7,7.006497924314447e-5,7.116107650215733e-5
t4930,1.5932470161379256e-7,7.094392883096463e-7,3.197546834085431e-5,3.284423233077775e-5
t4931,1.1261162426575716e-7,6.59447810858903e-7,2.1891364578151896e-5,2.2663424013276557e-5
t4932,8.779440085261977e-8,6.321485293247989e-7,1.699961185963893e-5,1.771955478981635e-5
t4933,7.218247291212985e-8,6.067077388084158e-7,1.3699007211523847e-5,1.4377897423244393e-5
t4934,6.160473630706762e-8,5.770142514555768e-7,1.111581577438829e-5,1.1754434762150936e-5
t4935,5.4164113376367305e-8,5.421261855127117e-7,9.208274327278149e-6,9.804564626167228e-6
t4936,4.938233609047721e-8,5.110161068159994e-7,8.331002487129496e-6,8.891400930035972e-6
t4937,4.966848530104296e-8,4.814409419984321e-7,8.097509749696456e-6,8.628619176995931e-6
t4938,5.638304986359335e-8,4.663057129975659e-7,8.627977487692286e-6,9.150666250553444e-6
t4939,7.62478015714966e-8,4.880229107604882e-7,1.0435124565468886e-5,1.099939527780087e-5
t4940,1.4508833195062914e-7,6.127563115998162e-7,1.6235529424845956e-5,1.69933740683964e-5
t4941,2.3229694960801364e-6,1.1847976912903126e-6,7.066824332487943e-5,7.417601051224989e-5
t4942,1.9387598708084268e-6,1.0947977307153038e-6,6.168780833262926e-5,6.4721365934153e-5
t4943,3.3254616583747987e-6,1.014186508378427e-6,5.851087668884382e-5,6.285052485559705e-5
t4944,0.06541509800563364,9.459024355269657e-7,4.421853911928734e-5,0.06546026244718846
t4945,0.012404523788132917,8.258937714453778e-7,3.281989345157224e-5,0.012438169575355935
t4946,2.419631809988709e-5,7.959143788452076e-7,2.89266408179814e-5,5.391887329671369e-5
t4947,2.3551489225832797e-5,8.0380662466294e-7,2.8778500280703723e-5,5.313379613119946e-5
t4948,2.2693409177474006e-5,8.25756073357792e-7,3.150652219764979e-5,5.5025687448481586e-5
t4949,2.2476624539251325e-5,8.706840750127156e-7,3.9531520008501176e-5,6.287882862276521e-5
t4950,2.314774050746571e-5,9.617936973270252e-7,6.641489114916804e-5,9.052442535396077e-5
t4951,0.10851731434306078,1.1925246626187873e-6,2.7452040593328815,2.853722566200605
t4952,1.1535806202407544e-6,1.0582608977262738e-6,0.005166810611607966,0.005169022453125932
t4953,3.2200539154310685e-7,8.237247402733424e-7,8.299588240640864e-5,8.414161253822509e-5
t4954,1.8311799683018527e-7,7.166192799456904e-7,3.675483346805677e-5,3.765457074483265e-5
t4955,1.283688922986054e-7,6.639633804734792e-7,2.5262888888472034e-5,2.6055221161244117e-5
t4956,9.968754549153165e-8,6.353566584204098e-7,2.0056063997842e-5,2.0791108201753944e-5
t4957,8.226376601696898e-8,6.164832699488236e-7,1.693098864144877e-5,1.7629735677414563e-5
t4958,7.069598056783492e-8,5.996488960859606e-7,1.4641836883011112e-5,1.5312181759664907e-5
t4959,6.264746652626075e-8,5.818209153038632e-7,1.2712936783244434e-5,1.3357405165074559e-5
t4960,5.693015173242094e-8,5.628064149301848e-7,1.0876841944667084e-5,1.149657851132969e-5
t4961,5.246417531052423e-8,5.395637719197845e-7,9.66550815116782e-6,1.0257536098398128e-5
t4962,5.199793671828329e-8,5.163612059959283e-7,9.203463845566735e-6,9.771822988280947e-6
t4963,5.653052227348132e-8,4.910518559191478e-7,9.28113105320355e-6,9.828713431396179e-6
t4964,6.939544455803109e-8,4.7429788545571813e-7,1.0046160833118147e-5,1.0589854163131896e-5
t4965,1.0822444676636781e-7,5.019575463758565e-7,1.2512779031790868e-5,1.3122961024933092e-5
t4966,0.0006830763604867528,1.2056965807568924e-6,8.769330764938027e-5,0.00077197536471689
t4967,0.00078050158487966,1.0729636530925889e-6,4.9088767406215365e-5,0.000830663315938968
t4968,0.0008983610840925721,9.489541369436696e-7,3.492722670765486e-5,0.0009342372649371706
t4969,0.0010573006573316936,8.836519075839638e-7,2.866071910910784e-5,0.0010868450283483854
t4970,0.0012771578288843374,8.526302104202835e-7,2.641604677949748e-5,0.001304426505874255
t4971,0.0015865254917361603,8.457997127604706e-7,2.6551723102828927e-5,0.0016139230145517497
t4972,0.0020329205711193425,8.622543958468802e-7,2.9294649375366418e-5,0.0020630774748905557
t4973,0.002861656417596021,9.110340814893845e-7,3.718457565376913e-5,0.0028997520273312794
t4974,0.00518606441763019,1.0235874981454457e-6,6.497286394338869e-5,0.0052520608690717245
t4975,0.028465985825854943,1.3321458559057037e-6,2.750187202064351,2.7786545200360617
t4976,5.161342184529762e-7,9.254990844557491e-7,0.0002817127888191434,0.00028315442212205214
t4977,2.433334963189545e-7,7.687592260462285e-7,5.752358489527607e-5,5.853567761764125e-5
t4978,1.5706525133896773e-7,6.900329964501306e-7,3.1676856685719474e-5,3.252395493350857e-5
t4979,1.1686023374010614e-7,6.510568282168086e-7,2.3372381536405367e-5,2.4140298598362283e-5
t4980,9.416151311062383e-8,6.322361824710577e-7,1.9335324713504962e-5,2.0061722409086646e-5
t4981,7.92183988086967e-8,6.154518634495676e-7,1.6514464920341884e-5,1.7209135182600147e-5
t4982,6.912889549668453e-8,6.034774693528028e-7,1.4431393504342095e-5,1.5103999869191582e-5
t4983,6.161018483650071e-8,5.845789525022e-7,1.241691893040895e-5,1.306310806774765e-5
t4984,5.584346916026123e-8,5.586059987035228e-7,1.043144342707094e-5,1.1045892894934724e-5
t4985,5.112296819976324e-8,5.231222455464943e-7,9.129601800994902e-6,9.703847014741159e-6
t4986,5.1134399897928025e-8,4.806282139818645e-7,8.467989120870867e-6,8.99975173475066e-6
t4987,5.718605882207653e-8,4.372795921892561e-7,8.327536235041048e-6,8.822001886052381e-6
t4988,7.427925079984229e-8,3.9697065548480273e-7,8.413956313278853e-6,8.885206219563499e-6
t4989,0.0010045875154670435,1.6146538264180616e-6,8.463257028817196e-5,0.0010908347395816335
t4990,0.0011347630717360474,1.3285912829478123e-6,5.3406951921465234e-5,0.0011894986149404605
t4991,0.001428991042341836,1.0742086484953386e-6,4.087367310135962e-5,0.0014709389240916912
t4992,0.0018477633671626916,9.48553576467176e-7,3.176610589388928e-5,0.001880478026633048
t4993,0.002448695257022663,8.836205245950658e-7,2.7176081868949464e-5,0.0024767549594162074
t4994,0.0032026597532518403,8.528690014523201e-7,2.5586267980400906e-5,0.0032290988902336937
t4995,0.003894812129190623,8.464389284922073e-7,2.6060827846442203e-5,0.003921719395965558
t4996,0.0044223051192744806,8.635974483633919e-7,2.902844081860746e-5,0.004452197157541452
t4997,0.005676073903748975,9.137994424387775e-7,3.7151207082884834e-5,0.005714138910274298
t4998,0.008068524118170174,1.0293057505694595e-6,6.542327780807547e-5,0.00813497670172882
t4999,0.018937324894550456,1.3497316442062586e-6,2.75022550823858,2.769164182864775
t5000,5.454594720394428e-7,9.27496844584177e-7,0.0002535773568079806,0.00025505031312460425
t5001,2.642292989345346e-7,7.763573646652675e-7,5.816530699623376e-5,5.9205893659833566e-5
t5002,1.7201938094169166e-7,7.033750727783764e-7,3.3361201595574145e-5,3.423659604929421e-5
t5003,1.256364003231174e-7,6.550250906759922e-7,2.412104172679707e-5,2.490170321779618e-5
t5004,1.001793611719882e-7,6.325100512077555e-7,1.9934966656079986e-5,2.066765606845973e-5
t5005,8.399151706687959e-8,6.189825973870905e-7,1.7301255121494344e-5,1.8004229235948314e-5
t5006,7.286657459938182e-8,6.08687092417888e-7,1.524984951856602e-5,1.593140318558329e-5
t5007,6.459605052711771e-8,5.942220805226695e-7,1.3265898639648196e-5,1.3924716770697983e-5
t5008,5.794970071266038e-8,5.677178383115259e-7,1.1133248981639027e-5,1.1758916520663213e-5
t5009,5.204698419478933e-8,5.240811582097158e-7,9.189188627745274e-6,9.765316770149779e-6
t5010,4.922690734138075e-8,4.708392959133678e-7,8.064030425617012e-6,8.58409662887176e-6
t5011,5.253462504235228e-8,4.149248139843319e-7,7.53322332458352e-6,8.000682763610204e-6
t5012,6.596297335495236e-8,3.685224978748368e-7,7.385511133868373e-6,7.819996605098163e-6
t5013,0.0015292475242699242,2.0269112787168093e-6,7.879897652427331e-5,0.0016100734120729143
t5014,0.0015698820164819602,1.513651366842206e-6,5.3106235629749825e-5,0.0016245019034785524
t5015,0.0018125693347092338,1.1495390643665516e-6,4.342155447038033e-5,0.0018571404282439806
t5016,0.0021025886254290274,9.831246720850865e-7,3.582359121257975e-5,0.0021393953413136923
t5017,0.0025170914670082263,8.981717259299639e-7,2.8705469994148225e-5,0.0025466951087283044
t5018,0.003042659634585872,8.537602614078562e-7,2.5374057259640793e-5,0.003068887452106921
t5019,0.0035314230782756413,8.344711184637429e-7,2.4284057647755113e-5,0.00355654160704186
t5020,0.003695758356844685,8.349651221855293e-7,2.494373866719783e-5,0.003721537060634068
t5021,0.0042096494253123975,8.570823578130165e-7,2.790710454895934e-5,0.00423841361221917
t5022,0.0055227197859661565,9.116217556389793e-7,3.577780272237683e-5,0.005559409210444173
t5023,0.009434155055140362,1.0337846125461101e-6,6.31213082957001e-5,0.00949831014804861
t5024,0.058280602000581216,1.3762097986451374e-6,2.7502744394638894,2.8085564176742692
t5025,4.703245170954194e-7,9.182492850346315e-7,0.000219259630053323,0.00022064820385545305
t5026,2.263706440091697e-7,7.588429960936159e-7,5.1103141509504406e-5,5.208835514960719e-5
t5027,1.4700970916326753e-7,6.787670268134159e-7,2.8986907365303414e-5,2.98126841012801e-5
t5028,1.1048983035135861e-7,6.441568506875398e-7,2.190543297890462e-5,2.2660079659943518e-5
t5029,8.92649714423338e-8,6.246309230510104e-7,1.813306381849926e-5,1.8846959712992605e-5
t5030,7.557718090198017e-8,6.118645146393949e-7,1.558820378260681e-5,1.6275645478148185e-5
t5031,6.591480103278442e-8,5.971237638596339e-7,1.340408062900794e-5,1.4067119193900358e-5
t5032,5.848254865046454e-8,5.710399963089554e-7,1.1192813649865127e-5,1.1822336194824546e-5
t5033,5.2276366541628967e-8,5.278305716433812e-7,9.22729806779963e-6,9.807405005984639e-6
t5034,4.9004352325484056e-8,4.696053462710387e-7,8.002070953708142e-6,8.520680652304663e-6
t5035,5.190119140215088e-8,4.0831785362175743e-7,7.365902064370376e-6,7.826121109394285e-6
