G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_48,G_49,G_50,G_51
0.0,0.0,3.164482549181563e-9,0.0,3.09419998550102e-9,2.969460106283354e-9,3.198903850256836e-9,0.0,3.331026412918757e-9,4.622438129581483e-9,4.622441120849695e-9,2.6414079455096257e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.040006498757989e-9,0.0,2.978709811499911e-9,2.90936664477534e-9,3.0525247874167486e-9,0.0,3.1890790452171722e-9,5.668437635897263e-9,7.948058347228712e-9,2.922585795736421e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.826921515580001e-9,0.0,3.706766203326493e-9,3.372954635690832e-9,3.841300669155561e-9,0.0,4.0986866788141255e-9,4.622439359639196e-9,4.622429563813769e-9,3.5569008972325373e-9,0.0,3.0,90.0,72.0
0.0,4.270057904262859e-9,3.97402140939946e-9,0.0,3.845053814383271e-9,3.065761816459558e-9,3.949407808634453e-9,0.0,4.266938155944991e-9,4.5844208984025174e-9,4.877419997546595e-9,3.36613126670746e-9,0.0,3.0,90.0,72.0
0.0,4.467025284151983e-9,4.0259265946616085e-9,0.0,3.938895154264056e-9,3.3869650605465673e-9,3.8904467669516924e-9,4.441526940331791e-9,4.4670192474874214e-9,4.622437429986173e-9,4.622450220276227e-9,2.581270158135844e-9,0.0,3.0,90.0,72.0
0.0,4.459806643862849e-9,3.7106158283663873e-9,0.0,3.9389388774757835e-9,3.193866483570729e-9,3.310635766391123e-9,4.454024042197043e-9,4.459793131046389e-9,4.533213294167803e-9,4.6385068166108514e-9,1.0683562032992337e-9,0.0,3.0,90.0,72.0
2.3113351232950663e-9,4.622440872261039e-9,3.482213631723362e-9,0.0,3.93388943663978e-9,3.0679338196778858e-9,3.1815463010930395e-9,4.454012540884431e-9,4.4573623533526916e-9,4.622439409301782e-9,4.622426802639667e-9,3.663286576503609e-10,0.0,3.0,90.0,72.0
2.3253647896126495e-9,4.457258917356081e-9,3.665699731458158e-9,0.0,3.940249429624658e-9,3.4587004499466255e-9,2.8226398453180527e-9,4.454786566220597e-9,4.4572374251528595e-9,4.536039146548611e-9,4.650454884105093e-9,2.658003579431055e-10,0.0,3.0,90.0,72.0
2.3253647896126495e-9,4.65047724711316e-9,3.75411299456386e-9,0.0,3.940249485176515e-9,3.7144836348952458e-9,2.673012495454108e-9,4.455048189016603e-9,4.457255189950863e-9,4.650477162650769e-9,4.650530980525927e-9,2.1436620125427892e-10,0.0,3.0,90.0,72.0
2.311338676008745e-9,4.511427394209848e-9,3.6632168982737224e-9,0.0,3.960571377614446e-9,3.79598294271372e-9,2.913706721486309e-9,4.509085099224562e-9,4.511421636995138e-9,4.561315352570942e-9,4.6224174123843925e-9,1.0918417926149276e-10,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.63061442461362e-9,3.4299660534883264e-9,0.0,3.928434123892062e-9,3.777570255414086e-9,3.028027593558687e-9,4.441098890684056e-9,4.443288732406945e-9,4.630613743736539e-9,4.6306357606173925e-9,2.1434293155714088e-10,0.0,3.0,90.0,72.0
2.333258919406944e-9,4.44286159982397e-9,3.0136427895248924e-9,0.0,3.935663416046727e-9,3.79834601123592e-9,3.0630976918038416e-9,4.440634593778754e-9,4.442834937632627e-9,4.555850672900441e-9,4.666220985365351e-9,5.116577053924395e-10,0.0,3.0,90.0,72.0
2.311338676008745e-9,4.622440430810163e-9,2.2590856495008293e-9,0.0,4.000841278562904e-9,3.868337104240216e-9,3.282419425805268e-9,4.602315331171902e-9,4.6055705869449265e-9,4.622438297328538e-9,4.622451117754449e-9,1.1846547917489837e-9,0.0,3.0,90.0,72.0
2.3113315705813875e-9,4.622438783889283e-9,1.4906976610794698e-9,0.0,4.0072128400379255e-9,3.911846548773028e-9,3.526562003863291e-9,4.616607442615563e-9,4.6224086595591295e-9,4.622436729713786e-9,4.622451496360003e-9,1.7373670954863625e-9,0.0,3.0,90.0,72.0
2.3113315705813875e-9,4.6224411711993255e-9,1.3238995664692988e-9,0.0,4.007213787407595e-9,3.938629309964668e-9,3.3307959415302682e-9,4.615596661171678e-9,4.622409185045885e-9,4.622437537410638e-9,4.622451810610562e-9,3.0309206485111753e-9,0.0,3.0,90.0,72.0
2.311338676008745e-9,4.622435804347714e-9,5.101004558909393e-10,0.0,4.00721255713097e-9,3.9702834471075425e-9,2.754329851947923e-9,4.6106165345614085e-9,4.622406937113939e-9,4.622436278240929e-9,4.622454042353748e-9,2.8280822568666826e-9,0.0,3.0,90.0,72.0
2.3083188693817647e-9,4.528870251128541e-9,0.0,0.0,3.96685757302905e-9,4.054795017531925e-9,2.892694817630924e-9,4.5190857365634864e-9,4.528869243949092e-9,4.616405223709827e-9,4.616417023253729e-9,2.785483633338643e-9,0.0,3.0,90.0,72.0
2.308315316668086e-9,4.465896830108454e-9,0.0,0.0,3.935261265534173e-9,3.999067270970463e-9,3.3001911642769843e-9,4.430877538697939e-9,4.46275892828334e-9,4.530257797199331e-9,4.616352654456421e-9,3.650163890828956e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,3.935261230058575e-9,4.028562775574985e-9,3.039978288348927e-9,0.0,4.4627640222180275e-9,4.616404354328755e-9,4.616419004880618e-9,3.6501633624630963e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,3.9367241348867515e-9,3.984347979993482e-9,2.4784796005352994e-9,0.0,4.462761804219832e-9,4.530950803310562e-9,4.622450996474404e-9,3.835722989549396e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,3.936725414753411e-9,4.033893937864998e-9,3.2737516955681974e-9,0.0,4.462759776044858e-9,4.622437195949041e-9,4.622450898445482e-9,3.818436951329555e-9,0.0,3.0,90.0,72.0
0.0,0.0,0.0,0.0,3.9367255373133996e-9,3.967147007700621e-9,3.3779711639176356e-9,0.0,4.4627908095949596e-9,4.530972309378917e-9,4.6224167921090655e-9,3.923871527909858e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.646269674920056e-10,0.0,3.9362909685973335e-9,3.746268235657213e-9,2.8317871702749145e-9,0.0,4.461933252428053e-9,4.6224396417661394e-9,4.622440924757755e-9,3.837429712465156e-9,0.0,3.0,90.0,72.0
0.0,0.0,5.095266911296477e-10,0.0,3.941736190208186e-9,3.568033379226515e-9,2.895568216075763e-9,0.0,4.462358490031633e-9,4.545061406173674e-9,4.644915408648155e-9,3.591536055872987e-9,0.0,3.0,90.0,72.0
0.0,0.0,5.094400957052525e-10,0.0,3.9367267800434866e-9,2.9630538274343404e-9,2.4066988417550376e-9,0.0,4.462784352660534e-9,4.622441244044726e-9,4.6224299753323505e-9,3.4591520701943526e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.140282719074912e-9,0.0,3.941857445879478e-9,2.0468491797867014e-9,1.5752371321657992e-9,0.0,4.462772149179286e-9,4.539537030524229e-9,4.644440752747385e-9,3.360685235389607e-9,0.0,3.0,90.0,72.0
0.0,0.0,1.4840554004440485e-9,0.0,3.936727814912661e-9,1.3091137418363754e-9,1.3009805002009085e-9,0.0,4.462893101280626e-9,4.622443777848077e-9,4.622399808098965e-9,3.0535584514964564e-9,0.0,3.0,90.0,72.0
0.0,4.465977200285252e-9,1.6376949084129197e-9,0.0,3.941857673591743e-9,1.1082558706840652e-9,1.3734995016178996e-9,0.0,4.466680238897643e-9,4.5444294114936874e-9,4.644435800289082e-9,2.970445348781025e-9,0.0,3.0,90.0,72.0
0.0,4.4627637940300985e-9,1.4840554610403903e-9,0.0,3.93672821830708e-9,8.8784426621132e-10,1.6977789680599813e-9,4.365509612851449e-9,4.466680615317759e-9,4.622444897155392e-9,4.622392598437589e-9,3.006446109697928e-9,0.0,3.0,90.0,72.0
0.0,3.6996339942479668e-9,1.3104253924100231e-9,0.0,3.4102636228634683e-9,5.625063225293446e-10,1.3283765455820871e-9,3.693026621861096e-9,3.7021929244894394e-9,4.911963958390114e-9,5.914032856852387e-9,2.2709491066205568e-9,0.0,3.0,90.0,72.0
2.3188455600120506e-9,4.637454827498784e-9,1.3146689912757783e-9,0.0,3.864931924507653e-9,4.752083448493534e-10,1.3329250267839795e-9,4.327286701033381e-9,4.334144244675672e-9,4.637455522010689e-9,4.6374463304162405e-9,1.6351337317220165e-9,0.0,3.0,90.0,72.0
2.3812773974896118e-9,4.481601786898875e-9,1.323449304066347e-9,0.0,3.975408263704104e-9,8.117438486213711e-10,1.9321093080395806e-9,4.4786111534677836e-9,4.4849206807657335e-9,4.6244311502905686e-9,4.762175248353007e-9,1.0710623972072103e-9,0.0,3.0,90.0,72.0
2.3489405975851696e-9,4.697588268589854e-9,1.4905725176038096e-9,0.0,3.998212883509506e-9,1.6702002331321683e-9,2.463412009583152e-9,4.5453421052657054e-9,4.5511759811541145e-9,4.697585329136228e-9,4.697536297854134e-9,8.271646006458361e-10,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.622441504849014e-9,1.6453400003339608e-9,0.0,4.010217515518186e-9,2.533693347322986e-9,2.712183316034082e-9,4.618321292276022e-9,4.626238728256264e-9,4.6264872302231085e-9,4.630653052006443e-9,9.92601845421405e-10,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.6306206524646244e-9,1.9202534697078644e-9,0.0,4.010219680779263e-9,3.0171647115936557e-9,2.7973407083425214e-9,4.61805973474511e-9,4.622421300393112e-9,4.630619976383818e-9,4.630648306897319e-9,1.185256310339943e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.6224406770966524e-9,2.2616392198934516e-9,0.0,4.010217814953025e-9,3.5604664727778388e-9,2.5870257734725e-9,4.616987662114382e-9,4.622422767651653e-9,4.626488244381396e-9,4.630650682267385e-9,1.3973343115360704e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.63061701171371e-9,2.5358338365617e-9,0.0,4.010218834881755e-9,3.804797736174821e-9,2.5703579182457444e-9,4.6164737047262025e-9,4.622410595540408e-9,4.630617628121549e-9,4.630656658061037e-9,2.307657058284709e-9,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.622439453593095e-9,2.758728403875985e-9,0.0,4.010216833343122e-9,3.8726093037367244e-9,2.6356224637687513e-9,4.6142664808275786e-9,4.622411699179831e-9,4.6264862498281655e-9,4.630664251254167e-9,3.032541158611399e-9,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.630592408023084e-9,3.140598592512137e-9,0.0,4.010217970176218e-9,3.906656308054995e-9,2.10990934891743e-9,4.614453352497782e-9,4.622415179507439e-9,4.63061513265849e-9,4.630663551807324e-9,3.0720261412250507e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.622437828419223e-9,3.2627955376893143e-9,0.0,4.010216248146917e-9,3.872608744287211e-9,1.9862979786786995e-9,4.6123115891234495e-9,4.622414711929158e-9,4.626485085539017e-9,4.6306739906584605e-9,3.554999770606299e-9,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.514880065615095e-9,3.369117578577255e-9,0.0,3.9644706105762695e-9,3.860241693735403e-9,2.469151097755891e-9,4.5038161360890136e-9,4.514888051774456e-9,4.630614027791091e-9,4.6306587471532114e-9,3.4628540756795917e-9,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.429532113681058e-9,3.3980036503770885e-9,0.0,3.919362367153361e-9,3.888199985587629e-9,2.825827022660036e-9,4.371898248300651e-9,4.426444591364673e-9,4.529717854017495e-9,4.630641119111378e-9,3.67994919646364e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.3705743306722802e-9,0.0,3.91936264354774e-9,3.956499650864204e-9,3.5487892416802777e-9,1.1934878899090024e-9,4.426470779403684e-9,4.6306125294854485e-9,4.630682764059891e-9,3.961981380356424e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.279865838764399e-9,0.0,3.919362339808632e-9,3.986087093288298e-9,3.5735925408474552e-9,0.0,4.426444690086029e-9,4.529717712384869e-9,4.6306406239105935e-9,3.975664617734783e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.369879333699377e-9,0.0,3.9182184229983954e-9,3.993277547526459e-9,3.863369300868783e-9,0.0,4.42435548963246e-9,4.630613217803368e-9,4.6306713366925786e-9,4.0018528440255626e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.5050018578376674e-9,0.0,3.946793807242776e-9,3.9582221269959205e-9,3.778594645530485e-9,0.0,4.424351442173877e-9,4.620668932272121e-9,4.808723582049706e-9,3.989163262756391e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.5774866499246993e-9,0.0,3.918219026405867e-9,3.89016193959034e-9,3.3047435196589996e-9,0.0,4.4243559327116925e-9,4.630615197090499e-9,4.630654766753944e-9,3.9223538147906715e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.6624531891852733e-9,0.0,3.974522815123099e-9,3.916284942231044e-9,3.0049273978946155e-9,0.0,4.4888888640078155e-9,4.612611631603379e-9,4.73450032947443e-9,4.0232206562285094e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.6093569757129105e-9,0.0,3.961574821529091e-9,3.806371863287613e-9,2.1458825806074814e-9,0.0,4.508793959990169e-9,4.630616674414121e-9,4.63064275553806e-9,3.840962305837979e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.566023559886195e-9,0.0,3.981097834033972e-9,3.835230736143055e-9,1.877267551406848e-9,0.0,4.508790728306325e-9,4.5955769291509195e-9,4.712541380485023e-9,3.76636921175269e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.424726985063185e-9,0.0,3.9615752452234435e-9,3.845449378744149e-9,2.0026066862931033e-9,0.0,4.508789500957011e-9,4.630618023301554e-9,4.630635390871964e-9,3.73503066923222e-9,0.0,3.0,90.0,72.0
0.0,4.5123691827722295e-9,3.1295812455386335e-9,0.0,3.981098169544352e-9,3.85694463725428e-9,2.1527667741596432e-9,0.0,4.5088136191411606e-9,4.595581270859572e-9,4.712545264930437e-9,3.727063334654433e-9,0.0,3.0,90.0,72.0
0.0,4.50879311778137e-9,2.9729466096657096e-9,0.0,3.961575404275602e-9,3.777885367503167e-9,1.7886419150656147e-9,4.469047922813515e-9,4.508804540285792e-9,4.6306186379557815e-9,4.630633844034337e-9,3.564309211531499e-9,0.0,3.0,90.0,72.0
0.0,4.5288980233972074e-9,2.8164034043444036e-9,0.0,3.986634281495663e-9,3.5951749362359512e-9,1.514977518260871e-9,4.5214887542286266e-9,4.5289920189316516e-9,4.595403761149707e-9,4.6907758885819456e-9,2.9283737440394426e-9,0.0,3.0,90.0,72.0
2.345139193948853e-9,4.690017124332151e-9,2.987585376976344e-9,0.0,3.986636372808566e-9,3.5628373727993377e-9,1.8218181583776063e-9,4.524985358034002e-9,4.5319727923487994e-9,4.6900366560961e-9,4.69080918798552e-9,2.068578582080904e-9,0.0,3.0,90.0,72.0
2.3643806912332366e-9,4.52890027280315e-9,2.8220864293520683e-9,0.0,3.995435786402998e-9,3.587877642140335e-9,2.156172973167096e-9,4.526190570392529e-9,4.531977746780855e-9,4.6101632138361925e-9,4.7285449975264225e-9,1.527863199167568e-9,0.0,3.0,90.0,72.0
2.364387796660594e-9,4.728460872728401e-9,2.6879792314892747e-9,0.0,3.995438669741118e-9,3.865936799994179e-9,2.5523884278727557e-9,4.526474124038591e-9,4.5289940409300425e-9,4.7284622499817494e-9,4.728513677905671e-9,2.3458328643480016e-9,0.0,3.0,90.0,72.0
2.4312853952324076e-9,4.412688600482381e-9,2.7511330518202746e-9,0.0,3.945286506404148e-9,4.118787443085655e-9,2.903040729907354e-9,4.410570208344156e-9,4.4126694759089884e-9,4.6436039606614105e-9,4.8621895895618625e-9,3.3810990863356893e-9,0.0,3.0,90.0,72.0
2.4299211531797482e-9,4.859430193697641e-9,2.9858918966391032e-9,0.0,3.948330560628666e-9,4.234868540387266e-9,3.1139713522738874e-9,4.4155530185601945e-9,4.417691646907849e-9,4.859434829469329e-9,4.859553103462669e-9,3.899378070325679e-9,0.0,3.0,90.0,72.0
2.4964634803836816e-9,4.310615402211527e-9,3.0196741631028844e-9,0.0,3.883454009517856e-9,4.173667801818362e-9,3.1558732851892567e-9,4.308674912356829e-9,4.310587803321276e-9,4.66521936458879e-9,4.992455459898379e-9,3.856994273805557e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.630626699118941e-9,3.334225908353036e-9,0.0,4.010221611445999e-9,4.3924749612608685e-9,3.2651531921657346e-9,4.618861186226097e-9,4.622414268118304e-9,4.630626329624685e-9,4.6306338411511164e-9,4.111814126310293e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.622439904980299e-9,3.6469521245655006e-9,0.0,4.010219086461179e-9,4.396834208649623e-9,3.1991777189664733e-9,4.618948260155705e-9,4.622412665722805e-9,4.626492821983234e-9,4.630646084520847e-9,4.0842672876844184e-9,0.0,3.0,90.0,72.0
2.3154242967393657e-9,4.630613666367436e-9,3.8271693148991105e-9,0.0,4.010219953542226e-9,4.408626804540792e-9,3.705620499484983e-9,4.618611016979405e-9,4.6224139240511295e-9,4.6306206145745825e-9,4.630645237407043e-9,3.916643814336757e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.6224377671584975e-9,3.7696421571671446e-9,0.0,4.0102177825912585e-9,4.417516123145677e-9,3.731017985037762e-9,4.6176307552242835e-9,4.62241231266209e-9,4.626490004531542e-9,4.630655693813614e-9,3.7852092280345805e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.446636992951011e-9,3.6568141266440487e-9,0.0,3.930230217560161e-9,4.309089780972149e-9,3.2193816303275558e-9,4.441078366431442e-9,4.446641939227904e-9,4.630617252714141e-9,4.630643227312553e-9,4.0193286996874804e-9,0.0,3.0,90.0,72.0
2.3154278494530445e-9,4.5320653457371154e-9,3.6888287694117225e-9,0.0,3.9709989321035844e-9,4.370995041956081e-9,3.635882733132616e-9,4.500228480139115e-9,4.528873529273345e-9,4.574983583955853e-9,4.630633594518033e-9,4.217515240911979e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.7211531680984888e-9,0.0,3.97099926377589e-9,4.394356112282273e-9,3.9920126842451485e-9,1.9864439323995798e-9,4.528878038715882e-9,4.630614895703919e-9,4.630660846755084e-9,4.2086770851929015e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.61643710952564e-9,0.0,3.970998508614805e-9,4.384022845450142e-9,4.163727025273416e-9,0.0,4.528874154923962e-9,4.5749817881839785e-9,4.6306426763041115e-9,4.294114520626428e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.5080380157107303e-9,0.0,3.9709996168151065e-9,4.367474437732943e-9,4.171873948405695e-9,0.0,4.52887428831309e-9,4.6306156887308836e-9,4.630653123552321e-9,4.3086632644612265e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.355001751118887e-9,0.0,3.98608215232662e-9,4.356712382339403e-9,4.136885863756607e-9,0.0,4.526680634971482e-9,4.5947426026714234e-9,4.6933589062407995e-9,4.26872746852764e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.161054043610881e-9,0.0,3.969988557553032e-9,4.3312053877458165e-9,4.061206285396328e-9,0.0,4.526680436992777e-9,4.630616686556719e-9,4.6306444783620705e-9,4.195697733571805e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.0856096169019266e-9,0.0,3.9860861607083785e-9,4.34604897515919e-9,3.962416856492866e-9,0.0,4.52667756306257e-9,4.598284227433217e-9,4.693167573537705e-9,4.2319638086307424e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.8674561362935986e-9,0.0,3.9710004005890665e-9,4.342919187797106e-9,3.8157037194034866e-9,0.0,4.5288939787377265e-9,4.630617752419762e-9,4.6306375062046624e-9,4.222817420896842e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.6828368382271805e-9,0.0,3.986634679486246e-9,4.3281482640632045e-9,3.6426431434586366e-9,0.0,4.528898025094147e-9,4.595409256639731e-9,4.690778208390889e-9,4.207117760687417e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.601357807093223e-9,0.0,3.971000715993626e-9,4.293260838135389e-9,3.218186657753562e-9,0.0,4.5288909620951536e-9,4.630618577640452e-9,4.630631329811193e-9,4.177172573885105e-9,0.0,3.0,90.0,72.0
0.0,4.531953229775905e-9,2.257458756671345e-9,0.0,3.986634700989709e-9,4.322339476660466e-9,3.0487453974049363e-9,1.1976234249836023e-9,4.528889921625531e-9,4.595409473127166e-9,4.690784548939162e-9,4.191261567086679e-9,0.0,3.0,90.0,72.0
0.0,4.528874312067331e-9,1.4871969350963309e-9,0.0,3.971000229708841e-9,4.283323943836495e-9,2.870948418693646e-9,4.502250059184593e-9,4.52889385465998e-9,4.63061753686262e-9,4.6306439492030504e-9,4.1286461091023945e-9,0.0,3.0,90.0,72.0
0.0,4.528897906645121e-9,1.3214473727270394e-9,0.0,3.9732355878381455e-9,4.158725434960417e-9,1.6100512319952229e-9,4.522771442506936e-9,4.52889179680939e-9,4.577851399636221e-9,4.638430294928552e-9,4.0706248837422465e-9,0.0,3.0,90.0,72.0
2.3154278494530445e-9,4.6306194318928176e-9,5.097519964422579e-10,0.0,3.971000985523207e-9,4.024984310149806e-9,2.0777826070629584e-9,4.525555953281078e-9,4.528892887876849e-9,4.630619644469513e-9,4.630629286922046e-9,4.074955091921324e-9,0.0,3.0,90.0,72.0
2.443456992295978e-9,4.359632033616965e-9,0.0,0.0,3.911387557879697e-9,3.896655325040338e-9,2.1723233952261497e-9,4.3574710415445e-9,4.359602554188202e-9,4.631686988707028e-9,4.887287983501535e-9,4.060849576265855e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.630624140381176e-9,0.0,0.0,4.004264962848093e-9,3.909079516797207e-9,2.3483696679615062e-9,4.6041693943818675e-9,4.606934157325329e-9,4.630622835336502e-9,4.630629053589735e-9,4.155652010694305e-9,0.0,3.0,90.0,72.0
2.333692350475758e-9,4.586632777977804e-9,0.0,0.0,4.007742816367468e-9,3.7531300217211035e-9,2.619461529462996e-9,4.584123644482121e-9,4.586602636380621e-9,4.624156797613012e-9,4.667188441368565e-9,4.0523014326014865e-9,0.0,3.0,90.0,72.0
2.3158861495176097e-9,4.6315402682795e-9,9.485622359083634e-10,0.0,4.010206765922768e-9,3.4657443733647535e-9,2.783625035869193e-9,4.6182622329724305e-9,4.621497581477917e-9,4.6315435470792664e-9,4.631628758997418e-9,3.955136662046387e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.62244208565703e-9,1.9202538012509897e-9,0.0,4.010219859144776e-9,3.3157150730543396e-9,2.8373975803687577e-9,4.619017802189816e-9,4.622424511819654e-9,4.626495176296822e-9,4.630637544410588e-9,4.140821840961835e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.630624492139753e-9,2.823783876430463e-9,0.0,4.010221259009588e-9,3.389290356172681e-9,2.9367873064942807e-9,4.6190249579058105e-9,4.622423137293668e-9,4.6306245587635225e-9,4.6306332646999515e-9,4.2617266811162476e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.622439769734011e-9,3.334224622465687e-9,0.0,4.0102190459785295e-9,3.4657488714447566e-9,3.145632044881469e-9,4.618994693535424e-9,4.622420565497234e-9,4.626493353950445e-9,4.630643292327492e-9,4.196602701639857e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.622444725138919e-9,3.7209251496689586e-9,0.0,4.010220373290285e-9,3.515042026289493e-9,3.3677001963195545e-9,4.6187206759472605e-9,4.62242170194799e-9,4.630621501602667e-9,4.630639618402726e-9,4.155586480864567e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.622414333279904e-9,3.877607351698777e-9,0.0,4.010218500012978e-9,3.6338026143547753e-9,3.777934320191464e-9,4.617684944999576e-9,4.6224224960958115e-9,4.6264923358414184e-9,4.6306467311970615e-9,4.17217336611034e-9,0.0,3.0,90.0,72.0
2.3154314021667233e-9,4.585719452773458e-9,3.827389160960628e-9,0.0,3.9957524863920695e-9,3.78682611755757e-9,3.9960557816983744e-9,4.579379840419809e-9,4.585721529673489e-9,4.630619457849381e-9,4.630641799224016e-9,4.255629176475062e-9,0.0,3.0,90.0,72.0
2.345139193948853e-9,4.531956772380107e-9,3.86885003588139e-9,0.0,3.986634850181226e-9,3.873724849155724e-9,4.126483483925237e-9,4.483242536242549e-9,4.5288718947978165e-9,4.591896005667594e-9,4.6907856798945554e-9,4.252083145399107e-9,0.0,3.0,90.0,72.0
0.0,0.0,3.974385984361107e-9,0.0,3.971000138617648e-9,3.907750999482919e-9,4.14637110742448e-9,1.1962106891283474e-9,4.528877539167848e-9,4.630617152582759e-9,4.630643476791915e-9,4.193910380035177e-9,0.0,3.0,90.0,72.0
0.0,0.0,4.066259562812688e-9,0.0,3.97099968381085e-9,3.983421664017253e-9,4.167472533105256e-9,0.0,4.528874847898001e-9,4.574987105904165e-9,4.6306215512896444e-9,4.199963602702442e-9,0.0,3.0,90.0,72.0
0.0,0.0,4.1334990237016395e-9,0.0,3.971000323345246e-9,3.991689205387559e-9,4.189860224289668e-9,0.0,4.5288787732809915e-9,4.630617728390985e-9,4.630640733273348e-9,4.1442828395377135e-9,0.0,3.0,90.0,72.0
0.0,0.0,4.135372218038654e-9,0.0,3.9729347294457696e-9,3.916713917745862e-9,4.201908188569056e-9,0.0,4.528874744220316e-9,4.578225059999022e-9,4.637414639733322e-9,4.232191642946765e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.0949601848738135e-9,0.0,2.0669118079478425e-9,2.03514130004743e-9,2.114311221138279e-9,0.0,2.1627851088478735e-9,4.63061961181643e-9,4.630631051043973e-9,2.104072114534107e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.7657400991605255e-9,0.0,2.716013382484755e-9,2.5314004174896727e-9,2.7579649083237665e-9,0.0,2.887136200739907e-9,6.608897575778428e-9,1.1409709375973142e-8,2.7848707436842845e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.83908672796036e-9,0.0,2.7846025999573966e-9,2.3183108935957004e-9,2.7334786787775138e-9,0.0,2.9696262051936808e-9,4.630621087855287e-9,4.630621954239246e-9,2.860669392629626e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.840994379316772e-9,0.0,2.788274465639488e-9,2.207256443222094e-9,2.7062545341401597e-9,0.0,2.96962059946879e-9,6.357071933073083e-9,1.0281168764859467e-8,2.8375164856600284e-9,0.0,3.0,90.0,72.0
0.0,0.0,2.8239358307912416e-9,0.0,2.7846026040956376e-9,2.0785957899170994e-9,2.6988872979790654e-9,0.0,2.969627426717519e-9,4.630622075860767e-9,4.630618839020087e-9,2.7980777946396976e-9,0.0,3.0,90.0,72.0
0.0,2.9722373903035184e-9,2.7816861337316777e-9,0.0,2.788604066262964e-9,2.2074352592621524e-9,2.6946559031253715e-9,1.1640119667358387e-9,2.9699975421833987e-9,6.356105799520794e-9,1.0276630202428928e-8,2.768182483905865e-9,0.0,3.0,90.0,72.0
0.0,3.1995516148625665e-9,2.9079559826363584e-9,0.0,2.9826326504559532e-9,2.3488829240390485e-9,2.892349795932126e-9,3.1863329139849104e-9,3.1995736252255307e-9,4.630621058505016e-9,4.6306291743526384e-9,2.944225972201844e-9,0.0,3.0,90.0,72.0
0.0,4.347877118029872e-9,3.428361541074589e-9,0.0,3.899030071972659e-9,2.6283044922525452e-9,3.744274004922888e-9,4.3423446535025e-9,4.347857419603319e-9,4.599936357433278e-9,4.836401267555347e-9,3.818825135048856e-9,0.0,3.0,90.0,72.0
2.3154278494530445e-9,4.630623948809475e-9,2.909031607011097e-9,0.0,3.935800515471218e-9,2.6240167964970096e-9,3.761415408293389e-9,4.454009625378042e-9,4.45723532298328e-9,4.630623615527042e-9,4.630615898785378e-9,3.830869213997698e-9,0.0,3.0,90.0,72.0
