Resource,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,Total
t65,7.464983293425878e-7,6.758592149903097e-11,4.835247589468384e-9,4.633538361124416e-9,-7.946463745421134e-10,0.0,0.0,2.122828789416654e-6,1.7105478789255978e-6,1.6077274209975857e-6,1.923971533020885e-9,2.571434285008036e-6,7.464983293425878e-7,7.464983293425878e-7,2.4626934945477376e-9,2.4626934945477376e-9,1.0267624446395303e-5
t66,6.890715401868552e-7,6.677773763068456e-11,4.749813137731481e-9,4.557368095940238e-9,-7.978977007176028e-10,0.0,0.0,1.9586945332592996e-6,1.575557554933843e-6,1.479990553197423e-6,1.924895654196611e-9,2.3755294855372883e-6,6.890715401868552e-7,6.890715401868552e-7,2.4267614195659276e-9,2.4267614195659276e-9,9.472341227252332e-6
t67,6.408557633336034e-7,6.493630507505296e-11,3.0881406826312448e-9,2.822129061423711e-9,-1.4151620493959986e-9,0.0,0.0,1.8211909065473634e-6,1.4627440259619056e-6,1.3733500748143421e-6,1.9167943430644377e-9,2.2099399650663085e-6,6.408557633336034e-7,6.408557633336034e-7,1.5711819716162897e-9,1.5711819716162897e-9,8.799411464676762e-6
t68,6.034225275548425e-7,6.481041056292936e-11,4.581197822623434e-9,4.406643459740152e-9,-8.039285989635895e-10,0.0,0.0,1.7138791605816218e-6,1.374140141381364e-6,1.289356515072248e-6,1.921523017234691e-9,2.083349159789668e-6,6.034225275548425e-7,6.034225275548425e-7,2.355711799156068e-9,2.355711799156068e-9,8.285874229198939e-6
t69,5.701917393437381e-7,6.307453769679523e-11,3.786284422048552e-9,3.1711481638404017e-9,-8.06779690908588e-10,0.0,0.0,1.619012801058268e-6,1.2959480741709535e-6,1.215349868199405e-6,1.916453917734848e-9,1.969800720671822e-6,5.701917393437381e-7,5.701917393437381e-7,1.9378437049890947e-9,1.9378437049890947e-9,7.822692550892054e-6
t70,5.416683241469723e-7,6.289918751511777e-11,4.415591801468262e-9,4.2582163970160356e-9,-8.096594085303523e-10,0.0,0.0,1.5373363583641596e-6,1.228889989541609e-6,1.1518061136059034e-6,1.9222360852558164e-9,1.8735984470738243e-6,5.416683241469723e-7,5.416683241469723e-7,2.2857550268729104e-9,2.2857550268729104e-9,7.431056675142885e-6
t71,1.1037969470239482e-9,2.8772832484390324e-11,2.0141538473250196e-9,1.6610695945560206e-9,-3.35940567828762e-10,0.0,0.0,3.209348733672484e-9,3.0835028169777795e-9,3.0428104059822813e-9,5.182889748001953e-10,3.3038546974871173e-9,1.1037969470239482e-9,1.1037969470239482e-9,1.0601745487437789e-9,1.0601745487437789e-9,2.1957601274015925e-8
t72,4.935762734886619e-7,6.091384652996858e-11,4.252590892500435e-9,4.1117157596517455e-9,-8.157433528321561e-10,0.0,0.0,1.399841801315802e-6,1.1155888928394458e-6,1.0445446379101282e-6,1.9162515377096234e-9,1.7088668626873068e-6,4.935762734886619e-7,4.935762734886619e-7,2.216737222119433e-9,2.216737222119433e-9,6.763530218346467e-6
t73,6.552114610920812e-10,2.3030961507269702e-11,1.6066838584349279e-9,1.3278202977767389e-9,-2.7343127793066446e-10,0.0,0.0,1.9020462207631905e-9,1.820377583399521e-9,1.7939593603459306e-9,3.904334445613029e-10,1.96316114436377e-9,6.552114610920812e-10,6.552114610920812e-10,8.537384258704061e-10,8.537384258704061e-10,1.4227192828239042e-8
t74,4.540446920603277e-7,5.892870468279799e-11,4.09213913200904e-9,3.967158273328874e-9,-8.22069139084836e-10,0.0,0.0,1.2869322562948266e-6,1.022423556737245e-6,9.563337654833153e-7,1.911280814767973e-9,1.5739023987087854e-6,4.540446920603277e-7,4.540446920603277e-7,2.1486566167504997e-9,2.1486566167504997e-9,6.21523080442436e-6
t75,4.3687617199522667e-7,5.726081639066543e-11,4.012832264887785e-9,3.8955551482983044e-9,-8.249330369137993e-10,0.0,0.0,1.2378476112657213e-6,9.819586626423477e-7,9.18013199350026e-7,1.9081172463445546e-9,1.5152531928272883e-6,4.3687617199522667e-7,4.3687617199522667e-7,2.1149533863782596e-9,2.1149533863782596e-9,5.976979921282828e-6
t76,4.2139664196489715e-7,5.6991062656725036e-11,3.934291275241451e-9,3.824627950506828e-9,-8.281030682764843e-10,0.0,0.0,1.1935675060158386e-6,9.454488089484587e-7,8.834155841080055e-7,1.9086321366659694e-9,1.4626120272675179e-6,4.2139664196489715e-7,4.2139664196489715e-7,2.0815372847645596e-9,2.0815372847645596e-9,5.762293366160835e-6
t77,4.072549079239745e-7,5.6038353487120944e-11,3.856335059572278e-9,3.7541106569772285e-9,-8.309006308419344e-10,0.0,0.0,1.1530440990688437e-6,9.120473513666331e-7,8.517647271376531e-7,1.9070263558342697e-9,1.4143879413670697e-6,4.072549079239745e-7,4.072549079239745e-7,2.0483384793177723e-9,2.0483384793177723e-9,5.565848129465787e-6
t78,3.9423516147290827e-7,5.5076332721396265e-11,3.778987896023283e-9,3.68408045663021e-9,-8.34120057379598e-10,0.0,0.0,1.115854434267574e-6,8.813321874665428e-7,8.226521760684808e-7,1.9067052145842303e-9,1.3700931182408935e-6,3.9423516147290827e-7,3.9423516147290827e-7,2.0153623399320736e-9,2.0153623399320736e-9,5.38525885498466e-6
t79,2.596553176211589e-9,3.2836390343042046e-11,2.2672853138882604e-9,1.862826665510151e-9,-4.700779329065718e-10,0.0,0.0,7.535986891762333e-9,7.115475340717121e-9,6.979589392628747e-9,7.877596694291512e-10,7.851073731608365e-9,2.596553176211589e-9,2.596553176211589e-9,1.2242543692821404e-9,1.2242543692821404e-9,4.420092373017965e-8
t80,3.709127650559648e-7,5.318544306429663e-11,3.6260656233903515e-9,3.545389669247274e-9,-8.40132016157574e-10,0.0,0.0,1.0490626426290935e-6,8.262303538346264e-7,7.704094674725827e-7,1.905687734761235e-9,1.2907277064979505e-6,3.709127650559648e-7,3.709127650559648e-7,1.950076765248467e-9,1.950076765248467e-9,5.06135881558695e-6
t81,3.603687852998394e-7,5.865400914191538e-11,3.986893899357733e-9,3.9187871370761196e-9,-9.698368856263264e-10,0.0,0.0,1.0188999445065417e-6,8.013065020415938e-7,7.467717556296482e-7,2.4194731431454565e-9,1.2551050793807828e-6,3.603687852998394e-7,3.603687852998394e-7,2.1488788421750527e-9,2.1488788421750527e-9,4.9169013664455296e-6
t82,3.505526372275894e-7,5.138115341782079e-11,3.4754025976464948e-9,3.4084581753375425e-9,-8.4592204031693e-10,0.0,0.0,9.908183315995653e-7,7.780939442614302e-7,7.247580156952114e-7,1.9050423272706242e-9,1.2214800892905428e-6,3.505526372275894e-7,3.505526372275894e-7,1.8856365565493847e-9,1.8856365565493847e-9,4.778573927855972e-6
t83,-2.5338113939565898e-8,3.8003870891034144e-11,2.549879830278825e-9,2.4832780816193957e-9,-6.020159714696799e-10,0.0,0.0,-8.328422556783065e-8,-8.744538529407273e-8,-8.883726747122654e-8,1.1128428939347736e-9,-8.005110547261963e-8,-2.5338113939565898e-8,-2.5338113939565898e-8,1.396636896168224e-9,1.396636896168224e-9,-4.072570631268564e-7
t84,3.329485288883477e-7,3.712134591060143e-11,2.4952484378423615e-9,2.43384104205883e-9,-6.043095980469648e-10,0.0,0.0,9.403944559910646e-7,7.362520367413293e-7,6.851112049766285e-7,1.1062909040578753e-9,1.148783252108327e-6,3.329485288883477e-7,3.329485288883477e-7,1.3731579383395823e-9,1.3731579383395823e-9,4.517601044490894e-6
t85,3.248545992567013e-7,3.639698837115278e-11,2.4411099543703273e-9,2.384850436376513e-9,-6.06449887340689e-10,0.0,0.0,9.171368785970145e-7,7.168556219870669e-7,6.667387323636882e-7,1.1057197916441491e-9,1.121223648768264e-6,3.248545992567013e-7,3.248545992567013e-7,1.3498812922780563e-9,1.3498812922780563e-9,4.4045800693541146e-6
t86,3.169960806412903e-7,3.566050777357416e-11,2.387275792027566e-9,2.3360925430671403e-9,-6.085965739055448e-10,0.0,0.0,8.947776468189357e-7,6.983918211530577e-7,6.491950095261593e-7,1.10489935046775e-9,1.0952606763402055e-6,3.169960806412903e-7,3.169960806412903e-7,1.3267206307584757e-9,1.3267206307584757e-9,4.296522168643177e-6
t87,3.096809153270864e-7,3.4946400076414385e-11,2.3337696050356925e-9,2.2876017920243634e-9,-6.10723864825138e-10,0.0,0.0,8.737969667847228e-7,6.811508431493941e-7,6.328445037631086e-7,1.1046429079939488e-9,1.0708281707882202e-6,3.096809153270864e-7,3.096809153270864e-7,1.303685898872665e-9,1.303685898872665e-9,4.1954208391047555e-6
t88,3.027275380937728e-7,3.420436816650286e-11,2.2805366317033466e-9,2.2393131918783007e-9,-6.128723603087319e-10,0.0,0.0,8.539321126381847e-7,6.645728669317e-7,6.170803280701464e-7,1.1037197843675085e-9,1.0476314041018146e-6,3.027275380937728e-7,3.027275380937728e-7,1.280753958383575e-9,1.280753958383575e-9,4.099005735555738e-6
t89,2.820772713018997e-9,2.081607662257053e-11,1.5005798921875527e-9,1.3872361827937494e-9,-3.878163225595952e-10,0.0,0.0,8.155742816722324e-9,7.545489633342019e-9,7.3483102495755715e-9,5.706019235962132e-10,8.60056172354379e-9,2.820772713018997e-9,2.820772713018997e-9,8.521936702263391e-10,8.521936702263391e-10,4.4908227655333864e-8
t90,2.8983153076279805e-7,2.9873037326340004e-11,2.1749492811014277e-9,2.0120465531512066e-9,-6.171564009870598e-10,0.0,0.0,8.170094216494502e-7,6.339625931670477e-7,5.880028798823399e-7,1.1024826328091534e-9,1.0045480992846003e-6,2.8983153076279805e-7,2.8983153076279805e-7,1.2352294885935776e-9,1.2352294885935776e-9,3.92019024035242e-6
t91,2.834461797569816e-7,2.8731069442876252e-11,1.791887065261833e-9,1.6634700239469208e-9,-6.193325455609267e-10,0.0,0.0,7.988338110710948e-7,6.18957967316743e-7,5.73742494525525e-7,1.1007080438937343e-9,9.838016080791312e-7,2.834461797569816e-7,2.834461797569816e-7,1.0304336928900576e-9,1.0304336928900576e-9,3.831700751306203e-6
t92,2.7809511786142023e-7,2.853566631114456e-11,2.070472148016087e-9,1.9230848674752474e-9,-6.215535251571354e-10,0.0,0.0,7.834232541439877e-7,6.060627533000627e-7,5.614884531302775e-7,1.1010751208994496e-9,9.65315765418977e-7,2.7809511786142023e-7,2.7809511786142023e-7,1.1901316398291022e-9,1.1901316398291022e-9,3.757457457134768e-6
t93,2.80791095542365e-8,2.551602404901827e-11,1.8438362321126922e-9,1.7166094963949858e-9,-5.600499459689552e-10,0.0,0.0,8.136299594912263e-8,7.32246939879642e-8,7.068190867334391e-8,9.377556642349385e-10,8.744861501508467e-8,2.80791095542365e-8,2.80791095542365e-8,1.0680525280587458e-9,1.0680525280587458e-9,4.030553148151651e-7
t94,2.6737077974283414e-7,2.7202544749044294e-11,1.967082853587432e-9,1.83489868051477e-9,-6.258576000513359e-10,0.0,0.0,7.52724607807589e-7,5.805416517328964e-7,5.372274654720847e-7,1.099708197675407e-9,9.294428786037673e-7,2.6737077974283414e-7,2.6737077974283414e-7,1.1454545615146153e-9,1.1454545615146153e-9,3.6086428866443443e-6
t95,2.2311967565781035e-9,1.7346675748802274e-11,1.2385481742480662e-9,1.1589990450732382e-9,-3.7662872518000296e-10,0.0,0.0,6.433357537983328e-9,5.882802822495141e-9,5.704612581021885e-9,5.313644146995523e-10,6.83479907920934e-9,2.2311967565781035e-9,2.2311967565781035e-9,7.305597102441388e-10,7.305597102441388e-10,3.5579911295521933e-8
t96,2.5745371987555584e-7,2.5881320877924425e-11,1.8647337350146314e-9,1.747458555121615e-9,-6.299825040143347e-10,0.0,0.0,7.243281414175356e-7,5.569266968196735e-7,5.147719199496203e-7,1.098364428873131e-9,8.962549258537357e-7,2.5745371987555584e-7,2.5745371987555584e-7,1.1011816880935253e-9,1.1011816880935253e-9,3.4709516625792923e-6
t97,9.539682186744589e-10,1.3270524094522254e-11,9.408191153151938e-10,8.847855739295497e-10,-2.9444858184652545e-10,0.0,0.0,2.7450384667675588e-9,2.503109369422896e-9,2.4245999274420114e-9,3.798644033969501e-10,2.9215028869420507e-9,9.539682186744589e-10,9.539682186744589e-10,5.645655955397227e-10,5.645655955397227e-10,1.650957753256703e-8
t98,2.4822667334145443e-7,2.455239783438307e-11,1.7633473617122485e-9,1.6607073448619156e-9,-6.343637618342913e-10,0.0,0.0,6.979414951772443e-7,5.349221232206629e-7,4.938391055954414e-7,1.0969331790411045e-9,8.653842290656549e-7,2.4822667334145443e-7,2.4822667334145443e-7,1.0572845571172197e-9,1.0572845571172197e-9,3.3427927187192166e-6
t99,2.6435482227017125e-9,1.626986920160075e-11,1.155834349907876e-9,1.0921230275019855e-9,-4.0043426511781317e-10,0.0,0.0,7.612572230959586e-9,6.9002069978671234e-9,6.669701260822071e-9,5.655734956981674e-10,8.13192779963151e-9,2.6435482227017125e-9,2.6435482227017125e-9,7.024270081608753e-10,7.024270081608753e-10,4.1079273450898995e-8
t100,2.396412649520243e-7,2.323322939346056e-11,1.6629150175172542e-9,1.5746471163532871e-9,-6.385325727016467e-10,0.0,0.0,6.733437746303627e-7,5.144224879068592e-7,4.743322673885908e-7,1.095639847159234e-9,8.366278097932291e-7,2.396412649520243e-7,2.396412649520243e-7,1.0137620401327886e-9,1.0137620401327886e-9,3.223395561293102e-6
t101,2.3557287883151887e-7,2.2578766228309358e-11,1.6130389244997283e-9,1.5318556540655625e-9,-6.406760817601413e-10,0.0,0.0,6.616788615206435e-7,5.04685233980219e-7,4.6506135334375413e-7,1.0945882234495235e-9,8.229903800655603e-7,2.3557287883151887e-7,2.3557287883151887e-7,9.92136188831799e-10,9.92136188831799e-10,3.16674012326888e-6
t102,2.3166329479020104e-7,2.1917161137688526e-11,1.5634202258470371e-9,1.48926739179371e-9,-6.428033607056036e-10,0.0,0.0,6.504715179817095e-7,4.953474194615275e-7,4.561718455810805e-7,1.0944531774533778e-9,8.099017985831507e-7,2.3166329479020104e-7,2.3166329479020104e-7,9.706096220578916e-10,9.706096220578916e-10,3.1123499398177136e-6
t103,6.869012188628502e-10,9.997860737216187e-12,5.704351368196934e-10,5.494306588715837e-10,-2.6974947985664545e-10,0.0,0.0,1.971362561809377e-9,1.775607664106947e-9,1.7121225010936685e-9,3.2975200293817763e-10,2.1138797368265057e-9,6.869012188628502e-10,6.869012188628502e-10,3.724177456369378e-10,3.724177456369378e-10,1.1568377791208949e-8
t104,2.2421626230497818e-7,2.0648811131334303e-11,1.4648153336820063e-9,1.4045374545429229e-9,-6.470729700999198e-10,0.0,0.0,6.291406703956098e-7,4.775272393400612e-7,4.391967978099601e-7,1.093383438665173e-9,7.849713589200451e-7,2.2421626230497818e-7,2.2421626230497818e-7,9.278096220064791e-10,9.278096220064791e-10,3.008676784692545e-6
t105,2.2068839562550715e-7,2.0076719078163937e-11,1.4158330030320758e-9,1.3624110329308224e-9,-6.492031602320016e-10,0.0,0.0,6.189911649326953e-7,4.6904343132176323e-7,4.311150793967147e-7,1.0926934137259374e-9,7.73093862472296e-7,2.2068839562550715e-7,2.2068839562550715e-7,9.065358093863645e-10,9.065358093863645e-10,2.959363607627298e-6
t106,2.172727794064478e-7,1.942896928402386e-11,1.367065345514135e-9,1.3204369043240137e-9,-6.513374372934019e-10,0.0,0.0,6.091837554985907e-7,4.608192677111507e-7,4.232724275316301e-7,1.0919344582268842e-9,7.616220485241482e-7,2.172727794064478e-7,2.172727794064478e-7,8.853487253649687e-10,8.853487253649687e-10,2.9116340631756486e-6
t107,2.1396616193682294e-7,1.8769627312788527e-11,1.3185136194094479e-9,1.278619962908792e-9,-6.534698692697574e-10,0.0,0.0,5.997016363511087e-7,4.528693907288586e-7,4.156913948206431e-7,1.0912502770550306e-9,7.505443536241192e-7,2.1396616193682294e-7,2.1396616193682294e-7,8.642485257104743e-10,8.642485257104743e-10,2.865487442004036e-6
t108,2.1076389720075657e-7,1.81056119337623e-11,1.2701728487810142e-9,1.236958445778749e-9,-6.556010643990278e-10,0.0,0.0,5.905261086542457e-7,4.4517242001917185e-7,4.0834924147281165e-7,1.09056038169782e-9,7.398324791635909e-7,2.1076389720075657e-7,2.1076389720075657e-7,8.432330967581472e-10,8.432330967581472e-10,2.8208186033293984e-6
t109,2.076662395823586e-7,1.7443393388385215e-11,1.2220388474273567e-9,1.1954486849523663e-9,-6.577318386495763e-10,0.0,0.0,5.816469224789168e-7,4.377190544467115e-7,4.012378964659081e-7,1.0899203904769902e-9,7.29469184989174e-7,2.076662395823586e-7,2.076662395823586e-7,8.223010952015797e-10,8.223010952015797e-10,2.777583498795785e-6
t110,2.0466247544248658e-7,1.6775934406402996e-11,1.1741070311623426e-9,1.1540884520281666e-9,-6.598621188446414e-10,0.0,0.0,5.730406536977679e-7,4.3048980573133843e-7,3.943375869919068e-7,1.0892335905151292e-9,7.194307903933795e-7,2.0466247544248658e-7,2.0466247544248658e-7,8.014507061254277e-10,8.014507061254277e-10,2.7356635074433707e-6
t111,2.0175452917937506e-7,1.610976390484921e-11,1.1263742324965197e-9,1.1128751201780334e-9,-6.619921582903461e-10,0.0,0.0,5.647023199909609e-7,4.234796134363018e-7,3.8764489254134813e-7,1.0885794860041543e-9,7.097051912895624e-7,2.0175452917937506e-7,2.0175452917937506e-7,7.806810727344451e-10,7.806810727344451e-10,2.6950389133860603e-6
t112,1.989341394375953e-7,1.544407201839373e-11,1.0788370882159208e-9,1.0718076479386381e-9,-6.641215043447207e-10,0.0,0.0,5.566122733154786e-7,4.1667269540902916e-7,3.8114415490084343e-7,1.0879268686166925e-9,7.002727954653133e-7,1.989341394375953e-7,1.989341394375953e-7,7.599909359977938e-10,7.599909359977938e-10,2.6556142134478914e-6
t113,1.9617541857533284e-7,2.938290758805535e-9,7.981948212847801e-6,7.718894672587395e-6,-2.7589999413702956e-7,0.0,0.0,5.487560288438685e-7,8.445144032704824e-8,3.747776325355018e-7,3.0940897496480768e-9,4.5764950295409686e-9,1.9617541857533284e-7,1.9617541857533284e-7,1.3831691968803667e-6,1.3831691968803667e-6,1.979840151802931e-5
t114,1.9353470132093326e-7,1.1567721546236362e-9,1.595907533650824e-7,1.594608766556949e-7,-2.7745203962207134e-7,0.0,0.0,5.411333270385404e-7,8.365024867368867e-8,3.686620163624775e-7,3.0925400089917533e-9,4.5573766780979e-9,1.9353470132093326e-7,1.9353470132093326e-7,7.952880536419871e-8,7.952880536419871e-8,1.783513586006323e-6
t115,7.107259054698294e-10,4.785400987962813e-11,3.695370402802865e-9,3.6949650827088198e-9,-1.1709494591853526e-8,0.0,0.0,2.0298995806354604e-9,1.546841125851235e-9,1.6989930189495352e-9,5.127357547944037e-10,8.296696753656783e-10,7.107259054698294e-10,7.107259054698294e-10,2.4605311265200026e-9,2.4605311265200026e-9,9.400074028583595e-9
t116,1.8841555422239423e-7,1.0347746767086735e-9,1.5090815063464804e-7,1.5094685364701517e-7,-2.797698572419248e-7,0.0,0.0,5.264503030958865e-7,8.205728812938815e-8,3.5681112760521154e-7,2.380219258627401e-9,4.371264068373702e-9,1.8841555422239423e-7,1.8841555422239423e-7,7.332617432407643e-8,7.332617432407643e-8,1.70708913518927e-6
t117,9.541443216294209e-10,5.3873310795265505e-11,3.733750023590055e-9,3.762012712730038e-9,-2.3196251322057665e-8,0.0,0.0,2.723762952799475e-9,2.0193202687655353e-9,2.263926346609362e-9,6.079430437485714e-10,9.861200369693584e-10,9.541443216294209e-10,9.541443216294209e-10,2.542905226677805e-9,2.542905226677805e-9,9.027007921938689e-10
t118,1.835336081371962e-7,9.172175398833031e-10,1.4294307236260634e-7,1.431235102042232e-7,-2.81965382827526e-7,0.0,0.0,5.124424754748507e-7,8.04834817504038e-8,3.454910349386921e-7,2.377513482653141e-9,4.33399044811051e-9,1.835336081371962e-7,1.835336081371962e-7,6.792320685969711e-8,6.792320685969711e-8,1.6365941515048797e-6
t119,7.144835640223964e-10,3.92348499870273e-11,3.5839036988017577e-9,3.5871360463554808e-9,-1.2600200253566755e-8,0.0,0.0,2.0373491995615603e-9,1.5345100973289953e-9,1.6830596964837943e-9,5.191816578611577e-10,8.286208505872646e-10,7.144835640223964e-10,7.144835640223964e-10,2.3551867304578392e-9,2.3551867304578392e-9,8.06661999638315e-9
t120,1.7887029821239294e-7,8.049812863705734e-10,1.3560628501432317e-7,1.3590599842604303e-7,-2.843376086785775e-7,0.0,0.0,4.990594114978274e-7,7.893061345532171e-8,3.3469185078085175e-7,2.3748841913583143e-9,4.2967403811975315e-9,1.7887029821239294e-7,1.7887029821239294e-7,6.316434018749204e-8,6.316434018749204e-8,1.5702727313668789e-6
t121,1.76616382658327e-7,7.415136657221447e-10,1.3214198852147179e-7,1.324963350063838e-7,-2.85525480344547e-7,0.0,0.0,4.925968334680456e-7,7.815685733067364e-8,3.294209252129215e-7,2.3734224308853324e-9,4.278053991271227e-9,1.76616382658327e-7,1.76616382658327e-7,6.099207019410601e-8,6.099207019410601e-8,1.538513737646021e-6
t122,1.7439158938616672e-7,6.790948311039889e-10,1.2881983242969922e-7,1.2922333261420112e-7,-2.8671542297217993e-7,0.0,0.0,4.863016858539305e-7,7.738636700593043e-8,3.242579199273696e-7,2.372040631326302e-9,4.259517776637169e-9,1.7439158938616672e-7,1.7439158938616672e-7,5.895372271806466e-8,5.895372271806466e-8,1.5076665816926478e-6
t123,1.1005091058074039e-8,2.2327498525445975e-10,3.0831551762129965e-8,3.090418449401835e-8,-2.87908279070609e-7,0.0,0.0,3.144151859777767e-8,1.593474287164421e-8,2.5200326688039058e-8,1.6002941661221122e-9,2.7383810862478065e-9,1.1005091058074039e-8,1.1005091058074039e-8,1.698525930023723e-8,1.698525930023723e-8,-8.204821264467873e-8
t124,1.701510967334015e-7,5.624609649392351e-10,1.2256847987372362e-7,1.2305830097130263e-7,-2.890608582197242e-7,0.0,0.0,4.7412689704311826e-7,7.586791421674851e-8,3.1435842969009244e-7,2.3693508871998107e-9,4.222350272303906e-9,1.701510967334015e-7,1.701510967334015e-7,5.5216759136814214e-8,5.5216759136814214e-8,1.448960134173537e-6
t125,6.35408849878182e-10,2.301240266208915e-11,3.057973034538855e-9,3.0655264455237596e-9,-1.046452602816897e-8,0.0,0.0,1.8071931311047683e-9,1.3469788860859952e-9,1.4626960784909172e-9,4.917887262432587e-10,7.654428023136021e-10,6.35408849878182e-10,6.35408849878182e-10,1.983526452061437e-9,1.983526452061437e-9,7.429364932551695e-9
t126,1.6608533367327468e-7,4.46217687709328e-10,1.1673563812585272e-7,1.1730003929114597e-7,-2.9152354966091087e-7,0.0,0.0,4.6244887345139053e-7,7.436636571240756e-8,3.048452233297793e-7,2.366675388849585e-9,4.185210707333724e-9,1.6608533367327468e-7,1.6608533367327468e-7,5.1837195911455264e-8,5.1837195911455264e-8,1.3931010868762926e-6
t127,2.0046342701575995e-10,6.696463956912279e-12,1.0451331340801653e-9,1.0482155271506615e-9,-1.3949994603385939e-9,0.0,0.0,5.691418952485047e-10,4.473949182512761e-10,4.5790371753328317e-10,2.3207487780293988e-10,3.4695156453321264e-10,2.0046342701575995e-10,2.0046342701575995e-10,7.021088145339267e-10,7.021088145339267e-10,4.764120548333495e-9
t128,1.6220839084333788e-7,3.32628268738336e-10,1.1127241546299407e-7,1.11901634121225e-7,-2.939278620901364e-7,0.0,0.0,4.5123155124082085e-7,7.28845508505901e-8,2.9572630689789464e-7,2.364042381153584e-9,4.148066062622423e-9,1.6220839084333788e-7,1.6220839084333788e-7,4.875487061930453e-8,4.875487061930453e-8,1.3400682469645252e-6
t129,3.784243464044021e-9,5.728510766034926e-11,1.3143994822576598e-8,1.3195169912655883e-8,-2.951475124915206e-7,0.0,0.0,1.0767757967515939e-8,6.560903235934715e-9,8.537217690210162e-9,1.1605766034118192e-9,1.8847381344023003e-9,3.784243464044021e-9,3.784243464044021e-9,7.620031906637769e-9,7.620031906637769e-9,-2.1324707481174524e-7
t130,1.584279531793573e-7,2.1462525372060158e-10,1.0612473635015567e-7,1.0681133570718994e-7,-2.9635553081490893e-7,0.0,0.0,4.404442462640583e-7,7.141102497878818e-8,2.8686418922006717e-7,2.361340359291024e-9,4.111007920605632e-9,1.584279531793573e-7,1.584279531793573e-7,4.5923396943746124e-8,4.5923396943746124e-8,1.2891176286645317e-6
