Constraint,CapRes_1
t4461,9.14660319590375e-10
t4462,1.2284038054626379e-9
t4463,9.046323304732259e-10
t4464,1.2174044683887535e-9
t4465,9.119940426751339e-10
t4466,1.222636688629563e-9
t4467,9.445265643527954e-10
t4468,1.200736997427017e-9
t4469,9.761678221429761e-10
t4470,1.2840819743235619e-9
t4471,1.8395698726073228e-9
t4472,1.7939235308752067e-9
t4473,1.6434112923355992e-9
t4474,2.05677993001684e-9
t4475,1.9731043768917466e-9
t4476,1.7239419459358139e-9
t4477,9.867026288475627e-10
t4478,2.122310459786126e-9
t4479,2.0769290865270554e-9
t4480,2.181000249042004e-9
t4481,2.116562565656632e-9
t4482,1.2064864720376488e-9
t4483,8.879501171626983e-10
t4484,1.223530483095589e-9
t4485,9.113472580050191e-10
t4486,1.2274160903489964e-9
t4487,9.017107361248295e-10
t4488,1.1985195602568574e-9
t4489,9.335324286388353e-10
t4490,1.2098044907743902e-9
t4491,9.553722886299962e-10
t4492,1.1903840408659932e-9
t4493,9.676763771827501e-10
t4494,1.2042063280044418e-9
t4495,1.0181523053896828e-9
t4496,1.2605758905487654e-9
t4497,1.0850867655085988e-9
t4498,1.381403117336761e-9
t4499,1.141835978496015e-9
t4500,1.4266928705898957e-9
t4501,1.08609350162326e-9
t4502,1.2933971508838251e-9
t4503,1.012430802446354e-9
t4504,1.88209516205749e-9
t4505,9.218694684199877e-10
t4506,1.1876485983098112e-9
t4507,8.878084242104901e-10
t4508,1.2239573810798314e-9
t4509,9.22896108622661e-10
t4510,1.2306883910056625e-9
t4511,9.129108944674952e-10
t4512,1.2204709249680453e-9
t4513,9.142932862746273e-10
t4514,1.2310840780843447e-9
t4515,9.291956838608438e-10
t4516,1.2270419717757115e-9
t4517,9.28431322563173e-10
t4518,1.2266231433412133e-9
t4519,2.037407482667791e-9
t4520,2.1156718485539722e-9
t4521,2.0425100667398222e-9
t4522,2.107224062138374e-9
t4523,1.2335152657726409e-9
t4524,1.3357109368214727e-9
t4525,1.0390396565922292e-9
t4526,1.535234588469265e-9
t4527,2.1605168645044418e-9
t4528,2.273342278109393e-9
t4529,9.195037062067222e-10
t4530,1.2400605690607844e-9
t4531,9.059297505101323e-10
t4532,1.252707856101551e-9
t4533,9.293893817629551e-10
t4534,1.2479425182822674e-9
t4535,9.118355153687512e-10
t4536,1.2303615265570002e-9
t4537,9.041785407281087e-10
t4538,1.2087533398685963e-9
t4539,9.303293110086948e-10
t4540,1.2043777309476894e-9
t4541,9.279146754570651e-10
t4542,1.2000246477518602e-9
t4543,2.0426118807344817e-9
t4544,2.134609238879129e-9
t4545,2.0446631467412827e-9
t4546,2.128811563921585e-9
t4547,2.053621210822439e-9
t4548,2.1851210144166678e-9
t4549,2.131581517096872e-9
t4550,2.278551465822424e-9
t4551,2.2508113976832227e-9
t4552,2.3804520679823273e-9
t4553,2.3045540107216553e-9
t4554,1.2662891354541244e-9
t4555,9.178035216512393e-10
t4556,1.2767572577919704e-9
t4557,9.307517738624591e-10
t4558,1.2515709859344182e-9
t4559,9.150646659270603e-10
t4560,1.2324588695609599e-9
t4561,9.172938258893078e-10
t4562,1.2302753502419598e-9
t4563,9.260757387829787e-10
t4564,1.2068841099771872e-9
t4565,9.24957418849921e-10
t4566,1.2134068355150803e-9
t4567,2.0476990196858927e-9
t4568,2.142913146225621e-9
t4569,2.0514274526541565e-9
t4570,2.1287810127659872e-9
t4571,2.0680484772102233e-9
t4572,2.2059865504594768e-9
t4573,2.159968171715726e-9
t4574,2.3141888546888277e-9
t4575,2.266813742344821e-9
t4576,2.3879889292954726e-9
t4577,2.3312200706036572e-9
t4578,1.2752873396971729e-9
t4579,9.16728999100722e-10
t4580,1.2775492043481145e-9
t4581,9.379214099548753e-10
t4582,1.279962971753207e-9
t4583,9.296572840341254e-10
t4584,1.2151817529763762e-9
t4585,9.090319055493584e-10
t4586,1.1989725050648836e-9
t4587,9.282778765316382e-10
t4588,1.1938359454726761e-9
t4589,9.25322183926454e-10
t4590,1.204722115279287e-9
t4591,1.962539219989386e-9
t4592,1.9675703862260004e-9
t4593,9.967577841414131e-10
t4594,1.648267140773087e-9
t4595,2.0181267036813956e-9
t4596,2.1301779977648463e-9
t4597,2.074136373478195e-9
t4598,2.1955745132428434e-9
t4599,2.1609406781825865e-9
t4600,2.2898079631249916e-9
t4601,2.2523261744567974e-9
t4602,1.2660796869800483e-9
t4603,9.186092160100989e-10
t4604,1.245527007931154e-9
t4605,9.220524432286023e-10
t4606,1.2360146327322438e-9
t4607,9.075536030252604e-10
t4608,1.208639501473659e-9
t4609,9.207846112835993e-10
t4610,1.2013367951734902e-9
t4611,9.359949068466406e-10
t4612,1.200844247551911e-9
t4613,9.386040483032674e-10
t4614,1.1964006302611083e-9
t4615,9.071142372266908e-10
t4616,1.2194631313325017e-9
t4617,1.0001331724619581e-9
t4618,1.1977635183747235e-9
t4619,1.2252156197938223e-9
t4620,1.475605976293635e-9
t4621,1.602300455429413e-9
t4622,2.0887638180522984e-9
t4623,1.9975872114284194e-9
t4624,2.0118482184186186e-9
t4625,2.0371227540937923e-9
t4626,2.0494544966288655e-9
t4627,9.019375632467426e-10
t4628,1.2251710593016252e-9
t4629,9.120534458674989e-10
t4630,1.2226256531596341e-9
t4631,9.048164940378223e-10
t4632,1.2021060273991818e-9
t4633,9.215263484657634e-10
t4634,1.355616614196116e-9
t4635,9.425743175283256e-10
t4636,1.3555559260483197e-9
t4637,9.477589485004098e-10
t4638,1.3429485202640131e-9
t4639,9.150211412596705e-10
t4640,1.1566033036192383e-9
t4641,1.0142663906094569e-9
t4642,1.2958622359771832e-9
t4643,1.0785881330764458e-9
t4644,1.7228451986837317e-9
t4645,1.643118269300139e-9
t4646,1.7378017873796995e-9
t4647,1.7083253516682465e-9
t4648,1.7961102379789227e-9
t4649,1.819681069067698e-9
t4650,1.355856451779353e-9
t4651,9.039283800487473e-10
t4652,1.2101119676619547e-9
t4653,9.047448164413912e-10
t4654,1.2116778009366493e-9
t4655,9.113296085442396e-10
t4656,1.2052324288693308e-9
t4657,9.250325286778858e-10
t4658,1.1947682372427752e-9
t4659,9.507350635641662e-10
t4660,1.2188386958920917e-9
t4661,9.62705046884303e-10
t4662,1.2152243747716862e-9
t4663,1.0312116331705535e-9
t4664,1.273040553024197e-9
t4665,1.0451609649839316e-9
t4666,1.330801870938737e-9
t4667,1.1086887329490144e-9
t4668,1.6801184104105735e-9
t4669,1.0574474116702205e-9
t4670,1.2805033144013368e-9
t4671,1.7501539960810691e-9
t4672,1.818995596366032e-9
t4673,1.8482289675176396e-9
t4674,1.2030420662337914e-9
t4675,8.875285506479582e-10
t4676,1.203885477891861e-9
t4677,9.027018359774664e-10
t4678,1.2090969919565358e-9
t4679,9.181720833014423e-10
t4680,1.1998253045401972e-9
t4681,9.291508444739603e-10
t4682,1.1956697081064498e-9
t4683,9.472629075501975e-10
t4684,1.1955008902777134e-9
t4685,9.43506116949237e-10
t4686,1.2019032954433647e-9
t4687,1.0010089745823746e-9
t4688,1.2873408731926173e-9
t4689,9.999925340917156e-10
t4690,1.2023575565190102e-9
t4691,1.0240691668848113e-9
t4692,1.331159891211667e-9
t4693,1.0145916028356378e-9
t4694,1.9210898414389185e-9
t4695,1.9574940405574435e-9
t4696,2.1185990109745334e-9
t4697,2.067049226086444e-9
t4698,1.1915475426864263e-9
t4699,8.829933061714126e-10
t4700,1.2126554762551333e-9
t4701,9.158187057831417e-10
t4702,1.2201356759351177e-9
t4703,9.018958828789227e-10
t4704,1.200818963731077e-9
t4705,9.221481895094407e-10
t4706,1.1921356428440386e-9
t4707,9.452619962987997e-10
t4708,1.195882061498745e-9
t4709,9.395280503319552e-10
t4710,1.218483691181339e-9
t4711,9.819022069943987e-10
t4712,1.2551296543944862e-9
t4713,9.818077563689338e-10
t4714,1.3320291691721051e-9
t4715,1.506545964806596e-9
t4716,1.9144644317629404e-9
t4717,1.0513382030316158e-9
t4718,1.943708580886106e-9
t4719,1.9817587802497642e-9
t4720,2.0104512638864573e-9
t4721,2.107821893365573e-9
t4722,1.2253045745251149e-9
t4723,8.857733351327467e-10
t4724,1.2234997959199648e-9
t4725,9.093313794386973e-10
t4726,1.22382637533899e-9
t4727,9.016694361020125e-10
t4728,1.2142803525604358e-9
t4729,9.011572750326581e-10
t4730,1.2046639352285034e-9
t4731,9.238086065106856e-10
t4732,1.2245880539751678e-9
t4733,9.252884213558693e-10
t4734,1.2234361669964476e-9
t4735,1.4997324648051293e-9
t4736,1.6177825558804805e-9
t4737,9.518864700498084e-10
t4738,1.1907693903400756e-9
t4739,1.0197101786412135e-9
t4740,2.10796693648483e-9
t4741,2.0355861270287498e-9
t4742,2.1526149224420325e-9
t4743,2.130093704259177e-9
t4744,2.255501506540116e-9
t4745,2.1897183899072505e-9
t4746,1.2473444253929835e-9
t4747,8.98970361914046e-10
t4748,1.24811611560633e-9
t4749,9.233123278743856e-10
t4750,1.2658049056605028e-9
t4751,9.063587898784573e-10
t4752,1.2166419914106623e-9
t4753,8.991889623094894e-10
t4754,1.1997272484903421e-9
t4755,9.29878981902097e-10
t4756,1.1956491481716927e-9
t4757,9.291947588819355e-10
t4758,1.2198311308374467e-9
t4759,1.4957032179423113e-9
t4760,1.6056265961189057e-9
t4761,9.581059085889842e-10
t4762,1.1840623668211157e-9
t4763,2.0051536201221306e-9
t4764,2.106292130601047e-9
t4765,9.401935100501645e-10
t4766,2.16722197422441e-9
t4767,2.141740220061314e-9
t4768,2.256066768966532e-9
t4769,2.2166807986769636e-9
t4770,1.2501789720870791e-9
t4771,9.038686121375592e-10
t4772,1.259221813226306e-9
t4773,9.303491447804107e-10
t4774,1.2512662712943076e-9
t4775,9.133356426075558e-10
t4776,1.2234333309349512e-9
t4777,9.045693561272896e-10
t4778,1.21371818211992e-9
t4779,9.199874567407861e-10
t4780,1.2067668089255216e-9
t4781,9.089687227313747e-10
t4782,1.2077334770254167e-9
t4783,1.483008176660193e-9
t4784,1.6262535388242133e-9
t4785,2.0629722490438225e-9
t4786,2.136160871342494e-9
t4787,2.0586185489932985e-9
t4788,2.1811411691614012e-9
t4789,2.141188791802372e-9
t4790,2.216204010548317e-9
t4791,2.2338737451504847e-9
t4792,2.378971511445737e-9
t4793,2.328721904232401e-9
t4794,1.3036082362207332e-9
t4795,9.209173129385788e-10
t4796,1.2715461878435652e-9
t4797,9.345601961714355e-10
t4798,1.2575699031317337e-9
t4799,9.236323822621778e-10
t4800,1.2168905481633125e-9
t4801,9.10148224023674e-10
t4802,1.2046941653118123e-9
t4803,9.323574876743274e-10
t4804,1.2221102832386942e-9
t4805,1.0694309976848573e-9
t4806,1.6557177249933495e-9
t4807,9.33683227390117e-10
t4808,1.3625820671523075e-9
t4809,1.1943123305760753e-9
t4810,2.040684280215773e-9
t4811,1.8933913643016796e-9
t4812,1.921572786437786e-9
t4813,1.9280595895759323e-9
t4814,2.010643766461928e-9
t4815,2.054261524706225e-9
t4816,2.0250886657286723e-9
t4817,2.059002044569143e-9
t4818,1.2131176285819122e-9
t4819,8.90809435307206e-10
t4820,1.2284497635703256e-9
t4821,9.158425594719361e-10
t4822,1.2518115725663796e-9
t4823,9.179219758297495e-10
t4824,1.2063561711373068e-9
t4825,9.11179911985425e-10
t4826,1.2230395678563134e-9
t4827,9.399712766939627e-10
t4828,1.3386173232792183e-9
t4829,9.5618248029849e-10
t4830,1.335346552433279e-9
t4831,1.0281649029966826e-9
t4832,1.2849798159233182e-9
t4833,1.0133649064130538e-9
t4834,1.282805990647298e-9
t4835,1.055278472015771e-9
t4836,1.902119875935088e-9
t4837,1.938388825390588e-9
t4838,2.1012285075412383e-9
t4839,2.055696247002771e-9
t4840,2.1789625320239505e-9
t4841,2.119633486715158e-9
t4842,1.2131485746068552e-9
t4843,8.920088098180594e-10
t4844,1.2214465570128752e-9
t4845,9.074282560677112e-10
t4846,1.2150356760968422e-9
t4847,9.009862133350106e-10
t4848,1.2075261836090293e-9
t4849,9.235108694457203e-10
t4850,1.1980597714915848e-9
t4851,9.430808394223178e-10
t4852,1.202459717404721e-9
t4853,9.377098875189696e-10
t4854,1.2316490536434585e-9
t4855,1.0637655619262108e-9
t4856,1.3399939452125035e-9
t4857,9.6883408160963e-10
t4858,1.2538881217903088e-9
t4859,1.398833060179331e-9
t4860,2.088365602943531e-9
t4861,2.022252598481153e-9
t4862,2.1407464457889225e-9
t4863,2.099473724593603e-9
t4864,2.194920974456016e-9
t4865,2.154733957942585e-9
t4866,1.2612060612046956e-9
t4867,9.221927731254174e-10
t4868,1.248398864759847e-9
t4869,9.240015563548467e-10
t4870,1.2403533547280703e-9
t4871,9.106145347821472e-10
t4872,1.2268483084995966e-9
t4873,9.059498727674914e-10
t4874,1.2093165305563457e-9
t4875,9.175493610995476e-10
t4876,1.2063725708041326e-9
t4877,9.235708780434883e-10
t4878,1.2359108930377773e-9
t4879,1.482664252389341e-9
t4880,1.6371565005334547e-9
t4881,1.425815013451775e-9
t4882,1.1977053553193478e-9
t4883,1.9594727311616114e-9
t4884,2.1061732120301577e-9
t4885,2.051103673225034e-9
t4886,2.1783312272862638e-9
t4887,2.1441666064653295e-9
t4888,2.2648781328973737e-9
t4889,2.1869801584863394e-9
t4890,1.2290317527134088e-9
t4891,8.975515636775414e-10
t4892,1.238655487024807e-9
t4893,9.230067817297894e-10
t4894,1.262566722585052e-9
t4895,9.197934616543892e-10
t4896,1.219194455019037e-9
t4897,9.02537810061655e-10
t4898,1.2055711899411599e-9
t4899,9.290597808386646e-10
t4900,1.2031637934243149e-9
t4901,9.325711207463194e-10
t4902,1.2312263192880273e-9
t4903,1.527824612885402e-9
t4904,1.6383352709773403e-9
t4905,1.2270433483574004e-9
t4906,1.2950252132931288e-9
t4907,1.994091246286899e-9
t4908,2.07452857909851e-9
t4909,2.0385372990009447e-9
t4910,2.1495723908852807e-9
t4911,2.1388155598656766e-9
t4912,2.2527786025603508e-9
t4913,1.0808260218229077e-9
t4914,1.2372889701598772e-9
t4915,9.106660106410045e-10
t4916,1.2565457306002173e-9
t4917,9.200516757688149e-10
t4918,1.2332442998416047e-9
t4919,9.067140237032545e-10
t4920,1.2163045556061933e-9
t4921,9.005324196194071e-10
t4922,1.2061802154869386e-9
t4923,9.210465945662981e-10
t4924,1.2055109665240674e-9
t4925,9.177740162553647e-10
t4926,1.2085825881533806e-9
t4927,1.9744712860744703e-9
t4928,1.9746393527275316e-9
t4929,1.0400435012708436e-9
t4930,1.1939758608070826e-9
t4931,1.406869304505523e-9
t4932,2.0979691090803442e-9
t4933,1.1284245593941228e-9
t4934,2.202610041941132e-9
t4935,2.1881043083634144e-9
t4936,2.313769280320094e-9
t4937,2.260290616129595e-9
t4938,1.295104570643702e-9
t4939,9.187332100920078e-10
t4940,1.2712019343894753e-9
t4941,9.292777077257634e-10
t4942,1.2669825804386556e-9
t4943,9.135238084092319e-10
t4944,1.2062586522941254e-9
t4945,9.223679922912577e-10
t4946,1.199169229263312e-9
t4947,9.432374019714679e-10
t4948,1.1984342084384016e-9
t4949,9.398223849289193e-10
t4950,1.2287061481302778e-9
t4951,1.387124548163744e-9
t4952,1.3040122626766885e-9
t4953,1.249071162436834e-9
t4954,1.2965766509080779e-9
t4955,1.4001827835454692e-9
t4956,1.9095558799319e-9
t4957,1.9198660262407034e-9
t4958,1.9432784324651655e-9
t4959,1.9933081118503344e-9
t4960,2.0195094266866192e-9
t4961,2.050802732830768e-9
t4962,1.2460555210603023e-9
t4963,8.973036729349216e-10
t4964,1.2322598611237638e-9
t4965,9.213803763266607e-10
t4966,1.2504873800128608e-9
t4967,9.189621718538514e-10
t4968,1.2180817721132076e-9
t4969,9.144569711521812e-10
t4970,1.2295421857856115e-9
t4971,9.396443988179527e-10
t4972,1.2256291938546167e-9
t4973,9.434288070940157e-10
t4974,1.2232299070522287e-9
t4975,1.0410963833666072e-9
t4976,1.1877880766755826e-9
t4977,1.8285491606336278e-9
t4978,1.9252768754078836e-9
t4979,1.3875070591119623e-9
t4980,2.059106889117095e-9
t4981,1.9548957711637008e-9
t4982,1.996733060804603e-9
t4983,2.0172921037713183e-9
t4984,2.06467797638452e-9
t4985,2.119997470116814e-9
t4986,1.240905791212878e-9
t4987,9.04303224056315e-10
t4988,1.2522287709352832e-9
t4989,9.208826283017627e-10
t4990,1.2707283710777224e-9
t4991,9.238258357800439e-10
t4992,1.2105987266686948e-9
t4993,9.258578378168809e-10
t4994,1.1987038814034446e-9
t4995,9.514084655889503e-10
t4996,1.1981964382135588e-9
t4997,9.62774662874477e-10
t4998,1.1909582908490682e-9
t4999,1.907036283445031e-9
t5000,1.9036047416701636e-9
t5001,1.8919010170000463e-9
t5002,1.2680355882165474e-9
t5003,1.0678416610240435e-9
t5004,1.3090829738148703e-9
t5005,9.564908156139114e-10
t5006,1.519894127362822e-9
t5007,2.1123755587791796e-9
t5008,2.2534374470009773e-9
t5009,2.2175248419912418e-9
t5010,1.2534187579655376e-9
t5011,9.121083724768412e-10
t5012,1.2654279688984617e-9
t5013,9.300268181821918e-10
t5014,1.2438751463022114e-9
t5015,9.258648698808843e-10
t5016,1.2284674821642657e-9
t5017,9.045226193801381e-10
t5018,1.2104628085664436e-9
t5019,9.2558191511133e-10
t5020,1.2282662345012014e-9
t5021,9.236512537763745e-10
t5022,1.2319770731733108e-9
t5023,2.0557333840122756e-9
t5024,2.1322461250224753e-9
t5025,2.050379364597003e-9
t5026,2.1292825575783768e-9
t5027,1.4196574880887448e-9
t5028,2.1567865364807173e-9
t5029,2.0420457361463848e-9
t5030,1.9372405206402205e-9
t5031,2.218376756591482e-9
t5032,2.3607307521039275e-9
t5033,2.308625196745449e-9
t5034,1.3020569389832132e-9
t5035,9.35814783011813e-10
t5036,1.314624576061598e-9
t5037,1.04907928420031e-9
t5038,1.285119852837022e-9
t5039,9.186355036741848e-10
t5040,1.2236544073210608e-9
t5041,9.334175911017062e-10
t5042,1.227771414876559e-9
t5043,9.523733221487116e-10
t5044,1.2022295622240233e-9
t5045,9.464208685886968e-10
t5046,1.2051669555299503e-9
t5047,1.060002366817777e-9
t5048,2.1330158468677736e-9
t5049,2.0562778315202615e-9
t5050,2.127469969166231e-9
t5051,2.0562849738777332e-9
t5052,2.1832853321638126e-9
t5053,2.1327565288858994e-9
t5054,2.260958399057406e-9
t5055,2.213184811727602e-9
t5056,2.358177938296453e-9
t5057,1.1728517670676728e-9
t5058,1.4583960726983328e-9
t5059,9.634464854248488e-10
t5060,1.4579767860425123e-9
t5061,1.132169431403274e-9
t5062,1.4336090028116037e-9
t5063,1.0978363499666016e-9
t5064,1.3330393993322826e-9
t5065,1.0888507922132735e-9
t5066,1.3129094590283432e-9
t5067,1.1311642977447673e-9
t5068,1.3883309774958626e-9
t5069,9.713551605465124e-10
t5070,1.2574964102556887e-9
t5071,9.052652424518119e-10
t5072,1.2363582444611295e-9
t5073,1.0531366953994428e-9
t5074,1.4612971961472386e-9
t5075,1.214108926982071e-9
t5076,1.4120683312351135e-9
t5077,1.098410825722231e-9
t5078,1.3837789361404284e-9
t5079,1.0762164369783598e-9
t5080,1.4222871236638756e-9
t5081,9.564592387354583e-10
t5082,1.2610093540675173e-9
t5083,9.146472947423369e-10
t5084,1.2637569320362746e-9
t5085,9.35326691601111e-10
t5086,1.2461538107186387e-9
t5087,9.245367831297909e-10
t5088,1.2348305591507312e-9
t5089,1.1336517902375216e-9
t5090,1.319483732811066e-9
t5091,1.1000892226233292e-9
t5092,1.2818695528054425e-9
t5093,1.0202116415099512e-9
t5094,1.2072946261154509e-9
t5095,1.106833494562394e-9
t5096,2.100747214550326e-9
t5097,2.010910382139285e-9
t5098,2.0743851151386236e-9
t5099,1.015055550174664e-9
t5100,1.932788944381475e-9
t5101,1.0157549837186121e-9
t5102,1.3452646833092088e-9
t5103,2.093113612843075e-9
t5104,2.1958827229097093e-9
t5105,2.156070496690928e-9
t5106,1.2220723723330122e-9
t5107,8.954724396669465e-10
t5108,1.2411824469526553e-9
t5109,9.216411210565517e-10
t5110,1.2550462010447214e-9
t5111,9.080016815178853e-10
t5112,1.2153447775679807e-9
t5113,9.248397843544531e-10
t5114,1.218950090786897e-9
t5115,9.494573557472165e-10
t5116,1.1907338230850805e-9
t5117,9.442636721602742e-10
t5118,1.19247252858566e-9
t5119,1.8710900874424285e-9
t5120,1.8518147265196374e-9
t5121,1.767592169895813e-9
t5122,1.283428242417213e-9
t5123,1.995147084402105e-9
t5124,1.3232617606548752e-9
t5125,1.0129198273760674e-9
t5126,2.1559442844611686e-9
t5127,2.1256905839755177e-9
t5128,2.222782276210647e-9
t5129,2.170451808334168e-9
t5130,1.2298793212367169e-9
t5131,8.990137254443785e-10
t5132,1.2443043724490539e-9
t5133,9.360056853471587e-10
t5134,1.2545933244887072e-9
t5135,9.220464148119546e-10
t5136,1.2293806963540614e-9
t5137,9.43680264305222e-10
t5138,1.2186374294967863e-9
t5139,9.61599381947487e-10
t5140,1.1941880480361791e-9
t5141,9.664437881239556e-10
t5142,1.1954388834790136e-9
t5143,1.4499136261978714e-9
t5144,1.5551653407586775e-9
t5145,9.979757587049133e-10
t5146,2.055884463691172e-9
t5147,1.9557934624895767e-9
t5148,2.045585763837171e-9
t5149,1.9985330878531582e-9
t5150,2.1191784253716403e-9
t5151,2.071316021611876e-9
t5152,2.213109345527803e-9
t5153,2.1844968036866694e-9
t5154,1.2305132675998414e-9
t5155,9.020244315269949e-10
t5156,1.2323325908865527e-9
t5157,9.132123318856309e-10
t5158,1.2186058295405994e-9
t5159,9.163899944287049e-10
t5160,1.2189712177609927e-9
t5161,9.397944088121603e-10
t5162,1.1939616754724076e-9
t5163,9.670335553025683e-10
t5164,1.208626091972424e-9
t5165,1.0591501125783103e-9
t5166,1.255578812343281e-9
t5167,9.66185513572471e-10
t5168,1.3061526702450423e-9
t5169,1.0256432594403896e-9
t5170,1.2985921594089894e-9
t5171,1.073695985612929e-9
t5172,1.291957488326021e-9
t5173,1.0362170455310294e-9
t5174,1.1980490812687938e-9
t5175,9.47999391229011e-10
t5176,1.181975340720659e-9
t5177,8.813483483982278e-10
t5178,1.2107601353753e-9
t5179,8.821222852533904e-10
t5180,1.212134530620697e-9
t5181,9.053433600800279e-10
t5182,1.2070820314396457e-9
t5183,9.345434411873712e-10
t5184,1.2024426308177005e-9
t5185,9.37291916065423e-10
t5186,1.2167469835304389e-9
t5187,9.545047057034668e-10
t5188,1.1903479349852877e-9
t5189,9.480815845451835e-10
t5190,1.2224296097088047e-9
t5191,1.0337165918339297e-9
t5192,1.3350866510569864e-9
t5193,2.0066733828345807e-9
t5194,1.583265312059573e-9
t5195,1.9680414968620467e-9
t5196,1.3001927671729415e-9
t5197,1.923691304610433e-9
t5198,1.3078639591555366e-9
t5199,1.9762058649800205e-9
t5200,2.1591387376271127e-9
t5201,8.893549454836217e-10
t5202,1.1978305099190711e-9
t5203,8.865940101320456e-10
t5204,1.2244839997633092e-9
t5205,9.099675884295579e-10
t5206,1.2210536285355903e-9
t5207,9.011900469986989e-10
t5208,1.2068807007985549e-9
t5209,9.256688761247222e-10
t5210,1.2187449407697897e-9
t5211,9.414941366354886e-10
t5212,1.2158860867878132e-9
t5213,9.480275450999222e-10
t5214,1.2292622139890546e-9
t5215,1.03936226648622e-9
t5216,1.5236555632741804e-9
t5217,2.0255929259592015e-9
t5218,2.0826660965725926e-9
t5219,1.989438321367196e-9
t5220,2.0616489462299894e-9
t5221,1.9506866618194715e-9
t5222,1.9939572962123267e-9
t5223,2.0285879901154007e-9
t5224,2.2053369518440044e-9
t5225,1.5760673345868007e-9
t5226,1.2298420320135232e-9
t5227,8.946994352456352e-10
t5228,1.2325661344442807e-9
t5229,9.144998678799163e-10
t5230,1.2283183273613689e-9
t5231,9.049511005719515e-10
t5232,1.2008487350566183e-9
t5233,9.46955492821802e-10
t5234,1.2051159969983678e-9
t5235,9.717697264099889e-10
t5236,1.1924207787225542e-9
t5237,9.629728559408206e-10
t5238,1.1961545891080402e-9
t5239,9.245995378384817e-10
t5240,1.3207238611273409e-9
t5241,1.0209868337457933e-9
t5242,1.31874106360832e-9
t5243,1.9150311210347212e-9
t5244,1.9294087554935164e-9
t5245,1.513232515681762e-9
t5246,1.3395184395460284e-9
t5247,8.934698615673401e-10
t5248,1.3763057937203427e-9
t5249,8.928981463757843e-10
t5250,1.2272085506163053e-9
t5251,8.99968641871923e-10
t5252,1.2556014350720524e-9
t5253,9.223823761232656e-10
t5254,1.22858260037101e-9
t5255,9.057398349423907e-10
t5256,1.2085029467120508e-9
t5257,9.279968460138391e-10
t5258,1.1980012037738105e-9
t5259,9.44135825206964e-10
t5260,1.198272157953181e-9
t5261,9.477999194925293e-10
t5262,1.1994423986922844e-9
t5263,9.077664167991033e-10
t5264,1.3734529976301825e-9
t5265,2.00181576711146e-9
t5266,1.3202915378014148e-9
t5267,1.930195646816329e-9
t5268,1.6107266132078206e-9
t5269,1.9474038284699893e-9
t5270,2.135767717591994e-9
t5271,1.0546313142779527e-9
t5272,2.2256909317842706e-9
t5273,8.932499793828107e-10
t5274,1.2345443037391437e-9
t5275,8.899444741426611e-10
t5276,1.2187944993527962e-9
t5277,9.150001666494692e-10
t5278,1.2394694139448344e-9
t5279,9.072350234181071e-10
t5280,1.2203826449719058e-9
t5281,9.307132636350895e-10
t5282,1.2192127754402243e-9
t5283,9.64001117524842e-10
t5284,1.216531794843557e-9
t5285,9.5821179969909e-10
t5286,1.198852067317952e-9
t5287,2.0239673500694385e-9
t5288,2.0957751441474967e-9
t5289,1.9384626061917045e-9
t5290,1.2826672573487892e-9
t5291,1.0321936059371822e-9
t5292,1.277827281452448e-9
t5293,1.0240483059539642e-9
t5294,2.1203295089612377e-9
t5295,2.0880965339588268e-9
t5296,2.228716848448993e-9
t5297,2.1760248749689013e-9
t5298,1.228040637056846e-9
t5299,9.027353610372574e-10
t5300,1.2392320151313516e-9
t5301,9.182032156951181e-10
t5302,1.2558027061670533e-9
t5303,9.032171515098162e-10
t5304,1.2136159510555612e-9
t5305,9.131818858644674e-10
t5306,1.2278276422683672e-9
t5307,9.407365129710648e-10
t5308,1.2228445636587275e-9
t5309,9.505660074495463e-10
t5310,1.1955977099111133e-9
t5311,1.999289022600073e-9
t5312,2.0616795163950375e-9
t5313,1.986762935449425e-9
t5314,1.2743041879112437e-9
t5315,1.0228424305576825e-9
t5316,1.4831340682518507e-9
t5317,2.050836505077154e-9
t5318,2.1535888929566285e-9
t5319,2.142415921013774e-9
t5320,2.268848552153508e-9
t5321,2.2263625312076014e-9
t5322,1.2567960059844282e-9
t5323,9.107868998469486e-10
t5324,1.2678808815198138e-9
t5325,9.267545943767165e-10
t5326,1.2444384544537505e-9
t5327,9.114541006640631e-10
t5328,1.2488944862518635e-9
t5329,9.161424509329271e-10
t5330,1.2053168606705792e-9
t5331,9.33911440272372e-10
t5332,1.2236824636140483e-9
t5333,9.566031390897505e-10
t5334,1.2159264064098383e-9
t5335,1.0353905438915911e-9
t5336,2.0317834643840294e-9
t5337,1.9921196524702006e-9
t5338,2.029545448431827e-9
t5339,1.9440127727979603e-9
t5340,1.3358230419273492e-9
t5341,2.0731249464311465e-9
t5342,2.201381735508075e-9
t5343,2.1595260987253712e-9
t5344,2.3103690643325277e-9
t5345,2.254189751102378e-9
t5346,1.2582214522912838e-9
t5347,9.144859509459121e-10
t5348,1.2770076567591502e-9
t5349,9.301637612159796e-10
t5350,1.235685224018629e-9
t5351,9.066909423595969e-10
t5352,1.2135698647332083e-9
t5353,9.349682923727063e-10
t5354,1.2215194674584518e-9
t5355,9.702504390760818e-10
t5356,1.2146809605238247e-9
t5357,9.69525644007875e-10
t5358,1.21682448171938e-9
t5359,9.065560653287535e-10
t5360,2.087776106004431e-9
