Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar
0.0,0.0,0.0,0.0,1.895613584740909e-5,1.8320001307166886e-5,0.0,2.0171098610947387e-5,3.6673553581615515e-6,0.0,1.790178313958495e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9144058823979428e-5,1.8001231286722145e-5,0.0,2.0017013310931633e-5,4.431915942414357e-6,0.0,1.8567907576455677e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9200146305866347e-5,1.7685340610367582e-5,0.0,2.0045086914435076e-5,5.9589124448076125e-6,0.0,1.9508151435912547e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9229054330032855e-5,1.752666031889333e-5,0.0,1.958879651316757e-5,8.005924492005543e-6,0.0,1.9830910194571224e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.921063030482995e-5,1.79670624547796e-5,0.0,1.987685659631566e-5,9.55537024902835e-6,0.0,1.9846751926903967e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9142081030028543e-5,1.8534128257608902e-5,0.0,1.9933603986946873e-5,1.0720529280741082e-5,0.0,1.984958042315585e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.8796514106937757e-5,1.9242368676090484e-5,0.0,2.0152000298721022e-5,1.1566895071655276e-5,0.0,2.0097568623078257e-5,0.0,0.0,0.0,0.0
0.0,2.6568648941652805e-5,0.0,0.0,1.8488986359214005e-5,1.91905655266556e-5,0.0,1.9842783966126928e-5,1.2920675397241842e-5,2.654943469570083e-5,2.0204556656237227e-5,0.0,0.0,1.2560775364711674e-5,0.0
4.790111575037059e-5,0.00010452776217793062,0.0,0.0,2.8530475285365107e-5,3.034150779928578e-5,3.861912922092496e-5,3.283803901039814e-5,1.6414606272717616e-5,0.00010484900330217623,3.5658600821258884e-5,0.0,0.0,5.251308584774961e-5,5.245477314730351e-5
5.991374075264844e-5,0.00012834696661249149,0.0,0.0,2.823571389980199e-5,3.244196682104822e-5,9.250600105571535e-5,3.216025346323743e-5,1.5499715160090587e-5,0.00012877500500835468,3.809376866176695e-5,0.0,6.250979329415485e-5,6.464448944143442e-5,6.459865708308143e-5
6.862011370145638e-5,0.00014566111950899333,0.0,0.0,2.780971329391002e-5,3.616749347156824e-5,0.00011410416876341552,3.334252040133952e-5,1.5876946430361123e-5,0.0001461634157878009,3.949381783257743e-5,0.0,7.382963398505638e-5,7.34063671501417e-5,7.33934402674663e-5
7.66108804342025e-5,0.00016158279091542109,0.0,0.0,2.780188129605128e-5,3.9255362668497036e-5,0.00011261362409614166,3.344275050061027e-5,1.8525363156906256e-5,0.00016212638172243633,4.0073676373636516e-5,0.0,8.137892052584306e-5,8.139447038502112e-5,8.125613835119339e-5
8.600579587891843e-5,0.0001802313190075669,0.0,0.0,2.7694629688629448e-5,4.119942952310735e-5,0.00013672501376471368,3.557157832912202e-5,2.2443570125058558e-5,0.0001809110897362202,4.0163751653993464e-5,0.0,9.113626156898036e-5,9.072798580689323e-5,9.058534072892144e-5
9.206872677580691e-5,0.00019226630316414054,0.0,0.0,2.5854229102260255e-5,4.215903826791311e-5,0.0001273669090212498,3.6855016218469336e-5,2.6337831926602028e-5,0.00019304062028142763,3.966607973875836e-5,0.0,9.56239451757046e-5,9.676330817853795e-5,9.664682455934326e-5
9.611314260382642e-5,0.00020026951710238434,0.0,0.0,2.727010798091699e-5,4.2904670327060957e-5,0.0001415560764935949,3.746373003474382e-5,3.128977052607083e-5,0.0002011056286445977,3.9011148109552424e-5,0.0,9.99859982075968e-5,0.00010073594829407284,0.00010099951758490988
8.80849329867317e-5,0.00018432558044310913,0.0,0.0,3.1167746651501736e-5,4.2740576274140875e-5,0.00012970963611296025,3.527651500483284e-5,3.238426831556237e-5,0.00018505502026666174,3.750224713081277e-5,0.0,9.332469602707505e-5,9.277618957526101e-5,9.31068358909215e-5
7.732863238985033e-5,0.00016283393895439048,0.0,0.0,3.302282072666163e-5,4.196316488811018e-5,0.00012222698500663552,3.390619872232006e-5,3.3730239255103716e-5,0.00016353597235072774,3.374580160213209e-5,0.0,8.249148399430695e-5,8.203085393176934e-5,8.229669984416432e-5
5.5106539079474715e-5,0.00011849388361828876,0.0,0.0,2.883579238740984e-5,3.99515761455627e-5,9.604944516398842e-5,3.0370055687794517e-5,3.193379366285979e-5,0.00011913104594684833,2.936882500072379e-5,0.0,5.927151803997166e-5,5.973557102834093e-5,5.974771511318977e-5
8.218171528129314e-6,2.4919153191905304e-5,0.0,0.0,1.8126100011730765e-5,2.042082029372618e-5,2.2253858532673612e-5,1.8444399848831276e-5,1.8375411727090548e-5,2.5472303389781697e-5,1.7987632174028717e-5,0.0,1.1954206441844306e-5,1.203383285552917e-5,1.2025378625324379e-5
0.0,0.0,0.0,0.0,1.8588346623746028e-5,2.0431329239972584e-5,0.0,1.8462091379726184e-5,1.7643893108473184e-5,0.0,1.8216101426846376e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.941442543198936e-5,2.0353583501938343e-5,0.0,1.8242987240856152e-5,1.687499960273656e-5,0.0,1.8091959073421866e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9484197755737657e-5,1.9979769999863122e-5,0.0,1.6805832814793554e-5,1.6540844089469857e-5,0.0,1.8153748412660608e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9004170398593178e-5,1.9702601769571164e-5,0.0,1.7212837051669904e-5,1.643370386671023e-5,0.0,1.823588067874161e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9260130429032722e-5,1.9518999153041423e-5,0.0,1.7638833467837525e-5,1.653191511984037e-5,0.0,1.8502309679120946e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.943418066398186e-5,1.8833078303681082e-5,0.0,1.7764499961058306e-5,1.6907547309666913e-5,0.0,1.856877409762568e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9402791144211034e-5,1.8474937175384087e-5,0.0,1.7694810866192835e-5,1.6601522205445216e-5,0.0,1.8792231859272147e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9303971151688284e-5,1.840078946276635e-5,0.0,1.773050710570305e-5,1.6483967905979013e-5,0.0,1.9057595717911748e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9119515629752177e-5,1.8267129660045118e-5,0.0,1.726740925029824e-5,1.6388887762143793e-5,0.0,1.9141717898096898e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9104676238834134e-5,1.8297158726418593e-5,0.0,1.74639896924624e-5,1.6364739832990113e-5,0.0,1.927655883851601e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.871447700678408e-5,1.8907182699135054e-5,0.0,1.8783082765509662e-5,1.5879605780642423e-5,0.0,1.937523736593097e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.83950613727989e-5,1.9620025177889943e-5,0.0,1.889726845375744e-5,1.528217753606818e-5,0.0,1.9434553659677872e-5,0.0,0.0,0.0,0.0
0.0,2.5485732838274423e-5,0.0,0.0,1.8119217885833024e-5,2.0079434909313876e-5,2.709660442429886e-6,1.849501548659558e-5,1.4707321299498661e-5,2.5489242207904645e-5,1.9463604691827826e-5,0.0,0.0,1.2011946408652108e-5,0.0
4.904837225971903e-5,0.00010683472771245971,0.0,0.0,2.950307745869979e-5,3.8779075042552266e-5,7.045129725189024e-5,2.711531078850998e-5,1.7408601185312134e-5,0.00010714575377493511,3.444929681664091e-5,0.0,5.330509872170097e-5,5.365515053057379e-5,5.364970500920663e-5
5.952995250169124e-5,0.00012765405043180394,0.0,0.0,2.9852347938683014e-5,3.982529536167557e-5,8.852296279403326e-5,2.5257986971750024e-5,1.397899117639593e-5,0.00012801622513087572,3.617387661650003e-5,0.0,6.439324162776927e-5,6.42217005264456e-5,6.432911563081234e-5
6.807178148449111e-5,0.00014464142756986603,0.0,0.0,2.7980748921324038e-5,3.9204359731429696e-5,8.925143069571008e-5,3.1642484595542784e-5,1.3974594396743868e-5,0.00014507811584184025,3.985471621883445e-5,0.0,7.322628485795235e-5,7.282201480052208e-5,7.28488595740373e-5
7.407078931009892e-5,0.0001565530208672451,0.0,0.0,2.4090872641560972e-5,3.8071177216521855e-5,7.268109349481367e-5,3.6309418878969224e-5,1.5886319149516588e-5,0.0001570650860352952,4.114884481649404e-5,0.0,7.881033671974791e-5,7.881623540129112e-5,7.905258411256e-5
7.74008456474462e-5,0.00016316263461291412,0.0,0.0,1.9557165943759374e-5,3.687974777656203e-5,8.497364211662002e-5,3.712571985482574e-5,1.7626826382791072e-5,0.00016371914019185674,4.240000311646143e-5,0.0,8.220140365233775e-5,8.21308991874048e-5,8.241744342285529e-5
8.14449256480998e-5,0.0001711990963367114,0.0,0.0,1.7433713107740522e-5,3.782484860481618e-5,7.572389139167357e-5,3.276689458986594e-5,1.98389429496538e-5,0.00017181216559625077,4.290763079006328e-5,0.0,8.615299209235872e-5,8.618044293484672e-5,8.634716550659505e-5
8.208472274873202e-5,0.00017245841645317377,0.0,0.0,1.743863363682071e-5,3.934217653467968e-5,2.7244929953865455e-5,3.335148728948178e-5,2.490882106503337e-5,0.00017308062837251902,4.29067033398804e-5,0.0,8.66927393994299e-5,8.68406186498305e-5,8.718654103745394e-5
7.81558535827287e-5,0.00016465088423939196,0.0,0.0,1.4352488348255261e-5,3.805499016141662e-5,8.655264156758181e-5,3.692676954048977e-5,2.8404907637929412e-5,0.0001652277577159677,4.255910059757342e-5,0.0,8.298954275032244e-5,8.29211668502694e-5,8.321791939636114e-5
7.207708069856267e-5,0.00015247374727645656,0.0,0.0,1.1061313614211641e-5,3.6654925800990285e-5,7.322736622626113e-5,3.100847305151819e-5,3.095447638411945e-5,0.00015305487885598407,4.1891256837640696e-5,0.0,7.640028556887835e-5,7.680626856654271e-5,7.710129138160937e-5
5.502996021178319e-5,0.00011835658536071338,0.0,0.0,8.176780848866782e-6,3.169274730399987e-5,7.733701107400235e-5,2.0665540560915467e-5,3.2629740594447695e-5,0.00011899111834310731,3.9124506791136095e-5,0.0,5.947549179619038e-5,5.965842515109898e-5,5.966823465541893e-5
8.189720304085935e-6,2.5009074428115832e-5,0.0,0.0,6.627375028562747e-6,1.8493371222229216e-5,1.8258988788590465e-5,1.6833721998583105e-5,1.892559043927228e-5,2.5421409557133442e-5,2.0147142085037067e-5,0.0,1.1910041049056908e-5,1.199883390690104e-5,1.2000066306860901e-5
0.0,0.0,0.0,0.0,7.708217595540092e-6,1.876419199545058e-5,0.0,1.7694996871948067e-5,1.9084483045164613e-5,0.0,2.0179018260636748e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0251123782507978e-5,1.9274278592664832e-5,0.0,1.6552880049332883e-5,1.8932825027830265e-5,0.0,1.996973827119338e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.684057795351581e-6,1.9266600131993415e-5,0.0,1.6409477029733655e-5,1.857056703811087e-5,0.0,1.9684063989783436e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.712740305476951e-6,1.9470678614332817e-5,0.0,1.6732839808351185e-5,1.83302671611193e-5,0.0,1.92946583818176e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0362424573810644e-5,1.981643045003426e-5,0.0,1.636818498778069e-5,1.8778033096024838e-5,0.0,1.8608748938108954e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.1342928883929949e-5,1.9670102038217556e-5,0.0,1.4855082236187758e-5,1.9094095045549146e-5,0.0,1.758587219051801e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3356931117495547e-5,1.965231820455011e-5,0.0,1.3511382049341516e-5,1.875244488845766e-5,0.0,1.5468258726820653e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3754221545843163e-5,1.959001891091015e-5,0.0,1.4358044761893955e-5,1.810879749449352e-5,0.0,1.4109759845409417e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.4460622657067935e-5,1.980714781815891e-5,0.0,1.544991311462159e-5,1.7366620797737685e-5,0.0,1.3348055095468552e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.4628012307291326e-5,1.9770878577527955e-5,0.0,1.5324088429761266e-5,1.6251669527281263e-5,0.0,1.3432296440862691e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.485927598087656e-5,1.986752990790076e-5,0.0,1.5095380819536831e-5,1.5770948128133062e-5,0.0,1.5084344614014537e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.4745778553657448e-5,1.99384281687223e-5,0.0,1.5770162925361455e-5,1.4724890267863103e-5,0.0,1.500374434084789e-5,0.0,0.0,0.0,0.0
0.0,2.551001472804936e-5,0.0,0.0,1.59163300993334e-5,2.000653937693608e-5,3.950978019784883e-6,1.5805095742782414e-5,1.3632237083519515e-5,2.5517783540776108e-5,1.4951540930754465e-5,0.0,0.0,1.202859787996502e-5,0.0
4.501697820735728e-5,9.879294962900503e-5,0.0,0.0,2.4545520594928297e-5,3.70566073596259e-5,7.124083637423734e-5,1.9961539291496253e-5,1.7687539427026632e-5,9.907134165201758e-5,1.5485985735986365e-5,0.0,4.927306739299642e-5,4.9574867986734716e-5,4.957958645235294e-5
5.7230079079317875e-5,0.00012307227151113915,0.0,0.0,2.7094163381745773e-5,3.9622566550781124e-5,8.399958400239509e-5,1.997363544754049e-5,1.780876573244546e-5,0.00012340201420445212,1.8802873763776444e-5,0.0,6.212158230445297e-5,6.188557915010051e-5,6.209609320251275e-5
6.33150442013175e-5,0.00013519108000467154,0.0,0.0,3.061190061818372e-5,4.0523691712538164e-5,9.81918987269696e-5,2.5175694415967307e-5,2.0265255493107573e-5,0.00013554664836833545,2.4857560620415684e-5,0.0,6.86965846927734e-5,6.801188474270248e-5,6.836671708754238e-5
7.067125972781696e-5,0.00014980424684562122,0.0,0.0,3.217504859996502e-5,4.154624602295648e-5,9.146410255925193e-5,3.206435147766289e-5,2.1339926291271537e-5,0.00015027189132219346,2.6520400145012743e-5,0.0,7.614249244980442e-5,7.537590898465396e-5,7.576062756697866e-5
7.166535443303701e-5,0.00015177841809682052,0.0,0.0,3.236288736330943e-5,4.147554780480293e-5,9.833686568512131e-5,3.308795173969568e-5,2.124996254082671e-5,0.00015225953403389837,2.646463650230881e-5,0.0,7.690054576325878e-5,7.637124713966159e-5,7.666466446210052e-5
7.635618966261859e-5,0.00016110175673560086,0.0,0.0,3.4101244643536106e-5,4.197460206358768e-5,9.372389240398172e-5,3.3868499483598926e-5,2.1461245517564056e-5,0.0001616442054275241,2.4961619624774677e-5,0.0,8.153012062983578e-5,8.10723932147539e-5,8.131624396412462e-5
7.476776902848314e-5,0.00015791281522025883,0.0,0.0,3.5685018682961565e-5,4.1979638780255815e-5,7.79814214946636e-5,3.4904175965413996e-5,2.372825334710208e-5,0.00015844564434102818,2.6909774343859557e-5,0.0,7.998881556003923e-5,7.947997696788889e-5,7.979284326609104e-5
6.960620683926777e-5,0.00014759881397911125,0.0,0.0,3.492970024543837e-5,4.135967019104915e-5,5.096451542039858e-5,3.334898823275797e-5,2.511048875050818e-5,0.00014810668157850298,2.4488052801102825e-5,0.0,7.489108391078858e-5,7.43410661954158e-5,7.474374271509987e-5
6.486236630109943e-5,0.0001377992157063066,0.0,0.0,3.4139454738643814e-5,4.037922131232814e-5,7.653726459129061e-5,2.7441042746851046e-5,2.4102637362663604e-5,0.000138633254580865,2.4453836159241918e-5,0.0,7.001829669617265e-5,6.95519743842965e-5,6.976649912360244e-5
5.320513946216465e-5,0.00011429025059571804,0.0,0.0,3.3144664710939455e-5,3.600095554310011e-5,8.216007106804113e-5,2.4745132374344675e-5,2.3611997236792457e-5,0.0001153156884259771,2.6108493783338157e-5,0.0,5.7772953994561504e-5,5.781376925284576e-5,5.7813553418384345e-5
8.20888049707369e-6,2.4207575399501267e-5,0.0,0.0,1.9321906611465297e-5,1.947168805589528e-5,1.9962910402356848e-5,1.690117194801727e-5,1.6174306384306267e-5,2.5450184550980213e-5,1.6290949319691316e-5,0.0,1.195599323733365e-5,1.2018002465197242e-5,0.0
0.0,0.0,0.0,0.0,1.9403137774350092e-5,1.9488407972465276e-5,0.0,1.5859600191810807e-5,1.5712949817531373e-5,0.0,1.5468061854284215e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9236170684675026e-5,1.9333891503817183e-5,0.0,1.6452588432967663e-5,1.5739853824937147e-5,0.0,1.6632023998426733e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9000992527823124e-5,1.9267734838723634e-5,0.0,1.6439268585026632e-5,1.5421858425967937e-5,0.0,1.7480648030702293e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.874150794303797e-5,1.9941958713845587e-5,0.0,1.5241779779321668e-5,1.6310975980689588e-5,0.0,1.6839248209415812e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.857118568516578e-5,2.027798092403937e-5,0.0,1.3961539133970619e-5,1.7127722339549856e-5,0.0,1.7064011644792855e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.806109022199618e-5,2.026208559532735e-5,0.0,1.3337940995369617e-5,1.7800166933517654e-5,0.0,1.849549317259332e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.7669095741159615e-5,2.0143233935449483e-5,0.0,1.2996948729963184e-5,1.728049342363966e-5,0.0,1.9347778106784134e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.765173909251836e-5,1.9890599524137953e-5,0.0,1.2048545265060846e-5,1.704009206921097e-5,0.0,1.9443869749365482e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.7385636475134787e-5,1.9618726232112015e-5,0.0,1.1499294195671215e-5,1.6739788889661516e-5,0.0,1.9054802138115632e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.716637446775419e-5,1.9828301913158733e-5,0.0,1.1922047282998792e-5,1.6225415543571898e-5,0.0,1.8173677941417905e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.7212419119257804e-5,2.006084426286789e-5,0.0,1.0016362521146718e-5,1.6274079596022733e-5,0.0,1.6689373758994805e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.7794737130287842e-5,1.9896351407686855e-5,0.0,9.61739845884805e-6,1.7629494367439902e-5,0.0,1.480724140133293e-5,0.0,0.0,0.0,0.0
0.0,2.553682854664294e-5,0.0,0.0,1.7628655488584372e-5,1.9827122999196574e-5,5.1363166577892806e-6,1.0522088868566347e-5,1.749768964924408e-5,2.5547283546997176e-5,1.345519431757561e-5,0.0,0.0,1.2050803313456981e-5,0.0
4.5567432268356356e-5,9.989877867052086e-5,0.0,0.0,2.688612439739635e-5,3.642591102654634e-5,8.05953933472763e-5,1.2213938867598694e-5,2.7411293302722898e-5,0.0001001796183236551,1.142760008170553e-5,0.0,4.986514274130105e-5,5.0160695778345143e-5,5.01314341363468e-5
5.7205912362690015e-5,0.0001230094294699341,0.0,0.0,2.879976382588594e-5,4.005505842546135e-5,0.00010423458992120756,1.1220627372689634e-5,2.965552850195138e-5,0.00012336088205795688,7.60516170710123e-6,0.0,6.231923311483811e-5,6.194738539022637e-5,6.208158517040374e-5
6.237585108692656e-5,0.0001332926216531233,0.0,0.0,2.936597776896188e-5,4.091967719166692e-5,0.00010906166104587272,1.2005031047687061e-5,3.256569814137137e-5,0.00013369473092301142,4.975272400105016e-6,0.0,6.804882039457283e-5,6.716674180040627e-5,6.776166077315793e-5
6.856317953207736e-5,0.00014550965680868501,0.0,0.0,3.098326048992802e-5,4.1667810514338695e-5,0.00011046103450630576,1.4033733782980912e-5,3.1967477342678074e-5,0.00014605804508156925,3.827366070214445e-6,0.0,7.415287695788919e-5,7.336837323634882e-5,7.364665609088661e-5
7.269056042247257e-5,0.00015370325786324827,0.0,0.0,3.435161194568528e-5,4.201614527863435e-5,0.0001318497882924551,1.7481234235020073e-5,3.097642500185929e-5,0.00015430536082755374,4.983892969468462e-6,0.0,7.807251337332843e-5,7.746516294560024e-5,7.77054998195581e-5
7.51983295224079e-5,0.0001585299362012349,0.0,0.0,3.6612842076923146e-5,4.219020727718275e-5,0.000135208027440318,1.9412516694115976e-5,3.029084656602749e-5,0.0001593261747840789,6.730475163436087e-6,0.0,8.047531152977072e-5,7.999487048948595e-5,8.016639833385852e-5
7.587870314296197e-5,0.00016000616943376126,0.0,0.0,3.664488505708585e-5,4.223500936789175e-5,0.00013280745528547192,2.0367215652756327e-5,3.1852492356712535e-5,0.0001606784566669519,7.962973476088594e-6,0.0,8.126845278599859e-5,8.066519536953365e-5,8.082071087756049e-5
7.375374810081325e-5,0.0001558002680373144,0.0,0.0,3.765486427154928e-5,4.209127783360718e-5,0.00012143600477128919,2.1448845593896097e-5,3.234023217012788e-5,0.0001564409421340481,8.684983200922838e-6,0.0,7.927196527157676e-5,7.85182296141329e-5,7.88725134981405e-5
6.678309030760943e-5,0.00014188096048894355,0.0,0.0,3.7174837127277213e-5,4.152177275022319e-5,0.0001178126588896537,2.053264916471868e-5,3.149983492003545e-5,0.00014249811146985748,7.854457612751347e-6,0.0,7.216767914641764e-5,7.15058127411794e-5,7.177281553083503e-5
5.3687481141651006e-5,0.00011558852603813206,0.0,0.0,3.495322069983328e-5,4.0133577791200176e-5,9.657224071153821e-5,2.1526690192616242e-5,3.0451393157700884e-5,0.00011632107446049386,5.4221530594786325e-6,0.0,5.823181197595062e-5,5.832155535756556e-5,5.831236094877568e-5
1.2330225830470276e-5,3.272414499207232e-5,0.0,0.0,2.2857728655235428e-5,2.4777686602287402e-5,2.920686325274806e-5,1.6893116007227285e-5,2.0546453932600116e-5,3.37427616688294e-5,4.52459457626058e-6,0.0,1.6175778515814532e-5,1.6274067960786454e-5,1.6181127057257605e-5
0.0,0.0,0.0,0.0,2.2836277906824045e-5,2.4756423978775273e-5,0.0,1.733347094932534e-5,2.0122527012702543e-5,0.0,2.7009215990041144e-6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.2740559353027925e-5,2.468370496328083e-5,0.0,1.7263984900943896e-5,1.980790326450357e-5,0.0,2.164473649193219e-6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.260707796278941e-5,2.470971805780424e-5,0.0,1.6027997571305954e-5,1.9545312936822648e-5,0.0,2.6564673344266553e-6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.301266431338969e-5,2.4758978045931335e-5,0.0,1.4811911176039088e-5,1.832030681401653e-5,0.0,4.945983182245954e-6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.343443111617508e-5,2.4362688771250746e-5,0.0,1.5222667304368312e-5,1.800388244997081e-5,0.0,7.986089641357306e-6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.36929213968189e-5,2.2972576091281924e-5,0.0,1.5064456688772741e-5,1.6508334333540557e-5,0.0,9.718952276967392e-6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.3629792117700625e-5,2.2435759975401398e-5,0.0,1.5419403843665122e-5,1.4165380485291752e-5,0.0,1.4349470280620589e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.5878027728185106e-5,2.4465433717658946e-5,0.0,1.6272667644411527e-5,1.2619242089276618e-5,0.0,1.905204613716424e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.6278156229985974e-5,2.53057661535181e-5,0.0,1.6805766851325732e-5,1.190153920106351e-5,0.0,2.200931403800653e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.5330170986343316e-5,2.5707140918049033e-5,0.0,1.659530352502561e-5,1.0667518256000031e-5,0.0,2.463626697201203e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.4543781637304434e-5,2.5650261762097475e-5,0.0,1.7350162883963395e-5,9.743009383696441e-6,0.0,2.580687979234514e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.2694891074711715e-5,2.4772058966287066e-5,0.0,1.7337250051772826e-5,7.02721974863022e-6,0.0,2.5258179171725665e-5,0.0,0.0,0.0,0.0
1.526645537497373e-5,3.95121416346402e-5,0.0,0.0,2.2685060951604675e-5,2.450111346723184e-5,5.2938854734932675e-6,1.658057725688143e-5,4.862207180246904e-6,3.955917608883405e-5,2.564728110672335e-5,0.0,0.0,1.923453026897448e-5,0.0
4.865524594777071e-5,0.00010596613736945347,0.0,0.0,2.7679191088256618e-5,3.0434802362296626e-5,7.994031398418517e-5,1.6922210399935218e-5,4.08800885204751e-6,0.0001062622891730726,3.62737900075692e-5,0.0,5.286398288639749e-5,5.323810115243077e-5,5.317943288218885e-5
5.7658137059490855e-5,0.00012390450843214492,0.0,0.0,2.806159591114498e-5,2.911180284119808e-5,0.00010178733313324186,1.350845600840984e-5,1.690952646682268e-6,0.00012423608198918514,3.868544361857475e-5,0.0,6.244501964625115e-5,6.236709634777071e-5,6.237761571981082e-5
6.699343917659917e-5,0.00014247336669729715,0.0,0.0,2.9478237355903508e-5,2.8815729947910087e-5,0.00010893296121283627,1.3714330207059363e-5,7.906547737469168e-7,0.00014289678907759772,3.9630018829570287e-5,0.0,7.21556408880275e-5,7.179448184047033e-5,7.190249175437202e-5
7.323655674440488e-5,0.00015486813115617423,0.0,0.0,3.052119090332595e-5,2.933701591996679e-5,0.00011784912557183706,1.5520087730725168e-5,0.0,0.0001553689796649314,4.076205020520489e-5,0.0,7.846417388934768e-5,7.805273054373174e-5,7.829872276943206e-5
7.852918115247576e-5,0.0001653706180430529,0.0,0.0,3.170993279515223e-5,2.9327897281908244e-5,0.00012164974894678256,1.573419621335234e-5,0.0,0.00016594218526521978,4.1723953147032425e-5,0.0,8.365801877641132e-5,8.32968104163001e-5,8.354760154816177e-5
8.192433322307124e-5,0.0001721064846969069,0.0,0.0,2.947435971443263e-5,3.054182713325824e-5,0.00011493193024726357,1.6065885267063034e-5,0.0,0.000172725913605626,4.2483493645355285e-5,0.0,8.698958803998735e-5,8.669894197055328e-5,8.693610227794579e-5
8.352607196826511e-5,0.0001752868111449573,0.0,0.0,2.838680635386275e-5,3.126660880602292e-5,0.00012162517163991038,1.6076105550865537e-5,0.0,0.00017592949062188875,4.260960990728922e-5,0.0,8.869578567161085e-5,8.828176770236951e-5,8.842602377967523e-5
8.049646293528667e-5,0.00016927871759486057,0.0,0.0,2.7542798000523837e-5,3.0343048731373e-5,0.00011141255079324302,1.534897034411792e-5,0.0,0.00016987781861340227,4.2251183948775455e-5,0.0,8.57965842451236e-5,8.526018844179362e-5,8.544580749969555e-5
6.945092749788273e-5,0.00014729014492440858,0.0,0.0,2.4694580740755904e-5,2.956773415381198e-5,0.00010676447964645149,1.4832251964127124e-5,0.0,0.00014780164806364661,4.0827257799593834e-5,0.0,7.463576953758988e-5,7.418585990137672e-5,7.441147724307484e-5
5.4792897838495946e-5,0.0001178474482468225,0.0,0.0,2.0019299976213526e-5,2.9517483474877638e-5,0.00010069044189735418,1.3089867291007791e-5,0.0,0.00011846639918049634,3.832077876504587e-5,0.0,5.935876342588742e-5,5.9419909156588346e-5,5.942292256122528e-5
