Aquamarine_Westside,Arizona_Solar,Humboldt_Bay_Offshore_Wind,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,Wyoming_Wind,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar
0.0,0.0,0.0,0.0,1.4505557118641084e-5,6.927517535245972e-6,0.0,1.385218285304466e-5,1.4492695960831169e-5,0.0,1.3855869543153358e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.493364346497254e-5,7.824806745536369e-6,0.0,1.4098285037630305e-5,1.547753004049785e-5,0.0,1.4786155815415787e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5352496306701074e-5,8.456818297708904e-6,0.0,1.4215707496404725e-5,1.582704958571018e-5,0.0,1.5777308511273987e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5662065214853903e-5,8.427683624046583e-6,0.0,1.4342996792637703e-5,1.5643604439777458e-5,0.0,1.652569748355416e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5645138650743403e-5,7.416289363273948e-6,0.0,1.4392222055585728e-5,1.5223538643901536e-5,0.0,1.678200275757834e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.569700705281359e-5,6.038940888399126e-6,0.0,1.4281927854167477e-5,1.5371904959240014e-5,0.0,1.7086427335779896e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.586811131147857e-5,5.2811182462762255e-6,0.0,1.3818374582979178e-5,1.5008981820568483e-5,0.0,1.7294744156046003e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.715117636230504e-5,4.495238506954844e-6,0.0,1.3984232051843836e-5,1.6102308270071673e-5,0.0,1.8924305908049302e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.6850050296375378e-5,3.764752721432215e-6,0.0,1.3358430711136881e-5,1.654398743235292e-5,0.0,1.8757758209748126e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.656118681900855e-5,3.6423517008540716e-6,0.0,1.3126999158249738e-5,1.619256654966277e-5,0.0,1.8765707885259203e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.612611309075725e-5,3.60138438283801e-6,0.0,1.2463318923423388e-5,1.612608884683715e-5,0.0,1.877248120210835e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5257245556277636e-5,3.542695114466512e-6,0.0,1.1577692371921788e-5,1.4951026304174796e-5,0.0,1.771964464280217e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5211133602633672e-5,3.6188552071653125e-6,0.0,1.0786679814306698e-5,1.404265796767344e-5,0.0,1.7430276282829884e-5,0.0,0.0,0.0,0.0
0.0,2.097902069905907e-5,0.0,0.0,1.5227158589149552e-5,3.659101003504394e-6,0.0,9.506522524979242e-6,1.3961717750493511e-5,2.1038280292834655e-5,1.743016572040486e-5,0.0,0.0,0.0,0.0
6.140552492595042e-6,2.13686261764292e-5,0.0,0.0,1.5267351131306798e-5,3.4986060681557014e-6,6.631229184528675e-6,8.161409492891988e-6,1.4579396578572091e-5,2.1370303544034055e-5,1.7478677956278476e-5,0.0,0.0,9.89948608420832e-6,9.89680812146787e-6
